"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "joy_read" "pisa_difficulty" "competitiveness" "fear_failure" "resilience" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "math" "read" "scie"
"941" 75600179 1 1 2 5 0 -0.8415 -1.272 -0.6888 -0.9295 -0.0614 0.1935 -0.7823 -0.1038 -0.7888 -0.8243 0.4579 -0.3904 0.4522 -1.5824 535.049 502.358 477.975
"944" 75600080 0 2 2 5 1 -0.3875 1.6524 0.1956 0.4637 2.3693 -0.9879 1.1625 -0.5985 0.3897 -0.1357 -0.6537 -1.0488 -0.8998 0.2169 399.499 333.693 269.96
"946" 75600036 1 2 0 2 0 0.1499 -0.8863 2.0054 1.0671 -0.5176 0.9423 -0.7823 0.0669 0.3948 -0.1357 0.1569 -1.1999 0.7628 1.0346 523.649 505.687 507.575
"953" 75600223 1 3 2 4 1 -0.4736 0.2705 0.1956 0.8794 0.3444 0.7984 -0.7823 -0.7018 -1.8107 1.1793 -0.579 -0.52 1.314 -1.0657 475.465 296.991 309.398
"956" 75600074 0 2 2 1 0 1.0781 -0.2888 -0.733 -0.0845 0.7872 -0.3184 0.1462 -1.0817 -1.8598 1.1793 -1.2279 -2.0414 1.314 0.6402 579.484 574.041 576.262
"957" 75600048 0 1 0 6 0 0.3568 0.2705 -0.5707 0.4637 -0.4684 -0.3184 0.2907 -0.1929 1.5465 -0.1357 -1.7275 -0.3319 -1.5447 -0.6576 541.537 605.543 611.621
"958" 75600034 0 2 2 6 0 -0.5831 -1.272 -0.9792 -1.4869 0.4392 0.1731 0.1462 0.6875 0.2126 0.0477 0.9762 0.7308 0.3485 1.0346 578.544 533.274 531.084
"960" 75600162 0 1 2 3 0 -0.2388 1.0453 0.1244 -1.1858 -0.5176 0.7984 -0.7823 -0.8682 -0.3358 1.1793 -1.1662 -0.3067 0.3995 1.0346 451.297 459.709 441.736
"961" 75600071 1 1 2 5 0 -0.4629 -1.272 -2.345 -1.8939 0.7034 1.1713 0.8233 -1.036 -1.8107 -0.4903 -0.697 0.0326 -0.2023 -2.0851 365.362 398.49 433.949
"963" 75600034 1 2 2 6 0 -1.1285 -1.272 2.0054 -1.8939 -0.0614 -1.1029 1.203 0.02 0.6561 1.1793 -1.0538 0.7991 1.314 -2.4468 440.101 202.894 329.935
"964" 75600001 1 1 0 5 0 -2.7114 -1.272 1.2643 1.3423 2.3693 -1.4842 3.8591 0.9124 -0.0502 -0.6853 1.9429 1.3932 -0.5488 0.6402 557.755 427.509 556.349
"965" 75600153 0 1 2 3 0 -2.7114 -0.8863 -1.0214 -0.4678 -0.8547 0.6818 -0.7823 -1.3286 -0.6541 -0.6122 -1.1938 -1.3095 -1.1981 -1.1847 400.734 363.127 446.24
"968" 75600041 0 1 0 6 0 -1.4526 0.9672 -0.4112 0.1097 -0.0614 0.3018 -0.7823 -0.0544 0.0282 -0.7412 0.0601 0.4328 -1.5447 1.0346 548.106 507.556 558.762
"969" 75600042 0 1 0 6 0 -0.7077 0.7192 0.4352 1.8905 -0.8109 -0.5635 0.2907 0.5352 0.6561 1.1793 0.0194 0.6663 -0.4082 1.0346 438.235 452.176 465.408
"970" 75600117 1 1 2 6 0 0.1984 0.2705 0.1956 -0.3799 0.3858 0.9683 -0.7823 1.8065 1.5465 -0.1357 1.7567 1.7681 -0.9422 1.0346 652.144 584.875 634.534
"972" 75600194 0 1 0 4 0 -0.7553 0.2705 -2.345 0.8794 -0.4405 0.9517 0.2907 -0.1883 0.0213 -0.9386 0.5719 -0.283 -0.5575 1.0346 535.652 518.689 476.126
"977" 75600051 0 2 2 4 0 -0.5091 -0.7816 -0.0326 -1.1858 -0.0614 0.3241 -0.7823 -0.8198 -1.2227 0.0477 -0.3105 -1.1116 -1.2781 0.6364 493.072 445.706 463.495
"979" 75600029 1 2 2 4 0 -1.1285 0.2705 -0.2661 -1.2319 -0.4684 0.0544 -0.7823 -1.1967 -1.8598 0.0477 -1.1045 -1.2888 -0.1719 1.0346 598.223 577.266 545.381
"982" 75600046 0 1 2 3 1 -1.0555 1.4885 0.1956 1.4083 1.111 0.9509 -0.7823 -0.3957 -1.8107 1.1793 0.1502 -1.059 1.314 1.0346 469.219 427.81 386.724
"983" 75600040 0 1 0 5 0 0.9011 -1.272 -0.6888 -1.1597 -0.4684 -0.2159 0.7703 0.1183 0.1299 -0.1357 0.0597 0.5924 -0.5488 1.0346 478.745 466.694 502.814
"984" 75600127 1 2 0 5 0 -1.2172 -0.7816 1.1811 -1.059 0.8496 0.0094 -0.7823 -0.3739 -0.6541 -0.4903 0.3984 0.3128 -0.8998 1.0346 530.668 524.352 497.13
"985" 75600158 0 1 2 4 0 1.7513 -1.272 -1.7009 0.9606 -0.8734 -1.0214 1.1211 1.0657 0.8768 0.0477 0.6266 0.3997 -1.1053 1.0346 490.635 518.228 549.138
"986" 75600022 0 3 2 4 1 1.4205 -1.272 -0.9792 0.4637 -1.0583 -0.6693 0.2907 0.8633 1.5465 -0.1357 0.1879 -0.381 1.314 -1.3914 556.658 670.948 588.656
"988" 75600134 0 1 0 6 1 1.2316 0.2705 -0.5707 -1.059 -0.5176 1.4685 -0.7823 0.4512 0.0282 -0.1357 0.4207 1.0753 -0.2327 0.0116 602.524 653.489 605.369
"989" 75600062 0 1 2 6 0 0.5046 -0.2888 0.6314 0.6556 0.7251 -0.6095 -0.7823 0.9262 0.8768 -0.1357 0.8514 1.2626 -1.1176 1.0346 607.324 633.41 598.933
"991" 75600192 0 3 2 6 0 2.6131 -1.272 -1.7009 -1.1597 -1.0583 -0.1657 -0.7823 0.0691 0.872 0.1806 -0.578 0.5705 0.7628 1.0346 515.96 508.966 527.067
"992" 75600123 1 2 3 1 0 1.0123 1.6524 0.0385 -1.4242 0.3858 -1.186 0.7703 -0.6856 0.0213 -1.5532 -0.6223 -1.3533 -0.0348 -0.6576 442.121 378.867 428.902
"993" 75600158 0 1 2 6 0 2.6131 0.2705 -0.4631 -0.687 -0.0614 -0.2641 -0.7823 5.0132 1.5156 1.1793 4.3533 3.1629 1.314 1.0346 595.168 590.475 616.546
"994" 75600195 1 1 2 6 0 -0.3571 0.2705 0.1956 0.4637 -0.4684 0.472 -0.7823 0.4135 -0.0502 -0.6853 0.6312 1.1786 0.1718 -0.6439 452.044 442.714 463.064
"996" 75600071 0 1 2 6 0 -0.2875 0.2705 0.1956 0.4637 -0.7997 -0.4018 -0.7823 0.2921 -0.4999 1.1793 0.8232 1.1106 0.2485 1.0346 461.687 490.193 441.38
"999" 75600130 0 1 2 3 0 0.0127 0.2705 -0.9792 -0.687 -0.0614 -0.3184 -0.7823 -1.2037 0.3948 -1.2793 -1.2399 -1.2567 -2.1621 1.0346 513.885 510.057 431.917
"1001" 75600177 0 1 2 5 0 -2.7114 -0.6346 0.1244 1.0109 -0.5536 -0.004 0.2308 -0.0201 -0.8414 -0.6853 0.6768 -0.0414 -1.2443 1.0346 433.504 456.524 425.032
"1002" 75600190 1 3 3 6 0 -1.4882 1.9717 -0.9792 0.052 -1.0586 0.0348 2.0417 -0.1037 -0.6301 0.0477 0.4163 0.3744 -2.1007 -1.6735 532.017 491.694 455.978
"1005" 75600043 1 2 0 6 0 1.1914 -0.2888 0.0113 -0.6133 0.8021 -0.6389 0.2907 0.4964 1.0087 1.1793 -0.2243 0.7373 0.2148 -0.9167 480.647 463.605 521.982
"1011" 75600148 0 3 2 6 0 2.6131 -1.272 -0.9792 1.0944 0.3139 -0.7764 -0.7823 0.8498 0.9244 -0.6853 0.3789 1.1335 0.3995 -0.6439 675.613 716.635 712.518
"1014" 75600033 1 3 2 0 1 -1.557 -0.2888 1.2643 -0.687 -0.0485 2.7249 -0.7823 0.8263 0.4254 1.1793 0.9072 -1.5476 0.2148 1.0346 487.088 518.049 537.092
"1017" 75600085 0 1 0 3 0 0.4627 -0.3034 -0.2047 1.1422 -0.096 0.6818 0.2907 -0.0691 -0.3819 -0.1357 0.0206 -0.2326 0.4394 1.0346 527.874 555.088 475.506
"1018" 75600045 1 1 0 3 0 -1.0322 -0.6346 2.0054 -0.9823 0.3858 1.4685 0.2907 -0.256 -1.2227 -0.6853 0.0148 -0.4386 0.7628 -1.3939 585.087 528.001 561.977
"1021" 75600139 0 2 2 5 0 1.2316 -0.7816 0.4352 -1.8939 1.6438 -0.0845 0.1462 -0.4747 0.2484 0.1806 -0.6011 0.4558 -1.1053 1.0346 519.025 525.64 502.984
"1022" 75600158 1 1 2 6 0 -1.1538 -1.272 0.1956 -1.8939 1.59 1.6185 -0.7823 1.1321 1.5156 1.1793 0.1944 1.3722 -0.4377 1.0346 720.731 740.377 670.034
"1024" 75600148 0 1 0 6 0 1.4205 -1.272 0.7871 0.052 0.2883 2.7249 -0.7823 0.3957 -0.0502 -0.1357 0.1005 1.0889 1.314 1.0346 692.667 666.696 695.891
"1026" 75600210 0 1 0 5 0 2.0787 -0.5536 -0.5229 1.8905 0.3693 -0.1939 1.1928 0.8482 0.5835 1.1793 0.3633 0.062 0.1597 1.0346 628.756 616.729 555.845
"1027" 75600179 1 1 0 6 0 -2.7114 -1.272 -1.1146 -1.4869 1.2011 0.8801 0.2907 -0.1403 -0.3819 -1.0118 0.2491 0.4807 -0.6552 1.0346 649.88 583.618 640.345
"1029" 75600097 0 2 2 6 0 0.3568 0.2705 -0.2661 0.1097 0.3858 0.2548 -0.7823 -0.3206 -0.3474 -0.1357 -0.6633 -0.4604 1.314 1.0346 520.752 558.057 592.046
"1032" 75600042 0 2 2 2 1 -0.9395 1.6524 -0.2047 0.8207 0.7396 -0.4509 0.7841 -0.6863 -0.338 -0.6853 -0.411 -1.4692 -0.1605 0.2127 387.404 370.967 409.589
"1033" 75600170 1 1 2 6 0 -1.3532 -0.4021 -0.9792 -0.687 -0.0614 -0.3184 -0.7823 -0.0308 -0.0971 -0.6853 0.3161 0.5791 -1.1481 -0.6576 478.257 440.888 502.43
"1038" 75600215 1 1 2 6 0 0.0127 -1.272 0.849 1.8905 -1.1854 0.2879 -0.7823 0.5206 0.3907 -0.1357 0.176 1.1226 -1.3345 1.0346 652.298 627.215 640.158
"1039" 75600041 1 1 0 6 0 -0.9609 -0.2888 -0.2047 -0.4342 -0.0614 0.4503 0.2907 0.1608 -0.1052 -0.1357 1.0042 0.7596 0.7015 -0.6576 586.619 527.595 556.774
"1042" 75600053 1 3 3 6 0 -0.0872 -0.6346 -1.4383 -1.8939 0.4314 -0.4415 0.7294 -0.6086 -0.1052 0.0477 -0.5157 0.1607 0.2384 0.6364 558.114 512.619 495.865
"1043" 75600213 0 3 3 6 0 0.0429 1.2958 0.6314 -1.4242 0.7251 -0.7328 -0.7823 -0.201 0.2678 -0.4903 -0.3229 0.3653 1.314 -2.0851 455.394 433.966 471.787
"1044" 75600129 0 1 2 5 0 -1.1538 0.7192 -1.0457 0.8794 0.7251 1.3381 -0.7823 -0.4836 -0.6937 0.0477 0.0163 -0.2583 0.7628 1.0346 388.616 443.944 403.219
"1047" 75600182 1 1 0 3 0 -0.4064 -1.272 0.571 -0.687 -0.0614 0.3018 -0.7823 -0.3766 -0.1932 0.2646 -0.502 -0.3511 0.2048 0.6402 534.316 567.423 519.614
"1050" 75600076 0 2 2 5 0 0.7942 1.1904 0.849 1.8905 -1.5169 -0.8561 1.4721 -2.0898 -0.7415 -2.3822 -1.5249 -1.2976 -2.0248 -1.1869 492.396 507.312 434.441
"1054" 75600111 0 1 2 5 0 2.6131 -1.272 -0.6151 -0.1558 0.7872 1.4326 -0.7823 0.6821 0.872 1.1793 0.3919 0.2554 -0.5973 0.5029 673.449 687.473 614.812
"1056" 75600067 0 1 0 3 0 0.0127 0.7192 -0.9792 0.4637 -1.2865 -0.6659 -0.7823 -0.429 0.1528 -0.9057 0.0951 -0.6459 -0.6298 -0.6576 328.852 370.751 433.17
"1058" 75600218 1 1 0 6 0 -2.7114 0.7192 -2.345 -1.109 0.7877 2.7249 3.8591 -0.5001 -1.8598 -1.0118 0.5953 -0.0142 1.314 1.0346 335.27 294.955 383.516
"1059" 75600033 1 2 3 0 0 -1.7421 -1.272 2.0054 -1.4869 2.3693 2.7249 -0.7823 -0.9864 -0.6541 -1.0118 -0.096 -2.6689 1.314 1.0346 424.772 397.147 424.925
"1063" 75600005 0 1 0 6 1 -2.7114 1.6524 -0.9792 -0.687 2.3693 2.7249 -0.7823 0.0918 -0.1052 1.1793 -0.0292 1.0259 -1.8485 1.0346 455.167 425.56 432.756
"1064" 75600029 1 1 2 6 0 -0.6661 1.0453 -0.4112 0.4637 -0.096 0.0731 -0.7823 1.6059 1.5465 1.1793 1.0685 0.7584 -2.1007 -1.4861 651.398 558.527 598.179
"1065" 75600095 1 3 2 1 0 -0.745 1.2958 -2.345 -1.4869 -1.3068 -0.9879 1.1625 -1.0685 -1.8598 -1.0118 -0.1162 -2.2315 0.6259 -0.6576 382.271 252.962 415.982
"1067" 75600202 1 1 0 6 0 -0.8176 1.1904 -0.2047 -0.4342 -0.0614 -0.9879 -0.7823 0.0878 -1.8598 1.1793 0.6502 -0.1893 -0.2023 -0.6576 330.508 420.167 474.839
"1070" 75600188 0 1 0 3 0 1.4205 -1.272 0.1956 0.052 -0.0614 0.6344 0.2907 -0.0769 -0.7888 -0.1357 0.0675 0.116 -0.5864 1.0346 627.353 581.651 669.571
"1071" 75600085 0 1 0 6 0 1.5998 -1.272 0.1956 0.4637 1.6219 2.7249 0.2907 1.0672 1.0087 1.1793 0.4261 1.3731 0.7015 1.0346 597.864 627.386 608.626
"1073" 75600132 1 1 2 4 0 -1.9715 0.2705 0.1956 0.052 -0.8738 -1.0081 2.07 -0.1661 -0.5354 -1.0118 0.4785 -0.9479 -1.3345 0.2169 555.751 502.195 605.275
"1074" 75600148 0 1 0 6 0 1.7513 -1.272 0.4352 1.3423 -1.3068 0.9264 -0.7823 0.9699 1.5465 1.1793 0.016 1.306 -0.6262 1.0346 635.785 614.911 590.498
"1075" 75600070 0 1 0 3 1 -1.7421 0.2705 1.1811 0.1097 -0.0328 -1.0718 2.0987 -0.7238 -1.8598 -1.2793 0.4111 -1.2723 0.385 0.0181 424.687 407.919 481.167
"1076" 75600127 1 1 0 4 0 -1.793 -1.272 2.0054 -1.2319 -0.5176 2.7249 1.2618 1.0843 0.4438 0.2646 1.1956 0.4634 0.2148 1.0346 584.176 452.086 507.482
"1077" 75600104 1 2 0 5 0 -1.4526 0.8232 -0.8705 -0.13 0.3858 0.6818 0.7703 0.6412 0.1299 -0.1357 1.6088 0.4707 0.1694 -0.6576 545.065 447.04 473.67
"1078" 75600033 1 1 0 5 0 -0.6863 -0.2888 -1.2708 -1.8939 0.871 0.9264 -0.7823 -0.1139 -0.3819 -0.6122 0.0148 -0.4602 1.314 1.0346 455.069 490.893 521.19
"1081" 75600069 0 1 0 3 0 0.6934 1.0453 -0.5707 -0.687 -0.0614 1.4326 -0.7823 0.0639 -1.2227 -0.6853 1.5412 -0.7955 -0.5575 1.0346 397.917 399.894 358.052
"1082" 75600121 1 1 0 4 0 -1.1538 0.8232 -0.9792 -0.9823 -0.5536 0.9517 -0.7823 -1.3578 -1.8598 -1.2622 -0.5998 -1.3219 0.4394 -1.1847 616.647 530.778 534.886
"1083" 75600189 0 3 2 6 0 -0.2704 0.2705 -0.2047 0.4637 -0.0614 -0.445 2.0987 -0.6271 -0.3819 0.0477 -0.4267 -0.4467 -1.415 -0.6576 514.339 483.883 493.41
"1084" 75600132 1 1 2 6 0 0.7546 -1.272 -0.2047 -0.687 0.7251 2.0121 -0.7823 0.5376 0.4863 -0.6853 0.0316 1.2689 -0.3673 0.6402 598.822 600.929 604.639
"1085" 75600134 1 1 0 6 0 -2.7114 -1.272 1.2643 -0.7592 -0.0806 -3.2367 0.2907 -1.659 -1.2227 -4.4106 -0.8859 -0.1609 -1.3345 0.2127 626.721 572.473 594.544
"1086" 75600180 0 1 2 5 0 2.6131 -0.2888 -0.8865 1.4083 -0.1772 0.4481 0.2907 -0.8484 -0.5354 0.0477 -1.3878 -0.1433 -0.2962 1.0346 506.618 490.078 513.032
"1088" 75600180 0 1 2 5 1 0.2694 0.2705 -0.733 -0.3799 -0.0614 -0.4908 -0.7823 0.0907 -0.2956 1.1793 0.5791 -0.2643 -0.1719 1.0346 380.947 380.882 401.545
"1089" 75600108 0 1 2 6 0 0.9908 0.8232 -0.4112 -0.13 1.5024 0.3939 0.2907 0.7008 0.8768 1.1793 0.3675 1.0704 -0.5284 1.0346 591.467 505.589 520.538
"1090" 75600162 1 1 2 5 0 -0.5831 -1.272 1.2643 -0.3799 0.3444 0.265 1.1729 -0.1658 -0.254 -0.1357 0.0155 -0.3671 1.314 -1.3914 600.379 588.015 609.975
"1093" 75600153 0 3 3 3 0 -0.861 1.6524 -0.733 -1.2792 -1.2865 -0.672 1.4812 -0.6234 -0.0971 -0.1357 -0.4402 -1.0864 -1.4252 -0.9167 415.918 303.047 300.246
"1094" 75600077 0 1 0 3 0 2.6131 -1.272 0.411 1.3423 1.6219 2.7249 -0.7823 0.7818 1.0087 1.1793 0.085 0.0454 0.7015 1.0346 567.193 541.918 497.176
"1097" 75600128 0 1 2 6 0 2.6131 -1.272 -1.7664 -1.4242 1.5527 1.4326 0.2907 0.2621 0.339 -0.5492 0.488 0.6521 -0.7769 1.0346 597.011 592.227 625.562
"1098" 75600119 0 3 2 6 0 1.7513 0.9567 -0.9792 0.2201 0.3444 -1.6427 -0.7823 1.3745 1.5156 1.1793 0.6266 1.4523 -0.4377 1.0346 495.161 477.324 541.218
"1099" 75600104 0 1 2 5 0 -1.0322 -1.272 -2.345 -1.8939 0.3858 2.7249 0.2907 0.0472 0.0213 1.1793 -0.1158 -0.4179 -0.2023 -1.4886 368.288 345.538 300.049
"1100" 75600058 1 2 3 4 0 1.9003 -1.272 -0.9792 -0.13 -1.0583 0.3581 -0.7823 -0.1436 0.3567 1.1793 -0.7433 -1.0717 -1.8485 1.0346 636.361 564.701 534.009
"1101" 75600154 1 1 0 6 0 0.11 -1.272 -1.0457 0.855 -1.0442 0.1388 0.8233 -0.2274 -0.1932 -0.1357 -0.4156 -0.3292 -0.4671 -2.0819 589.219 633.081 593.648
"1102" 75600125 0 2 2 5 0 -1.1031 2.0692 -2.345 -1.8939 2.3693 -0.3112 -0.7823 -0.4198 -0.607 -0.1614 -0.4091 2e-04 0.0079 1.0346 451.926 465.654 426.164
"1103" 75600165 0 1 0 6 0 0.4627 -0.7816 -0.4112 -0.4342 1.1777 0.8801 -0.7823 2.3583 1.1953 1.1793 1.7316 1.9195 0.7628 1.0346 642.708 518.557 551.705
"1107" 75600191 1 1 0 3 1 -1.3532 -1.272 2.0054 1.8905 -0.0614 0.6818 -0.7823 -0.5056 -0.3819 1.1793 -0.7919 -0.5147 -0.3082 1.0346 419.957 361.796 362.381
"1108" 75600081 0 2 2 3 0 -1.1285 1.0453 -2.345 -1.4242 -0.4801 -1.3629 -0.7823 -0.5558 -1.8598 -1.0118 0.6148 -1.0122 0.7628 -0.6576 489.538 530.948 462.343
"1109" 75600066 0 1 0 6 0 -0.5419 0.2705 -0.2047 -0.2006 -1.3413 -0.3086 3.8591 1.0607 1.5465 -0.1357 0.7857 0.9889 -1.1053 1.0346 548.267 577.181 569.467
"1112" 75600120 0 1 2 6 0 1.7916 -1.272 -0.5707 0.1097 0.3858 0.6818 -0.7823 0.3014 0.7199 -0.6853 0.0997 1.1689 1.314 -0.6576 560.918 596.378 556.462
"1113" 75600212 1 2 2 6 1 -0.2406 0.2705 0.1956 0.4637 -0.0614 -0.1273 1.4812 -0.6462 -1.8107 1.1793 -0.465 -0.4548 -1.1481 -0.6576 304.167 271.265 338.533
"1114" 75600203 1 2 2 6 0 -0.2875 0.8232 -0.9792 0.1097 0.7872 0.9423 0.1462 0.4207 1.0087 -0.1357 0.2474 0.8696 -0.2023 1.0346 431.423 466.309 467.286
"1119" 75600103 0 1 2 6 0 0.0995 -1.272 -0.2047 1.4083 -1.1268 0.7984 -0.7823 0.9458 1.075 1.1793 0.3372 1.4039 -0.3971 -1.8598 686.579 626.587 639.582
"1122" 75600049 1 1 2 4 0 -1.3532 0.9672 -0.4112 -0.9295 0.7872 0.3241 1.7405 0.3306 -0.7888 -1.4781 2.4666 0.2814 1.314 -1.5824 390.766 309.601 367.662
"1124" 75600199 0 3 2 1 1 0.8628 0.8232 -1.2263 -0.0845 -1.4832 -0.9879 -0.7823 -1.4812 -0.0971 -0.4903 -1.8352 -2.5441 0.1694 1.0346 385.111 406.573 401.174
"1127" 75600026 0 1 0 5 0 -0.4423 0.2705 2.0054 -0.9295 -0.7997 2.7249 -0.7823 0.1999 0.2269 1.1793 0.0188 0.284 1.314 1.0346 526.657 531.814 576.922
"1128" 75600020 1 2 2 3 0 -1.2014 -1.272 -0.9792 0.9606 0.4392 -1.2455 0.6725 -0.6353 -0.8414 -0.9302 -0.5588 -1.0645 -0.406 -0.9167 645.894 640.606 623.226
"1129" 75600029 1 1 2 5 1 -1.9715 1.6524 1.2643 0.8794 0.3611 -0.4509 1.1625 0.6433 0.495 1.1793 0.4579 0.8081 -1.3345 -1.0691 512.904 557.671 503.258
"1130" 75600058 0 1 0 5 0 -0.2704 -1.272 -0.2047 0.1097 -0.0614 -0.6913 0.2907 0.8571 0.1299 1.1793 1.0685 0.9761 -0.3584 0.2127 612.709 551.398 525.618
"1132" 75600116 1 2 2 3 0 -0.7077 0.7192 1.2643 -0.13 -1.0491 -0.7814 1.1625 0.5453 0.2671 -0.1357 1.0304 -0.5741 -2.7106 0.2127 428.581 342.24 462.831
"1133" 75600123 1 1 0 3 0 -1.2605 -1.272 0.7871 -0.7592 -0.4909 -0.2649 -0.7823 -1.2621 -1.8598 -1.0118 -0.8433 -1.3296 1.314 -0.6576 500.68 446.359 482.034
"1134" 75600187 0 2 2 3 0 0.0127 0.7192 -0.9372 1.8905 -3.1675 -0.357 -0.7823 -0.2897 -0.1725 0.6763 -0.3593 -0.9049 1.314 -1.5824 448.977 499.621 422.673
"1135" 75600127 1 2 2 3 0 -2.7114 -0.8863 2.0054 -1.4242 -0.0614 0.0544 -0.7823 -0.4821 -0.3819 -2.049 0.4396 -0.9864 0.1718 -1.7696 606.487 395.924 483.77
"1136" 75600170 1 2 2 5 0 -0.9223 1.4885 0.0385 -0.687 -0.144 1.4685 -0.7823 -1.0705 -1.8598 -0.6122 -0.5274 -0.7229 0.3485 -0.6576 494.411 475.315 447.297
"1137" 75600121 1 1 0 6 0 -1.4526 0.2705 -0.5707 -0.6133 -0.0614 1.4903 -0.7823 -0.2549 -0.6541 1.1793 -0.1268 0.6827 -0.7366 1.0346 500.381 439.81 441.814
"1138" 75600091 1 1 2 5 0 0.0127 1.1904 -0.9792 0.052 -0.0614 -0.8792 1.1625 0.6078 1.1953 0.031 -0.0135 -0.1213 -1.8485 -1.1847 475.26 460.548 408.78
"1141" 75600219 1 1 2 3 0 -0.6146 0.2705 -0.733 -1.1597 0.4558 1.4685 0.6725 0.4342 0.6045 1.1793 0.2754 -0.0079 0.4522 1.0346 512.52 440.112 478.846
"1142" 75600102 1 1 2 6 0 -1.0562 0.8232 -0.3907 -0.9295 -1.3721 -0.7122 0.2308 0.175 0.6765 -1.0752 -0.0557 0.9643 -2.7106 -1.5847 365.839 337.242 467.63
"1147" 75600034 0 1 3 1 0 -0.2406 0.2705 -0.9792 -0.687 -1.4832 -0.6659 1.1625 -2.0519 -1.8598 -0.6853 -2.0803 -3.2768 0.1597 -1.5824 355.177 311.456 331.653
"1149" 75600120 0 1 2 5 0 0.6934 0.2705 -0.9792 0.1097 -1.0884 -1.204 0.2907 -0.2531 0.5835 -1.324 -0.7086 -0.14 1.314 -0.6576 491.149 550.042 487.741
"1152" 75600020 1 1 2 6 0 -0.0376 0.2705 -0.2661 0.4637 -0.0321 -0.5086 -0.7823 0.7973 1.075 -0.6853 0.5794 0.7557 -0.1719 1.0346 633.731 603.994 681.933
"1156" 75600182 0 1 0 5 0 -0.1241 -0.5536 1.2643 1.0671 -0.5319 1.4903 -0.7823 0.7622 0.9244 1.1793 0.0148 0.672 0.7628 1.0346 494.371 547.324 578.372
"1157" 75600049 0 1 2 3 0 1.7513 -1.272 -0.8705 -0.687 0.3438 -0.5665 -0.7823 -0.0605 0.1937 -1.0118 0.4382 0.2037 -0.2023 0.2169 589.616 582.068 534.44
"1158" 75600017 0 1 0 6 0 1.7513 -1.272 -0.6151 -0.1748 -0.8734 -0.3181 0.6725 0.9052 1.075 1.1793 0.0485 1.187 -2.7106 0.5029 640.387 611.388 667.812
"1159" 75600111 0 1 2 5 0 -0.7215 -1.272 -0.5707 0.8794 -0.096 -0.1903 0.2907 -1.2951 -1.8598 -1.6618 -0.4012 -0.3487 0.3995 1.0346 589.462 554.26 495.856
"1162" 75600052 1 1 0 5 1 -0.2704 0.2705 -0.9792 -0.687 -0.0614 0.9423 -0.7823 0.5981 1.0087 1.1793 0.1059 0.7042 0.7628 1.0346 590.806 551.292 517.732
"1164" 75600159 1 1 2 5 0 1.5482 -1.272 -0.2284 -0.2459 -0.4807 0.9683 -0.7823 -0.0322 -0.3819 -0.1357 6e-04 -0.0673 1.314 -0.6576 640.856 638.873 686.067
"1165" 75600162 0 1 2 6 0 -2.7114 3.0064 -2.345 -1.8939 1.1262 -0.4605 1.2618 0.5256 1.075 1.1793 -0.4976 0.6935 -2.0248 1.0346 534.763 449.921 505.872
"1169" 75600210 0 1 2 6 0 -1.4526 -0.7816 0.2653 0.8207 -1.321 -3.2367 2.0604 1.4574 1.0087 -0.6853 1.603 1.158 0.061 -1.3939 514.314 517.495 480.325
"1171" 75600119 0 1 2 5 0 -0.4556 0.8232 -2.345 0.1097 -1.0974 0.2879 1.0894 0.6774 0.3907 -0.5218 0.6333 0.2534 -0.5575 -0.6576 496.857 496.668 463.771
"1172" 75600118 1 1 0 6 0 -2.7114 -0.2888 -0.733 0.176 0.7396 0.2741 0.2907 2.4528 1.1953 1.1793 2.5748 1.8286 0.7015 1.0346 520.031 501.102 434.183
"1174" 75600190 0 3 2 2 0 0.11 0.5206 -0.733 1.0109 -1.7292 0.0348 0.7703 -1.2407 -1.8598 -1.0752 -0.6558 -1.6226 -2.1007 -1.1847 540.594 581.37 567.64
"1175" 75600206 1 1 2 6 0 -0.4081 0.2705 0.6314 -0.4342 2.3693 0.6818 -0.7823 0.0728 -0.5894 1.1793 0.5316 0.5309 0.4394 -1.0657 524.016 467.883 540.028
"1178" 75600139 0 1 2 6 0 1.3262 -1.272 -0.2047 -0.7592 2.3693 -0.986 -0.7823 0.7971 0.9524 -0.6122 0.2044 1.0969 -1.5925 1.0346 680.672 604.148 693.702
"1180" 75600070 1 3 2 6 1 -0.6278 1.6524 0.1956 -0.0845 -0.7997 -0.9879 0.8233 -0.6706 -0.5894 -2.2417 0.8396 -0.5024 1.314 -1.9687 312.483 179.613 381.297
"1185" 75600082 1 1 0 5 0 0.7546 -1.272 -0.9792 -0.9295 -0.0614 0.4458 -0.7823 0.4544 0.3574 -0.1357 0.1853 0.8093 -0.2023 1.0346 688.29 621.022 692.977
"1188" 75600210 1 1 0 6 0 -1.4882 -1.272 0.7871 -0.4342 0.4152 2.7249 -0.7823 0.4705 0.2484 -0.1357 1.4363 1.053 -0.7366 1.0346 659.039 486.495 540.445
"1190" 75600141 1 2 2 4 1 -1.4526 0.4992 -1.3427 -0.1558 0.4398 0.171 -0.7823 -0.7337 0.4081 -1.0118 -0.7472 -1.1233 1.314 0.2169 509.379 499.604 495.354
"1194" 75600226 1 1 2 6 0 0.338 -1.272 -0.2047 0.4637 2.1323 -1.6979 3.8591 -0.1642 0.1299 -1.25 0.3091 0.852 -0.5973 1.0346 436.579 473.898 513.912
