"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "joy_read" "pisa_difficulty" "competitiveness" "fear_failure" "resilience" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "math" "read" "scie"
"817" 27600215 0 1 0 6 0 2.6131 -1.272 -0.2047 -0.0845 -0.5176 0.3241 -0.7823 0.4744 1.8366 -0.1357 -0.3827 0.9746 0.385 1.0346 681.641 685.741 690.583
"819" 27600058 0 1 0 6 1 -1.9715 -1.272 -0.5707 -1.8939 -0.0614 2.7249 -0.7823 -0.0741 -0.4144 1.1793 -0.1247 0.8345 1.314 1.0346 479.296 469.687 462.098
"822" 27600015 0 1 0 4 0 -0.1042 0.2705 -0.9792 0.5949 -1.0812 -0.451 0.2907 0.3146 0.5642 0.0477 -0.1032 0.0818 -0.9734 0.5029 441.79 392.335 455.675
"826" 27600117 1 2 2 5 0 -1.352 -0.6346 0.3709 1.1422 -1.321 -1.3523 1.1625 0.2953 -1.3021 1.1793 0.6736 -0.2086 0.7628 1.0346 460.967 412.309 501.677
"828" 27600005 0 1 0 3 1 -1.1538 -0.8863 -0.5707 -0.3799 0.8496 0.1935 -0.7823 0.1135 -0.2432 1.1793 0.0098 -0.7612 -2.0248 1.0346 346.685 424.075 366.445
"829" 27600034 0 1 0 2 0 -0.5831 0.9672 -0.9792 -0.9295 -1.6789 -0.5582 0.7703 -0.6472 -0.8483 -0.9779 0.0024 -1.4667 1.314 -1.7671 414.778 332.658 423.561
"832" 27600005 1 2 0 6 0 -0.2039 -0.2888 0.4352 1.1422 1.1651 2.7249 -0.7823 0.9486 1.2928 1.1793 0.6553 1.2132 0.3995 1.0346 473.825 491.477 472.861
"835" 27600119 0 1 0 6 0 -0.9223 -1.272 -0.2661 -0.2006 0.4027 -0.0553 -0.7823 0.3936 -0.6961 -0.5668 0.9531 0.7078 -1.555 0.2127 501.357 521.875 531.392
"838" 27600014 1 1 0 5 0 0.5915 -1.272 -0.6888 0.3335 -1.0974 -1.1786 1.4721 -0.4752 -0.4144 -0.3487 -0.3418 -0.8879 -1.3684 0.3622 551.021 572.227 648.61
"840" 27600172 1 1 0 4 0 -1.9715 0.2705 -0.6151 -0.9823 0.3858 0.6818 0.2907 0.1133 -1.8575 1.1793 0.8964 -0.0784 -2.7106 0.6364 627.908 572.658 584.147
"842" 27600001 0 1 0 5 0 1.6649 -0.4021 -0.5707 0.052 -0.5117 -0.3184 0.2907 0.8834 1.8366 -0.1357 -0.1328 0.6643 -0.6262 0.6364 515.735 527.689 578.358
"844" 27600065 0 1 0 4 0 -1.4526 0.5206 -0.733 -1.0109 1.6219 2.7249 0.2907 0.8444 -0.0024 -0.6947 1.6053 0.1466 -1.1053 1.0346 437.605 507.878 490.56
"845" 27600005 1 1 0 4 0 0.5915 0.9672 0.4352 -0.687 -0.5176 -0.4509 -0.7823 0.6518 1.8366 -0.1357 0.0232 -0.1582 1.314 1.0346 655.803 556.392 554.861
"846" 27600011 0 1 0 6 0 0.428 0.2705 1.1811 -0.13 -0.5176 0.4581 0.2907 0.1193 0.533 1.1793 -0.5518 0.5654 -1.415 1.0346 580.548 526.743 549.099
"847" 27600164 1 1 0 2 0 -1.9715 1.6524 -0.5707 0.4637 0.0018 -0.4509 0.7703 0.0714 0.387 1.1793 -0.3401 -0.567 -0.7366 -0.6576 604.965 515.699 543.531
"849" 27600085 1 1 0 2 0 -0.4203 0.2705 0.6314 0.052 0.1859 -1.186 0.8233 0.2778 0.533 1.1793 0.0669 -1.1107 -0.9422 0.3622 478.807 433.227 486.67
"857" 27600035 1 1 0 5 0 -0.7983 -0.5536 0.1956 -0.687 -1.0586 -0.4415 -0.7823 0.1507 0.0364 -0.1357 0.1251 -0.1936 -0.4377 1.0346 408.182 357.103 416.075
"858" 27600127 1 1 0 2 0 -0.2039 -0.8863 -0.9792 0.4637 1.1777 2.7249 -0.7823 -0.4714 -0.8483 1.1793 0.0117 -0.7239 0.7015 1.0346 487.922 471.905 511.438
"860" 27600153 0 2 2 5 0 -1.2321 0.7323 -1.5513 -0.3799 0.7877 1.4326 0.2907 -0.3338 0.2095 -1.0118 -0.0862 -1.1368 1.314 1.0346 418.983 484.507 456.038
"865" 27600005 1 1 0 4 0 -0.7413 -1.272 0.1956 -0.687 -0.0614 0.6818 0.2907 0.1803 -0.4144 0.0477 0.4219 -0.2539 -0.2023 -0.6576 579.374 577.522 663.812
"869" 27600159 0 2 0 6 0 -0.7077 0.2705 -0.5707 -0.687 -0.5536 1.4685 -0.7823 -0.6756 -0.1628 -1.3311 -0.138 0.6262 0.4522 0.5029 378.217 398.289 356.925
"872" 27600036 1 1 0 6 0 -0.3253 -0.8863 1.2643 -1.4242 -0.7617 -0.3184 -0.7823 3.0271 1.8366 1.1793 3.2941 1.7314 0.7015 -0.6576 485.035 480.884 551.96
"873" 27600176 1 1 0 6 1 -0.1119 -1.272 0.1956 -1.8939 0.8021 1.4903 -0.7823 3.002 1.8366 1.1793 2.3688 1.8646 1.314 0.2127 449.866 401.169 470.398
"877" 27600142 1 1 0 4 0 -1.352 -1.272 0.1956 -1.109 0.4552 2.7249 0.2907 0.5996 -0.1506 0.1806 1.3463 0.0504 1.314 1.0346 510.73 468.313 508.577
"879" 27600111 1 1 0 6 0 0.4956 -1.272 -0.2047 0.052 -0.4684 0.6713 -0.7823 0.9986 1.8366 -0.1357 0.1613 1.0017 -0.4501 0.5029 556.446 554.526 585.358
"881" 27600028 1 1 0 6 1 -1.352 0.2705 0.7871 -0.2006 -0.0614 0.9423 -0.7823 2.7111 1.2928 1.1793 2.0962 2.0496 -0.1298 0.2169 462.774 460.541 487.971
"882" 27600146 1 1 0 6 0 -0.0872 -1.272 0.7871 -0.687 -0.0614 0.6818 -0.7823 0.3296 1.0047 -0.1357 -0.2379 0.11 -0.5575 -0.6576 600.079 594.8 614.159
"884" 27600033 0 2 2 4 0 0.0127 0.2705 -0.9792 0.1097 -0.0614 -0.4415 -0.7823 1.0042 0.3486 1.1793 1.3463 -0.3567 1.314 0.6364 502.465 593.162 510.731
"885" 27600164 0 1 0 4 0 -0.2406 0.2705 -0.9792 -0.3799 -0.0614 0.6818 -0.7823 0.9411 0.545 1.1793 0.5687 0.3353 -0.1605 0.5029 531.49 481.331 480.904
"889" 27600070 1 1 0 4 0 -1.6062 -1.272 -0.2661 -0.3799 -0.0726 2.7249 -0.7823 -0.2302 -0.568 -1.3835 0.2509 -0.1975 -1.1053 1.0346 386.45 474.597 471.84
"893" 27600095 1 1 0 4 0 -2.7114 0.7192 0.7871 -0.13 0.3858 -0.8694 0.8615 -1.1804 -0.8483 -0.9779 -0.672 -1.1973 1.314 1.0346 591.913 542.451 585.412
"898" 27600065 0 1 0 2 0 0.1442 -0.4593 -1.1741 -0.0576 1.59 -0.1265 0.1462 0.3559 -0.0138 -0.1357 0.6167 -0.2121 0.481 0.2169 523.747 544.735 543.458
"901" 27600049 0 1 0 2 1 -0.9016 0.2705 -1.2263 1.1422 -0.8109 -0.8632 1.1928 -0.7226 -0.0138 -0.6853 -1.1723 -1.596 -0.9422 0.2127 444.018 374.762 430.077
"904" 27600213 0 1 0 2 0 -0.3571 -1.272 -0.9792 -1.4869 -1.0583 -1.404 2.0604 0.5502 -0.4144 -0.5668 1.4177 -0.9954 -0.1206 -1.8624 526.529 461.597 604.331
"914" 27600016 0 1 0 6 0 2.6131 -0.2888 -0.8279 1.8905 -0.0328 -0.0939 -0.7823 -0.129 -0.3112 -0.1357 0.197 0.8113 -2.1621 -0.6576 591.9 632.056 615.516
"915" 27600051 0 1 0 6 0 -0.6146 -0.2888 -0.2047 -0.13 0.021 1.4326 -0.7823 2.1276 1.8366 1.1793 1.2343 1.8737 0.7015 1.0346 545.858 523.761 554.825
"921" 27600189 0 1 0 2 0 0.391 1.0962 -0.357 -0.4342 -0.0614 0.165 0.7703 0.4718 0.0364 1.1793 0.3107 -0.9668 1.314 1.0346 496.568 463.027 530.893
"926" 27600029 0 1 0 4 0 1.2316 -0.6346 0.1956 -1.4869 -0.0614 0.9517 -0.7823 1.3157 0.6471 1.1793 1.2588 0.4556 -0.7074 0.3622 657.664 609.358 594.042
"934" 27600177 1 1 0 6 0 0.2179 -1.272 2.0054 0.3335 -0.0614 0.3241 -0.7823 2.1913 1.0047 1.1793 2.0962 1.8395 1.314 0.6364 600.347 632.811 636.805
"936" 27600176 0 1 0 6 0 -1.7421 -1.272 -0.5707 -0.3799 0.0501 0.3018 -0.7823 -0.0126 -0.4144 -0.1357 0.1682 0.8485 0.4522 1.0346 523.931 567.956 526.696
"937" 27600108 1 1 0 6 0 -0.4423 -0.6346 0.7871 -1.2319 -0.0614 -0.0358 -0.7823 0.3343 -0.6961 -0.6853 0.8171 0.9153 -1.7418 -0.6576 678.202 647.721 632.294
"939" 27600195 0 1 0 2 0 -0.3571 -1.272 -0.5707 -0.7592 0.3858 -0.3184 0.2907 0.4507 -0.6961 1.1793 0.7014 -0.4314 -0.013 1.0346 598.858 558.931 575.669
"940" 27600206 0 1 0 6 0 -0.8176 0.7192 0.2653 1.8905 -0.5536 -0.6667 0.2907 -0.5696 -0.6111 -1.5746 -0.0841 0.5677 -1.3684 -1.9687 337.953 476.466 452.321
"942" 27600075 0 1 0 6 0 1.5998 -1.272 2.0054 1.8905 -0.4531 0.0348 -0.7823 1.625 1.8366 1.1793 0.7158 1.4783 1.314 1.0346 530.722 548.3 587.275
"943" 27600047 1 1 0 5 0 -1.4526 0.2705 -0.9792 0.4637 -0.0614 -0.2897 0.2907 0.27 -0.1628 -0.1357 1.4385 0.3117 1.314 -0.6576 487.891 546.85 504.951
"944" 27600122 1 1 0 6 0 -0.2875 -1.272 1.1811 -1.2319 2.3693 2.7249 -0.7823 0.7692 0.1278 -0.1357 1.3841 1.1154 -0.5488 -0.6576 667.021 669.291 594.856
"945" 27600125 1 1 0 6 0 -0.8551 0.2705 2.0054 -0.2006 1.6438 2.7249 0.2308 0.1333 -0.3916 1.1793 0.1785 0.5464 -0.7453 0.6364 458.995 427.297 395.231
"953" 27600212 0 1 0 4 1 2.6131 -1.272 0.849 1.8905 -0.251 0.4381 -0.7823 0.2078 1.8366 1.1793 -1.2142 -0.0363 0.481 0.6402 677.652 682.315 734.404
"954" 27600137 0 2 0 5 0 0.9011 0.2705 1.2643 1.8905 -0.0614 0.9264 0.2907 -0.9409 -0.8483 -1.6145 -0.468 -0.4314 -2.1621 1.0346 424.905 443.31 441.78
"960" 27600122 1 1 0 6 0 -1.352 -1.272 -0.6888 0.8207 -0.8273 0.4846 0.2907 2.5454 1.8366 1.1793 1.778 1.9894 0.0703 0.3622 623.664 663.302 679.339
"967" 27600081 1 1 0 5 0 -0.2704 -1.272 -0.2661 -0.4342 -0.8738 -3.2367 -0.7823 0.4851 -0.6961 0.0477 0.8111 -0.1989 -0.5 1.0346 485.451 521.598 512.81
"970" 27600067 1 1 0 6 0 -0.7077 0.2705 2.0054 -0.4342 -1.0491 0.2243 0.1462 -0.4205 -0.3112 -0.5089 -0.535 0.6927 0.0297 1.0346 554.295 531.438 602.143
"971" 27600074 1 1 0 4 0 1.7513 -1.272 0.3709 -0.687 1.1497 1.4326 -0.7823 1.24 0.6471 1.1793 0.7948 0.2014 0.2485 1.0346 543.763 602.843 596.018
"975" 27600023 0 1 0 3 0 1.0781 0.2705 0.849 1.4083 -0.8109 -0.3201 -0.7823 -0.0697 0.2581 -0.1357 -0.2045 -0.6762 -0.9422 0.6402 682.254 631.696 615.2
"978" 27600176 1 3 2 6 1 -1.9715 1.1904 2.0054 -1.8939 1.233 -0.1769 -0.7823 -0.4407 -1.8575 -0.9779 0.6648 0.2385 0.1694 -2.4468 462.422 479.12 551.129
"979" 27600145 0 2 3 6 0 -2.7114 -1.272 1.2643 0.0208 0.7034 0.9303 -0.7823 0.1435 0.6921 -0.6853 -0.0768 0.3676 -0.7074 1.0346 599.391 596.296 571.008
"981" 27600085 1 1 0 5 0 0.2017 -0.6346 -1.2708 -1.8939 2.3693 -0.1769 1.1625 -0.6712 -1.8575 -0.9191 -0.0957 -0.6972 -0.2005 -0.6576 262.984 266.819 330.287
"984" 27600180 1 1 0 5 1 0.2179 0.2705 -0.5707 -1.4242 1.6219 0.9423 0.2907 0.2404 0.3486 1.1793 -0.1605 0.4781 1.314 1.0346 546.304 548.512 638.568
"989" 27600120 1 1 0 6 0 -1.0512 -1.272 2.0054 -1.2319 1.6219 0.9683 -0.7823 2.8739 0.8761 1.1793 3.2941 1.1291 -1.8358 1.0346 599.486 641.487 641.528
"990" 27600059 0 2 0 4 0 -0.7983 -1.272 0.4352 0.052 -1.1359 -1.0906 1.1928 -0.2838 0.7962 -1.0527 -0.3181 -0.8544 -2.1007 -1.3914 564.915 572.738 531.623
"991" 27600042 0 2 2 6 1 0.0977 -1.272 0.7871 -0.6133 -0.4684 0.4846 -0.7823 0.7122 0.6471 0.0477 0.5687 -0.0028 -0.5886 1.0346 456.703 406.397 402.451
"997" 27600042 1 1 0 4 1 -1.3214 -1.272 -0.733 -0.2006 0.4152 0.0577 0.2308 0.2462 0.2095 -0.1357 0.2736 -0.2045 -2.7106 -0.6576 500.484 582.671 573.639
"999" 27600193 0 1 0 2 0 0.5915 -0.2888 -0.9792 -0.4342 -0.0614 2.7249 -0.7823 0.2921 0.4924 0.0477 0.2549 -0.5803 -0.1605 -1.0691 552.683 595.381 608.721
"1000" 27600050 0 1 0 6 0 2.6131 -1.272 0.1956 -0.13 -0.5176 -0.643 2.0987 0.5394 0.7055 -0.1357 -0.0171 0.4025 -1.415 -0.6576 662.15 662.832 696.862
"1001" 27600007 1 1 0 6 0 1.4205 -1.272 1.2643 0.4637 0.7396 -0.1784 0.2907 1.0038 1.8366 1.1793 -0.1088 1.1394 -2.0248 0.6402 700.997 764.973 780.063
"1002" 27600040 1 1 0 4 0 -0.9016 -1.272 0.411 -0.7592 0.0691 0.9517 -0.7823 0.7603 0.387 1.1793 0.6414 -0.3156 -0.2023 0.3622 576.046 651.768 631.234
"1003" 27600189 1 1 0 2 0 1.7513 -1.272 -0.2661 -1.4869 -0.4531 0.9683 -0.7823 -0.0068 0.7962 -1.0527 0.1316 -1.2931 -0.2023 -0.6576 601.834 601.518 668.084
"1004" 27600137 0 1 0 2 0 0.0977 1.6524 -2.345 -1.8939 -0.0614 1.4326 -0.7823 -0.8207 -0.8483 -1.1123 -0.1243 -1.5756 -2.7106 -0.6576 435.572 400.487 465.125
"1005" 27600107 1 1 0 2 0 -0.1042 -1.272 0.4352 -1.2792 -0.1433 0.3241 0.7703 -0.2223 -0.5134 -0.1357 -0.1592 -0.7342 -0.8601 1.0346 677.047 704.433 723.64
"1008" 27600124 1 1 0 2 0 -1.0322 -1.272 2.0054 -1.8939 -1.0259 0.9423 -0.7823 -0.6524 -1.8575 -0.1357 -0.0717 -1.5043 1.314 1.0346 535.302 450.854 461.146
"1009" 27600206 0 1 0 6 0 2.6131 -1.272 -0.2661 -0.3498 0.3858 1.4326 -0.7823 1.188 1.0047 1.1793 0.4679 1.3871 -0.5575 1.0346 630.274 611.207 663.517
"1016" 27600047 0 1 0 2 0 1.2316 -0.6346 -0.8705 0.052 -0.4531 -0.0939 -0.7823 0.5323 1.2928 -0.6853 0.0815 -0.4786 -0.9734 0.6364 492.788 513.076 446.974
"1022" 27600086 1 2 2 0 0 -0.4556 2.0692 -0.2047 -0.2006 -0.5536 -0.3397 1.8279 -0.8056 0.2095 0.0477 -1.0655 -2.6063 0.7628 -0.6576 452.64 300.413 245.324
"1024" 27600034 0 2 3 6 0 0.0127 0.2705 0.7871 -0.687 -0.0614 2.7249 -0.7823 0.2736 -0.0138 -0.1357 0.5308 0.0864 1.314 1.0346 487.835 491.438 478.017
"1027" 27600150 1 1 0 6 0 0.1816 -0.5536 0.1956 -0.2006 1.6219 -0.6659 0.2308 1.1432 0.6471 1.1793 1.0848 1.0738 1.314 1.0346 679.856 586.698 648.684
"1028" 27600136 0 1 0 6 0 1.7513 -1.272 2.0054 -0.3009 1.1497 0.6818 0.7703 1.1061 1.8366 1.1793 0.222 1.3803 -1.5447 1.0346 557.382 641.603 681.334
"1029" 27600057 0 2 2 2 1 0.1499 1.1904 -2.345 1.8905 0.5075 -0.4794 0.2907 -0.5064 0.0364 1.2099 -1.2332 -1.342 -0.1206 1.0346 476.425 402.759 435.798
"1032" 27600129 1 1 3 5 0 0.1851 0.2705 -0.2661 -0.687 -0.4684 0.0348 1.5699 -0.0629 0.4924 -0.6947 -0.3301 -0.4623 0.2148 -0.6576 583.789 533.47 585.561
"1034" 27600127 1 2 2 6 1 0.8306 -1.272 -0.4435 1.8905 2.3136 -0.799 -0.7823 -0.9561 0.7962 -0.6172 -1.4715 0.0595 1.314 1.0346 274.203 316.04 259.929
"1038" 27600137 1 2 3 0 0 -1.7421 0.8232 0.1956 0.8207 -0.7443 2.7249 -0.7823 -1.4122 -0.5676 0.0477 -1.7792 -3.0065 1.314 0.6402 347.752 405.118 421.036
"1046" 27600158 1 1 0 2 0 -2.7114 -0.7816 1.2643 -1.4242 1.217 0.6738 -0.7823 -0.8065 -0.8483 -1.0118 -0.321 -0.6518 1.314 0.5029 396.435 413.452 435.765
"1051" 27600070 1 1 0 3 0 -2.7114 0.2705 1.1811 -1.4242 -0.0614 0.0348 -0.7823 -0.3545 -1.8575 -0.1357 0.3869 -0.2913 -0.3172 -0.6576 529.737 520.146 446.906
"1052" 27600038 0 1 0 2 0 2.6131 0.2705 -0.4112 -1.8939 -1.0677 -1.385 2.0604 -1.57 -1.8575 -0.5668 -1.643 -1.7827 -1.464 1.0346 560.676 596.816 596.794
"1059" 27600045 1 1 0 5 0 -1.793 -0.6346 -0.3907 -1.2319 -0.4684 0.4829 -0.7823 0.2757 0.5642 -0.1357 0.1234 -0.2298 -0.5575 -0.6576 514.036 530.595 535.912
"1060" 27600174 0 1 0 6 0 1.7513 -1.272 0.2653 1.8905 -1.6789 0.1634 1.4721 -0.3251 -0.3112 1.1793 -0.5658 0.6452 0.4394 1.0346 569.018 672.66 688.937
"1063" 27600196 0 1 0 6 0 -0.9016 -1.272 -0.2047 -0.13 0.4522 1.4903 -0.7823 2.4731 1.2928 1.1793 2.1591 2.0502 -0.3971 1.0346 534.21 544.904 537.106
"1066" 27600030 0 1 0 6 0 2.0787 0.9672 -1.2263 -1.4869 0.1309 0.472 -0.7823 -0.5669 0.4924 -1.0527 -0.9094 0.6008 -0.9734 1.0346 504.195 455.662 455.24
"1068" 27600081 1 1 0 4 0 0.3171 -1.272 -1.2263 -0.4342 -0.7906 0.1837 0.2907 0.2658 0.7055 -0.6853 -0.16 -0.0363 -0.0037 -1.5824 703.096 732.519 709.457
"1070" 27600014 1 2 2 2 0 -1.1798 -1.272 -0.2661 -1.8939 0.3858 0.2379 -0.7823 -0.1022 -1.3021 1.1793 0.1841 -1.1216 -0.3262 1.0346 382.509 316.68 363.053
"1071" 27600045 0 1 0 4 1 1.3752 -1.272 -2.345 1.8905 -1.1017 -1.0523 1.203 -0.7253 -0.7953 -1.3311 -0.0859 -0.7713 -1.7803 -1.5847 428.507 451.365 374.947
"1072" 27600062 1 1 0 4 0 -2.7114 1.0453 -1.7664 -1.1597 -0.0614 2.7249 -0.7823 0.1594 -0.1506 1.1793 0.5998 -0.636 0.7628 1.0346 432.84 363.322 416.306
"1073" 27600098 0 1 0 2 0 -1.352 0.2705 -0.8279 0.4637 -0.7622 -0.9298 0.1462 -1.9327 -1.8575 -1.2622 -1.719 -2.1186 -0.9422 1.0346 501.552 519.697 495.969
"1076" 27600119 0 1 0 2 0 -0.3571 -0.7816 -0.9792 -0.4342 -0.0614 0.7639 0.2907 -0.4918 -0.6111 -0.1667 -0.483 -1.15 0.2148 0.3622 483.004 476.257 541.811
"1085" 27600047 1 1 0 2 0 -2.7114 -0.2888 0.1244 -0.687 -0.0614 0.9517 -0.7823 0.1472 -0.5844 -0.6853 1.2859 -1.1957 -0.2327 -1.0657 384.457 410.275 475.43
"1087" 27600177 0 1 0 4 0 0.9011 -1.272 0.4352 -0.9295 0.3858 0.6818 -0.7823 -0.3957 -0.8483 0.0477 -0.2382 -0.4977 0.039 1.0346 527.632 624.885 513.789
"1088" 27600128 0 1 0 6 0 2.6131 -1.272 0.4352 1.3423 0.3864 0.6246 -0.7823 1.0782 1.8366 1.1793 0.0669 0.8416 0.481 -1.3914 606.137 698.375 638.625
"1089" 27600137 0 1 0 6 0 -1.0942 -0.6346 -0.2047 0.1097 1.233 -0.9803 -0.7823 0.3194 -0.6961 0.0477 0.8753 0.4992 0.4394 -1.3939 393.196 324.691 377.959
"1092" 27600181 1 1 0 4 0 -1.3214 -0.2888 2.0054 1.8905 -0.5782 -0.1077 1.1928 -0.2544 -0.8483 -0.6122 0.5343 -0.1189 0.1274 -1.06 644.826 606.821 661.897
"1095" 27600153 1 1 0 5 0 -2.7114 0.2705 -0.2047 0.4637 -0.0614 0.9264 -0.7823 1.4503 1.0047 1.1793 1.4177 0.5502 -0.2023 1.0346 472.845 445.556 497.24
"1096" 27600199 1 1 0 6 0 -1.4882 -1.272 0.7871 -0.7592 -0.0607 0.9264 1.5172 2.0072 1.8366 -0.6947 2.1591 1.7338 -1.0185 0.3622 620.211 631.709 686.82
"1098" 27600075 1 1 0 6 0 -1.7421 -1.272 0.7262 -1.8939 0.8496 -0.271 -0.7823 0.4168 0.7962 -0.1357 0.2981 0.0037 -0.1206 0.6402 488.889 507.796 542.777
"1103" 27600073 0 3 3 6 1 0.1298 0.9672 -0.5707 -0.1748 -1.0583 -0.5878 1.4721 -0.0754 0.3153 -1.3525 -0.1137 0.6626 0.4394 -1.1847 524.983 509.841 530.951
"1108" 27600148 0 1 0 5 0 0.228 -0.6346 -0.5707 1.8905 -1.4906 -0.3102 0.2907 -0.4926 -0.6111 -0.6853 -0.5207 -0.1705 -1.2881 -0.6439 602.53 636.995 692.851
"1111" 27600079 0 1 0 5 0 1.062 0.2705 -0.4112 -0.4342 -0.8386 0.9423 -0.7823 0.0585 -0.1506 0.0477 0.3225 0.5581 -1.5447 0.2127 455.935 521.71 507.492
"1112" 27600154 1 1 0 6 0 2.6131 -1.272 0.1956 -1.8939 -0.5058 0.9423 0.8615 0.5135 1.8366 -0.1357 -0.5074 1.1104 0.4522 0.5029 637.948 647.425 618.624
"1113" 27600136 0 1 0 6 0 1.3468 -1.272 -1.5513 -0.687 -0.0806 0.6818 1.2327 0.842 1.8366 -0.1357 -0.066 1.3108 -1.8358 -1.3914 542.9 607.058 600.808
"1115" 27600140 1 3 2 4 0 0.6934 1.6715 1.1811 -0.9823 -0.0328 2.7249 -0.7823 -1.1662 -0.8483 0.1806 -1.3496 -0.7165 1.314 0.2127 560.599 582.263 587.023
"1117" 27600160 1 1 0 4 1 -0.5262 -0.6451 -0.5707 -0.9823 0.0501 0.6818 -0.7823 0.7252 1.8366 -0.6853 0.2103 -0.4404 1.314 0.2127 492.294 594.508 521.307
"1118" 27600071 0 2 2 2 0 -0.2789 1.2958 0.1956 -0.9823 -0.8109 0.4829 0.2907 -1.3031 -1.8575 -0.9779 -0.8123 -1.411 0.7015 -0.6576 388.41 354.385 388.864
"1120" 27600220 0 1 0 4 0 0.1984 -0.4021 0.1956 0.1097 0.3444 0.0869 -0.7823 1.3361 1.8366 1.1793 0.4219 0.6652 1.314 1.0346 615.202 645.215 584.095
"1125" 27600033 0 2 2 5 0 -0.1042 0.2705 -0.5707 0.8794 -0.0614 0.6818 -0.7823 -1.0303 -0.3112 -0.1357 -1.2221 -0.7825 0.4394 -0.6576 338.958 460.396 443.168
"1126" 27600089 1 1 0 6 0 -0.5262 -0.6346 -0.2661 -1.2792 0.0018 0.0348 0.2907 0.5603 0.2049 -0.1357 0.767 0.6554 1.314 1.0346 592.777 487.98 556.414
"1128" 27600109 1 1 3 6 0 -0.4423 -0.5536 0.1956 -1.8939 0.7872 2.7249 -0.7823 0.0208 -0.4144 1.1793 0.1926 -0.3159 -1.6031 1.0346 507.548 517.738 570.195
"1131" 27600224 0 2 2 5 0 1.7513 -1.272 -0.0326 1.3423 0.3444 0.3299 0.7703 -0.4007 0.2581 0.0477 -0.4495 0.3015 1.314 1.0346 400.601 535.687 504.828
"1133" 27600120 0 1 0 6 0 1.2316 -1.272 0.3709 -1.8939 1.1262 2.7249 -0.7823 0.6641 0.7962 -0.1357 0.8151 1.0406 1.314 1.0346 610.62 680.228 559.547
"1134" 27600193 1 1 0 6 0 -2.7114 -0.6346 -1.4383 -1.8939 0.523 1.4685 -0.7823 -1.3002 -1.8575 -4.4106 0.2776 -0.0102 -2.0248 -2.4468 566.494 626.679 541.385
"1136" 27600002 0 1 0 6 0 -0.9609 0.2705 0.1956 -0.687 -0.7622 -0.3329 0.2907 0.3825 0.3486 -0.1357 0.3412 0.8908 -0.2023 0.6402 495.741 475.036 404.301
"1137" 27600042 1 1 0 6 0 -2.7114 -1.272 -2.345 -1.8939 -1.4832 2.7249 1.2618 1.4501 1.8366 -0.1357 1.1157 1.3425 -0.5778 1.0346 607.378 405.796 564.597
"1138" 27600047 0 1 0 6 0 1.5482 -0.7816 0.1956 -0.9295 0.3858 0.9423 -0.7823 1.3349 0.3153 -0.6122 2.0962 0.4416 -0.7857 1.0346 539.875 571.005 527.74
"1141" 27600114 1 1 0 6 1 -0.2786 -0.8863 0.992 0.8794 0.8021 -1.0027 2.07 0.5917 0.6921 1.1793 0.3225 0.0676 -0.9214 0.3586 475.262 363.919 381.614
"1142" 27600027 1 1 0 2 0 -0.1075 0.7192 -1.5513 -0.3799 -1.2862 -0.4752 1.5346 -0.307 0.1278 -0.6853 -0.3029 -0.8481 -1.7418 -0.6439 502.547 495.69 498.133
"1146" 27600058 1 1 0 5 0 -1.0279 1.6524 -0.5707 0.3335 -0.0614 -0.3184 0.7703 0.8038 0.2581 0.0477 1.1933 0.2801 -0.3172 -0.6576 392.401 393.695 377.744
"1149" 27600108 0 1 0 6 0 0.3703 -1.272 0.4352 -1.8939 1.217 0.6879 -0.7823 2.8493 1.8366 1.1793 1.7018 1.9964 -1.1608 1.0346 473.596 577.629 560.729
"1152" 27600137 0 1 0 5 0 2.6131 -1.272 0.1956 -1.8939 0.7877 0.9423 -0.7823 0.7991 0.7055 -0.1357 0.2745 0.516 -0.3172 1.0346 633.133 719.873 638.374
"1155" 27600164 0 1 0 5 0 1.0781 0.2705 1.1811 1.8905 -0.0614 -0.9836 1.1928 0.6823 -0.0024 1.1793 0.7014 0.3662 1.314 -2.4468 525.549 469.845 492.682
"1156" 27600079 0 1 0 6 1 -1.9715 1.0453 0.1956 -1.8939 0.8854 0.6879 -0.7823 -0.1244 -1.3021 -1.2622 0.8953 -0.1091 -0.8998 1.0346 353.355 409.936 462.089
"1157" 27600206 1 1 0 6 0 -1.0555 0.9672 -0.2661 -1.4869 -0.0614 0.3241 -0.7823 0.073 -0.6961 0.1806 -0.0442 0.8512 -1.7418 -0.6576 619.846 542.019 520.864
"1163" 27600140 0 1 0 2 0 1.7513 0.7192 2.0054 -0.3799 1.0615 -0.2835 0.7294 -0.4557 -0.9553 1.1793 -0.6403 -1.4211 1.314 -0.9122 599.83 608.273 596.283
"1166" 27600172 1 1 0 6 0 -1.352 -1.272 1.2643 -1.8939 1.217 1.4326 0.2907 1.4359 1.8366 -0.1357 1.2455 1.4615 -0.1206 -0.6576 730.023 611.571 747.14
"1167" 27600003 0 1 0 4 0 1.1914 -0.2888 0.4352 -0.1748 0.7401 0.655 1.1928 0.2648 -0.1679 -0.1357 0.2203 0.012 1.314 1.0346 611 629.29 592.884
