"id" "region" "type_city" "type_school" "fund1" "fund2" "fund3" "fund4" "info1" "info2" "info3" "requirement1" "requirement2" "valuation1" "valuation2" "exchange" "culture" "intercultural_experiences" "foreign_languages" "gender1" "gender2" "soc_eco_disadvantage" "num_grade" "computer_stud" "connection" "portable" "whiteboards" "projectors" "computer_teac" "teach_f1" "teach_p1" "teach_f2" "teach_p2" "teach_f3" "teach_p3" "teach_f4" "teach_p4" "teach_f5" "teach_p5" "class" "left" "language_lessons" "help1" "help2" "help3"
"97" 38000098 "Trento" "small town" 0 75 25 0 0 "disagree" "disagree" "agree" "never" "sometimes" "mandatory" "no" 1 0 0 1 259 327 5 131 81 81 0 6 40 50 78 15 78 15 78 15 76 15 0 0 "16-20 students" 0 1 1 1 1
"98" 38000099 "Bolzano" "town" 0 100 NA NA NA "agree" "disagree" "agree" "never" "sometimes" "mandatory" "mandatory" 0 1 1 1 165 65 80 65 40 40 0 4 15 5 31 18 31 4 0 0 26 11 0 0 "15 students or fewer" 5 1 0 0 1
"99" 38000100 "Italy" "town" 0 50 40 5 5 "agree" "disagree" "agree" "sometimes" "sometimes" "school initiative" "no" 1 0 1 1 494 279 30 169 80 80 30 3 10 10 111 9 94 7 NA 1 5 1 2 0 "16-20 students" 1 1 1 1 1
"100" 38000101 "Bolzano" "small town" 0 70 5 NA 25 "strongly disagree" "agree" "disagree" "sometimes" "sometimes" "school initiative" "mandatory" 1 1 1 1 0 46 NA 16 14 14 0 3 5 9 5 15 5 11 0 0 1 6 0 0 "16-20 students" NA 0 0 0 1
"101" 38000102 "Sardegna" "town" 0 63 4 2 31 "disagree" "disagree" "agree" "sometimes" "sometimes" "mandatory" "mandatory" 1 1 0 1 193 615 6 183 40 18 30 40 40 43 71 19 71 13 2 4 69 15 0 0 "21-25 students" 1 1 0 1 0
"102" 38000103 "Trento" "small town" 1 100 0 0 0 "strongly agree" "agree" "strongly disagree" "sometimes" "always" "school initiative" "no" 0 1 1 1 187 NA NA 56 75 75 5 10 15 25 20 4 0 0 0 0 10 3 0 0 "21-25 students" 2 0 1 1 1
"103" 38000104 "Italy" "small town" 0 56 5 3 36 "agree" "disagree" "agree" "always" "always" "mandatory" "no" 0 0 0 1 276 242 8 116 40 40 0 16 17 3 58 14 57 11 0 0 57 11 1 1 "16-20 students" NA 1 1 1 1
"104" 38000105 "Toscana" "large city" 0 65 25 NA 10 "agree" "agree" "agree" "always" "always" "mandatory" "no" 0 0 0 0 682 498 NA 221 115 115 60 60 60 115 77 5 77 5 77 5 NA NA 5 1 "21-25 students" 0 1 0 0 0
"105" 38000106 "Italy" "town" 0 NA NA NA NA "disagree" "disagree" "disagree" "always" "always" "school initiative" "mandatory" 1 1 1 1 417 877 15 326 300 300 50 40 40 9 128 26 119 2 115 NA NA NA NA NA "21-25 students" NA 1 0 0 1
"106" 38000107 "Italy" "town" 0 NA NA NA NA "strongly agree" "agree" "disagree" "always" "always" "mandatory" "school initiative" 1 1 1 1 350 450 4 163 60 60 30 35 37 37 62 0 62 0 1 0 61 0 3 0 "26-30 students" 1 1 NA 1 NA
"107" 38000108 "Italy" "town" 0 80 0 0 20 "disagree" "disagree" "agree" "sometimes" "sometimes" "mandatory" "no" 1 1 1 1 217 503 22 163 38 38 24 1 26 33 87 1 87 NA 87 NA 87 NA 2 NA "21-25 students" 3 1 1 1 1
"108" 38000109 "Italy" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"109" 38000110 "Toscana" "town" 0 40 0 15 45 "disagree" "disagree" "strongly disagree" "always" "always" "mandatory" "school initiative" 1 1 0 1 522 753 6 279 120 120 60 8 12 30 NA NA NA NA NA NA NA NA NA NA "26-30 students" 2 1 1 1 1
"110" 38000111 "Italy" "city" 0 25 10 0 65 "agree" "disagree" "strongly disagree" "never" "always" "mandatory" "mandatory" 1 1 1 1 87 1268 97 232 100 100 30 12 12 140 140 0 140 0 140 0 120 NA 10 NA "26-30 students" NA 1 1 1 1
"111" 38000112 "Bolzano" "small town" 0 87 13 NA NA "disagree" "strongly agree" "agree" "never" "never" "mandatory" "mandatory" 1 1 1 1 235 458 1 124 125 125 25 2 45 15 90 22 58 19 68 21 68 21 5 1 "16-20 students" 1 1 1 1 0
"112" 38000113 "Italy" "small town" 1 15 85 0 0 "strongly agree" "disagree" "agree" "never" "always" "no" "no" 1 0 0 1 40 45 15 21 21 21 21 1 5 15 11 9 2 7 0 0 11 9 1 1 "21-25 students" NA 1 1 1 1
"113" 38000114 "Sardegna" "city" 0 54 20 1 25 "disagree" "disagree" "agree" "sometimes" "always" "school initiative" "mandatory" 0 1 1 1 119 670 35 191 70 70 3 45 6 8 137 6 NA NA NA NA 0 NA 0 NA "more than 50 students" 1 1 0 1 1
"114" 38000115 "Italy" "town" 0 95 5 0 0 "disagree" "disagree" "disagree" "sometimes" "always" "no" "no" 1 1 0 1 215 834 25 206 125 125 0 25 9 11 115 16 115 16 0 0 115 16 0 0 "21-25 students" NA 1 1 0 1
"115" 38000116 "Trento" "town" 0 60 NA 16 24 NA NA NA "never" "never" "mandatory" "school initiative" 1 1 0 1 861 65 4 196 80 80 20 50 50 15 110 8 NA NA NA NA NA NA NA NA "21-25 students" NA 1 0 0 0
"116" 38000117 "Trento" "town" 1 99 1 0 0 "agree" "agree" "agree" "always" "sometimes" "school initiative" "school initiative" 0 1 1 1 123 0 5 36 25 25 5 7 10 10 13 10 13 10 5 5 8 5 0 0 "36-40 students" 5 1 0 0 0
"117" 38000118 "Bolzano" "town" 0 90 10 0 0 "agree" "agree" "agree" "sometimes" "sometimes" "school initiative" "no" 0 1 1 1 178 365 6 98 192 192 0 1 40 11 40 48 32 33 37 43 NA NA NA NA "16-20 students" 1 0 1 0 1
"118" 38000119 "Toscana" "city" 0 37 59 0 4 "agree" "agree" "disagree" "sometimes" "always" "mandatory" "no" 1 1 0 1 385 963 20 245 70 70 0 57 4 75 182 27 170 19 NA NA 182 27 2 NA "21-25 students" NA 1 0 0 0
"119" 38000120 "Toscana" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"120" 38000121 "Toscana" "town" 0 80 5 0 15 "agree" "disagree" "disagree" "sometimes" "always" "mandatory" "no" 1 0 0 1 624 360 10 162 150 150 0 20 5 50 115 15 105 5 0 0 100 0 5 0 "21-25 students" 15 1 1 0 1
"121" 38000122 "Toscana" "town" 0 60 20 NA 20 "agree" "disagree" "disagree" NA NA "mandatory" "mandatory" 0 1 0 1 484 463 5 175 60 60 10 42 3 8 101 4 101 NA NA NA NA NA NA NA "21-25 students" 1 1 1 1 0
"122" 38000123 "Bolzano" "village" 0 98 2 NA NA "agree" "disagree" "agree" "never" "never" "school initiative" "mandatory" 1 0 1 1 1 78 NA 21 21 21 0 4 10 20 7 16 6 11 1 NA NA 1 2 1 "21-25 students" NA 1 1 1 1
"123" 38000124 "Bolzano" "small town" 0 42 NA NA 58 "agree" "agree" NA "never" "sometimes" "school initiative" "mandatory" 1 0 0 1 88 49 38 28 26 26 0 8 14 20 29 18 15 15 2 0 9 5 0 0 "15 students or fewer" 1 0 1 1 0
"124" 38000125 "Toscana" "town" 0 50 6 10 34 "agree" "strongly disagree" "disagree" "always" "sometimes" "mandatory" "no" 1 0 1 1 686 701 15 285 120 120 10 60 10 10 156 27 130 27 0 0 140 2 10 4 "21-25 students" 0 1 0 0 1
"125" 38000126 "Italy" "town" 0 35 54 0 11 "agree" "agree" "strongly disagree" "sometimes" "always" "mandatory" "no" 1 1 0 0 576 283 2 171 65 65 28 42 45 8 86 19 73 9 NA NA NA NA NA NA "21-25 students" 1 1 1 0 1
"126" 38000127 "Italy" "small town" 0 90 0 0 10 "disagree" "disagree" "strongly disagree" "never" "never" "school initiative" "mandatory" 1 1 1 1 192 215 30 132 35 35 30 2 3 6 54 NA 50 NA 49 NA 2 NA 0 NA "21-25 students" 0 1 0 0 1
"127" 38000128 "Italy" "town" 0 31 0 50 19 "agree" "agree" "strongly agree" "never" "always" "mandatory" "mandatory" 0 1 1 1 290 405 4 161 110 110 10 32 8 55 81 35 81 20 3 0 76 34 2 1 "21-25 students" 0 1 1 1 1
"128" 38000129 "Sardegna" "village" 0 73 0 5 22 "disagree" "disagree" "disagree" "always" "always" "mandatory" "mandatory" 0 1 0 1 47 26 50 70 100 100 26 24 5 29 52 18 42 7 49 15 49 15 0 0 "16-20 students" 5 1 1 1 0
"129" 38000130 "Italy" "town" 0 50 10 0 40 "disagree" "agree" "disagree" "never" "always" "mandatory" "no" 0 1 1 1 688 415 25 213 28 28 0 12 14 22 231 NA 231 NA NA NA NA NA NA NA "16-20 students" NA 1 0 0 0
"130" 38000131 "Italy" "town" 0 48 20 8 24 "agree" "agree" "strongly agree" "sometimes" "always" "mandatory" "no" 1 1 1 1 474 413 44 188 30 30 0 5 7 10 158 10 140 8 138 8 140 8 0 0 "21-25 students" 4 1 0 0 0
"131" 38000132 "Bolzano" "city" 0 100 NA NA NA "strongly agree" "agree" "disagree" "never" "sometimes" "mandatory" "mandatory" 0 0 0 0 299 161 11 98 162 162 0 2 35 40 60 20 58 10 29 5 11 NA 1 NA "15 students or fewer" 30 1 0 0 0
"132" 38000133 "Italy" "town" 0 90 0 0 10 "strongly agree" "disagree" "disagree" "sometimes" "sometimes" "school initiative" "school initiative" 0 0 0 0 467 92 3 157 130 130 10 12 21 32 0 71 0 5 0 6 0 15 0 0 "16-20 students" 5 0 1 0 0
"133" 38000134 "Trento" "town" 1 99 1 NA NA "strongly agree" "agree" "agree" "never" "sometimes" "school initiative" "no" 0 0 1 1 55 399 50 141 50 50 25 22 24 14 43 13 3 0 3 1 25 6 0 0 "16-20 students" 1 0 1 0 1
"134" 38000135 "Bolzano" "town" 1 30 60 NA 10 "agree" "disagree" "disagree" "sometimes" "always" "school initiative" "mandatory" 1 1 1 1 4 72 NA 10 22 22 22 3 7 10 4 14 0 3 4 14 2 NA 2 NA "15 students or fewer" NA 1 1 0 1
"135" 38000136 "Italy" "small town" 0 38 18 1 43 "strongly agree" "agree" "agree" "sometimes" "sometimes" "mandatory" "mandatory" 1 1 0 1 167 102 3 268 235 235 20 11 115 90 141 9 NA NA 123 9 130 NA 11 NA "more than 50 students" 7 1 1 0 1
"136" 38000137 "Italy" "town" 0 16 9 32 43 "disagree" "agree" "agree" "always" "always" "school initiative" "mandatory" 1 1 1 1 280 514 15 175 175 125 35 35 36 10 91 NA 82 NA 91 NA NA NA NA NA "21-25 students" 4 1 0 1 0
"137" 38000138 "Trento" "town" 0 80 7 2 11 "strongly agree" "disagree" "strongly disagree" "always" "always" "mandatory" "no" 1 1 1 1 400 448 NA 191 300 300 50 65 65 200 94 21 94 21 0 0 15 2 3 1 "16-20 students" 1 1 0 1 1
"138" 38000139 "Italy" "town" 0 60 10 0 30 "strongly agree" "disagree" "disagree" "always" "sometimes" "mandatory" "mandatory" 1 1 1 1 64 125 4 45 45 45 22 11 11 40 38 2 29 1 0 0 37 1 0 0 "21-25 students" NA 1 0 0 1
"139" 38000140 "Italy" "large city" 0 25 70 0 5 "strongly agree" "disagree" "disagree" "never" "never" "mandatory" "mandatory" 0 1 0 1 450 527 5 200 150 150 90 25 5 10 80 5 80 5 2 0 78 5 5 0 "21-25 students" 5 1 0 0 0
"140" 38000141 "Trento" "small town" 0 80 10 5 5 "agree" "agree" "agree" "always" "always" "mandatory" "mandatory" 1 1 1 1 180 320 2 120 100 NA 50 35 40 150 80 15 60 8 0 13 80 2 5 0 "16-20 students" NA 1 1 1 1
"141" 38000142 "Italy" "town" 0 54 35 1 10 "disagree" "disagree" "disagree" "always" "always" "mandatory" "mandatory" 1 1 1 1 253 311 1 110 65 65 40 3 8 4 57 19 56 0 0 0 17 0 1 0 "21-25 students" 0 1 1 0 0
"142" 38000143 "Bolzano" "village" 0 60 0 0 40 "agree" "agree" "agree" "never" "never" "school initiative" "mandatory" 1 0 0 1 133 22 10 39 60 60 0 10 10 30 24 9 19 7 13 4 2 0 9 5 "16-20 students" 2 1 1 1 1
"143" 38000144 "Italy" "city" 0 97 0 2 1 "agree" "disagree" "agree" "always" "always" "mandatory" "no" 1 1 0 1 1342 82 20 312 45 45 16 14 50 10 151 31 136 5 0 0 140 22 NA NA "21-25 students" NA 1 1 1 1
"144" 38000145 "Italy" "small town" 0 40 10 NA 50 "agree" "disagree" "strongly disagree" "sometimes" "always" "school initiative" "mandatory" 0 1 1 0 602 544 20 120 31 31 5 17 19 18 103 10 20 NA 1 NA 50 NA 0 NA "21-25 students" NA 1 NA NA 1
"145" 38000146 "Sardegna" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"146" 38000147 "Italy" "town" 0 20 0 1 79 "agree" "agree" "agree" "never" "never" "mandatory" "mandatory" 0 1 0 1 380 1541 1 410 80 80 20 5 4 100 147 24 NA 8 10 0 NA 0 3 0 "26-30 students" 6 1 1 1 0
"147" 38000148 "Bolzano" "town" 0 75 24 1 0 "strongly agree" "agree" "strongly agree" "never" "never" "mandatory" "mandatory" 0 1 1 1 302 12 2 72 56 56 0 30 6 12 62 NA 16 NA 5 NA 57 NA NA NA "21-25 students" NA 0 1 1 1
"148" 38000149 "Trento" "town" 1 50 50 NA NA "agree" "agree" "agree" "always" "never" "school initiative" "no" 1 0 1 1 100 84 NA 47 42 42 2 0 4 12 50 10 40 5 0 0 NA 5 1 NA "21-25 students" NA 0 1 0 0
"149" 38000150 "Trento" "town" 1 40 60 NA NA "strongly agree" "agree" "agree" "sometimes" "always" "school initiative" "school initiative" 0 1 0 1 73 117 15 40 40 40 20 13 13 20 15 12 10 5 NA NA 5 8 NA NA "16-20 students" 11 1 1 1 0
"150" 38000151 "Toscana" "small town" 0 50 20 10 20 "disagree" "disagree" "agree" "sometimes" "sometimes" "mandatory" "no" 1 1 1 1 571 249 5 155 80 80 20 10 12 10 104 29 75 25 15 2 10 0 3 1 "21-25 students" NA 0 1 0 1
"151" 38000152 "Italy" "small town" 0 46 6 NA 48 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"152" 38000153 "Italy" "small town" 0 80 10 0 10 "agree" "agree" "agree" "sometimes" "sometimes" "mandatory" "no" 1 0 1 1 286 381 1 126 37 37 7 32 2 35 91 2 88 2 91 2 91 2 0 0 "16-20 students" NA 1 0 0 1
"153" 38000154 "Italy" "town" 0 42 49 0 9 "agree" "agree" "disagree" "always" "always" "mandatory" "no" 0 1 1 1 1061 445 0 331 87 87 0 20 26 262 162 2 162 2 100 2 39 NA 10 NA "21-25 students" NA 0 1 0 0
"154" 38000155 "Trento" "small town" 1 100 NA NA NA "agree" "disagree" "strongly disagree" "always" "always" "school initiative" "mandatory" 0 1 1 1 298 100 5 83 67 64 3 21 15 12 34 16 34 5 13 15 12 14 0 1 "16-20 students" 2 1 1 1 1
"155" 38000156 "Bolzano" "town" 0 80 15 NA 5 "strongly agree" "strongly agree" "strongly agree" "never" "never" "mandatory" "mandatory" 1 0 1 1 523 27 NA 103 200 200 5 0 40 40 48 35 34 25 12 11 36 22 2 NA "21-25 students" 0 0 1 0 0
"156" 38000157 "Italy" "town" 0 50 0 30 20 "agree" "disagree" "agree" "always" "sometimes" "school initiative" "no" 1 0 0 1 476 481 30 192 200 200 50 4 20 60 80 20 70 15 0 0 72 16 3 0 "26-30 students" 0 0 0 0 0
"157" 38000158 "Italy" "city" 0 35 18 0 47 "agree" "agree" "strongly disagree" "always" "always" "school initiative" "no" 1 1 1 1 761 541 2 258 150 150 20 6 22 30 99 21 99 8 2 1 12 4 5 1 "26-30 students" 0 0 1 0 1
"158" 38000159 "Trento" "village" 1 89 11 0 0 "disagree" "agree" "agree" "always" "never" "school initiative" "school initiative" 1 0 0 1 303 46 5 93 50 50 30 0 45 30 54 1 41 NA NA NA 41 NA NA NA "21-25 students" 1 0 0 0 0
"159" 38000160 "Toscana" "town" 0 56 26 0 18 "disagree" "disagree" "disagree" "never" "always" "mandatory" "school initiative" 1 1 0 1 269 572 10 201 60 60 15 12 14 44 148 8 95 8 1 0 137 8 2 1 "21-25 students" 2 1 1 1 1
"160" 38000161 "Bolzano" "town" 0 40 40 NA 20 "agree" "agree" "agree" "sometimes" "always" "mandatory" "mandatory" 1 1 1 1 172 745 8 184 200 200 35 1 60 20 86 58 4 1 8 5 NA 52 0 0 "21-25 students" 1 1 1 1 1
"161" 38000162 "Sardegna" "small town" 0 65 24 4 7 "agree" "disagree" "disagree" "never" "always" "school initiative" "mandatory" 1 0 1 1 370 365 NA 173 70 70 10 48 1 9 156 19 NA NA NA NA NA NA NA NA "16-20 students" 5 1 1 1 0
"162" 38000163 "Bolzano" "small town" 0 80 20 0 0 "agree" "agree" "disagree" "sometimes" "never" "school initiative" "school initiative" 0 0 1 1 30 10 33 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "15 students or fewer" 2 1 1 0 1
"163" 38000164 "Toscana" "large city" 0 43 50 0 7 "strongly agree" "disagree" "disagree" "never" "always" "mandatory" "mandatory" 0 1 1 1 1091 35 14 264 350 350 80 3 80 40 100 20 100 20 80 20 80 20 2 0 "21-25 students" 6 1 1 0 1
"164" 38000165 "Toscana" "city" 0 41 28 0 31 "disagree" "disagree" "agree" "sometimes" "never" "mandatory" "no" 1 1 0 1 360 545 15 179 50 50 20 6 8 10 NA NA NA NA NA NA NA NA NA NA "21-25 students" 3 1 0 0 0
"165" 38000166 "Bolzano" "city" 0 90 10 NA NA "disagree" "agree" "agree" "never" "always" "mandatory" "mandatory" 0 1 1 1 275 214 3 95 90 90 20 15 8 15 38 19 38 17 0 0 38 17 1 0 "16-20 students" 0 1 1 1 1
"166" 38000167 "Italy" "city" 0 60 20 0 20 "agree" "agree" "agree" "always" "always" "mandatory" "no" 1 1 1 1 453 491 7 225 35 35 15 29 10 20 105 1 105 NA 0 NA 105 NA 0 NA "21-25 students" NA 1 0 0 0
"167" 38000168 "Italy" "town" 0 94 4 1 1 "disagree" "disagree" "disagree" "sometimes" "always" "mandatory" "mandatory" 1 1 1 1 204 527 2 142 25 25 0 6 25 40 69 6 NA NA NA NA 20 NA 1 NA "16-20 students" 0 1 NA 1 NA
"168" 38000169 "Trento" "town" 1 100 0 0 0 "agree" "agree" "disagree" "never" "always" "school initiative" "no" 1 1 0 1 8 227 2 50 70 70 45 8 5 15 16 7 0 0 0 0 4 2 0 0 "16-20 students" 3 0 1 1 0
"169" 38000170 "Italy" "town" 0 51 49 0 0 "disagree" "disagree" "agree" "never" "never" "mandatory" "mandatory" 1 1 0 1 196 279 0 106 50 50 0 4 24 4 81 39 41 0 0 0 NA 0 5 2 "21-25 students" 3 1 0 0 0
"170" 38000171 "Bolzano" "city" 0 98 1 0 1 "disagree" "agree" "disagree" "never" "always" "school initiative" "mandatory" 1 1 1 1 52 341 11 65 6 6 1 0 5 8 30 20 NA 5 0 0 NA NA 2 NA "16-20 students" 2 1 1 1 1
"171" 38000172 "Italy" "city" 0 84 16 0 0 "disagree" "disagree" "disagree" "never" "never" "mandatory" "no" 1 0 0 1 500 298 0 148 60 60 0 7 10 47 68 8 67 8 0 0 67 8 3 0 "16-20 students" 1 0 0 0 1
"172" 38000173 "Italy" "city" 0 75 15 0 10 "agree" "agree" "strongly disagree" "always" "always" "mandatory" "mandatory" 1 1 1 1 415 368 8 117 132 132 3 5 8 8 123 8 102 0 0 0 118 0 0 0 "16-20 students" 3 1 0 0 1
"173" 38000174 "Italy" "large city" 0 60 10 0 30 "disagree" "disagree" "strongly disagree" "never" "always" "mandatory" "mandatory" 1 1 1 1 758 50 60 153 50 50 20 40 43 20 115 4 101 0 99 4 99 4 0 0 "16-20 students" NA 0 0 0 1
"174" 38000175 "Bolzano" "city" 0 95 5 0 0 "strongly disagree" "disagree" "strongly disagree" "always" "always" "mandatory" "mandatory" 0 1 1 1 51 111 6 41 90 80 10 10 12 27 24 2 23 1 0 0 23 2 0 0 "16-20 students" 1 1 1 0 0
"175" 38000176 "Italy" "small town" 0 37 50 0 13 "agree" "disagree" "agree" "always" "always" "mandatory" "mandatory" 1 1 1 1 241 355 5 101 85 85 25 30 31 10 56 16 51 12 0 0 53 16 0 0 "21-25 students" 2 1 1 1 1
"176" 38000177 "Italy" "city" 0 97 1 1 1 "agree" "disagree" "agree" "always" "always" "school initiative" "no" 1 1 1 1 1003 145 8 246 105 105 17 2 5 14 152 4 30 0 0 4 122 0 0 0 "21-25 students" 2 1 1 0 0
"177" 38000178 "Toscana" "small town" 0 85 5 5 5 "agree" "disagree" "disagree" "sometimes" "always" "mandatory" "school initiative" 1 1 1 1 337 380 13 144 40 40 20 48 10 30 107 8 84 NA 93 NA 93 NA 3 NA "16-20 students" NA 1 0 1 1
"178" 38000179 "Italy" "small town" 0 58 0 8 34 "strongly agree" "disagree" "strongly disagree" "always" "always" "mandatory" "no" 1 1 1 1 276 271 8 182 60 60 22 22 25 60 161 5 142 5 5 0 75 2 7 0 "26-30 students" NA 1 1 1 0
"179" 38000180 "Trento" "village" 1 100 0 0 0 "strongly agree" "agree" "strongly disagree" "sometimes" "always" "school initiative" "no" 0 1 1 1 87 71 NA 47 50 50 5 10 15 10 18 4 0 0 0 0 7 2 0 0 "21-25 students" 10 0 1 1 1
"180" 38000181 "Italy" "town" 0 75 10 0 15 "strongly disagree" "disagree" "strongly disagree" "sometimes" "always" "mandatory" "mandatory" 1 1 1 1 243 377 12 124 90 70 60 8 22 5 63 2 63 2 0 0 63 2 0 0 "21-25 students" 2 0 0 0 0
"181" 38000182 "Italy" "town" 0 50 35 13 2 "disagree" "strongly agree" "strongly disagree" "always" "never" "mandatory" "mandatory" 1 1 1 1 632 397 50 185 60 60 8 16 3 100 103 49 95 49 98 29 0 0 1 0 "21-25 students" 0 1 1 1 0
"182" 38000183 "Toscana" "village" 0 12 55 1 32 "disagree" "disagree" "strongly disagree" "never" "never" "mandatory" "mandatory" 0 1 0 1 133 109 15 81 20 20 20 12 12 4 38 3 28 1 37 3 10 0 1 0 "16-20 students" 1 1 0 0 0
"183" 38000184 "Italy" "small town" 0 35 65 0 0 "strongly agree" "disagree" "strongly agree" "never" "always" "mandatory" "school initiative" 0 1 1 1 405 503 4 164 100 100 40 40 4 40 84 6 74 6 7 0 76 6 1 0 "21-25 students" 0 0 1 0 1
"184" 38000186 "Sardegna" "small town" 0 70 5 NA 25 "disagree" "disagree" "disagree" "never" "never" "mandatory" "school initiative" 0 0 0 0 303 188 5 122 25 25 20 32 34 32 109 10 85 3 25 0 84 10 1 1 "21-25 students" NA 0 0 1 1
"185" 38000187 "Italy" "town" 0 79 5 0 16 "disagree" "disagree" "disagree" "never" "never" "mandatory" "mandatory" 0 1 0 1 324 356 40 156 170 170 50 34 38 35 95 0 95 0 7 0 88 0 0 0 "21-25 students" 0 0 0 0 0
"186" 38000188 "Bolzano" "town" 1 60 38 2 0 "agree" "agree" "disagree" "sometimes" "always" "school initiative" "no" 1 1 1 1 96 20 15 34 23 23 23 0 20 20 17 14 5 7 1 1 16 13 0 0 "36-40 students" 1 0 1 1 1
"187" 38000189 "Italy" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"188" 38000190 "Bolzano" "town" 0 100 0 0 0 "disagree" "agree" "agree" "sometimes" "sometimes" "mandatory" "mandatory" 1 1 0 1 559 64 2 145 20 NA 18 1 34 60 73 35 60 14 73 35 73 35 60 14 "21-25 students" 1 1 1 1 0
"189" 38000191 "Italy" "large city" 0 38 43 0 19 "strongly agree" "agree" "agree" "never" "sometimes" "mandatory" "mandatory" 0 0 1 1 533 549 8 205 135 135 70 47 49 51 100 4 80 4 96 4 4 NA 2 NA "21-25 students" 0 0 0 0 1
"190" 38000192 "Italy" "town" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA
"191" 38000193 "Bolzano" "town" 0 80 10 NA 10 "strongly agree" "disagree" "disagree" "sometimes" "always" "mandatory" "mandatory" 1 1 0 1 364 330 10 46 100 100 20 4 25 20 65 46 48 21 45 36 3 0 2 0 "21-25 students" 4 1 1 1 0
"192" 38000194 "Italy" "town" 0 54 15 2 29 "disagree" "disagree" "disagree" "always" "always" "mandatory" "mandatory" 1 1 1 1 542 577 18 211 230 200 40 50 10 80 171 20 95 13 170 0 165 6 0 0 "21-25 students" 1 1 0 0 1
"193" 38000195 "Italy" "town" 0 30 30 0 40 "disagree" "agree" "disagree" "always" "always" "no" "mandatory" 0 1 0 1 366 162 35 97 60 55 15 15 2 40 133 1 133 0 NA NA NA NA NA NA "26-30 students" NA 0 0 0 0
"194" 38000196 "Italy" "village" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"195" 38000197 "Italy" "town" 1 87 2 1 10 "strongly agree" "disagree" "disagree" "always" "sometimes" "school initiative" "mandatory" 1 0 0 1 125 59 22 32 30 30 24 12 14 20 19 17 11 3 1 4 18 11 0 1 "16-20 students" NA 0 1 1 1
"196" 38000198 "Bolzano" "town" 0 100 0 0 0 "agree" "agree" "disagree" "sometimes" "sometimes" "mandatory" "mandatory" 0 1 1 1 87 480 10 116 56 56 0 3 35 51 57 31 55 22 1 0 0 4 54 18 "16-20 students" NA 1 1 1 1
"197" 38000199 "Italy" "small town" 0 30 12 20 38 "agree" "disagree" "strongly disagree" "sometimes" "sometimes" "school initiative" "school initiative" 1 1 1 1 740 573 33 248 25 25 25 4 48 8 198 24 160 6 4 6 132 11 4 2 "21-25 students" 6 1 1 1 1
"198" 38000200 "Italy" "small town" 0 30 46 4 20 "disagree" "disagree" "agree" "always" "sometimes" "mandatory" "school initiative" 1 0 1 1 328 598 10 164 40 40 0 8 2 3 92 11 82 8 0 0 87 9 5 3 "21-25 students" 3 1 0 0 0
"199" 38000201 "Sardegna" "small town" 0 86 3 0 11 "disagree" "strongly disagree" "agree" "never" "sometimes" "mandatory" "no" 1 1 0 1 218 216 25 98 63 63 28 20 4 5 58 10 35 2 0 0 56 1 1 1 "16-20 students" 2 0 0 0 1
"200" 38000202 "Italy" "small town" 0 80 5 0 15 "agree" "agree" "strongly disagree" "never" "always" "mandatory" "no" 1 1 1 1 261 319 20 118 60 60 20 30 30 90 64 NA 64 NA 0 NA 64 NA 0 NA "16-20 students" 0 0 0 0 1
"201" 38000203 "Italy" "town" 0 20 10 NA 70 "strongly agree" "agree" "agree" "always" "always" "mandatory" "no" 1 1 0 1 453 462 NA 203 80 80 40 410 47 7 90 NA 90 NA 0 NA 90 NA 0 NA "21-25 students" NA 0 1 1 1
"202" 38000204 "Bolzano" "town" 1 70 27 3 NA "strongly agree" "agree" "disagree" "sometimes" "never" "mandatory" "mandatory" 1 0 1 1 173 129 10 25 32 32 0 0 16 18 12 17 9 8 0 0 9 14 1 0 "26-30 students" NA 1 1 0 1
"203" 38000206 "Italy" "town" 0 14 47 0 39 "strongly agree" "agree" "agree" "never" "never" "mandatory" "school initiative" 1 0 0 1 415 911 0 296 55 55 4 69 71 9 113 17 NA 0 0 0 113 17 2 0 "21-25 students" 0 0 1 1 1
