"id" "region" "type_city" "type_school" "fund1" "fund2" "fund3" "fund4" "info1" "info2" "info3" "requirement1" "requirement2" "valuation1" "valuation2" "exchange" "culture" "intercultural_experiences" "foreign_languages" "gender1" "gender2" "soc_eco_disadvantage" "num_grade" "computer_stud" "connection" "portable" "whiteboards" "projectors" "computer_teac" "teach_f1" "teach_p1" "teach_f2" "teach_p2" "teach_f3" "teach_p3" "teach_f4" "teach_p4" "teach_f5" "teach_p5" "class" "left" "language_lessons" "help1" "help2" "help3"
"204" 38000207 "Bolzano" "small town" 0 100 NA NA NA "strongly disagree" "disagree" "strongly disagree" "never" "always" "mandatory" "mandatory" 1 1 1 1 69 144 5 38 25 25 5 2 5 5 25 8 NA 0 0 0 6 0 0 0 "16-20 students" NA 0 1 1 0
"205" 38000208 "Sardegna" "town" 0 NA NA NA NA "agree" "disagree" "agree" "sometimes" "sometimes" "school initiative" "mandatory" 0 0 1 1 258 379 35 103 70 70 25 35 35 25 110 23 102 15 80 13 15 0 1 0 "16-20 students" 5 1 0 0 0
"206" 38000209 "Italy" "town" 0 7 3 1 89 "disagree" "disagree" "disagree" "always" "always" "school initiative" "no" 1 1 1 1 705 110 56 154 40 40 20 2 30 7 87 11 81 3 75 8 0 0 0 0 "26-30 students" 2 1 1 0 1
"207" 38000210 "Sardegna" "city" 0 68 24 0 8 "strongly agree" "disagree" "disagree" "never" "always" "mandatory" "mandatory" 1 1 1 1 768 75 3 156 156 156 3 8 8 8 141 11 92 NA 8 NA 5 NA 7 NA "21-25 students" 1 1 0 0 0
"208" 38000211 "Bolzano" "city" 0 100 0 0 0 "agree" "agree" "disagree" "sometimes" "always" "mandatory" "mandatory" 0 1 1 1 66 420 NA 35 35 35 0 0 41 178 48 22 45 13 48 22 NA NA NA NA "16-20 students" 3 1 1 0 0
"209" 38000212 "Toscana" "city" 0 100 0 0 0 "strongly agree" "disagree" "agree" "never" "always" "no" "mandatory" 1 0 0 1 328 543 14 190 90 90 20 40 40 90 84 27 76 13 0 0 NA NA 0 NA "21-25 students" 1 1 1 1 1
"210" 38000213 "Italy" "city" 0 27 65 NA 8 "strongly agree" "agree" "strongly disagree" "never" "never" "mandatory" "mandatory" 1 1 1 1 658 384 NA 217 150 150 50 52 53 50 79 5 NA NA NA NA NA NA 3 NA "21-25 students" NA 1 1 1 1
"211" 38000214 "Italy" "city" 0 32 47 0 21 "agree" "disagree" "disagree" "sometimes" "always" "mandatory" "mandatory" 1 1 0 1 1220 180 1 289 50 50 0 6 10 62 165 8 165 8 0 0 141 8 7 0 "21-25 students" 0 1 0 0 1
"212" 38000215 "Italy" "large city" 0 95 2 0 3 "strongly disagree" "disagree" "strongly disagree" "always" "sometimes" "mandatory" "mandatory" 0 0 1 1 262 473 33 162 10 10 0 8 2 10 102 NA 102 NA 101 NA 101 NA 9 NA "16-20 students" 3 1 0 0 0
"213" 38000216 "Sardegna" "city" 0 60 27 0 13 "agree" "disagree" "disagree" "always" "always" "school initiative" "no" 1 1 1 1 351 360 10 121 100 100 45 36 3 100 63 15 58 5 0 0 63 15 0 3 "16-20 students" 1 1 1 1 1
"214" 38000217 "Italy" "town" 0 70 7 0 23 "disagree" "strongly disagree" "strongly disagree" "sometimes" "sometimes" "school initiative" "no" 1 0 1 1 546 466 92 238 100 100 50 18 4 50 180 5 161 5 0 0 160 5 4 0 "16-20 students" 15 1 0 0 0
"215" 38000218 "Trento" "town" 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 27 65 NA 23 27 27 0 NA NA NA 3 11 2 NA NA NA NA NA NA NA "21-25 students" NA 1 1 0 0
"216" 38000219 "Sardegna" "city" 0 85 10 0 5 "disagree" "agree" "agree" "sometimes" "always" "school initiative" "mandatory" 0 0 1 1 220 511 2 126 7 7 0 38 1 38 75 2 75 2 75 2 0 0 1 0 "16-20 students" 0 1 0 0 1
"217" 38000220 "Sardegna" "town" 0 60 4 0 36 "agree" "agree" "disagree" "always" "always" "mandatory" "mandatory" 1 1 1 1 537 542 10 244 55 55 25 54 56 60 96 1 85 1 13 0 83 1 4 0 "21-25 students" 2 0 1 1 1
"218" 38000221 "Italy" "village" 0 68 24 2 6 "disagree" "disagree" "strongly disagree" "never" "never" "mandatory" "mandatory" 0 1 1 0 464 461 0 181 50 50 0 15 15 20 126 37 92 23 2 2 0 0 0 0 "16-20 students" 1 1 1 1 0
"219" 38000222 "Italy" "town" 0 NA NA NA NA "agree" "agree" "disagree" "never" "always" "mandatory" "no" 1 0 1 1 870 830 0 350 100 100 30 50 60 10 140 10 NA NA NA NA 140 10 NA NA "21-25 students" NA 1 NA NA 1
"220" 38000223 "Italy" "small town" 0 51 31 0 18 "disagree" "disagree" "disagree" "never" "never" "mandatory" "no" 0 0 0 1 534 221 5 147 40 40 0 2 15 38 68 41 68 0 0 0 68 41 0 0 "21-25 students" 1 0 0 0 0
"221" 38000224 "Italy" "town" 0 80 0 20 0 NA "agree" "disagree" "always" "always" "mandatory" "mandatory" NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "21-25 students" 1 0 0 0 1
"222" 38000225 "Toscana" "town" 0 24 20 18 38 "strongly agree" "agree" "strongly agree" "always" "always" "mandatory" "mandatory" 1 1 1 1 684 144 5 196 100 100 10 15 50 15 144 27 105 8 92 2 0 0 0 1 "21-25 students" 0 1 1 0 1
"223" 38000226 "Bolzano" "town" 1 60 38 2 0 "agree" "agree" "disagree" "never" "always" "mandatory" "no" 1 1 0 1 106 19 8 34 25 25 25 0 19 20 15 16 5 4 1 1 14 15 0 0 "36-40 students" 1 0 1 1 1
"224" 38000227 "Italy" "town" 0 10 49 0 41 "agree" "agree" "disagree" "never" "sometimes" "mandatory" "school initiative" 1 0 1 1 257 411 2 140 76 76 38 15 16 14 65 9 60 7 0 3 NA 1 0 2 "21-25 students" 1 0 1 NA 1
"225" 38000228 "Italy" "town" 0 31 42 0 27 "agree" "strongly disagree" "disagree" "never" "always" "mandatory" "mandatory" 1 1 1 1 289 1164 NA 307 57 57 0 4 20 121 95 29 93 24 0 0 91 23 3 2 "21-25 students" NA 1 0 0 1
"226" 38000229 "Italy" "town" 0 70 20 0 10 "disagree" "disagree" "disagree" "always" "always" "mandatory" "mandatory" 0 0 0 1 337 197 NA 104 20 20 0 15 10 2 69 25 69 22 65 25 5 0 2 0 "16-20 students" NA 1 0 0 1
"227" 38000230 "Italy" "town" 0 5 95 0 0 "agree" "disagree" "strongly disagree" "never" "always" "mandatory" "mandatory" 0 1 1 1 306 429 NA 75 100 100 50 40 2 42 71 13 5 0 53 13 11 0 2 0 "21-25 students" NA 0 1 1 1
"228" 38000231 "Toscana" "town" 0 70 0 20 10 "agree" "disagree" "agree" "sometimes" "always" "mandatory" "school initiative" 0 1 0 1 515 492 12 199 80 80 15 35 5 5 132 19 110 19 90 19 40 0 0 0 "21-25 students" 1 1 0 1 0
"229" 38000232 "Toscana" "town" 0 70 10 1 19 "agree" "disagree" "strongly disagree" "always" "always" "school initiative" "school initiative" 1 1 1 0 675 696 40 260 140 140 5 12 15 8 239 46 139 14 3 NA 215 32 10 8 "21-25 students" 16 1 1 1 1
"230" 38000233 "Sardegna" "small town" 0 61 31 0 8 "disagree" "strongly agree" "agree" "always" "never" "school initiative" "no" 0 1 1 1 209 234 0 94 60 60 5 30 2 4 45 9 34 4 0 0 45 9 2 0 "16-20 students" 6 1 1 1 1
"231" 38000234 "Sardegna" "city" 1 0 100 0 0 "strongly agree" "strongly agree" "disagree" "never" "always" "no" "no" 0 0 0 1 47 7 NA 10 7 7 0 10 1 7 5 13 0 0 0 1 5 12 0 0 "15 students or fewer" 1 0 0 0 0
"232" 38000235 "Italy" "town" 0 30 30 0 40 "disagree" "disagree" "disagree" "never" "never" "mandatory" "no" 0 1 0 1 500 330 62 170 60 60 10 12 1 9 108 6 100 0 1 0 98 0 2 0 "21-25 students" 0 1 1 0 1
"233" 38000236 "Trento" "town" 1 98 0 0 2 "strongly agree" "disagree" "agree" "always" "never" "school initiative" "no" 1 0 1 1 157 135 30 65 50 50 0 15 20 15 21 6 4 0 5 0 15 6 0 0 "21-25 students" NA 0 1 1 0
"234" 38000237 "Sardegna" "town" 0 85 15 NA NA "disagree" "disagree" "disagree" "never" "sometimes" "mandatory" "no" 1 1 1 1 169 277 10 115 30 15 30 20 20 2 98 3 61 3 0 0 95 3 10 0 "16-20 students" NA 1 0 0 0
"235" 38000238 "Toscana" "city" 1 5 95 0 0 "agree" "agree" "disagree" "sometimes" "always" "school initiative" "no" 0 1 0 1 53 29 NA 14 18 18 3 0 7 3 8 13 0 1 0 0 8 13 0 0 "15 students or fewer" 2 1 1 1 1
"236" 38000239 "Toscana" "town" 0 90 10 0 0 "agree" "strongly disagree" "disagree" "never" "always" "mandatory" "mandatory" 1 0 0 0 375 517 2 170 54 54 27 8 2 10 71 12 71 8 4 4 NA NA 1 1 "16-20 students" NA 0 1 0 1
"237" 38000240 "Sardegna" "city" 0 85 12 0 3 "disagree" "agree" "agree" "sometimes" "never" "mandatory" "mandatory" 1 0 1 1 190 1242 15 305 60 20 40 40 40 3 111 34 111 34 111 34 111 34 4 1 "21-25 students" 6 0 0 1 0
"238" 38000241 "Italy" "small town" 0 50 30 0 20 "agree" "agree" "agree" "always" "always" "mandatory" "mandatory" 0 1 1 1 378 600 5 197 30 30 NA 38 5 50 120 6 120 NA NA NA 113 NA 1 NA "16-20 students" 1 1 1 1 1
"239" 38000242 "Sardegna" "city" 0 47 24 0 29 "agree" "agree" "disagree" "never" "always" "mandatory" "no" 0 0 0 1 1253 148 30 297 400 400 100 70 20 20 194 13 162 10 0 0 172 1 0 1 "16-20 students" 2 1 1 1 0
"240" 38000243 "Italy" "small town" 0 50 50 0 0 "disagree" "disagree" "disagree" "sometimes" "sometimes" "mandatory" "no" 0 1 1 1 397 256 2 102 60 44 16 15 4 4 129 NA 101 NA 108 NA 108 NA 5 NA "16-20 students" 10 0 0 0 0
"241" 38000244 "Sardegna" "town" 0 75 22 0 3 "strongly agree" "agree" "strongly disagree" "never" "always" "school initiative" "mandatory" 0 1 1 1 563 465 15 179 70 70 20 54 56 20 126 10 126 10 0 0 126 10 6 NA "16-20 students" 5 0 0 0 0
"242" 38000245 "Trento" "village" 0 70 10 5 15 "strongly agree" "disagree" "strongly agree" "always" "sometimes" "mandatory" "mandatory" 1 1 0 NA 114 220 1 64 120 120 30 28 32 135 31 9 30 3 NA 7 14 2 1 0 "16-20 students" 1 1 1 1 1
"243" 38000246 "Toscana" "town" 0 24 47 NA 29 "agree" "disagree" "disagree" "never" NA "mandatory" "school initiative" 1 1 0 1 522 853 NA 288 72 72 32 9 38 146 107 6 NA NA NA NA NA NA NA NA "21-25 students" NA 1 NA 1 1
"244" 38000247 "Italy" "town" 0 35 46 0 19 "strongly agree" "agree" "disagree" "always" "always" "school initiative" "mandatory" 1 0 0 0 593 978 4 215 250 200 50 76 80 10 147 14 116 14 2 0 147 14 3 NA "21-25 students" NA 0 1 0 1
"245" 38000248 "Trento" "city" 1 47 46 1 6 "agree" "strongly disagree" "agree" "sometimes" "sometimes" "mandatory" "no" 1 1 0 0 363 293 10 32 30 30 10 15 15 7 26 4 23 4 26 4 26 4 4 0 "16-20 students" 2 0 1 1 0
"246" 38000249 "Italy" "town" 0 65 8 NA 27 "agree" "disagree" "strongly disagree" "always" "always" "mandatory" "no" 1 1 1 1 505 636 27 NA 105 105 70 52 54 8 97 2 52 NA 15 NA 49 NA 3 NA "21-25 students" NA 0 0 0 0
"247" 38000250 "Italy" "town" 0 86 3 0 11 "agree" "agree" "agree" "always" "always" "mandatory" "mandatory" 1 1 0 1 648 135 11 153 115 115 60 16 16 180 136 0 95 0 6 0 130 0 1 0 "21-25 students" 0 1 0 0 1
"248" 38000251 "Italy" "town" 0 30 20 0 50 "agree" "agree" "disagree" "always" "always" "mandatory" "mandatory" 1 1 0 1 705 491 NA 226 126 126 1 56 5 9 84 NA 84 NA 84 NA 0 NA 3 NA "21-25 students" 1 1 0 0 0
"249" 38000252 "Toscana" "town" 0 32 67 0 1 "agree" "agree" "disagree" "always" "always" "school initiative" "mandatory" 1 1 0 1 220 930 1 233 115 115 13 57 58 8 135 15 90 7 40 13 95 2 4 2 "21-25 students" 2 1 0 0 1
"250" 38000253 "Italy" "city" 1 60 NA NA 40 "agree" "agree" "agree" "never" "sometimes" "school initiative" "school initiative" 1 1 1 1 306 44 30 126 80 70 0 2 4 10 12 22 0 0 NA 1 10 7 0 0 "16-20 students" 6 0 0 1 1
"251" 38000254 "Trento" "city" 0 100 0 0 0 "strongly agree" "disagree" "agree" "never" "sometimes" "mandatory" "mandatory" 1 1 1 1 169 736 4 174 186 186 20 10 43 55 60 43 NA NA 8 NA NA NA 0 NA "21-25 students" 2 1 1 1 1
"252" 38000255 "Bolzano" "small town" 0 90 9 0 1 "agree" "agree" "agree" "never" "always" "school initiative" "school initiative" 1 0 1 1 211 233 NA 35 35 35 0 2 27 20 89 9 45 NA 60 NA 60 NA 5 NA "16-20 students" NA 1 1 1 1
"253" 38000256 "Sardegna" "town" 0 65 33 0 2 "disagree" "disagree" "disagree" "always" "never" "mandatory" "no" 1 0 1 0 382 230 3 123 50 50 0 25 4 3 81 4 81 4 1 0 80 4 1 0 "16-20 students" 2 0 1 0 0
"254" 38000257 "Italy" "small town" 0 20 10 10 60 "agree" "agree" "disagree" "sometimes" "sometimes" "school initiative" "mandatory" 1 1 1 1 286 245 50 109 60 30 7 10 15 25 65 29 65 NA NA NA 10 NA 3 NA "16-20 students" 0 1 1 1 1
"255" 38000258 "Italy" "town" 0 51 49 0 0 "agree" "disagree" "disagree" "never" "sometimes" "school initiative" "mandatory" 0 1 1 1 422 252 10 125 150 150 65 5 6 15 63 31 62 25 60 26 2 0 0 0 "26-30 students" 2 0 0 0 0
"256" 38000259 "Sardegna" "town" 0 38 10 0 52 "agree" "agree" "agree" "never" "never" "school initiative" "mandatory" 1 1 1 1 73 390 0 81 45 45 12 27 2 20 58 2 50 NA 56 NA NA NA 1 NA "16-20 students" 50 1 0 0 0
"257" 38000260 "Italy" "city" 1 51 0 0 49 "disagree" "disagree" "disagree" "never" "always" "mandatory" "mandatory" 0 0 1 1 206 153 30 116 11 11 0 0 1 8 NA 73 NA 8 NA 0 NA 48 NA 2 "21-25 students" 35 0 0 0 1
"258" 38000261 "Sardegna" "town" 0 50 30 0 20 "agree" "agree" "agree" "never" "always" "mandatory" "mandatory" 1 1 1 1 185 876 23 216 112 112 30 44 44 50 98 12 97 NA 7 0 NA 4 0 0 "21-25 students" 3 0 0 1 0
"259" 38000262 "Italy" "town" 1 2 98 0 0 "strongly agree" "disagree" "agree" "always" "always" "mandatory" "no" 0 0 1 1 74 27 8 32 32 32 32 0 1 22 12 6 9 4 0 0 12 6 0 0 "26-30 students" NA 1 1 1 1
"260" 38000263 "Sardegna" "city" 0 25 30 0 45 "agree" "disagree" "disagree" "always" "always" "school initiative" "no" 1 1 1 1 242 537 4 169 79 79 5 45 48 49 65 6 65 6 0 0 21 0 3 0 "16-20 students" 1 1 1 0 0
"261" 38000264 "Sardegna" "small town" 0 82 18 0 0 "disagree" "strongly disagree" "strongly disagree" "always" "sometimes" "mandatory" "mandatory" 0 0 1 1 329 72 5 90 30 30 2 25 3 2 101 7 82 4 0 0 84 7 0 0 "15 students or fewer" 10 1 1 1 1
"262" 38000265 "Italy" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"263" 38000266 "Italy" "town" 0 80 20 0 0 "disagree" "agree" "strongly disagree" "sometimes" NA "mandatory" "mandatory" 0 0 NA 1 470 446 2 88 45 45 30 12 10 42 108 NA 67 NA 41 NA 0 NA 0 NA "21-25 students" NA 1 NA NA NA
"264" 38000267 "Italy" "town" 0 64 NA 1 35 "strongly disagree" "disagree" "strongly disagree" "always" "always" "mandatory" "mandatory" 0 1 0 1 307 252 2 179 22 20 2 6 2 2 41 10 41 10 0 0 41 10 0 0 "16-20 students" 3 1 0 0 0
"265" 38000268 "Sardegna" "village" 0 73 27 0 0 "agree" "agree" "agree" "never" "always" "mandatory" "mandatory" 1 0 1 1 216 202 7 62 40 40 22 23 23 7 51 20 41 5 43 18 43 18 0 1 "16-20 students" 1 1 0 0 1
"266" 38000269 "Italy" "small town" 0 69 17 0 14 "agree" "agree" "agree" "always" "always" "school initiative" "school initiative" 1 1 1 1 318 382 2 143 150 150 5 35 38 50 79 8 58 NA NA NA NA NA 1 NA "21-25 students" 1 1 1 0 1
"267" 38000270 "Italy" "town" 0 13 0 62 25 "agree" "agree" "agree" "never" "always" "school initiative" "mandatory" 1 1 0 1 438 575 NA 204 90 90 30 50 52 3 23 1 NA 0 NA 0 0 0 1 1 "21-25 students" NA 1 0 0 0
"268" 38000271 "Italy" "town" 0 64 36 0 0 "agree" "agree" "agree" "sometimes" "always" "school initiative" "no" 1 1 1 1 24 102 15 126 47 47 0 3 3 80 92 8 92 5 0 0 92 8 2 0 "16-20 students" 0 1 1 1 1
"269" 38000272 "Italy" "town" 0 7 9 2 82 "agree" "agree" "disagree" "sometimes" "always" "mandatory" "mandatory" 1 0 0 0 271 662 7 170 80 80 25 46 46 6 134 8 134 8 117 NA 100 5 2 0 "21-25 students" 2 1 1 1 1
"270" 38000273 "Bolzano" "town" 0 100 0 0 0 "strongly agree" "strongly disagree" "agree" "always" "always" "mandatory" "mandatory" 1 1 1 1 NA NA 50 NA 220 220 20 0 25 160 70 20 NA NA 50 NA NA NA 40 NA "21-25 students" 5 1 1 1 1
"271" 38000274 "Bolzano" "town" 0 98 1 NA 1 "strongly agree" "agree" "disagree" "never" "sometimes" "mandatory" "mandatory" 1 1 0 1 810 287 60 280 76 76 0 8 65 20 106 33 79 20 4 2 40 15 0 0 "16-20 students" 10 0 1 0 0
"272" 38000275 "Italy" "town" 0 50 30 15 5 "agree" "disagree" "disagree" "sometimes" "sometimes" "school initiative" "mandatory" 1 1 1 1 872 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "21-25 students" NA 0 1 1 1
"273" 38000276 "Sardegna" "city" 0 25 70 NA 5 "disagree" "agree" "strongly disagree" "sometimes" "sometimes" "mandatory" "mandatory" 1 1 0 1 263 258 4 110 50 50 50 26 30 6 52 NA 52 NA 52 NA 52 NA 2 NA "16-20 students" NA 1 1 1 1
"274" 38000277 "Italy" "town" 0 60 13 12 15 "strongly agree" "agree" "strongly agree" "never" "always" "mandatory" "mandatory" 1 1 1 1 266 237 0 97 100 100 5 1 4 40 70 11 67 8 3 0 10 3 2 0 "21-25 students" 1 1 1 0 1
"275" 38000278 "Trento" "town" 1 100 NA NA NA "agree" "disagree" "disagree" "sometimes" "sometimes" "school initiative" "no" 1 1 0 0 NA NA NA NA 49 49 0 14 16 5 35 4 NA NA 29 NA NA NA 2 NA "21-25 students" NA 1 0 1 0
"276" 38000279 "Sardegna" "city" 0 56 29 0 15 "agree" "disagree" "agree" "always" "always" "school initiative" "mandatory" 1 1 1 1 512 498 15 168 150 150 20 58 65 10 116 6 NA 5 0 0 NA 0 10 0 "16-20 students" NA 0 1 0 0
"277" 38000280 "Italy" "town" 0 42 NA NA 58 "disagree" "disagree" "disagree" "sometimes" "always" "mandatory" "no" 0 1 1 1 503 384 15 175 35 35 23 6 10 52 126 12 126 12 104 8 8 0 2 0 "16-20 students" 10 1 0 0 1
"278" 38000281 "Italy" "city" 0 45 50 NA 5 "agree" "disagree" "agree" "sometimes" "always" "school initiative" "mandatory" 1 1 1 1 660 776 NA 266 9 9 0 8 10 6 94 22 94 22 5 2 85 20 4 0 "21-25 students" 1 0 0 0 1
"279" 38000282 "Sardegna" "small town" 0 60 10 0 30 "strongly agree" "agree" "disagree" "never" "always" "mandatory" "mandatory" 1 0 1 1 155 393 10 110 40 40 0 10 10 4 74 1 65 NA NA NA NA NA 2 NA "16-20 students" 1 1 0 0 0
"280" 38000283 "Toscana" "town" 0 47 14 1 38 "agree" "agree" "agree" "sometimes" "always" "mandatory" "mandatory" 1 1 1 1 277 531 1 203 66 66 0 50 39 26 53 15 53 15 52 14 10 0 1 1 "21-25 students" 1 1 1 1 0
"281" 38000284 "Italy" "town" 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "16-20 students" 1 0 1 1 1
"282" 38000285 "Trento" "city" 0 95 5 NA NA "agree" "disagree" "disagree" "sometimes" "sometimes" "no" "school initiative" 1 0 1 1 228 374 40 134 110 110 0 6 15 8 70 39 25 5 40 22 0 0 0 0 "16-20 students" 6 0 0 0 0
"283" 38000286 "Bolzano" "small town" 0 60 NA NA 40 "disagree" "agree" "strongly agree" "never" "never" "school initiative" "school initiative" 1 1 1 1 100 12 25 44 20 20 0 8 8 20 20 10 15 5 0 0 20 10 1 0 "16-20 students" 9 1 1 1 1
"284" 38000287 "Trento" "town" 1 97 1 0 2 "agree" "agree" "agree" "always" "always" "school initiative" "school initiative" 1 1 0 1 479 24 10 144 144 144 72 23 23 60 30 20 4 0 4 1 17 17 1 0 "21-25 students" 2 1 NA 1 NA
"285" 38000288 "Italy" "city" 0 19 45 27 9 "agree" "agree" "disagree" "always" "sometimes" "mandatory" "mandatory" 1 0 1 1 880 420 2 271 115 115 10 45 20 10 110 39 NA 34 0 0 105 39 5 0 "21-25 students" 0 1 0 0 1
"286" 38000289 "Bolzano" "town" 0 100 0 0 0 "strongly agree" "agree" "agree" "sometimes" "sometimes" "school initiative" "mandatory" 1 1 0 1 246 264 15 118 170 170 10 1 24 170 70 18 36 11 0 0 0 0 31 10 "16-20 students" 4 1 0 1 1
"287" 38000290 "Italy" "city" 0 62 38 0 0 "agree" "disagree" "disagree" "never" "never" "mandatory" "mandatory" 1 1 0 1 733 944 32 334 260 235 5 84 12 163 134 29 NA 19 0 0 NA 6 8 2 "21-25 students" 7 1 1 1 1
"288" 38000291 "Italy" "town" 0 16 22 4 58 "disagree" "agree" "disagree" "always" "always" "mandatory" "mandatory" 1 0 0 1 237 461 1 124 38 38 10 10 5 6 56 4 NA 0 NA 0 30 0 6 0 "21-25 students" 0 1 0 1 0
"289" 38000292 "Trento" "city" 1 100 0 0 0 "agree" "disagree" "strongly disagree" "always" "always" "school initiative" "mandatory" 1 1 1 1 149 150 9 77 77 77 40 12 14 10 14 27 2 1 8 20 1 1 0 0 "21-25 students" 2 0 1 1 0
"290" 38000293 "Italy" "large city" 0 20 60 0 20 "strongly agree" "agree" "agree" "always" "always" "school initiative" "no" 1 1 1 1 631 447 2 203 50 50 0 50 5 70 93 9 93 9 0 0 93 9 11 2 "21-25 students" 1 0 1 1 1
"291" 38000294 "Bolzano" "small town" 0 90 5 5 NA "agree" "disagree" "disagree" "never" "never" "school initiative" "mandatory" 1 1 NA NA 420 266 8 NA NA NA NA NA NA NA 56 45 42 28 1 5 11 12 2 0 NA 2 1 1 1 0
"292" 38000295 "Trento" "town" 0 96 4 0 0 "agree" "disagree" "agree" "never" "sometimes" "school initiative" "no" 0 0 1 1 253 149 1 90 46 46 24 12 1 21 42 14 5 0 0 0 28 0 0 0 "16-20 students" 10 0 1 1 1
"293" 38000296 "Toscana" "small town" 0 92 8 0 0 "agree" "disagree" "strongly disagree" "always" "always" "school initiative" "school initiative" 1 1 1 1 309 520 12 139 200 200 50 6 20 200 83 4 68 4 83 4 20 NA 2 NA "26-30 students" NA 1 1 0 0
"294" 38000297 "Italy" "town" 0 14 84 0 2 "agree" "agree" "disagree" "always" "always" "mandatory" "no" 0 1 0 1 569 761 NA 230 48 48 48 57 63 124 97 23 NA 7 0 4 97 19 1 0 "21-25 students" 0 0 0 0 1
"295" 38000298 "Trento" "small town" 0 80 10 0 10 "strongly agree" "disagree" "strongly agree" "never" "never" "mandatory" "mandatory" 0 0 0 1 490 280 5 163 70 70 70 50 50 100 78 37 NA NA 0 NA NA NA 20 NA "16-20 students" 1 1 1 1 0
"296" 38000299 "Toscana" "small town" 0 90 1 9 0 "strongly disagree" "agree" "agree" "always" "sometimes" "mandatory" "mandatory" 1 0 1 1 95 179 NA 44 6 6 4 8 2 4 47 12 NA NA NA NA NA NA NA NA "16-20 students" NA 1 0 0 0
"297" 38000300 "Toscana" "town" 0 88 11 0 1 "agree" "disagree" "disagree" "sometimes" "always" "mandatory" "mandatory" 1 1 1 1 792 614 5 307 100 100 18 55 4 20 161 34 146 19 0 0 132 29 1 0 "21-25 students" 1 1 1 1 1
"298" 38000301 "Italy" "large city" 0 90 10 0 0 "strongly disagree" "strongly disagree" "strongly disagree" "never" "always" "mandatory" "no" 0 1 0 0 364 220 30 119 20 20 0 0 2 4 101 6 60 6 68 3 10 0 0 0 "16-20 students" 10 1 0 0 0
"299" 38000302 "Toscana" "city" 0 50 35 NA 15 "agree" "disagree" "agree" "never" "always" "mandatory" "no" 1 0 1 1 392 605 25 210 110 110 0 4 6 6 183 5 151 5 0 0 151 5 10 1 "21-25 students" 23 1 0 1 1
"300" 38000303 "Italy" "small town" 0 60 15 0 25 "agree" "disagree" "agree" "never" "always" "school initiative" "mandatory" 1 0 0 0 433 116 17 98 70 70 15 6 6 6 82 4 82 4 72 4 12 0 0 0 "16-20 students" 4 1 NA 0 NA
"301" 38000304 "Trento" "city" 0 80 0 15 5 "strongly agree" "disagree" "agree" "sometimes" "sometimes" "mandatory" "no" 1 0 0 1 676 619 0 269 142 142 30 65 70 20 97 32 97 31 0 1 97 31 0 0 "21-25 students" 0 0 1 0 0
"302" 38000305 "Italy" "town" 0 65 10 5 20 "disagree" "disagree" "disagree" "sometimes" "always" "mandatory" "mandatory" 1 1 1 1 NA NA 20 NA 80 80 20 7 3 10 221 4 203 0 3 0 182 4 5 0 "16-20 students" 2 1 0 1 1
"303" 38000306 "Italy" "large city" 0 30 50 0 20 "agree" "agree" "strongly disagree" "always" "always" "school initiative" "no" 0 1 0 1 531 540 3 255 268 268 120 7 9 120 131 10 131 10 126 10 31 3 12 0 "21-25 students" 1 1 0 0 1
"304" 38000307 "Bolzano" "city" 0 97 3 0 NA "strongly agree" "agree" "agree" "never" "never" "school initiative" "mandatory" 1 0 1 1 311 237 3 105 200 200 6 12 20 20 44 36 NA 12 2 2 NA 8 12 2 "21-25 students" 2 1 0 0 0
"305" 38000308 "Bolzano" "small town" 0 85 15 0 0 "disagree" "disagree" "strongly disagree" "never" "always" "school initiative" "mandatory" 1 1 0 1 382 495 2 57 60 60 10 1 18 10 74 47 64 42 70 45 NA NA 3 0 "21-25 students" 1 1 1 1 0
"306" 38000309 "Sardegna" "village" 0 NA NA NA NA "disagree" "disagree" "disagree" "always" "sometimes" "school initiative" "mandatory" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"307" 38000310 "Bolzano" "town" 0 80 10 NA 10 "strongly agree" "disagree" "disagree" "sometimes" "always" "mandatory" "mandatory" 1 1 0 1 364 330 10 46 100 100 20 4 35 20 65 46 48 21 45 36 3 0 2 0 "21-25 students" 4 1 1 1 0
"308" 38000311 "Bolzano" "town" 0 65 33 0 2 "disagree" "disagree" "agree" "sometimes" "always" "school initiative" "mandatory" 1 0 1 1 188 280 5 124 60 60 40 30 5 10 47 29 41 14 NA NA NA NA 10 2 "21-25 students" 5 1 0 1 1
"309" 38000312 "Italy" "large city" 0 70 5 5 20 "disagree" "agree" "strongly disagree" "always" "sometimes" "mandatory" "mandatory" NA NA 1 1 NA NA 43 NA 30 30 10 30 30 3 62 NA 62 NA NA NA NA NA NA NA "16-20 students" 2 1 0 1 0
