"school_id";"gender";"immigration";"language";"hisced";"grade_rep";"fear_failure";"belonging";"bullied";"home_poss";"cult_poss";"edu_resources";"family_wealth";"ESCS_status";"teacher_support";"emo_sup";"learn_time_math";"learn_time_read";"learn_time_scie";"math";"read";"scie";"class_size";"short_edu_mat";"short_edu_staff";"stu_behav";"teach_behav"
4000001;0;1;0;5;0;-0.5311;0.0577;-0.7823;-0.2598;-1.8538;-0.6853;0.7352;0.3411;-0.5575;-0.6576;100;100;150;454.931;481.897;441.254;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;3;0;0.052;0.9517;-0.7823;0.5168;0.1121;-0.6853;1.009;-0.5286;0.6259;1.0346;100;100;200;508.312;600.732;598.53;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;3;0;-0.3799;0.6818;-0.7823;0.2062;-0.1308;-0.6853;0.5549;-0.3771;-0.2023;0.6364;150;100;100;489.085;498.597;522.211;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;4;0;-1.2792;0.9423;0.2907;-0.2;-0.889;-0.6122;0.3285;-0.8975;-0.7074;1.0346;100;100;100;519.694;522.363;496.605;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;5;0;0.1097;-0.5707;0.2907;0.3769;0.0038;-0.6122;0.921;-0.187;-1.3345;-0.6576;90;90;90;519.169;511.009;516.739;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;5;0;0.052;1.4903;-0.7823;-0.0532;-0.6072;-0.6853;0.1777;-0.0861;-2.1621;0.5029;100;100;200;523.565;585.432;550.142;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;5;0;0.4637;-0.1843;0.6725;0.6928;-0.889;1.1793;1.4335;0.2296;-0.476;1.0346;90;90;90;395.485;346.76;380.026;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;6;0;1.1422;-1.2471;1.1928;0.4429;0.9421;-1.0193;0.3504;1.0897;-1.7418;0.5029;100;100;100;494.272;561.862;468.466;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;6;0;-1.8939;2.7249;-0.7823;0.672;1.3873;-0.6122;0.2054;1.2267;-0.0862;1.0346;100;100;150;483.181;428.522;505.854;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;5;0;1.0671;0.5082;0.8615;0.4797;0.288;1.1793;0.2908;0.1394;-2.1621;0.6402;100;100;100;421.739;456.616;401.205;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;6;0;-1.2792;-0.9239;-0.7823;0.2805;0.288;-0.5668;0.3661;0.939;0.2048;-1.8598;100;100;150;400.597;387.513;373.774;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;4;0;-1.8939;0.2949;-0.7823;0.148;-1.2648;-0.1357;0.5357;-0.0887;-1.1864;-0.6576;100;100;150;565.543;589.906;585.916;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;3;0;-0.13;0.6818;1.7926;0.0266;-0.3076;-0.1357;0.0855;-0.736;1.314;1.0346;100;100;100;564.743;544.276;510.682;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;4;0;-0.9823;0.1634;0.2907;0.629;-0.2043;-0.6122;1.4335;0.0432;-0.2023;-0.6576;100;150;100;559.755;545.433;524.519;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;5;0;1.4083;2.7249;-0.7823;0.5914;0.516;-1.0118;0.916;0.4281;-0.3472;1.0346;100;100;150;491.732;497.002;441.448;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;3;0;0.052;-0.0358;-0.7823;0.307;0.5027;-0.6853;0.5492;-0.3344;0.2148;0.6364;100;150;100;398.754;441.132;471.532;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;2;3;5;0;-1.8939;1.4903;-0.7823;0.323;1.3873;-0.6853;-0.0947;-0.2452;-0.2744;1.0346;100;100;100;486.277;519.164;423.9;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;3;0;-0.4342;0.6678;0.8615;1.4203;1.8303;-0.1357;0.7508;0.4387;0.2485;0.6364;100;150;100;647.386;618.383;603.099;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;3;0;5;0;-0.6133;-0.4509;-0.7823;0.0089;0.5522;-0.1357;-0.53;-0.3418;0.4522;-0.6576;90;90;90;471.669;469.446;430.181;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;4;0;-0.687;0.4766;-0.7823;0.3991;0.2519;0.1806;0.2245;0.1576;0.2485;1.0346;100;100;100;422.937;427.898;430.666;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;3;0;0.1097;0.6818;-0.7823;-0.3636;-1.2648;-0.1357;-0.0479;-0.723;-0.7161;0.6402;100;100;150;497.099;510.003;522.65;23;1.6863;-0.2755;1.2343;0.6015
4000001;1;1;0;5;0;0.4637;-0.3184;0.2907;0.9775;1.8303;-0.1357;0.2615;0.9819;0.6259;0.3586;110;110;385;506.901;434.337;410.441;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;5;0;-0.7592;0.9517;-0.7823;0.0284;-1.8538;0.1806;0.8191;0.0864;0.7015;1.0346;100;100;100;522.207;528.36;473.6;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;3;0;-1.2319;0.9517;-0.7823;0.3664;0.5027;-0.6122;0.5627;-0.0483;-2.0248;-1.2947;100;100;150;518.677;566.74;577.764;23;1.6863;-0.2755;1.2343;0.6015
4000001;0;1;0;3;0;1.1422;0.2968;0.2907;-0.0873;-0.5158;-0.6853;0.3793;-0.5013;-0.7562;0.6402;100;100;100;449.286;415.176;392.375;23;1.6863;-0.2755;1.2343;0.6015
4000002;1;1;0;5;0;0.1097;-0.6659;1.1625;0.0379;0.1497;-0.6122;0.2054;-0.1805;-1.2781;-1.0657;200;150;0;478.986;459.375;503.501;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;2;3;3;0;-1.8939;0.9423;-0.7823;-1.5276;-1.8538;-1.3835;-0.6668;-1.442;-1.0507;-0.6576;300;200;0;411.436;303.984;402.123;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;6;1;-0.13;-0.4321;0.2907;-0.0453;1.8303;-1.0118;-0.7733;0.8328;0.1694;-0.6576;250;150;350;369.303;352.402;269.274;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;2;0;-1.8939;0.1982;1.5346;-1.1613;-1.8538;-0.6122;-0.8721;-1.7555;0.7628;-1.0624;150;150;400;459.857;486.692;544.409;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;3;0;0.4637;0.6818;-0.7823;-0.2362;-1.8538;-0.4903;0.5036;-0.4087;-1.1481;1.0346;960;240;360;551.95;515.015;574.814;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;3;0;-0.2006;0.4766;-0.7823;-0.2718;0.7229;-0.6853;-0.5168;-0.9391;-0.2023;-0.6576;250;150;100;373.078;343.962;388.71;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;6;0;-1.8939;-0.6353;-0.7823;-1.1052;-1.8538;-1.2622;-0.0478;0.3229;-0.2023;1.0346;250;200;0;417.174;275.333;438.144;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;5;0;-0.3799;0.6818;0.2907;-0.024;0.5522;-1.0118;-0.1251;0.6709;-0.6587;1.0346;200;100;1500;513.873;543.913;543.338;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;5;0;-0.13;-0.9879;1.1625;0.0988;0.1497;-0.6853;0.7804;-0.4251;-0.1169;-1.5824;720;480;480;332.785;343.508;374.909;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;5;1;1.8905;0.705;2.07;0.0285;0.1497;1.1793;-0.3788;0.2966;-1.0075;1.0346;275;165;0;333.331;325.419;346.434;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;3;0;0.5949;-0.304;-0.7823;-0.3193;-0.0552;-0.6853;0.0029;-0.9306;-1.017;-1.58;250;200;1800;418.742;355.825;390.164;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;5;0;-0.9295;-0.4509;0.2907;-0.6656;-0.889;-1.5971;-0.0797;-0.1181;-0.0037;-1.8624;0;0;0;524.386;383.601;475.206;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;2;2;6;0;0.4637;0.9683;0.8615;-0.5221;0.0185;-1.0118;-0.4318;-1.2637;-0.5575;-0.6576;200;150;400;565.539;492.661;538.298;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;3;0;0.4637;0.9331;-0.7823;-0.3595;-0.7725;-0.1357;0.04;-0.8995;-0.2023;1.0346;300;250;300;461.279;506.642;494.821;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;5;1;1.8905;-0.0879;-0.7823;-0.1379;-0.2006;-0.1357;0.0972;-0.3283;0.4522;-1.3889;500;150;0;459.428;465.246;502.844;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;5;0;0.1097;-0.9911;-0.7823;-0.1329;-1.2648;-0.6122;0.6662;-0.6215;-2.7106;-1.7696;250;150;500;436.97;373.274;409.758;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;2;2;6;0;-1.4869;0.6818;-0.7823;0.8609;0.2519;-0.1357;1.3991;1.173;1.314;-1.7671;500;150;600;625.367;487.812;531.104;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;6;0;1.1422;-0.763;-0.7823;0.456;-0.0367;1.1793;0.8658;0.3699;-0.0348;-1.8624;510;255;255;483.109;365.793;447.533;23;-0.6344;-1.8617;0.6482;0.2169
4000002;1;1;0;3;0;-1.2792;-0.6693;0.2907;-0.0814;-0.4132;-0.1357;0.0194;-0.3578;1.314;1.0346;300;300;100;622.502;589.967;587.406;23;-0.6344;-1.8617;0.6482;0.2169
4000003;1;2;2;3;0;-1.8939;1.4903;-0.7823;-0.4282;-0.7725;-1.0118;0.3148;-0.5157;1.314;0.6364;200;100;200;495.233;417.57;457.283;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;3;3;4;0;1.1422;-0.8527;1.1625;-0.7549;0.4231;-1.3525;-0.7947;-1.023;0.2485;-1.1817;250;150;0;554.599;498.154;536.3;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;1;0;5;0;-1.8939;1.4685;0.2907;0.7834;0.9421;-0.1357;0.9475;0.1632;-0.2023;1.0346;200;200;750;477.18;458.953;519.117;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;1;2;6;0;-0.3009;-0.6306;3.8591;0.4095;1.0552;-0.6122;0.0215;0.7025;-0.4501;-0.9167;300;100;600;500.179;479.396;487.63;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;1;0;3;0;-0.687;-0.3184;0.2308;-0.2811;-0.7725;-0.1357;0.1307;-1.0352;-0.6262;-1.0691;200;100;150;530.029;510.124;508.076;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;2;2;5;0;-0.4939;0.4951;0.2907;-0.2446;-0.1308;-0.4884;-0.0057;-0.4146;1.314;-0.6576;150;150;300;380.647;399.705;371.222;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;2;0;3;0;-0.2006;-0.6913;0.2907;-0.2993;-0.7725;-1.2622;0.7104;-0.3921;1.314;1.0346;200;150;200;480.456;399.835;462.496;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;1;0;3;1;-1.4869;0.6713;-0.7823;1.0525;0.9421;1.1793;0.7548;-0.2127;0.7015;1.0346;200;100;50;477.604;370.239;348.347;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;1;0;5;1;-1.4242;-0.6505;0.2907;0.1909;0.0346;1.1793;0.344;-0.2657;-0.2327;1.0346;350;150;100;427.953;396.655;368.386;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;1;0;4;0;0.4637;0.3018;-0.7823;-0.5668;-0.7725;-0.1357;-0.5203;-0.4628;-1.1481;-0.6576;200;150;350;494.794;488.525;488.126;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;1;0;5;0;0.4637;-0.6464;2.4601;-1.3442;-0.7148;-0.5668;-1.8147;0.0531;-1.1481;-0.6576;200;100;100;436.433;360.383;401.39;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;2;3;3;1;-0.687;0.3349;-0.7823;-0.1924;-0.7725;1.1793;0.2268;-0.8769;0.481;1.0346;180;90;360;492.566;399.751;430.436;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;1;0;5;0;1.3423;0.0348;0.2308;0.1177;1.1335;-0.1357;-0.39;-0.1468;-0.0037;1.0346;200;200;400;485.166;469.868;436.698;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;1;0;3;0;-0.9823;0.4951;-0.7823;-0.7296;0.5522;-0.1357;-1.4325;-0.6203;-0.0348;-2.4468;200;100;450;481.028;496.606;482.532;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;2;2;2;0;-1.2792;0.4893;-0.7823;0.0581;0.0038;-0.1357;0.3685;-1.4224;-1.3345;-0.6576;180;135;315;456.301;390.43;361.089;13;1.2478;0.1562;0.6764;-0.1662
4000003;0;1;0;3;0;0.4637;0.6818;-0.7823;-0.2036;0.1785;-0.6853;-0.0943;-1.0617;-0.4671;1.0346;200;150;400;401.996;395.373;414.544;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;1;0;6;1;-0.6133;-0.1769;-0.7823;1.0409;-0.0367;1.1793;1.9131;0.3474;-0.8154;-1.3964;35;280;0;367.533;272.284;393.7;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;1;0;4;0;0.4637;0.3018;-0.7823;0.5351;0.1497;1.1793;0.7732;-0.5208;0.7628;1.0346;250;150;350;505.388;475.064;470.706;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;1;0;5;0;-0.4342;0.4581;-0.7823;0.8112;0.0038;1.1793;1.2929;0.0406;0.4394;0.2169;200;150;400;499.974;403.54;429.022;13;1.2478;0.1562;0.6764;-0.1662
4000003;0;2;0;5;1;-0.3799;0.0595;1.5082;-0.1207;0.3676;1.1793;-0.2258;-0.5969;-0.3673;-1.3939;200;100;250;381.1;319.027;305.725;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;1;2;6;1;-1.8939;0.6879;1.7405;-0.7546;-0.5158;-0.6122;-0.5079;-1.8195;1.314;0.2127;220;165;330;306.35;331.907;394.81;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;2;2;2;0;1.3423;0.6818;-0.7823;-0.4983;0.6411;-0.4903;-0.6668;-1.4873;-0.7769;1.0346;200;100;300;413.824;374.465;373.569;13;1.2478;0.1562;0.6764;-0.1662
4000003;1;1;0;3;1;-0.687;0.6818;-0.7823;-0.1997;-0.7725;0.1806;0.274;-0.5026;-0.2023;0.3586;200;100;350;407.809;457.078;471.437;13;1.2478;0.1562;0.6764;-0.1662
4000004;0;1;2;3;1;0.4637;-0.6464;-0.7823;-1.0787;-1.8538;-0.6947;-0.726;-1.252;-1.1481;-1.5824;0;250;0;422.992;441.962;438.38;23;-0.2376;-0.6465;1.5622;0.2266
4000004;0;1;0;4;0;0.4637;-0.0649;1.1625;0.2914;-0.5158;-0.6122;1.0519;-0.3411;-2.7106;-1.0691;0;720;600;431.871;349.787;399.593;23;-0.2376;-0.6465;1.5622;0.2266
4000004;0;2;3;5;0;1.8905;0.4458;-0.7823;-1.3842;-0.7725;-0.6122;-1.3157;-0.4504;-1.1481;1.0346;0;250;150;434.894;432.726;430.843;23;-0.2376;-0.6465;1.5622;0.2266
4000004;1;1;0;5;0;-0.3799;-0.4233;-0.7823;-0.5014;0.1497;-1.0118;-0.5217;-0.2758;-0.9306;0.5029;0;250;0;503.596;515.275;413.047;23;-0.2376;-0.6465;1.5622;0.2266
4000005;0;1;0;3;1;-1.1858;0.6818;-0.7823;-0.052;0.0038;-0.6122;-0.1234;-0.8446;-1.1965;-1.0691;100;150;100;492.005;470.888;496.094;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;5;0;0.8794;-0.3246;-0.7823;-0.0087;0.6411;0.031;-0.3031;0.5762;-1.158;-0.6576;100;150;150;595.819;650.008;626.914;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;5;0;-0.9823;1.4903;-0.7823;-0.6808;-0.7725;1.1793;-0.6334;-0.6346;-1.1481;1.0346;100;150;300;607.091;611.997;604.05;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;3;0;1.8905;0.3241;0.2907;-0.4564;-0.0552;0.1806;-0.8254;-1.0071;-1.7803;-0.6576;100;150;200;426.336;492.755;473.882;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;3;0;-1.1597;0.9517;-0.7823;1.2468;0.7878;1.1793;1.1041;0.2043;-1.5925;1.0346;100;150;200;626.555;614.584;606.71;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;3;0;-1.2792;2.7249;0.2907;-1.1237;-0.889;-0.9057;-1.005;-1.216;-0.8998;-1.3939;100;150;150;523.089;529.266;490.632;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;6;0;0.0208;1.4903;-0.7823;1.5057;1.8303;0.0477;1.0798;0.4009;0.7628;-0.6576;110;165;220;463.56;511.33;516.548;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;6;0;0.8207;0.6818;-0.7823;-0.2463;-0.889;1.1793;-0.1626;0.3779;-1.7418;0.3586;100;150;100;512.42;548.869;507.805;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;5;0;-1.4869;0.9423;-0.7823;0.0041;-0.6072;-0.6122;-0.0946;0.1801;-0.6965;-2.0851;150;150;150;607.505;654.56;666.16;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;3;2;6;0;1.8905;2.7249;-0.7823;0.1892;0.288;1.1793;-0.1624;0.6323;-0.8998;-0.6576;100;150;100;570.303;502.905;474.553;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;3;0;-0.13;0.6576;-0.7823;0.5745;0.2519;-0.1357;0.6153;-0.4546;-0.9422;0.5029;100;150;200;452.443;525.415;487.656;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;4;0;-1.4869;2.7249;0.7703;-0.5472;-0.1308;-0.1357;-0.9439;-0.2829;0.0838;1.0346;100;150;100;572.127;530.662;540.921;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;6;0;1.8905;-1.398;3.8591;1.633;1.8303;1.1793;0.6662;1.2323;-0.5864;-1.6735;110;110;275;541.697;480.465;507.45;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;6;0;-0.2459;-2.4438;0.2907;0.3021;0.288;-0.1357;0.0453;0.7895;-2.1621;1.0346;100;150;300;568.442;531.032;557.367;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;4;0;1.8905;0.0348;-0.7823;1.1365;0.8775;1.1793;0.5817;0.3108;0.7015;1.0346;100;150;200;584.083;600.77;495.563;23;-1.4212;-0.2792;0.3894;0.5672
4000005;1;1;0;6;0;-0.4342;0.3241;-0.7823;0.7452;-0.0973;1.1793;0.9301;1.0269;0.2048;1.0346;100;150;200;555.141;492.818;504.288;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;3;1;0.052;0.2243;-0.7823;0.0327;-0.6072;-0.1357;0.0767;-0.0375;-0.8905;-0.6576;150;150;100;518.729;487.604;440.734;23;-1.4212;-0.2792;0.3894;0.5672
4000005;1;3;3;5;0;-1.8939;2.7249;-0.7823;1.0999;0.9421;1.1793;0.6056;0.5461;1.314;0.6364;100;150;100;451.005;371.853;365.705;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;4;0;-1.4869;0.9517;-0.7823;1.3908;1.8303;1.1793;0.7689;0.7676;-0.8998;0.2127;110;110;275;480.603;473.495;498.966;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;2;3;3;0;-0.4342;0.6818;-0.7823;0.5886;0.8029;1.1793;0.1904;-0.4982;-1.4048;1.0346;110;165;275;456.348;515.629;468.757;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;6;0;1.8905;2.7249;-0.7823;0.0151;0.1497;-0.1357;0.3205;0.4775;-1.1846;1.0346;100;150;200;408.248;345.219;367.828;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;5;0;-1.4869;0.6818;-0.7823;0.9162;0.4231;-0.6853;1.312;0.6389;-2.7106;1.0346;100;150;100;538.039;509.241;500.756;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;3;0;-0.4342;2.7249;-0.7823;1.4409;1.8303;-0.1357;1.0472;0.1761;-0.4883;1.0346;100;150;100;569.52;637.065;627.258;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;5;0;0.052;0.9517;0.7703;0.2865;0.7878;-0.1357;-0.079;0.2991;-2.0248;1.0346;100;150;200;490.448;415.149;450.635;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;5;0;-0.1748;1.4903;-0.7823;-0.0364;-1.2648;-0.1357;0.3018;0.163;-0.3971;1.0346;100;150;200;604.51;609.043;570.968;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;3;0;-0.687;2.7249;-0.7823;0.5287;0.4231;1.1793;0.208;-0.1497;-1.5447;1.0346;100;150;100;585.061;585.649;517.908;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;3;0;-1.8939;-0.3611;0.2907;0.3355;1.8303;-0.1357;-0.3405;-0.0614;-2.0248;-1.5824;100;150;300;469.008;454.806;453.833;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;4;0;1.8905;-0.4509;0.2907;0.4294;0.2519;-0.6947;0.3391;0.3608;1.314;-1.1817;100;150;150;560.853;597.503;550.482;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;6;0;0.4637;2.7249;-0.7823;-0.1253;0.1121;-0.6853;0.0681;0.3849;-2.1007;-0.6576;100;150;250;437.482;532.854;443.656;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;3;0;-1.4869;1.4685;-0.7823;0.1073;0.7878;1.1793;-0.7162;-0.2553;-0.5575;1.0346;100;150;100;610.324;704.619;654.596;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;4;0;0.9606;-1.373;-0.7823;0.7632;1.8303;-0.1357;0.174;-0.4243;0.039;-1.5824;100;150;100;445.053;478.48;457.138;23;-1.4212;-0.2792;0.3894;0.5672
4000005;1;1;0;3;0;-0.13;1.4326;0.2907;0.1886;0.1121;1.1793;0.0247;-0.3845;-1.0955;1.0346;100;150;100;570.737;543.696;593.501;23;-1.4212;-0.2792;0.3894;0.5672
4000005;0;1;0;4;0;0.4637;0.3018;-0.7823;-1.1867;-0.1308;-1.5532;-1.1509;-0.7251;-0.8998;-1.3939;100;150;100;433.17;501.256;451.93;23;-1.4212;-0.2792;0.3894;0.5672
4000006;1;1;0;5;0;1.8905;0.1507;-0.7823;-0.4229;-0.1308;-0.1357;-0.6511;0.0516;-1.4166;1.0346;150;250;250;460.8;313.181;407.68;18;-1.4212;-0.7727;-0.335;-0.5205
4000006;0;1;0;4;0;-1.1597;0.4829;-0.7823;0.3833;0.4363;1.1793;-0.0075;0.3327;-0.9422;1.0346;150;150;550;565.912;542.547;540.462;18;-1.4212;-0.7727;-0.335;-0.5205
4000006;1;1;0;6;0;1.8905;0.0334;-0.7823;-0.0253;0.655;-1.0118;-0.1962;-0.1823;-0.2023;-1.3914;200;200;0;596.898;622.832;660.922;18;-1.4212;-0.7727;-0.335;-0.5205
4000006;1;1;0;5;0;-0.4342;0.3057;-0.7823;0.7099;1.3873;-0.1357;0.2528;0.652;-0.8998;0.5029;150;150;400;680.117;589.072;650.271;18;-1.4212;-0.7727;-0.335;-0.5205
4000006;1;1;0;5;0;-1.8939;0.0672;0.2907;-0.1497;-0.4132;1.1793;-0.6146;0.479;-0.5197;0.0116;150;150;300;583.271;565.022;610.176;18;-1.4212;-0.7727;-0.335;-0.5205
4000006;1;1;0;6;0;-0.2006;-0.2337;2.5101;0.4004;1.8303;0.1252;-0.592;0.9433;-1.3119;0.3657;200;150;100;695.105;546.157;600.684;18;-1.4212;-0.7727;-0.335;-0.5205
4000006;0;1;0;6;0;0.8207;0.9423;0.2907;0.4315;0.8029;1.1793;-0.0543;0.6537;0.039;1.0346;200;150;100;544.084;551.571;593.483;18;-1.4212;-0.7727;-0.335;-0.5205
4000006;1;1;0;6;1;-0.2459;1.4326;0.2308;1.7555;1.8303;1.1793;0.7039;1.7892;-1.555;-2.4468;200;150;200;586.577;506.715;584.775;18;-1.4212;-0.7727;-0.335;-0.5205
4000006;0;1;0;6;0;1.4083;0.0498;-0.7823;0.5617;1.8303;0.0477;-0.0721;0.8951;-1.7418;0.6364;200;150;100;436.116;383.209;387.677;18;-1.4212;-0.7727;-0.335;-0.5205
4000006;1;1;0;6;1;0.4637;0.2202;0.2308;0.5925;0.2519;-0.1357;0.4322;0.7219;-1.7949;-2.0851;150;200;400;583.689;472.513;504.456;18;-1.4212;-0.7727;-0.335;-0.5205
4000006;1;1;0;5;0;-1.8939;-0.2037;-0.7823;0.0663;-0.2006;-1.0118;0.5528;-0.0052;-0.5575;-2.4468;150;150;350;643.695;542.629;657.838;18;-1.4212;-0.7727;-0.335;-0.5205
4000006;0;1;0;4;0;-0.4342;-0.7724;-0.7823;-0.4433;-0.6072;-0.6122;-0.11;-0.4106;-0.7769;0.2169;200;200;300;543.038;400.917;494.448;18;-1.4212;-0.7727;-0.335;-0.5205
4000007;1;1;0;6;0;-0.9295;2.7249;-0.7823;0.9706;1.8303;-1.0118;0.4294;1.4447;0.3995;1.0346;150;150;450;623.596;603.731;684.62;23;0.4292;-0.2792;0.4282;0.6222
4000007;1;1;0;6;0;-1.8939;-0.9879;-0.7823;0.8394;1.1335;1.1793;0.0772;1.3966;0.3995;1.0346;150;150;700;549.613;610.296;550.026;23;0.4292;-0.2792;0.4282;0.6222
4000007;1;1;0;6;0;-0.4342;0.6987;-0.7823;1.6046;1.8303;-0.1357;1.0958;0.9468;0.7015;1.0346;200;150;200;587.306;504.106;569.936;23;0.4292;-0.2792;0.4282;0.6222
4000007;0;2;2;6;0;0.1097;0.9517;0.1462;-0.1362;1.1335;-1.3311;-0.3405;0.5345;-1.4974;-1.1847;250;150;450;476.667;535.676;533.613;23;0.4292;-0.2792;0.4282;0.6222
4000007;0;1;0;6;0;-0.3498;-0.5552;0.8233;0.0697;0.0949;-0.1357;0.047;0.4335;0.7628;-0.6576;400;100;350;510.958;492.319;481.212;23;0.4292;-0.2792;0.4282;0.6222
4000007;0;1;0;6;0;0.8207;0.1634;-0.7823;0.6189;1.8303;1.1793;-0.5032;0.6177;0.4522;0.5029;200;150;400;540.905;620.574;592.976;23;0.4292;-0.2792;0.4282;0.6222
4000007;0;1;0;6;0;-1.4242;0.1634;1.1928;-0.0789;0.9421;-0.1357;-0.8978;0.7705;-1.8485;1.0346;200;150;500;715.397;715.223;692.854;23;0.4292;-0.2792;0.4282;0.6222
4000007;0;1;0;6;0;0.1097;0.4846;-0.7823;1.8538;1.8303;1.1793;0.9201;1.6552;-0.9734;1.0346;150;150;250;489.952;472.17;420.461;23;0.4292;-0.2792;0.4282;0.6222
4000007;1;2;3;4;0;0.4637;0.2863;-0.7823;-0.3772;0.0491;1.1793;-0.7204;-0.5933;-0.8065;1.0346;150;150;300;513.412;520.924;587.538;23;0.4292;-0.2792;0.4282;0.6222
