"school_id";"gender";"language";"hisced";"grade_rep";"fear_failure";"belonging";"bullied";"home_poss";"cult_poss";"edu_resources";"family_wealth";"ESCS_status";"teacher_support";"emo_sup";"school_changes";"learn_time_math";"learn_time_read";"learn_time_scie";"math";"read";"scie";"class_size";"stud_teach_ratio";"short_edu_mat";"short_edu_staff";"stu_behav";"teach_behav"
5600228;1;2;4;1;-1.2319;0.9683;0.2907;-0.1743;-0.7097;1.1793;-0.1384;-0.8235;1.314;1.0346;1;300;300;0;372.203;268.066;299.933;23;7.5068;0.4292;0.436;1.2266;1.3977
5600228;0;0;6;1;0.1097;0.4629;-0.7823;0.3596;0.8205;1.1793;-0.1464;0.8125;1.314;1.0346;0;180;540;90;292.105;332.378;325.987;23;7.5068;0.4292;0.436;1.2266;1.3977
5600229;1;0;0;1;-0.9823;-0.445;1.1211;1.0677;0.421;1.1793;1.3504;-1.5528;0.1694;-1.3914;2;100;100;0;383.234;262.239;368.07;13;6.5422;-0.6884;0.43;-0.094;0.8447
5600229;1;3;4;0;1.0671;0.9683;-0.7823;-0.1877;-0.4882;1.1793;-0.3601;-1.0455;0.6259;1.0346;0;100;100;100;432.115;377.032;425.892;13;6.5422;-0.6884;0.43;-0.094;0.8447
5600229;1;3;6;0;-0.7592;-0.9879;1.4454;-0.7249;-0.7708;-0.1357;-0.4012;-1.373;0.6259;-1.58;2;280;210;140;464.137;276.068;397.365;13;6.5422;-0.6884;0.43;-0.094;0.8447
5600229;1;2;5;0;-0.9295;-0.7876;-0.7823;0.0436;0.1456;1.1793;-0.3515;-0.4033;1.314;0.3622;0;100;100;0;422.932;326.257;348.033;13;6.5422;-0.6884;0.43;-0.094;0.8447
5600233;1;0;4;0;-1.1858;-0.4415;0.2907;-1.1006;-0.7708;0.0477;-1.3469;-0.9694;-0.3082;-1.1847;0;200;200;150;588.865;598.061;548.121;23;14.8372;-0.4447;0.3466;-0.6866;0.8468
5600234;1;0;5;1;-0.7592;0.1685;1.5436;0.4302;-0.1552;0.1806;0.8356;-0.3831;1.314;1.0346;1;200;200;100;547.739;441.959;444.487;18;12.7282;0.9905;1.75;0.744;1.4073
5600234;1;0;2;0;0.5949;0.0348;0.2907;-0.5986;-1.2782;-0.6122;-0.1563;-1.4723;-0.7074;-0.6576;0;165;220;110;438.825;392.481;436.408;18;12.7282;0.9905;1.75;0.744;1.4073
5600234;0;0;3;0;-1.8939;0.9683;0.8615;-0.3907;-0.7708;0.6763;-0.1702;-0.7627;-0.5;-0.6576;1;200;200;100;433.981;481.404;474.567;18;12.7282;0.9905;1.75;0.744;1.4073
5600234;0;0;1;1;0.052;-0.7764;0.2907;-0.4666;-1.8696;1.1793;-0.2212;-2.1254;0.7628;-0.6576;1;250;200;100;432.319;470.984;406.824;18;12.7282;0.9905;1.75;0.744;1.4073
5600236;1;0;3;0;-1.1858;-0.3184;-0.7823;-0.177;-1.2782;0.0477;0.2883;-0.3929;-0.3971;-0.6576;1;275;165;275;483.716;425.549;474.285;23;10.4211;-1.4212;-0.3163;0.0753;0.6978
5600236;0;2;6;0;-0.2006;-0.1808;-0.7823;-0.5694;-0.7708;1.1793;-0.6036;0.274;-0.013;1.0346;2;250;200;300;423.388;452.978;459.46;23;10.4211;-1.4212;-0.3163;0.0753;0.6978
5600236;0;0;5;0;-1.4242;0.6818;-0.7823;-0.3842;-1.2782;-0.4903;-0.0589;-0.6394;-0.7475;-0.6576;0;250;250;300;508.181;613.672;548.657;23;10.4211;-1.4212;-0.3163;0.0753;0.6978
5600236;0;2;4;0;0.4637;-0.0185;-0.7823;0.1498;0.0181;1.1793;0.1295;-0.7321;-0.7894;0.2127;0;250;200;300;520.93;591.385;564.971;23;10.4211;-1.4212;-0.3163;0.0753;0.6978
5600237;1;0;6;0;-1.8939;-3.2367;-0.7823;1.265;0.6302;1.1793;1.5273;1.3471;1.314;1.0346;0;250;200;200;627.815;531.675;606.047;18;14.2222;-0.0672;-0.0097;-0.2514;0.4436
5600240;0;2;4;1;-0.3799;0.3018;-0.7823;-0.9383;-0.7097;-0.7794;-0.5448;-1.3631;0.2485;-0.6576;2;180;240;240;429.619;452.72;404.605;18;6.8432;0.0574;0.43;1.0435;-1.4494
5600244;1;0;6;0;-0.3799;0.3241;-0.7823;-0.3291;-1.2782;0.0477;0.12;0.521;-2.7106;0.6364;0;250;200;300;530.4;548.036;505.416;23;12.1587;-0.4839;-1.4551;-0.5965;-1.1289
5600244;0;0;5;0;-0.687;-0.3184;-0.7823;0.3089;-0.4961;0.6763;0.6076;0.6818;-1.3345;-0.6576;1;250;200;300;543.385;601.204;599.789;23;12.1587;-0.4839;-1.4551;-0.5965;-1.1289
5600244;1;0;6;0;-0.13;0.6818;1.5346;0.4695;-0.2704;-0.3487;0.7824;0.9102;-2.7106;-0.6576;1;250;200;300;514.921;527.312;581.141;23;12.1587;-0.4839;-1.4551;-0.5965;-1.1289
5600244;0;0;4;1;-0.687;-0.3184;-0.7823;0.1048;-0.7708;1.1793;0.6194;-0.6534;-1.0266;0.5029;0;220;220;0;479.57;372.954;445.891;23;12.1587;-0.4839;-1.4551;-0.5965;-1.1289
5600244;1;0;6;0;-0.3799;0.9683;-0.7823;0.5953;0.311;0.0477;0.6535;1.2858;-1.3345;1.0346;0;250;250;300;542.206;497.265;480.774;23;12.1587;-0.4839;-1.4551;-0.5965;-1.1289
5600244;1;0;6;0;0.0208;-0.5635;1.5082;0.6203;-0.5946;-0.8449;1.9779;1.0524;-0.9422;-1.3939;0;250;250;300;629.216;633.821;744.601;23;12.1587;-0.4839;-1.4551;-0.5965;-1.1289
5600244;0;0;6;0;-0.1748;-0.0358;0.7703;0.2982;-0.2704;0.0477;0.4917;0.9801;-0.2023;1.0346;1;250;200;400;604.965;627.818;644.313;23;12.1587;-0.4839;-1.4551;-0.5965;-1.1289
5600244;0;0;6;0;-0.9598;-0.5879;-0.7823;-0.2357;-1.8696;1.1793;-0.1337;0.7509;-1.3119;1.0346;1;200;200;150;547.651;504.456;604.011;23;12.1587;-0.4839;-1.4551;-0.5965;-1.1289
5600245;0;2;5;0;-0.2006;-0.4509;-0.7823;-1.0274;-1.8696;-1.0118;-0.5146;-0.7813;-0.2023;-0.6576;0;200;200;200;587.601;632.63;618.371;23;13.1597;0.3885;1.5435;-0.0048;0.8532
5600245;0;2;2;0;0.4637;0.3018;0.2907;-0.628;-1.8696;1.1793;-0.6422;-1.7246;1.314;-1.5824;2;200;200;100;572.554;528.05;515.524;23;13.1597;0.3885;1.5435;-0.0048;0.8532
5600246;0;2;4;0;0.9109;-0.9165;0.2907;-0.2462;0.8011;-0.2116;-0.8258;-0.8866;1.314;-0.6576;2;165;165;110;331.49;398.633;322.167;18;8.3099;0.0574;0.43;-0.0048;0.7083
