"school_id";"gender";"language";"hisced";"grade_rep";"fear_failure";"belonging";"bullied";"home_poss";"cult_poss";"edu_resources";"family_wealth";"ESCS_status";"teacher_support";"emo_sup";"learn_time_math";"learn_time_read";"learn_time_scie";"math";"read";"scie";"stud_teach_ratio";"short_edu_mat";"short_edu_staff";"stu_behav";"teach_behav";"teach_multicult"
75200168;1;3;1;0;-1.8939;-3.2367;-0.7823;-0.4732;-1.8427;-0.8243;0.4202;-1.2089;1.314;1.0346;180;180;180;391.663;443.429;397.251;10.807;-0.1413;1.4414;1.0522;0.6015;1.2836
75200168;0;3;4;0;-1.8939;1.4903;-0.7823;0.7971;1.0089;1.1793;1.0985;-0.2088;1.314;1.0346;180;180;180;440.061;488.251;481.576;10.807;-0.1413;1.4414;1.0522;0.6015;1.2836
75200168;0;3;6;0;-1.8939;0.6818;-0.7823;0.4664;-0.303;0.0477;0.8521;0.6355;1.314;1.0346;180;180;180;474.646;558.349;533.052;10.807;-0.1413;1.4414;1.0522;0.6015;1.2836
75200168;0;0;6;0;1.8905;-0.8223;0.2907;1.1478;1.6414;1.1793;0.233;1.4644;1.314;-0.6576;210;210;210;507.533;623.287;564.536;10.807;-0.1413;1.4414;1.0522;0.6015;1.2836
75200168;1;3;6;0;-0.6133;-0.7225;-0.7823;-1.0358;-1.8427;-0.8243;-0.6029;0.222;0.7015;-2.0819;180;180;180;494.003;517.135;529.74;10.807;-0.1413;1.4414;1.0522;0.6015;1.2836
75200168;1;0;6;0;-0.2006;-0.6659;0.2907;0.2198;0.6472;-0.8243;-0.187;0.4041;-0.2744;-1.0691;180;180;180;565.218;523.39;555.431;10.807;-0.1413;1.4414;1.0522;0.6015;1.2836
75200168;0;0;6;0;1.0671;1.4903;0.7703;0.7722;0.2363;1.1793;0.8227;0.1726;-1.1846;0.2169;240;180;180;470.09;492.902;422.693;10.807;-0.1413;1.4414;1.0522;0.6015;1.2836
75200168;0;2;4;0;-0.4342;-0.0264;-0.7823;-0.0853;0.0528;0.0477;-0.226;0.143;1.314;1.0346;180;180;180;488.339;420.212;424.639;10.807;-0.1413;1.4414;1.0522;0.6015;1.2836
75200169;1;3;6;0;-0.687;-0.8364;-0.7823;-0.9036;-1.2382;-0.4903;-0.501;0.2779;-1.1481;0.6402;240;180;180;530.59;490.058;452.716;12.973;-0.9432;0.8179;-0.4684;0.8378;0.2444
75200169;0;3;2;0;-0.687;-0.3184;-0.7823;0.7891;0.0983;1.1793;0.8404;-0.7144;-0.5575;-0.6576;300;240;180;457.371;405.143;423.745;12.973;-0.9432;0.8179;-0.4684;0.8378;0.2444
75200169;0;0;6;0;0.4637;0.0869;0.7703;0.5533;1.1527;1.1793;-0.1014;1.0429;-0.5973;0.5029;240;180;180;654.859;585.974;551.041;12.973;-0.9432;0.8179;-0.4684;0.8378;0.2444
75200169;1;0;5;0;1.4083;1.4903;-0.7823;-0.5325;-0.2025;1.1793;-0.6245;-0.637;0.7628;1.0346;300;240;240;432.005;487.466;447.552;12.973;-0.9432;0.8179;-0.4684;0.8378;0.2444
75200169;0;3;6;0;-1.1858;-1.0672;1.1211;0.977;-0.303;1.1793;1.8596;1.2033;-2.0248;-1.2878;260;260;260;419.496;369.531;422.68;12.973;-0.9432;0.8179;-0.4684;0.8378;0.2444
75200169;1;3;6;0;-0.13;-0.3184;-0.7823;-0.0901;0.1032;0.0477;-0.1272;0.5539;-0.2023;-0.6576;300;240;240;427.802;342.616;373.695;12.973;-0.9432;0.8179;-0.4684;0.8378;0.2444
75200169;0;0;6;0;-0.687;0.4951;-0.7823;0.8607;0.6512;0.0477;0.3588;1.173;-0.9422;1.0346;240;300;180;573.624;597.563;591.292;12.973;-0.9432;0.8179;-0.4684;0.8378;0.2444
75200170;1;2;4;0;-0.2006;-0.9131;0.1462;-0.7941;-0.6881;-0.1357;-0.5154;-1.1144;0.1597;-0.6576;195;195;130;450.115;379.943;429.202;10.8936;-0.2376;1.5435;-0.6823;0.9355;0.2444
75200170;1;3;2;0;1.8905;-0.9836;0.2308;-1.2556;-0.2025;-1.2258;-0.809;-2.0233;-2.7106;-0.6576;260;195;130;517.73;464.559;491.459;10.8936;-0.2376;1.5435;-0.6823;0.9355;0.2444
75200170;0;2;6;0;1.1422;-1.308;-0.7823;0.1299;0.1184;1.1793;0.0076;0.9671;1.314;-0.6576;180;180;180;451.973;520.888;531.611;10.8936;-0.2376;1.5435;-0.6823;0.9355;0.2444
75200170;1;3;4;0;0.4637;-0.9879;3.8591;-0.5244;-0.455;-0.011;-0.4651;0.1707;-1.1481;-0.6576;360;360;360;352.999;274.852;340.363;10.8936;-0.2376;1.5435;-0.6823;0.9355;0.2444
75200170;1;0;6;0;-0.3799;-0.6464;0.2907;0.2775;1.1527;1.1793;-0.142;0.9261;-0.2023;1.0346;180;180;180;446.86;476.594;485.083;10.8936;-0.2376;1.5435;-0.6823;0.9355;0.2444
75200170;1;3;6;0;0.1097;-0.2444;1.1625;-1.2137;-1.8427;-0.1357;-0.8446;0.6037;0.1155;-1.8624;180;180;180;466.76;368.357;392.069;10.8936;-0.2376;1.5435;-0.6823;0.9355;0.2444
75200172;1;2;6;0;-0.3009;0.165;0.7703;0.673;0.7639;1.1793;0.4731;0.4716;0.7015;-0.6576;325;195;195;400.741;367.339;351.405;15.8481;0.1;-0.7828;-0.0956;0.6015;-0.9058
75200172;0;0;5;0;0.4637;-0.1858;-0.7823;0.0872;-0.7441;0.0477;0.9881;-0.2717;1.314;-0.6576;260;195;195;483.736;503.612;530.503;15.8481;0.1;-0.7828;-0.0956;0.6015;-0.9058
75200172;1;2;6;0;-0.13;2.7249;-0.7823;-0.1656;-0.5849;-1.0118;0.2903;0.8005;-0.6262;1.0346;220;165;110;442.575;436.62;409.076;15.8481;0.1;-0.7828;-0.0956;0.6015;-0.9058
75200172;1;3;6;0;-1.8939;-0.1701;0.7703;-0.4866;-1.5319;-0.4903;0.1776;-1.5406;1.314;1.0346;220;165;110;418.597;442.685;480.213;15.8481;0.1;-0.7828;-0.0956;0.6015;-0.9058
75200172;0;2;6;0;1.0944;2.7249;-0.7823;1.3194;1.1527;1.1793;1.4395;1.0613;1.314;1.0346;200;150;150;474.856;551.106;478.823;15.8481;0.1;-0.7828;-0.0956;0.6015;-0.9058
75200172;1;0;2;0;0.7405;0.0914;-0.7823;-0.8322;-1.8427;-1.5971;0.2141;-1.5366;0.385;-1.2947;200;150;150;401.829;420.311;382.128;15.8481;0.1;-0.7828;-0.0956;0.6015;-0.9058
75200172;0;0;4;0;0.1097;0.3581;0.7703;0.093;-0.7441;0.0477;1.0561;-0.0098;-0.2441;1.0346;240;180;120;611.19;544.21;506.299;15.8481;0.1;-0.7828;-0.0956;0.6015;-0.9058
75200172;1;0;2;0;0.5949;-0.6843;-0.7823;0.3664;0.0983;-1.2052;1.4406;-1.1083;1.314;-1.0657;150;150;100;489.535;498.64;506.548;15.8481;0.1;-0.7828;-0.0956;0.6015;-0.9058
75200172;1;2;6;0;-1.8939;0.5034;1.2327;-0.0618;-0.4983;-1.0118;0.3419;0.7825;-1.1481;-0.6576;240;180;180;497.639;342.247;512.593;15.8481;0.1;-0.7828;-0.0956;0.6015;-0.9058
75200172;0;3;4;0;0.9109;-0.9306;-0.7823;-0.178;0.5278;-2.3391;0.3552;-0.722;-0.2023;-1.5824;220;220;165;552.639;655.225;576.029;15.8481;0.1;-0.7828;-0.0956;0.6015;-0.9058
75200173;0;3;6;0;1.0944;0.3018;1.4721;1.4849;1.6414;-0.1357;0.8862;0.8152;1.314;-0.6576;180;180;180;510.979;589.549;518.268;13.1765;-0.2805;1.2672;0.6888;-0.137;-0.2176
75200174;0;0;6;0;0.1097;0.9517;-0.7823;0.1507;-0.1364;0.0477;0.1835;-0.1011;1.314;-1.58;180;120;120;532.131;570.193;587.912;12.9063;-1.4212;-0.3163;-0.6823;-0.8166;1.2836
75200174;1;0;4;0;-0.3009;-0.3442;-0.7823;0.6154;0.3536;-0.4396;1.2121;0.0642;0.2148;1.0346;180;1020;180;361.661;279.885;398.441;12.9063;-1.4212;-0.3163;-0.6823;-0.8166;1.2836
75200175;1;0;6;0;0.8794;-0.3004;-0.7823;0.5825;0.7212;1.1793;0.2391;1.0552;1.314;1.0346;180;135;180;434.131;420.801;407.679;12.0851;0.4292;0.8242;0.2211;0.9355;0.9521
75200177;1;2;0;0;-0.687;0.3018;-0.7823;-0.6701;-1.8427;-0.8243;0.0477;-2.7456;-0.0037;-0.6576;240;180;60;469.39;345.544;380.667;11.1923;1.2478;0.6736;1.0846;0.6015;0.0082
75200177;0;3;5;0;-1.8939;1.4903;-0.7823;-0.0913;0.0983;0.0477;-0.1341;0.0546;-1.6385;1.0346;180;180;180;383.79;386.193;418.346;11.1923;1.2478;0.6736;1.0846;0.6015;0.0082
75200178;1;3;6;0;-0.687;0.3018;-0.7823;1.021;1.1527;1.1793;0.5028;0.9613;1.314;1.0346;150;150;100;438.177;373.978;420.634;12.1579;-0.6884;0.661;0.4585;0.8715;1.2836
75200178;0;2;2;0;0.4637;-1.0481;-0.7823;-0.9776;-1.2382;-0.6853;-0.6263;-1.7723;-0.6262;0.2127;195;130;195;445.106;553.953;473.569;12.1579;-0.6884;0.661;0.4585;0.8715;1.2836
75200178;0;0;5;0;-1.2792;0.3241;0.8615;-1.332;-0.1547;-1.0527;-1.674;-0.8664;-0.5973;-1.4861;165;110;165;494.797;533.789;558.47;12.1579;-0.6884;0.661;0.4585;0.8715;1.2836
75200178;1;0;6;0;0.4637;-1.2605;-0.7823;0.341;-0.0465;1.1793;0.2934;0.0621;-1.1481;0.6402;255;170;255;521.073;487.347;518.296;12.1579;-0.6884;0.661;0.4585;0.8715;1.2836
75200178;0;0;6;0;-1.8939;-0.8971;0.1462;0.6711;1.3363;1.1793;-0.1084;0.7662;-0.8566;1.0346;180;180;240;555.624;563.469;452.194;12.1579;-0.6884;0.661;0.4585;0.8715;1.2836
75200178;0;0;6;0;0.052;0.1554;-0.7823;0.8395;1.0639;0.7604;0.4868;1.0573;-0.2023;1.0346;180;120;120;496.313;487.988;528.464;12.1579;-0.6884;0.661;0.4585;0.8715;1.2836
75200178;0;0;5;0;1.1911;-0.6464;-0.7823;-0.3934;-0.8586;-0.9302;-0.108;0.4861;-0.9734;-0.6576;195;130;195;588.019;664.861;625.074;12.1579;-0.6884;0.661;0.4585;0.8715;1.2836
75200178;0;3;6;0;1.8905;0.0672;0.7703;1.0193;1.3363;1.1793;0.0711;0.5262;1.314;1.0346;180;120;180;520.071;528.608;477.786;12.1579;-0.6884;0.661;0.4585;0.8715;1.2836
75200178;1;0;6;0;1.0109;-0.7564;1.7316;-0.8109;0.0983;-2.049;-0.097;0.6439;-0.013;-2.4468;180;120;180;422.363;414.809;348.2;12.1579;-0.6884;0.661;0.4585;0.8715;1.2836
75200178;1;3;5;0;-0.3799;0.6818;1.1729;-0.1183;-0.4983;0.1806;0.064;0.0735;-1.3345;-0.6576;180;180;240;428.585;528.322;530.249;12.1579;-0.6884;0.661;0.4585;0.8715;1.2836
75200178;1;3;3;0;-0.4342;0.6818;-0.7823;0.6718;0.7212;0.7604;0.2894;0.2351;1.314;1.0346;180;120;180;519.876;549.815;474.022;12.1579;-0.6884;0.661;0.4585;0.8715;1.2836
75200179;0;0;6;0;1.8905;0.6818;-0.7823;-0.3726;-0.8586;-0.4903;-0.1399;0.3452;-0.2023;1.0346;180;180;180;486.988;371.631;466.889;9.55;-1.4212;1.0744;0.4784;-0.1274;0.6122
75200179;0;0;6;0;-1.4242;0.9683;-0.7823;0.0531;-0.2025;-0.8243;1.1711;0.8931;-0.4576;-2.0851;195;195;195;543.25;519.189;480.816;9.55;-1.4212;1.0744;0.4784;-0.1274;0.6122
75200180;0;2;2;0;-0.687;0.1724;-0.7823;-1.5866;-1.2382;-1.2622;-1.2374;-1.4826;-0.2023;-1.1847;180;180;120;553.521;574.876;563.453;12.6;0.1;0.43;0.8944;0.2266;1.2836
75200180;1;2;4;0;-0.2459;-0.6693;0.2907;0.1063;1.6414;1.1793;-0.8621;-0.1252;-0.2023;1.0346;210;210;140;614.407;498.477;537.33;12.6;0.1;0.43;0.8944;0.2266;1.2836
75200180;1;3;6;0;1.8905;-0.6765;1.8016;-0.4753;0.3483;0.0477;-0.735;-0.4514;1.314;-1.3939;420;420;210;464.406;375.848;462.387;12.6;0.1;0.43;0.8944;0.2266;1.2836
75200180;0;0;6;0;-0.687;-0.3184;0.2907;1.3163;0.7212;0.6184;0.7818;1.0602;-0.2023;-0.6576;180;180;120;486.191;564.233;454.545;12.6;0.1;0.43;0.8944;0.2266;1.2836
75200181;0;3;6;0;-1.4242;2.7249;-0.7823;0.4677;0.3536;1.1793;0.5009;0.7879;1.314;1.0346;210;210;140;340.877;396.695;335.826;11.7059;-0.4907;1.519;0.4147;-0.1274;0.6122
75200181;0;3;6;0;-1.8939;2.7249;-0.7823;0.634;-0.3238;1.1793;0.8873;0.1312;0.7015;1.0346;210;210;210;414.825;478.75;431.734;11.7059;-0.4907;1.519;0.4147;-0.1274;0.6122
75200181;1;2;6;0;-1.4869;0.1108;-0.7823;0.4928;1.3363;0.0477;-0.1815;1.0173;0.7628;1.0346;240;240;160;357.732;247.472;359.569;11.7059;-0.4907;1.519;0.4147;-0.1274;0.6122
75200181;0;0;6;0;-0.3288;2.7249;-0.7823;0.7084;0.5278;0.2646;0.5159;0.8898;1.314;1.0346;210;210;140;513.107;440.906;496.954;11.7059;-0.4907;1.519;0.4147;-0.1274;0.6122
75200181;1;3;1;0;-1.8939;2.7249;-0.7823;-0.0106;0.1566;1.1793;-0.1366;-1.7447;1.314;1.0346;180;180;120;438.441;446.573;452.859;11.7059;-0.4907;1.519;0.4147;-0.1274;0.6122
75200181;0;3;2;0;-1.8939;-0.6463;-0.7823;-0.5959;-0.7441;0.0477;-0.1906;-1.5115;1.314;1.0346;300;300;300;449.515;514.495;444.896;11.7059;-0.4907;1.519;0.4147;-0.1274;0.6122
75200181;0;3;5;0;-1.4242;1.0846;-0.7823;-0.3938;-0.6881;-0.4396;0.1318;-2.1833;1.314;1.0346;210;210;210;383.376;493.71;395.467;11.7059;-0.4907;1.519;0.4147;-0.1274;0.6122
75200183;0;2;6;0;0.1097;-0.3184;-0.7823;-0.436;0.2363;-0.8947;-0.7493;0.507;-0.2023;-0.6576;180;120;180;467.715;550.08;529.785;4.5246;-1.4212;0.3327;-1.5397;-1.2943;1.2836
75200184;0;2;6;0;-0.0845;2.7249;-0.7823;-0.0893;-0.1547;-0.6853;0.536;0.149;-1.555;1.0346;150;250;200;432.483;388.264;378.8;2.5;1.0283;1.5435;0.5515;0.6101;0.6122
75200184;0;2;2;0;-1.8939;2.7249;-0.7823;-0.6578;-1.8427;-0.8243;0.1801;-1.4628;-1.1053;-0.9167;180;180;300;497.976;394.683;453.023;2.5;1.0283;1.5435;0.5515;0.6101;0.6122
75200184;1;3;0;0;-0.2006;-0.7724;-0.7823;-2.0086;-0.7441;-1.5269;-1.8175;-3.1274;1.314;-2.4468;200;150;100;365.023;381.68;351.713;2.5;1.0283;1.5435;0.5515;0.6101;0.6122
75200184;1;3;6;1;-0.13;-0.1903;-0.7823;0.4675;0.3536;1.1793;-0.0383;0.0568;1.314;1.0346;180;180;300;475.287;447.849;406.33;2.5;1.0283;1.5435;0.5515;0.6101;0.6122
75200184;1;3;3;0;-1.4242;-0.3657;0.2907;-2.0513;-1.8427;-1.9183;-1.5579;-1.7242;0.1924;-1.4861;150;150;200;566.382;578.562;593.211;2.5;1.0283;1.5435;0.5515;0.6101;0.6122
75200184;1;3;6;0;1.0671;-0.7535;0.2907;-0.6504;-0.3238;-0.6947;-0.7213;0.7034;-0.6262;0.6402;240;180;300;595.782;508.835;552.77;2.5;1.0283;1.5435;0.5515;0.6101;0.6122
75200184;0;2;6;0;0.4637;0.1589;0.7703;1.165;1.0651;0.2646;0.9705;1.3901;0.7015;1.0346;150;150;200;567.08;593.789;625.321;2.5;1.0283;1.5435;0.5515;0.6101;0.6122
75200184;1;0;1;0;-0.687;0.6818;-0.7823;-1.6495;-0.7441;-1.6291;-0.7317;-2.626;-1.1481;1.0346;180;180;180;348.48;337.36;382.042;2.5;1.0283;1.5435;0.5515;0.6101;0.6122
75200185;0;3;6;0;1.8905;-0.445;0.8615;1.741;1.3363;1.1793;0.9705;1.7781;-0.2023;1.0346;220;165;165;636.581;674.436;685.261;10.0909;0.1;0.4487;1.0902;0.9255;-0.9058
75200186;0;3;0;0;-0.687;2.7249;-0.7823;0.1061;0.8129;0.0477;-0.2521;-1.8524;1.314;1.0346;120;120;80;576.686;550.893;549.279;12.2353;-0.6884;1.7591;1.2033;1.1913;0.6122
75200189;0;0;6;0;1.8905;-0.3184;-0.7823;0.0375;0.0528;0.2646;-0.0192;0.9503;0.7628;1.0346;180;180;120;550.149;589.21;477.925;12.5294;-0.0703;2.0786;1.0522;1.1913;0.6122
75200191;1;0;3;0;0.4637;-0.3184;0.2907;-0.1582;-0.2025;1.1793;-0.2067;0.1493;-0.0037;-1.2947;200;200;200;588.502;571.244;530.547;15.9259;-1.4212;0.6425;1.0091;1.9937;-0.5727
75200191;1;0;4;0;-0.3799;0.2749;-0.7823;0.8561;0.4551;1.1793;0.6128;0.6054;1.314;1.0346;200;200;200;570.77;519.713;562.655;15.9259;-1.4212;0.6425;1.0091;1.9937;-0.5727
75200191;1;0;4;0;-0.0288;-0.9481;-0.7823;-0.4782;-0.3238;-0.3487;-0.1234;-0.2516;1.314;-1.2947;200;200;300;450.457;462.979;475.914;15.9259;-1.4212;0.6425;1.0091;1.9937;-0.5727
75200192;1;2;5;0;-0.687;1.4903;-0.7823;-1.7563;-1.8427;-4.4106;-0.4443;-3.1521;1.314;-0.9167;270;180;180;416.419;454.344;384.705;16.24;0.1;0.993;1.1729;0.3085;0.6122
75200192;1;2;4;0;-1.8939;-3.2367;0.2907;-1.2436;-0.7441;-1.3873;-0.7302;-1.224;1.314;1.0346;225;150;150;607.445;633.739;606.969;16.24;0.1;0.993;1.1729;0.3085;0.6122
75200192;1;2;5;0;0.1097;2.7249;-0.7823;-0.4039;-0.4983;-0.8532;-0.2171;0.3973;-0.9734;0.2169;270;180;180;444.089;488.384;480.844;16.24;0.1;0.993;1.1729;0.3085;0.6122
75200192;0;2;6;0;0.1097;0.2243;-0.7823;0.0232;-0.2025;-1.9183;1.486;0.9121;0.7015;-1.1847;60;90;60;330.002;415.441;419.722;16.24;0.1;0.993;1.1729;0.3085;0.6122
75200192;1;2;6;0;1.0944;0.165;-0.7823;-0.1532;-0.7441;-0.3792;0.2558;0.5272;0.7628;-0.6576;195;130;130;560.292;389.664;466.954;16.24;0.1;0.993;1.1729;0.3085;0.6122
75200192;1;2;5;1;-0.3009;0.5162;-0.7823;-0.8831;-0.2025;-1.1443;-0.4932;-0.0221;0.6259;-0.6576;120;120;120;353.939;392.214;396.597;16.24;0.1;0.993;1.1729;0.3085;0.6122
75200192;0;0;5;0;0.1097;-0.4509;-0.7823;0.3992;0.7639;1.1793;-0.2644;0.62;0.1597;1.0346;270;180;180;648.698;604.302;582.615;16.24;0.1;0.993;1.1729;0.3085;0.6122
75200192;1;2;4;0;-1.2319;-0.3184;-0.7823;-0.4593;-0.4045;-0.4903;-0.011;-0.9767;-0.2023;1.0346;180;180;180;469.637;432.521;460.188;16.24;0.1;0.993;1.1729;0.3085;0.6122
75200192;1;3;6;0;0.4637;0.6678;-0.7823;-0.0774;0.082;1.1793;-0.5469;1.0086;-0.2744;0.6402;240;160;160;506.668;453.11;403.457;16.24;0.1;0.993;1.1729;0.3085;0.6122
75200193;1;2;6;0;0.052;0.4402;-0.7823;-0.3944;-0.4983;0.0477;-0.0864;0.2089;-0.5575;1.0346;180;120;180;517.833;472.413;459.032;14.3214;-0.9432;0.8179;0.2211;-0.8267;1.2836
75200194;0;0;6;0;0.4637;0.6818;-0.7823;2.137;1.6414;1.1793;1.0308;1.7887;0.7015;1.0346;180;180;180;461.54;544.527;456.186;13.3529;-0.4526;0.43;0.5515;0.3498;0.6122
75200195;0;0;6;0;-1.0109;1.4685;-0.7823;0.5628;0.5278;1.1793;0.6866;0.8985;-0.7857;1.0346;240;320;160;340.499;420.336;427.162;8.2151;-0.9432;-1.4551;0.6482;-0.8166;0.6122
75200195;0;2;6;0;-0.3799;-0.5878;-0.7823;0.2392;-0.2025;1.1793;0.2896;0.8128;1.314;1.0346;270;270;180;496.592;477.767;509.111;8.2151;-0.9432;-1.4551;0.6482;-0.8166;0.6122
75200197;1;2;3;0;-0.13;0.6818;-0.7823;-0.8667;-0.303;-0.8449;-0.6832;-0.537;-0.2023;-0.6576;180;180;180;627.664;585.837;581.902;11.3714;-0.4526;0.8632;1.2343;0.2266;0.2838
75200197;1;0;6;0;-0.687;-0.3184;-0.7823;-1.0409;-1.8427;-0.6853;-0.5183;-0.2537;-0.2023;0.2169;180;180;180;524.715;463.956;454.563;11.3714;-0.4526;0.8632;1.2343;0.2266;0.2838
75200197;1;0;4;0;0.176;-0.2808;-0.7823;-0.6363;-1.8427;-1.2622;0.5565;-0.4395;-0.4301;0.0224;180;180;180;533.362;385.804;427.885;11.3714;-0.4526;0.8632;1.2343;0.2266;0.2838
75200197;0;3;4;0;-1.8939;-0.3184;0.2907;-0.6281;-0.1547;0.0477;-1.3132;-0.9125;0.2148;0.6364;180;180;180;459.124;411.039;417.298;11.3714;-0.4526;0.8632;1.2343;0.2266;0.2838
75200197;0;3;6;0;0.4637;-0.8273;0.2907;-0.9234;-0.3238;-0.4396;-0.9608;0.0803;-2.7106;0.6364;180;180;120;361.556;297.246;350.553;11.3714;-0.4526;0.8632;1.2343;0.2266;0.2838
75200197;0;0;5;0;1.3423;0.6344;-0.7823;-1.2202;-1.8427;-0.8243;-0.5166;-0.2858;1.314;1.0346;180;180;180;523.549;638.24;555.141;11.3714;-0.4526;0.8632;1.2343;0.2266;0.2838
75200197;0;2;6;1;-0.13;-0.3184;0.2308;-0.855;-0.2025;-1.0118;-0.3602;0.4469;-0.2023;-0.6576;180;180;180;522.227;489.385;478.039;11.3714;-0.4526;0.8632;1.2343;0.2266;0.2838
75200197;0;3;5;0;0.4637;0.6818;-0.7823;-0.8051;-0.1364;-1.3835;-0.3056;-0.6518;0.6801;0.5029;180;180;180;445.905;424.712;449.34;11.3714;-0.4526;0.8632;1.2343;0.2266;0.2838
75200197;0;0;6;0;0.4637;0.9683;-0.7823;-0.0928;-0.7441;-0.4396;0.6002;1.0021;-0.3673;-0.6576;120;120;120;436.102;433.67;493.913;11.3714;-0.4526;0.8632;1.2343;0.2266;0.2838
75200198;0;3;4;0;-0.4342;-0.4415;-0.7823;1.4832;1.1527;1.1793;1.1796;0.5785;0.481;0.6364;90;90;90;505.064;575.545;548.82;17.8182;-1.4212;-1.4551;-0.3856;-0.8267;1.2836
75200198;1;0;6;0;-0.2459;0.8801;-0.7823;0.0067;-1.8427;-0.8243;1.5465;0.8115;0.0483;1.0346;165;165;110;413.501;354.594;402.579;17.8182;-1.4212;-1.4551;-0.3856;-0.8267;1.2836
75200198;0;3;4;0;-0.9598;0.9782;-0.7823;-0.1818;-0.3238;0.0477;0.1839;-0.882;1.314;1.0346;120;240;120;399.937;397.128;384.734;17.8182;-1.4212;-1.4551;-0.3856;-0.8267;1.2836
75200198;1;2;5;0;0.052;-0.3184;0.2907;0.3746;0.403;0.0477;0.0853;0.2944;0.039;0.6402;90;90;90;529.369;522.831;456.027;17.8182;-1.4212;-1.4551;-0.3856;-0.8267;1.2836
75200198;1;2;5;0;-1.059;0.9517;-0.7823;-0.1302;-0.4983;-0.9191;0.1282;-0.4248;1.314;1.0346;120;120;120;486.088;450.77;446.643;17.8182;-1.4212;-1.4551;-0.3856;-0.8267;1.2836
75200198;0;0;5;0;0.4637;-0.1903;0.2907;0.0202;0.0983;1.1793;-0.581;-1.7961;1.314;-0.6576;100;100;100;401.814;489.04;486.459;17.8182;-1.4212;-1.4551;-0.3856;-0.8267;1.2836
75200198;1;3;4;0;-1.8939;-0.4911;-0.7823;-0.6634;-1.8427;-1.8124;0.6327;-0.982;-2.7106;-2.4468;100;100;100;439.892;431.394;399.213;17.8182;-1.4212;-1.4551;-0.3856;-0.8267;1.2836
75200198;1;3;6;0;-0.9598;-1.1016;-0.7823;0.5883;-0.4983;1.1793;1.9332;0.2195;1.314;1.0346;120;120;120;471.499;447.506;412.342;17.8182;-1.4212;-1.4551;-0.3856;-0.8267;1.2836
75200199;0;2;5;0;0.052;-0.0553;0.2907;-0.4078;-0.4983;1.1793;-0.4105;0.058;0.6259;-1.0691;320;160;400;633.46;651.026;637.009;12.2581;-1.4212;-1.4551;-1.1797;-1.2356;-0.3157
75200199;1;0;6;0;0.052;0.0348;2.07;0.2662;0.6163;1.1793;-0.0499;1.1465;1.314;0.5029;480;240;480;460.717;459.134;463.377;12.2581;-1.4212;-1.4551;-1.1797;-1.2356;-0.3157
75200200;0;2;3;0;1.1911;2.7249;-0.7823;0.0134;-0.303;-0.8243;0.4915;-0.8397;1.314;1.0346;195;195;130;428.659;396.738;445.576;5.5758;-1.4212;-0.614;0.1795;-0.0452;1.2836
75200204;0;3;6;0;-0.687;-0.0358;0.2907;-0.1574;-0.4983;-0.4903;0.3166;0.5937;-0.6176;-0.9167;210;210;140;431.57;443.254;379.499;12;-1.4212;-1.4551;-1.8118;-1.2225;1.2836
75200204;0;3;4;0;-0.3799;-0.8288;-0.7823;-0.3456;-0.8586;-0.6853;-6e-04;0.07;-0.7769;1.0346;165;165;110;348.406;403.31;302.529;12;-1.4212;-1.4551;-1.8118;-1.2225;1.2836
75200204;0;2;2;0;-0.687;0.6818;-0.7823;-0.5904;-0.4983;-0.4396;-0.4646;-1.489;-0.8065;0.6364;120;120;80;519.78;460.825;439.839;12;-1.4212;-1.4551;-1.8118;-1.2225;1.2836
75200204;1;2;6;0;-0.687;0.9303;-0.7823;-0.293;-0.8586;0.2646;-0.0401;0.7279;1.314;1.0346;180;180;180;503.851;425.469;503.816;12;-1.4212;-1.4551;-1.8118;-1.2225;1.2836
75200204;0;0;6;0;-0.0845;-0.0358;0.1462;0.594;1.6414;-0.8532;-0.1353;1.0601;-0.0037;-0.6576;240;120;180;527.326;666.954;512.435;12;-1.4212;-1.4551;-1.8118;-1.2225;1.2836
75200205;1;3;6;0;0.052;0.0153;-0.7823;1.2198;1.1144;1.1793;1.7534;1.1083;-2.7106;0.6364;320;320;240;362.252;261.045;367.361;10.3301;-0.6884;0.2633;-0.335;0.2266;0.4113
75200205;0;3;6;0;-1.1858;0.9683;-0.7823;1.215;1.3363;1.1793;1.1995;0.3731;1.314;0.6364;200;150;200;468.508;507.399;464.592;10.3301;-0.6884;0.2633;-0.335;0.2266;0.4113
75200205;0;0;3;0;0.4637;-1.3593;0.2308;0.1785;0.5278;0.0477;0.0703;0.2228;1.314;1.0346;260;195;195;443.029;634.114;516.288;10.3301;-0.6884;0.2633;-0.335;0.2266;0.4113
75200207;0;3;2;0;-0.3799;-2.4438;0.8615;-0.6565;-0.4983;-1.3216;0.1334;-1.2133;-0.7769;1.0346;180;180;180;604.778;624.968;595.446;16.0357;-0.3123;0.1825;0.6482;0.2266;1.2836
75200207;0;3;6;0;1.8905;-0.2695;-0.7823;0.3232;0.1926;1.1793;0.2635;-0.0359;0.7628;1.0346;150;150;150;409.702;508.79;447.351;16.0357;-0.3123;0.1825;0.6482;0.2266;1.2836
75200207;1;3;6;0;-0.687;0.6818;-0.7823;1.8384;1.6414;-0.1357;1.1932;1.8193;-0.2023;1.0346;180;180;180;502.681;537.986;486.984;16.0357;-0.3123;0.1825;0.6482;0.2266;1.2836
