"school_id";"gender";"language";"hisced";"grade_rep";"fear_failure";"belonging";"bullied";"home_poss";"cult_poss";"edu_resources";"family_wealth";"ESCS_status";"teacher_support";"emo_sup";"learn_time_math";"learn_time_read";"learn_time_scie";"math";"read";"scie";"stud_teach_ratio";"short_edu_mat";"short_edu_staff";"stu_behav";"teach_behav";"teach_multicult"
75200162;1;0;6;0;1.1422;-1.186;1.4721;-1.2442;-1.8427;-0.8947;-0.5916;-1.5693;1.314;-2.4468;180;180;180;538.369;391.552;490.615;14.3611;0.4263;1.0953;-0.335;-0.8267;1.2836
75200162;1;3;6;0;0.4637;0.165;-0.7823;-0.3458;-0.1364;-0.6853;-0.3449;-0.0516;-0.0439;-0.6576;240;180;180;511.042;492.635;520.214;14.3611;0.4263;1.0953;-0.335;-0.8267;1.2836
75200162;0;2;6;0;1.8905;2.7249;-0.7823;-0.5823;0.448;-0.9057;-0.6247;-0.4793;0.6259;1.0346;250;150;150;435.935;353.444;324.3;14.3611;0.4263;1.0953;-0.335;-0.8267;1.2836
75200164;1;3;3;0;-0.9823;-0.1562;1.1928;0.2463;0.6472;1.1793;-0.0452;-0.3502;1.314;1.0346;180;180;180;437.817;521.667;441.959;14.9259;0.3066;1.0744;-0.0956;-0.1791;1.2836
75200164;0;3;3;0;-1.1597;-0.1596;-0.7823;-0.8281;-0.455;-1.3835;-0.3449;-1.1644;1.314;-0.6576;240;180;180;632.098;589.068;641.885;14.9259;0.3066;1.0744;-0.0956;-0.1791;1.2836
75200164;0;0;6;1;0.5949;1.4685;-0.7823;-0.0523;-0.2025;1.1793;0.0703;0.7982;1.314;1.0346;180;180;180;468.365;509.452;454.162;14.9259;0.3066;1.0744;-0.0956;-0.1791;1.2836
75200166;0;3;4;0;-1.1858;0.9423;-0.7823;-0.8379;-1.8427;-0.9191;-0.1341;-1.1686;1.314;1.0346;180;180;300;462.91;525.816;373.131;17.3654;0.1;1.0744;-1.3196;-0.4415;1.2836
75200166;0;0;1;0;1.4083;-1.0481;-0.7823;-0.4152;-0.8586;-0.8243;-0.4136;-2.1568;-0.7366;-2.4468;240;180;240;618.809;602.966;649.916;17.3654;0.1;1.0744;-1.3196;-0.4415;1.2836
75200166;0;3;6;0;-0.3799;-0.3184;-0.7823;1.1428;0.8508;0.0477;1.4297;1.3958;1.314;1.0346;210;210;280;490.555;520.4;493.564;17.3654;0.1;1.0744;-1.3196;-0.4415;1.2836
75200166;0;0;5;0;0.5949;-0.8548;-0.7823;0.0048;-0.2025;0.0477;0.4353;0.4731;-0.7769;0.6402;180;180;180;469.096;495.15;467.669;17.3654;0.1;1.0744;-1.3196;-0.4415;1.2836
75200166;1;3;6;0;-0.3799;0.0963;0.7703;1.0226;0.2363;1.1793;1.1524;1.335;-0.0348;0.2169;280;210;280;506.857;578.438;583.567;17.3654;0.1;1.0744;-1.3196;-0.4415;1.2836
