"school_id";"gender";"language";"hisced";"grade_rep";"fear_failure";"belonging";"bullied";"home_poss";"cult_poss";"edu_resources";"family_wealth";"ESCS_status";"teacher_support";"emo_sup";"learn_time_math";"learn_time_read";"learn_time_scie";"math";"read";"scie";"class_size";"short_edu_mat";"short_edu_staff";"stu_behav";"teach_behav"
4000166;0;3;6;0;0.052;2.7249;-0.7823;-0.2208;0.0038;-0.6853;-0.1149;0.2934;-1.3583;1.0346;385;220;330;382.86;397.639;393.654;18;0.6606;0.9573;1.4948;0.6101
4000166;0;2;6;1;-0.13;0.4829;0.7703;-0.5683;-0.1308;-0.6122;-0.6272;0.1778;-0.2327;-0.6576;0;250;0;408.201;468.71;468.236;18;0.6606;0.9573;1.4948;0.6101
4000166;0;2;2;0;-0.13;0.6818;-0.7823;-0.8207;0.3676;-0.6314;-1.0642;-1.5756;-0.0554;1.0346;0;275;220;420.082;397.423;408.84;18;0.6606;0.9573;1.4948;0.6101
4000166;0;3;2;0;-1.4242;1.4685;0.8615;-0.8588;-0.7725;0.1806;-0.7685;-1.8636;-1.3583;1.0346;0;300;0;371.288;401.29;330.964;18;0.6606;0.9573;1.4948;0.6101
4000166;1;2;6;1;-0.687;0.4951;-0.7823;-0.917;-1.8538;-1.0118;-0.2864;0.0793;1.314;1.0346;240;240;120;419.556;450.949;460.431;18;0.6606;0.9573;1.4948;0.6101
4000166;0;2;2;0;0.4637;2.7249;-0.7823;-1.0289;0.0038;-1.0118;-0.877;-1.6326;-0.4082;1.0346;0;275;165;408.447;454.33;402.298;18;0.6606;0.9573;1.4948;0.6101
4000168;0;2;2;0;0.1097;1.4326;-0.7823;0.3279;1.0552;-0.1357;-0.39;-1.1377;-2.7106;1.0346;150;150;100;465.944;512.293;480.812;23;-1.4212;1.1525;0.6058;-0.1662
4000168;0;0;4;0;0.176;-0.2932;0.2907;-0.4518;0.7878;-0.6947;-1.4197;-0.6556;-1.6916;0.6364;150;150;200;596.906;536.675;489.512;23;-1.4212;1.1525;0.6058;-0.1662
4000168;0;2;6;0;-1.8939;0.9683;1.4721;-0.145;0.6929;-1.0118;-0.208;-0.1783;-1.7418;1.0346;150;150;100;506.803;519.9;458.824;23;-1.4212;1.1525;0.6058;-0.1662
4000168;1;3;0;1;-1.8939;2.7249;0.2907;-0.5793;0.5522;1.1793;-1.1853;-2.5445;-0.8998;0.3622;150;150;100;441.516;439.899;446.162;23;-1.4212;1.1525;0.6058;-0.1662
4000168;0;0;6;1;-0.2006;0.6818;-0.7823;0.8188;0.655;1.1793;0.5968;0.7023;-1.5447;0.6402;150;150;100;470.419;460.379;435.46;23;-1.4212;1.1525;0.6058;-0.1662
4000170;1;2;6;0;-0.7985;-0.4415;0.8615;-0.056;0.516;-0.6947;-0.4707;0.8668;-2.7106;0.0181;150;150;550;695.613;633.349;709.609;23;0.4292;1.1525;0.1715;0.1875
4000171;0;0;4;0;0.4637;0.2243;-0.7823;-0.6727;-0.889;1.1793;-0.71;-0.6633;-1.3684;0.5029;150;150;200;643.679;614.147;546.739;28;1.7331;1.0721;-0.079;-0.0452
4000171;0;0;5;0;-0.687;0.6818;1.7926;-0.0064;0.4231;0.1806;-0.5032;0.1608;1.314;0.6364;150;150;100;477.357;508.987;541.716;28;1.7331;1.0721;-0.079;-0.0452
4000171;1;2;5;1;-0.687;-1.8595;1.1625;-1.2391;-0.7725;-0.1357;-1.406;-0.8271;-0.9422;-1.1847;150;150;300;558.14;551.104;495.619;28;1.7331;1.0721;-0.079;-0.0452
4000171;0;0;3;0;0.4637;-1.0013;0.1462;0.1161;-0.2006;1.1793;0.0681;-0.1211;-0.3673;0.5029;150;150;200;591.812;565.561;576.105;28;1.7331;1.0721;-0.079;-0.0452
4000171;1;2;4;0;-0.9823;2.7249;0.2907;-0.0085;0.4363;1.1793;-0.5635;-0.2408;1.314;0.6364;150;150;200;584.31;540.02;481.581;28;1.7331;1.0721;-0.079;-0.0452
4000171;0;3;5;0;-1.0109;-0.3184;-0.7823;-0.6116;-0.3076;0.0477;-0.7783;0.2122;0.1597;0.5029;150;150;100;616.395;603.279;576.114;28;1.7331;1.0721;-0.079;-0.0452
4000171;0;0;5;0;0.052;-0.4415;0.8615;-0.5589;0.5522;-0.6122;-1.1175;-0.583;-0.4795;-1.2878;165;165;220;544.277;536.911;525.791;28;1.7331;1.0721;-0.079;-0.0452
4000171;1;0;5;0;-0.687;-1.186;0.2907;0.6425;0.0346;1.1793;0.4552;0.769;0.2148;0.2169;150;150;250;560.188;543.673;571.613;28;1.7331;1.0721;-0.079;-0.0452
4000171;1;0;6;0;-1.4869;1.4903;1.2618;0.8085;0.8029;1.1793;0.407;0.988;-1.7418;-1.4861;150;150;100;583.279;537.923;514.826;28;1.7331;1.0721;-0.079;-0.0452
4000171;0;2;5;0;-0.4342;2.7249;0.2907;-1.4647;-0.393;-0.5813;-1.6273;-1.0752;0.2148;-2.0819;150;150;200;568.787;677.818;600.935;28;1.7331;1.0721;-0.079;-0.0452
4000171;0;3;5;0;-1.4869;0.4766;-0.7823;-0.0755;0.1635;1.1793;-0.4318;0.1465;1.314;1.0346;150;150;200;534.036;547.363;530.886;28;1.7331;1.0721;-0.079;-0.0452
4000171;0;2;6;0;1.0671;-0.1858;1.7926;0.4861;1.3873;-0.1357;0.1307;0.4606;-0.8692;-0.9167;150;150;200;542.201;612.613;524.686;28;1.7331;1.0721;-0.079;-0.0452
4000171;1;0;6;0;1.8905;2.7249;-0.7823;-0.0847;0.9421;1.1793;-1.3058;-0.062;-0.9852;1.0346;150;150;300;450.224;466.626;516.27;28;1.7331;1.0721;-0.079;-0.0452
4000171;0;2;4;0;-0.687;0.6738;-0.7823;0.4549;1.3873;1.1793;-0.3813;-0.1377;-0.2023;0.5029;135;135;360;520.263;474.393;441.006;28;1.7331;1.0721;-0.079;-0.0452
4000171;0;3;6;0;1.8905;2.7249;-0.7823;1.1222;1.1335;1.1793;0.8219;1.3101;1.314;0.2169;150;200;300;499.954;547.252;490.807;28;1.7331;1.0721;-0.079;-0.0452
4000171;0;2;6;0;0.1097;2.7249;-0.7823;0.5207;1.0161;0.0477;-0.1109;0.6915;-1.6031;-0.6576;150;150;550;473.237;512.692;427.755;28;1.7331;1.0721;-0.079;-0.0452
4000171;0;0;5;1;-1.8939;-2.4085;-0.7823;0.8304;0.655;0.1806;0.959;0.611;0.4522;1.0346;150;150;300;528.447;558.177;553.269;28;1.7331;1.0721;-0.079;-0.0452
4000171;1;2;3;1;-0.3799;-0.8397;1.1625;-0.2236;-0.7725;-0.1357;0.028;-0.8108;0.3995;-0.9167;150;150;300;583.278;501.76;507.158;28;1.7331;1.0721;-0.079;-0.0452
4000172;0;0;4;0;1.0109;0.9517;0.2907;0.3131;1.3873;-0.1357;-0.4878;-0.69;-1.1176;1.0346;150;150;300;484.924;561.266;487.391;23;-0.6884;-0.6465;0.8544;0.5642
4000172;0;0;6;0;-0.4342;0.9303;1.2618;1.0662;0.655;1.1793;1.0249;1.1115;-0.3082;1.0346;150;150;200;561.279;593.495;501.483;23;-0.6884;-0.6465;0.8544;0.5642
4000172;0;3;5;0;0.855;0.6818;-0.7823;0.0155;-0.04;1.1793;-0.0943;-0.3754;-0.7278;1.0346;150;150;150;460.687;463.46;420.27;23;-0.6884;-0.6465;0.8544;0.5642
4000172;0;0;6;0;1.8905;-2.0909;1.1928;0.5084;1.8303;1.1793;-0.5516;1.0858;-0.7161;-1.3889;150;150;350;664.299;565.235;658.621;23;-0.6884;-0.6465;0.8544;0.5642
4000172;1;0;6;0;-0.9823;0.9423;-0.7823;-0.2148;1.3873;-1.0848;-0.9524;0.2649;-1.1176;1.0346;150;150;300;593.592;528.668;597.87;23;-0.6884;-0.6465;0.8544;0.5642
4000172;0;0;5;1;1.8905;-0.4415;0.2907;-1.0754;-0.7725;-1.0118;-0.5635;-0.5032;-2.1007;1.0346;150;150;300;402.445;439.5;457.014;23;-0.6884;-0.6465;0.8544;0.5642
4000172;0;2;5;1;-1.2792;1.4903;0.2907;-0.1465;0.8444;1.1793;-0.7944;-0.3647;-0.0037;0.6364;150;200;500;436.533;409.927;423.239;23;-0.6884;-0.6465;0.8544;0.5642
4000172;1;2;6;0;-1.8939;0.0623;0.7703;1.2488;1.1335;1.1793;0.5058;0.9325;-0.3172;0.3657;150;150;250;559.778;498.752;523.263;23;-0.6884;-0.6465;0.8544;0.5642
4000172;0;0;5;0;1.8905;1.4326;-0.7823;0.0366;0.0185;1.1793;-0.0075;-0.1811;0.7015;1.0346;150;150;350;512.767;480.589;454.434;23;-0.6884;-0.6465;0.8544;0.5642
4000174;1;2;5;0;-0.9823;-1.2605;0.8233;-1.3789;-1.8538;-1.6618;-0.2779;-0.0952;-0.9828;-1.3939;360;240;240;427.693;375.027;317.613;28;-1.4212;0.1614;-0.9505;-0.1791
4000175;1;0;4;0;0.1097;-0.0647;1.2618;0.2658;0.3808;-0.4903;0.0661;-0.1248;1.314;-1.7671;150;200;100;549.609;530.279;536.477;23;0.1;-0.3808;0.44;-0.5079
4000176;1;3;2;0;-1.8939;0.9683;-0.7823;-1.0936;-1.8538;-0.6853;-0.4665;-1.8345;1.314;1.0346;200;200;100;437.995;430.907;426.929;23;-1.4212;-0.494;0.0158;-1.419
4000176;0;0;6;0;-1.2792;2.7249;-0.7823;0.5712;0.5027;-0.6122;1.1028;1.0323;1.314;1.0346;750;200;0;363.958;448.579;431.289;23;-1.4212;-0.494;0.0158;-1.419
4000176;1;2;5;0;-0.9823;1.4903;-0.7823;0.3903;-0.0367;-0.1357;0.8011;-0.3056;0.2148;0.6364;250;100;200;416.249;351.809;410.892;23;-1.4212;-0.494;0.0158;-1.419
4000176;0;2;5;1;0.4637;-0.5305;-0.7823;-1.1261;-0.4919;0.0477;-1.2323;-0.8231;-0.9422;-0.6576;110;110;55;296.874;275.861;288.988;23;-1.4212;-0.494;0.0158;-1.419
4000176;0;0;6;1;-5e-04;0.9303;-0.7823;0.1469;0.6411;0.0477;-0.0943;0.66;-0.2023;0.6402;200;200;0;385.4;412.283;387.85;23;-1.4212;-0.494;0.0158;-1.419
4000176;0;0;4;0;-0.2006;-1.373;-0.7823;0.6462;0.5027;-0.6853;0.9321;-0.522;1.314;-0.6576;165;165;110;401.65;386.065;400.913;23;-1.4212;-0.494;0.0158;-1.419
4000176;0;3;4;0;0.052;-0.1769;-0.7823;-0.326;-0.7725;0.0477;-0.0979;-0.8843;0.1597;1.0346;250;250;0;416.387;379.686;430.115;23;-1.4212;-0.494;0.0158;-1.419
4000177;1;2;4;0;0.052;-1.08;1.2327;-0.6061;-1.8538;-1.0373;0.2753;-0.9146;0.2485;-0.67;280;210;350;533.475;544.103;540.072;28;-0.4562;-1.8617;-3.3785;-2.0409
4000177;0;3;2;0;-0.3799;0.6862;-0.7823;-0.6276;-0.7725;-0.1357;-0.5908;-1.2433;-0.9422;1.0346;150;150;200;473.707;451.493;454.358;28;-0.4562;-1.8617;-3.3785;-2.0409
4000180;0;0;5;0;0.052;2.7249;-0.7823;-0.1464;-0.3076;0.1806;-0.0468;0.5179;-1.4974;-1.3914;100;150;100;464.735;509.52;540.625;28;-0.4526;0.4366;1.9143;1.4597
4000180;0;3;6;1;1.4083;0.4951;0.8233;0.1561;0.3808;-0.4903;-0.0159;1.0083;-2.1621;0.3622;110;165;275;480.364;428.336;435.776;28;-0.4526;0.4366;1.9143;1.4597
4000180;0;0;4;0;-0.687;-0.0553;0.7703;-0.0096;-1.2648;1.1793;0.1953;-0.8601;-1.7803;1.0346;100;150;100;467.279;506.762;467.546;28;-0.4526;0.4366;1.9143;1.4597
4000180;1;2;4;0;-1.2319;1.4685;-0.7823;-0.0195;0.2288;-0.6853;-0.0057;-0.8491;-0.3971;0.6364;100;150;100;447.229;514.152;482.973;28;-0.4526;0.4366;1.9143;1.4597
4000180;0;2;6;0;0.052;0.1935;-0.7823;0.3062;0.1121;-0.1357;0.4005;0.991;-0.8474;-1.3914;100;150;100;556.907;609.937;530.797;28;-0.4526;0.4366;1.9143;1.4597
4000180;0;3;5;0;0.8207;-0.3184;-0.7823;-0.1741;-0.4132;0.1806;0.0254;0.1569;0.4394;1.0346;150;200;200;484.533;565.947;503.193;28;-0.4526;0.4366;1.9143;1.4597
4000180;0;2;4;0;0.1097;0.3622;0.6725;1.2639;1.8303;0.6763;0.6451;-0.4311;0.7015;0.2127;110;165;110;460.592;457.302;405.539;28;-0.4526;0.4366;1.9143;1.4597
4000180;1;2;4;0;0.4637;-0.0893;0.1462;-0.514;0.0038;-1.0118;-0.2174;-1.013;-0.3584;1.0346;100;150;150;559.944;501.471;544.755;28;-0.4526;0.4366;1.9143;1.4597
4000180;0;2;6;0;-1.8939;-0.8282;-0.7823;-0.2247;-0.7725;-0.1357;0.3158;0.0818;-0.1298;1.0346;100;150;150;517.014;495.42;450.681;28;-0.4526;0.4366;1.9143;1.4597
4000180;0;0;3;0;-0.7985;-3.2367;-0.7823;-0.0361;-0.0367;-0.6853;0.2899;0.1638;-1.1846;1.0346;100;150;150;463.668;480.357;471.308;28;-0.4526;0.4366;1.9143;1.4597
4000180;0;3;3;0;1.1911;0.4766;-0.7823;0.2523;-0.0367;0.0477;0.4956;-0.0504;-0.2023;-1.0691;100;150;150;447.578;428.014;473.142;28;-0.4526;0.4366;1.9143;1.4597
4000183;0;0;2;1;1.8905;0.0928;-0.7823;0.0147;0.3647;1.1793;-0.4318;-1.4203;-1.7803;0.2169;200;150;150;358.535;423.682;437.531;23;0.1;0.8739;0.137;-0.1791
4000183;1;3;5;0;0.8794;0.1935;-0.7823;-0.1902;0.288;-0.4903;-0.1962;-0.3378;0.2485;1.0346;200;100;150;539.96;545.358;564.85;23;0.1;0.8739;0.137;-0.1791
4000183;1;2;6;1;-0.6133;0.0623;-0.7823;-1.2753;-0.7725;-1.0527;-1.0896;-0.1991;-0.9734;1.0346;180;135;450;539.877;485.759;473.072;23;0.1;0.8739;0.137;-0.1791
4000183;1;0;3;1;-0.9823;0.4766;-0.7823;-0.5984;-1.8538;-0.5668;-0.0404;-0.3024;-1.1053;-1.1847;200;200;300;528.719;449.732;598.311;23;0.1;0.8739;0.137;-0.1791
4000183;1;3;3;0;-0.7592;0.1731;0.2907;-0.3309;0.1497;0.0477;-0.5801;-0.4634;-1.3583;-0.9167;200;150;500;474.85;429.651;399.784;23;0.1;0.8739;0.137;-0.1791
4000183;1;3;3;0;-0.6133;-0.186;-0.7823;-0.2296;-0.3076;1.1793;-0.2391;-0.5615;0.7015;1.0346;150;100;100;541.583;514.246;483.674;23;0.1;0.8739;0.137;-0.1791
4000183;1;2;3;0;0.4637;0.6818;-0.7823;-0.9439;-1.8538;-1.0118;-0.1962;-1.3449;-0.7769;-1.0657;200;150;200;563.939;483.399;488.2;23;0.1;0.8739;0.137;-0.1791
4000183;0;0;5;0;0.8207;0.7274;0.2907;0.7704;0.6929;-0.1357;0.6197;0.4181;-0.3882;1.0346;200;150;500;567.181;580.14;592.839;23;0.1;0.8739;0.137;-0.1791
4000184;1;2;5;0;-0.9823;0.472;0.2907;0.3069;0.6929;1.1793;-0.059;0.0928;0.4394;0.6402;100;150;100;579.456;574.032;528.323;23;-1.4212;-1.8617;-0.6823;0.5642
4000186;0;0;5;1;-0.2006;0.1791;-0.7823;-0.4727;0.3676;-0.1357;-0.4253;-0.8102;0.7628;1.0346;100;100;0;393.275;374.308;405.953;28;-0.4447;-0.1027;1.2343;0.4516
4000186;0;3;3;0;-0.13;-0.3184;-0.7823;-0.6436;-0.5158;-0.6122;-0.4318;-1.0196;-1.1053;-0.6576;50;100;0;479.073;499.817;484.353;28;-0.4447;-0.1027;1.2343;0.4516
4000186;0;3;3;0;-0.687;0.9683;-0.7823;-0.6694;0.0038;-1.2263;-0.5908;-0.9867;1.314;-1.292;100;100;350;454.515;404.665;400.562;28;-0.4447;-0.1027;1.2343;0.4516
4000187;0;0;5;0;0.4637;-0.2241;-0.7823;0.5593;0.5027;-0.4884;0.9043;0.4002;1.314;1.0346;135;135;90;414.655;375.016;404.737;13;-0.1445;-1.8617;-2.0719;-2.0409
4000189;1;3;5;0;-0.3799;-1.8845;-0.7823;-0.8332;-0.5158;-1.3835;0.0101;-0.6991;0.0483;-0.0017;250;100;500;404.504;359.977;450.743;13;-0.6884;1.3824;1.0522;1.4277
4000189;1;2;2;1;-1.8939;2.7249;-0.7823;-1.1364;-1.8538;1.1793;-0.9762;-1.8183;-2.1621;1.0346;200;200;50;355.624;335.404;359.226;13;-0.6884;1.3824;1.0522;1.4277
4000193;1;2;1;0;1.8905;-0.4827;0.8615;-1.091;-0.3076;-1.3525;-0.5569;-2.1699;0.039;-0.6576;200;150;200;536.93;451.928;490.328;23;-1.4212;-0.377;1.4516;0.2988
4000193;1;2;3;0;-1.8939;2.7249;-0.7823;-0.1731;-0.0367;1.1793;-0.3405;-0.8388;-2.1621;1.0346;100;100;150;548.645;527.844;534.347;23;-1.4212;-0.377;1.4516;0.2988
4000193;0;0;2;0;-1.4869;2.7249;-0.7823;-0.1535;0.1121;1.1793;-0.4322;-1.3414;0.7015;1.0346;150;150;150;510.517;487.397;430.499;23;-1.4212;-0.377;1.4516;0.2988
4000193;1;2;5;0;-0.2006;-1.2239;0.2907;0.7285;0.0491;-0.6122;1.179;-0.1561;-1.7418;-1.9687;200;150;100;493.773;383.285;447.73;23;-1.4212;-0.377;1.4516;0.2988
4000193;1;0;6;0;-0.6133;-0.0845;0.2907;1.2327;1.8303;1.1793;0.4135;1.3923;0.6259;0.3657;200;200;150;699.463;616.197;628.344;23;-1.4212;-0.377;1.4516;0.2988
4000195;0;0;4;0;-0.9823;-0.1858;0.8615;1.0699;1.8303;1.1793;0.0602;0.2561;1.314;0.2127;100;150;100;508.8;524.911;501.467;23;-0.0703;0.1531;0.6058;-1.2356
4000195;0;3;4;0;-1.8939;2.7249;-0.7823;-0.5209;-1.8538;0.1806;-0.2111;-0.8178;0.4394;-0.6439;90;135;90;496.877;490.393;529.748;23;-0.0703;0.1531;0.6058;-1.2356
4000196;0;2;2;1;0.8207;0.3241;-0.7823;-1.2186;-0.7725;-0.5492;-1.2569;-1.6743;-0.6262;0.5029;100;150;100;394.483;402.445;403.135;23;-0.2376;0.6876;-0.9505;0.2266
4000196;0;2;2;0;-1.4869;0.4893;-0.7823;-0.9242;-1.8538;-0.6853;-0.2998;-0.8218;-0.3882;0.6364;90;135;90;348.066;368.926;370.002;23;-0.2376;0.6876;-0.9505;0.2266
4000196;1;3;4;0;1.8905;-1.1879;0.7703;-0.0668;0.2519;0.031;-0.059;-0.6256;-0.0348;0.6364;150;200;100;432.692;426.742;407.554;23;-0.2376;0.6876;-0.9505;0.2266
4000200;1;2;6;0;0.5949;0.3018;0.7703;1.2301;1.8303;0.1806;0.4708;0.9389;-1.5447;-0.0017;200;200;100;570.198;498.4;503.801;28;-1.4212;-0.2755;2.1634;0.8378
4000201;0;2;4;1;-0.687;0.6818;-0.7823;0.6107;0.3158;1.1793;0.3018;-0.4889;-0.3673;0.5029;165;165;220;575.394;489.257;545.283;23;-0.2692;-0.6465;-0.9505;-0.5079
4000202;1;2;5;0;-0.3799;-0.0323;-0.7823;-0.3357;0.1497;-0.6122;-0.39;-0.4994;-0.3971;-0.6576;250;200;650;460.033;388.259;418.365;13;-1.4212;1.8268;-0.6447;-0.1241
4000203;0;3;4;1;-1.8939;0.6818;0.7703;-0.8336;0.2519;-0.4903;-1.1495;-0.5757;0.2048;-0.6576;60;60;60;447.674;442.25;360.361;13;-1.4212;0.3482;-0.0956;-1.2225
4000203;1;3;2;1;0.4637;-0.6913;1.5082;-0.308;0.1635;0.0477;-0.5079;-1.4068;0.2485;-1.2947;200;200;250;429.019;338.028;367.016;13;-1.4212;0.3482;-0.0956;-1.2225
4000203;1;0;3;1;1.1422;2.7249;1.5436;-0.6751;0.0038;-0.6853;-0.5635;-0.9834;-0.3673;1.0346;200;200;250;429.6;485.272;503.915;13;-1.4212;0.3482;-0.0956;-1.2225
4000205;1;0;5;0;-1.8939;0.9587;1.4721;-0.1447;-0.0367;-1.0118;0.1904;-0.4077;-1.0955;1.0346;0;250;150;387.985;376.904;361.144;28;-0.4526;0.4366;1.9143;1.4597
4000205;0;2;6;0;-0.9823;1.4685;-0.7823;0.5726;1.3873;1.1793;-0.2395;0.1717;0.0079;0.6402;0;250;150;377.942;298.921;374.942;28;-0.4526;0.4366;1.9143;1.4597
4000205;1;2;6;1;-0.687;0.1956;-0.7823;0.0085;0.3013;0.1806;-0.2864;-0.0258;-0.3673;-1.5824;0;250;100;440.942;324.777;335.244;28;-0.4526;0.4366;1.9143;1.4597
4000205;0;2;6;0;1.3423;-0.6913;-0.7823;1.0107;1.8303;1.1793;0.1254;0.264;-0.6587;1.0346;100;120;80;397.108;397.571;369.324;28;-0.4526;0.4366;1.9143;1.4597
4000206;1;2;6;1;0.1097;2.7249;-0.7823;2.3196;1.8303;1.1793;1.4578;1.8037;-0.2441;0.5029;135;180;90;316.875;396.135;483.113;28;-0.2692;-1.0918;-0.899;-0.7733
4000206;0;2;6;0;-0.3799;-0.2674;-0.7823;0.1154;1.8303;-0.6122;-0.7091;0.6279;0.2485;0.6364;150;150;0;431.433;435.473;443.594;28;-0.2692;-1.0918;-0.899;-0.7733
4000206;0;0;5;0;-0.4342;-0.3184;0.2907;0.1846;1.8303;-0.1357;-0.7376;-0.3926;-0.4707;0.6364;150;150;0;499.935;557.179;440.646;28;-0.2692;-1.0918;-0.899;-0.7733
4000206;1;0;5;0;-1.8939;2.7308;0.8615;-0.8738;1.1335;-0.6122;-1.863;-0.6667;-0.7769;1.0346;150;150;0;589.868;572.783;620.691;28;-0.2692;-1.0918;-0.899;-0.7733
4000208;0;0;4;0;0.4637;-0.3184;-0.7823;0.285;0.8775;1.1793;-0.5801;0.4664;0.7015;0.6364;110;55;110;451.784;631.58;563.582;18;2.1861;0.2378;-0.1522;-0.0355
4000209;0;3;3;0;-0.1748;0.6818;2.07;-0.3239;0.9421;-0.1357;-0.9301;-0.9596;-1.5447;-0.6576;0;150;350;370.576;389.206;351.981;23;-1.4212;-1.8617;1.5622;0.6825
4000209;0;0;4;0;1.8905;-1.2605;-0.7823;-0.273;0.5027;0.0477;-0.3557;-0.4502;1.314;-0.6576;50;50;50;249.303;331.205;330.053;23;-1.4212;-1.8617;1.5622;0.6825
4000209;1;2;4;0;0.1097;0.3163;0.2907;0.008;-0.7725;-0.1357;0.5069;-0.2196;-0.5;1.0346;0;165;110;412.774;418.821;432.615;23;-1.4212;-1.8617;1.5622;0.6825
4000209;0;2;4;1;0.8794;2.7249;-0.7823;-1.8474;-1.8538;-1.6618;-1.0824;-1.656;-0.0771;0.0224;0;135;90;337.429;320.357;299.778;23;-1.4212;-1.8617;1.5622;0.6825
4000209;0;3;6;0;-0.13;0.4951;1.4812;-0.9004;-1.8538;-0.6853;-0.4835;-0.4375;0.4394;-1.3939;240;180;120;413.361;287.107;350.251;23;-1.4212;-1.8617;1.5622;0.6825
4000209;0;3;4;0;0.176;0.3163;0.2907;-0.8995;-1.2648;-1.0118;-0.5585;-1.163;-0.0348;1.0346;0;150;100;404.072;432.313;426.596;23;-1.4212;-1.8617;1.5622;0.6825
4000210;0;3;5;0;0.1097;0.6818;-0.7823;-0.3589;-0.2006;1.1793;-0.3771;-0.704;-1.0955;0.6364;100;150;150;468.121;469.638;480.131;28;0.4997;-1.8617;-0.6033;-0.5488
4000210;0;3;3;0;-0.9823;2.7249;-0.7823;-1.1361;-0.889;0.1806;-1.1325;-1.2858;0.039;0.2169;100;150;100;447.152;461.854;498.512;28;0.4997;-1.8617;-0.6033;-0.5488
4000210;1;3;3;0;0.1097;0.6987;-0.7823;-0.1025;-0.4698;-0.4903;0.2268;-0.9111;-2.7106;-1.1847;90;135;90;498.273;483.342;506.714;28;0.4997;-1.8617;-0.6033;-0.5488
4000210;0;3;4;0;0.1097;-0.7483;-0.7823;-0.6061;-0.5158;-0.1357;-0.596;-0.9974;0.1597;-1.0657;100;150;150;410.072;438.648;418.584;28;0.4997;-1.8617;-0.6033;-0.5488
4000211;1;2;2;0;-0.687;-0.5233;-0.7823;0.3637;0.5027;-0.6122;0.7649;-1.1986;-2.1007;-1.5824;220;220;110;423.855;386.956;345.836;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;1;2;6;0;0.0208;-1.703;2.0327;-0.9598;0.5805;-1.2622;-1.1461;0.0939;-0.3971;-1.0691;200;200;150;566.55;503.162;601.084;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;1;0;5;0;-0.2006;-0.9879;1.203;0.6378;1.1335;1.2099;0.1577;0.6201;1.314;0.6364;200;200;50;420.183;390.535;398.209;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;0;3;3;0;-1.8939;-1.0591;0.7703;-0.9188;-0.7148;-0.6853;-0.715;-1.1544;0.4522;0.5029;220;220;220;463.942;480.59;351.812;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;1;0;3;1;0.1097;0.9303;-0.7823;-0.6291;-0.7725;-1.3525;0.1707;-1.0432;-1.5794;0.0116;200;200;100;497.399;515.632;459.039;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;0;3;3;0;-1.4869;-3.2367;-0.7823;-1.3561;0.0038;-0.6853;-1.659;-0.8826;1.314;-0.0017;200;200;50;411.454;437.987;433.509;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;1;0;2;0;-1.2792;-1.3436;3.8591;0.0045;0.6411;0.0477;-0.1962;-0.3;-0.8566;-0.6576;220;220;110;596.597;544.95;516.805;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;1;2;4;0;1.0671;0.9683;-0.7823;-1.0263;-1.8538;1.1793;-0.9141;-1.3059;-0.7366;1.0346;200;200;300;403.996;373.442;338.401;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;0;3;3;0;-0.687;-0.3184;-0.7823;-1.2363;-1.8538;1.1793;-1.3084;-0.7149;0.2148;-1.0691;200;200;400;462.163;408.196;391.132;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;1;2;4;0;-0.2006;-0.0553;0.2907;0.0056;0.3676;-0.1357;-0.0057;-0.8392;-0.1206;0.2169;200;200;200;514.197;384.722;394.231;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;0;3;5;0;-1.8939;-1.866;-0.7823;-1.2864;-1.8538;-1.0571;-0.8841;-0.961;-0.1719;-0.6576;200;200;50;300.319;273.647;240.157;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;0;3;3;0;0.1097;0.4766;-0.7823;-1.2166;-0.7725;-0.6122;-0.9482;-1.298;0.0483;-0.6576;180;180;90;379.841;326.035;314.837;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;0;2;5;0;-1.8939;1.4326;0.2907;-1.3066;-0.7148;-0.208;-1.1792;-0.8995;1.314;0.2127;150;150;50;337.222;331.201;296.012;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;1;2;3;0;1.8905;-0.9879;1.4812;-2.2399;-1.8538;-2.8259;-1.0787;-1.9008;1.314;-0.6576;160;160;40;355.435;335.417;420.482;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;0;2;3;0;-0.6133;0.9683;1.203;-0.7386;0.2288;-0.1357;-0.8693;-1.0244;1.314;-0.9285;200;200;50;292.888;352.785;335.403;23;-1.4212;-0.6465;0.2268;-2.0409
4000211;0;2;5;0;-1.8939;-3.2583;-0.7823;-0.2038;0.3808;1.1793;-0.4318;0.0916;-0.3472;1.0346;200;150;100;324.747;376.02;347.958;23;-1.4212;-0.6465;0.2268;-2.0409
