"school_id";"gender";"language";"hisced";"grade_rep";"fear_failure";"belonging";"bullied";"home_poss";"cult_poss";"edu_resources";"family_wealth";"ESCS_status";"teacher_support";"emo_sup";"learn_time_math";"learn_time_read";"learn_time_scie";"math";"read";"scie";"class_size";"short_edu_mat";"short_edu_staff";"stu_behav";"teach_behav"
4000166;1;2;5;0;-1.8939;2.7249;-0.7823;-0.3883;0.5027;1.1793;-1.0642;-0.5108;-1.5576;1.0346;0;250;200;363.82;414.233;381.183;18;0.6606;0.9573;1.4948;0.6101
4000166;1;0;1;0;-1.8939;0.7274;1.1928;-1.0197;-0.2006;0.0477;-1.1853;-1.6158;-2.0248;1.0346;0;250;150;430.076;451.07;436.303;18;0.6606;0.9573;1.4948;0.6101
4000166;0;3;4;1;-0.2006;0.5159;-0.7823;-0.3768;-0.7725;-0.6122;-0.0636;-0.8858;-0.0037;1.0346;700;500;0;426.85;470.12;494.979;18;0.6606;0.9573;1.4948;0.6101
4000166;0;3;5;0;-0.9823;0.9517;-0.7823;-1.1906;-1.2648;-0.4903;-0.9637;-0.8814;-0.7074;1.0346;0;300;150;430.289;448.298;460.239;18;0.6606;0.9573;1.4948;0.6101
4000166;0;0;5;0;0.052;-0.6402;-0.7823;-0.3009;0.4998;0.7604;-0.8764;-0.3847;-0.7074;-0.6576;250;250;150;384.986;405.26;405.015;18;0.6606;0.9573;1.4948;0.6101
4000166;1;0;2;1;0.4637;-0.0633;-0.7823;-0.0378;0.2519;1.1793;-0.1991;-1.0846;-0.4377;-1.2947;350;250;0;464.333;519.389;502.283;18;0.6606;0.9573;1.4948;0.6101
4000166;0;3;2;0;0.4637;-0.3184;-0.7823;-1.1993;-0.7725;0.0477;-1.0642;-1.575;-1.1965;1.0346;385;275;220;392.137;465.444;385.388;18;0.6606;0.9573;1.4948;0.6101
4000166;0;3;5;0;0.4637;0.6818;0.2308;-0.3153;0.0038;-0.1357;-0.2902;-0.0442;1.314;1.0346;0;300;100;429.63;489.181;472.468;18;0.6606;0.9573;1.4948;0.6101
4000166;0;3;5;0;-1.8939;1.4903;-0.7823;0.0355;-0.6072;-0.3487;0.6698;0.4861;-1.1481;-0.6439;250;250;100;342.516;356.75;339.894;18;0.6606;0.9573;1.4948;0.6101
4000166;0;0;4;0;-1.8939;2.7249;-0.7823;-0.3393;0.1497;1.1793;-0.822;-0.8554;0.0483;1.0346;0;250;0;494.379;500.783;483.79;18;0.6606;0.9573;1.4948;0.6101
