"school_id";"gender";"language";"hisced";"grade_rep";"fear_failure";"belonging";"bullied";"home_poss";"cult_poss";"edu_resources";"family_wealth";"ESCS_status";"teacher_support";"emo_sup";"school_changes";"learn_time_math";"learn_time_read";"learn_time_scie";"math";"read";"scie";"class_size";"stud_teach_ratio";"short_edu_mat";"short_edu_staff";"stu_behav";"teach_behav"
20800058;1;2;5;0;0.052;-0.4509;-0.7823;-0.3392;0.3294;0.0477;-0.0758;-0.7183;1.314;-1.3939;2;135;360;270;519.113;383.719;449.694;23;13.1429;-1.4212;-0.7828;0.0321;-0.9463
20800058;0;2;1;0;0.4637;-0.7362;-0.7823;-1.202;-1.8222;0.0477;-0.1304;-2.4461;-0.0862;1.0346;0;225;270;180;434.976;389.2;382.006;23;13.1429;-1.4212;-0.7828;0.0321;-0.9463
20800059;1;2;6;0;-1.8939;2.7249;-0.7823;0.157;-1.2045;1.1793;0.7111;0.2433;-2.1007;1.0346;0;1200;960;480;471.801;466.64;466.647;18;10.5556;-1.4212;-1.4551;0.6058;1.1187
20800059;0;0;5;0;0.4637;-0.3184;0.2907;0.2611;0.5011;1.1793;0.6024;0.0568;1.314;-0.6576;0;375;450;375;508.99;513.112;459.16;18;10.5556;-1.4212;-1.4551;0.6058;1.1187
20800059;0;2;6;0;-0.687;0.4581;-0.7823;-0.8158;-0.7352;0.0477;0.2247;-0.4158;-0.2023;0.3622;0;210;350;210;548.325;522.124;492.658;18;10.5556;-1.4212;-1.4551;0.6058;1.1187
20800059;0;2;2;0;0.8794;0.9517;-0.7823;-0.148;-0.7352;1.0788;0.8299;-1.2554;0.1694;1.0346;0;60;60;60;422.336;475.281;484.617;18;10.5556;-1.4212;-1.4551;0.6058;1.1187
20800059;0;2;0;0;-1.4242;0.6818;0.2907;-0.2222;-1.2045;1.1793;0.4362;-2.2488;1.314;0.2169;0;360;450;450;448.396;493.39;473.008;18;10.5556;-1.4212;-1.4551;0.6058;1.1187
20800059;0;0;2;0;0.5949;0.4766;-0.7823;-0.6735;-1.8222;-1.1123;1.1459;-1.7215;0.1694;-0.6576;0;60;60;20;425.062;398.713;354.611;18;10.5556;-1.4212;-1.4551;0.6058;1.1187
20800059;0;0;4;0;-1.8939;2.7249;-0.7823;0.666;0.7448;1.1793;0.2829;-0.43;1.314;1.0346;1;240;240;180;365.897;466.381;431.307;18;10.5556;-1.4212;-1.4551;0.6058;1.1187
20800059;1;2;2;0;1.4083;2.7249;0.7703;-0.8745;-1.8222;-0.7412;0.4644;-1.5629;-0.3971;1.0346;2;480;720;240;390.013;364.45;342.89;18;10.5556;-1.4212;-1.4551;0.6058;1.1187
20800059;1;0;6;0;0.7405;-0.7147;-0.7823;-0.1793;-0.2562;1.1793;0.5023;0.2578;-0.0348;1.0346;0;400;320;160;438.194;504.243;545.407;18;10.5556;-1.4212;-1.4551;0.6058;1.1187
20800061;1;0;6;0;0.052;-0.3184;0.2907;-0.339;-1.8222;0.0477;0.9301;-0.3162;-0.2023;0.2169;1;225;315;225;488.561;509.416;428.246;13;16.25;-0.6884;-1.4551;-3.3785;-2.0013
