"school_id";"gender";"immigration";"language";"hisced";"grade_rep";"fear_failure";"belonging";"bullied";"home_poss";"cult_poss";"edu_resources";"family_wealth";"ESCS_status";"teacher_support";"emo_sup";"learn_time_math";"learn_time_read";"learn_time_scie";"math";"read";"scie";"class_size";"stud_teach_ratio";"short_edu_mat";"short_edu_staff";"stu_behav";"teach_behav"
44200008;1;3;2;6;0;0.052;-0.1858;0.2907;-0.9605;0.0684;-1.0118;-0.9336;0.0119;-0.3172;0.2169;200;200;100;536.848;622.666;587.823;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;0;1;0;5;0;-0.2459;-0.3184;0.1462;2.0702;1.4029;-0.1357;1.3144;1.5327;0.6259;1.0346;200;200;200;556.314;531.802;527.138;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;0;1;0;4;0;-0.2006;0.9517;1.1928;0.9369;0.8365;1.1793;0.522;-0.0098;0.6259;1.0346;200;200;200;580.915;620.214;611.851;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;0;1;0;4;0;-0.3799;0.3241;-0.7823;0.327;-0.1623;-0.6853;1.0866;0.1271;-0.2023;0.3622;200;200;50;441.532;415.123;513.375;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;1;1;2;4;0;1.8905;-0.3184;0.8233;0.1082;-0.126;1.1793;0.1498;-0.1393;-0.0348;0.2127;200;250;150;438.762;501.174;476.948;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;0;1;2;4;1;0.4637;-0.6464;-0.7823;-0.3131;0.2705;1.1793;-0.878;-0.3697;-0.9306;-0.6576;150;150;100;574.848;407.917;476.161;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;0;2;0;4;0;0.1097;-0.5635;0.2907;-0.022;-0.2528;-1.0752;0.5469;-0.2465;-1.8782;-0.6576;200;250;200;567.021;552.957;556.554;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;0;1;0;6;0;0.4637;-0.6705;-0.7823;1.3375;0.8365;-0.4903;1.8597;0.9567;-0.3472;0.3622;200;200;100;557.479;524.943;519.621;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;1;1;0;6;0;-0.2459;0.6818;-0.7823;0.629;0.611;-0.1357;0.6768;0.7108;1.314;1.0346;200;250;200;476.352;522.17;502.974;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;0;1;0;6;0;0.4637;1.4685;-0.7823;2.3231;1.5766;1.1793;1.3083;1.8953;0.3485;0.5029;200;200;200;632.796;595.969;574.833;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
44200008;0;1;0;6;1;-0.2006;0.4875;-0.7823;1.7966;1.182;-0.6853;1.5909;1.4219;1.314;0.6402;240;240;180;512.932;565.459;567.199;23;11.0518;-0.2177;0.1495;-0.7363;0.2266
