"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "joy_read" "pisa_difficulty" "competitiveness" "fear_failure" "resilience" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie"
"2481" 75200160 1 1 494 4 0 -1.0279 0.2705 -0.2661 0.4637 -1.0583 -0.3184 0.8615 -0.7866 0.2363 -1.2622 -0.6401 -1.2202 0.298 -0.6576 195 195 130 500.266 518.029 498.059
"2482" 75200153 0 1 494 4 1 1.2316 -0.5536 -0.6888 1.4083 -0.0614 -1.0418 -0.7823 -0.1917 -1.2382 -1.5532 0.5553 -0.23 1.314 1.0346 180 180 180 593.996 628.162 625.695
"2483" 75200091 1 1 494 5 0 -0.5831 0.7192 -0.733 -1.4242 1.1777 2.7249 0.2907 -0.4554 0.1926 -0.6122 -0.6576 -0.6044 0.2148 0.2127 165 165 165 532.398 644.18 562.613
"2484" 75200140 0 1 494 5 0 0.8628 -1.272 0.3709 0.0208 -0.7906 -0.8548 -0.7823 0.1595 -1.2382 0.0477 1.1698 0.3419 1.314 0.3586 180 180 180 446.618 535.096 514.664
"2485" 75200137 1 1 494 6 0 0.1984 -1.272 0.2653 -1.2792 0.4558 -3.2367 -0.7823 1.4913 -0.1364 1.1793 2.767 0.365 0.385 -0.6576 270 180 270 524.95 603.807 522.764
"2486" 75200093 0 1 494 4 0 -0.1042 0.9672 2.0054 1.8905 -1.5626 -2.4085 1.8279 0.4667 0.7639 -0.6853 0.1076 0.2165 -1.1481 1.0346 180 180 180 401.206 566.365 484.717
"2487" 75200186 1 1 494 5 0 -1.0555 -1.272 NA NA NA NA NA 0.2125 -1.8427 -0.6853 2.0013 0.6582 0.3995 NA NA NA NA 447.08 403.051 469.291
"2488" 75200055 0 1 494 4 0 0.0127 1.1904 -0.9792 0.052 -0.0614 -0.3184 1.1625 -0.6351 -0.1364 -2.9896 -0.0556 -0.439 1.314 -1.2947 180 180 180 485.315 470.068 420.647
"2489" 75200049 1 1 494 6 0 0.0127 NA NA NA NA NA NA -1.4041 -1.8427 -4.4106 0.2881 -0.5321 -1.1481 NA NA NA NA 382.815 290.761 397.28
"2490" 75200192 0 1 494 6 0 2.6131 0.2705 -0.5707 1.8905 -0.8469 0.9423 -0.7823 1.3324 1.6414 1.1793 0.5829 1.2659 0.6259 1.0346 160 160 160 621.365 647.686 598.589
"2491" 75200127 1 1 494 6 0 -1.4526 0.2705 -0.9792 0.1097 -0.5176 -0.3184 0.2907 0.7061 0.8508 -0.3487 0.7598 1.3402 1.314 0.2169 225 150 225 580.605 557.685 603.505
"2492" 75200043 1 1 494 3 0 0.2641 -1.272 2.0054 -1.8939 2.3693 2.7249 -0.7823 0.2092 1.0089 1.1793 -0.4316 -0.0817 1.314 1.0346 300 240 240 504.558 538.271 549.293
"2493" 75200039 1 3 494 6 1 0.2641 -1.272 -2.345 1.8905 2.3693 -1.2605 NA 1.5668 0.7334 1.1793 1.6383 -1.1373 -2.7106 -2.4468 NA NA NA 227.022 287.12 287.902
"2494" 75200004 1 1 494 6 0 0.1851 0.7192 0.2653 -1.4869 -0.8386 -0.1631 0.8615 1.2007 0.3269 0.2646 1.1609 1.4277 0.2485 -0.6439 240 180 240 674.953 611.543 612.979
"2495" 75200168 0 2 494 6 0 -1.4526 0.7192 0.7871 1.0671 -1.0583 1.4903 0.7703 0.7722 0.2363 1.1793 0.8227 0.1726 -1.1846 0.2169 240 180 180 470.09 492.902 422.693
"2496" 75200085 1 1 494 6 0 -0.2908 -1.272 -0.733 -0.4342 -0.0614 -0.3184 -0.7823 0.4078 -0.8586 -0.4396 1.2317 0.1127 1.314 -0.6576 160 160 320 556.143 542.871 555.053
"2497" 75200016 0 1 494 6 0 0.0385 0.2267 0.3709 -0.13 -0.4684 -1.3454 -0.7823 0.3635 0.5278 1.1793 -0.0981 0.3307 1.314 1.0346 180 120 180 517.014 476.649 437.967
"2498" 75200035 0 1 494 6 0 -0.3553 0.7192 -0.5707 1.3423 -0.8273 -0.7362 0.1462 0.4962 0.6472 0.2646 -0.0724 0.6811 -0.4377 -0.6576 105 105 105 554.265 475.407 497.366
"2499" 75200032 0 3 494 6 0 2.6131 -0.7816 -2.345 -0.0845 -0.115 0.6428 -0.7823 1.0093 1.1212 1.1793 0.3182 0.2861 1.314 1.0346 120 180 120 416.849 420.726 413.058
"2500" 75200012 0 1 494 3 0 -1.7421 0.8769 0.2653 0.9606 -1.3068 -1.2403 NA -0.3928 -1.2382 -1.195 0.332 -0.7287 -0.3971 -0.6576 160 160 160 498.43 534.091 577.966
"2501" 75200023 0 1 494 6 0 -0.5437 0.2705 -2.345 1.8905 -1.3068 -0.4509 -0.7823 0.9665 0.5459 0.1806 0.7104 1.111 -0.7769 1.0346 210 140 0 560.264 639.237 559.819
"2502" 75200140 0 1 494 4 0 0.7546 1.0453 -0.9792 0.4637 -0.5176 0.2243 -0.7823 0.3713 0.082 0.6763 0.5156 0.051 1.314 -0.6576 180 180 180 438.62 484.976 400.501
"2503" 75200063 1 3 500 6 0 -0.0996 1.1361 NA NA 1.1777 0.5364 NA -0.2272 0.4958 1.1793 -0.6911 -2.1208 -0.2023 1.0346 195 195 260 474.12 360.588 446.33
"2504" 75200189 0 2 494 6 0 0.1499 0.7192 0.3709 1.8905 -0.4684 -0.3184 -0.7823 0.0375 0.0528 0.2646 -0.0192 0.9503 0.7628 1.0346 180 180 120 550.149 589.21 477.925
"2505" 75200155 0 1 494 6 0 -1.0796 3.0064 2.0054 -0.687 1.0885 -0.6913 -0.7823 -0.1179 0.2363 -1.3835 -0.1039 0.7588 -0.2023 -0.6576 180 120 180 510.519 606.465 616.409
"2506" 75200065 1 2 853 6 0 0.4627 -1.272 -0.9792 0.0208 1.6438 -0.6843 0.7703 -0.0106 0.0528 1.1793 -0.4621 -0.0751 0.7628 0.5029 240 180 180 526.937 555.377 660.146
"2507" 75200004 0 1 494 6 0 -0.2704 1.1904 -0.9792 -0.4342 0.3858 1.4685 -0.7823 0.5151 1.3363 -1.2622 0.2652 1.0699 0.039 0.5029 200 150 300 508.464 588.709 499.341
"2508" 75200061 0 1 494 6 0 -0.4556 -0.4021 0.1956 0.3335 -0.5176 2.7249 -0.7823 -0.5086 -0.1364 -1.7993 0.105 0.3747 -0.2023 0.2169 180 180 180 523.305 611.445 534.523
"2509" 75200195 1 1 494 5 0 1.0781 1.1904 0.1956 0.4637 -0.4684 -1.2565 1.4093 -0.263 1.1527 -0.6853 -1.1331 0.4685 -0.0348 -0.6576 180 180 180 329.812 448.123 393.507
"2510" 75200137 0 1 494 6 0 0.2694 0.7192 -0.9792 1.3423 -0.8109 -0.3184 0.2907 -0.0979 0.0983 -1.935 0.8385 0.6044 -0.7857 -0.6576 210 210 210 548.195 657.758 544.491
"2511" 75200110 1 3 853 6 0 -0.1419 -0.4593 -1.2708 -0.9295 -0.3117 -0.8633 1.203 0.1757 NA 0.7604 -0.5523 1.1494 NA -1.5847 270 270 360 424.876 304.939 347.949
"2512" 75200024 1 2 494 2 0 0.0995 0.2705 -0.5707 -0.3799 0.4558 -0.4798 0.2907 0.276 0.1926 0.2646 0.2411 -0.4154 0.2727 -0.6576 180 180 180 534.069 483.579 560.275
"2513" 75200090 0 1 494 5 0 0.1984 -1.272 -0.733 -1.4869 0.3444 -0.3184 -0.7823 1.1267 1.6414 1.1793 0.3071 0.0478 -0.2023 -0.6576 180 180 180 555.165 587.597 481.748
"2514" 75200180 0 1 494 6 0 0.5935 -0.2888 -0.4112 0.4637 0.3444 -0.3184 0.1462 1.231 1.6414 -0.5813 0.4576 1.0621 1.314 1.0346 195 195 130 639.837 679.166 633.254
"2515" 75200070 0 1 494 4 0 -0.1042 -0.2888 0.7871 0.4637 1.1934 2.7249 -0.7823 -0.4851 -0.6881 -1.0193 -0.1515 -0.9518 -0.2023 1.0346 240 180 240 446.193 455.437 464.72
"2516" 75200052 1 2 494 3 1 -0.6483 -1.272 0.1956 -0.2006 0.7251 -0.0845 NA -1.1916 -1.8953 -0.8942 -0.6784 -1.2866 1.314 -0.6576 NA NA NA 368.934 330.74 359.081
"2517" 75200170 1 3 853 6 0 0.1881 1.2958 0.2653 0.1097 -0.4684 -0.2444 1.1625 -1.2137 -1.8427 -0.1357 -0.8446 0.6037 0.1155 -1.8624 180 180 180 466.76 368.357 392.069
"2518" 75200148 0 3 500 5 1 -0.853 1.8743 1.2643 1.0944 0.4152 -0.3389 -0.7823 -0.4054 -0.7441 -0.8449 0.347 0.2517 0.385 1.0346 180 180 240 483.308 382.327 389.397
"2519" 75200220 0 1 494 6 0 -1.0279 0.2705 -0.733 -0.687 -0.0614 -0.3184 0.2907 0.3282 -1.2382 -0.4396 1.5033 0.61 -0.6262 -0.6576 240 180 180 319.637 449.022 360.338
"2520" 75200133 1 1 494 6 0 0.4627 -1.272 -1.0214 -1.8939 1.0885 2.7249 -0.7823 0.442 0.6512 0.0477 0.2003 1.0223 0.7015 1.0346 210 140 210 592.987 615.37 585.238
"2521" 75200178 1 2 494 6 0 -1.0942 0.9672 0.1956 0.4637 -0.0614 -1.2605 -0.7823 0.341 -0.0465 1.1793 0.2934 0.0621 -1.1481 0.6402 255 170 255 521.073 487.347 518.296
"2522" 75200219 1 2 494 1 0 -0.6146 -1.272 NA NA NA NA NA 1.3094 0.6472 0.0477 2.527 -0.8622 -0.7857 NA NA NA NA 294.506 324.513 323.277
"2523" 75200160 1 1 494 4 0 -0.9016 0.2705 -0.8705 -1.8939 -0.7617 -0.7764 -0.7823 0.2192 -0.1364 0.1806 0.0224 -0.8193 -0.3673 -1.5824 150 150 150 625.629 675.272 634.218
"2524" 75200131 1 1 494 5 0 -0.1075 0.2705 2.0054 -1.059 1.59 -3.2367 -0.7823 0.5112 0.0528 1.1793 0.72 0.7587 -0.2023 1.0346 195 130 195 540.626 538.23 550.659
"2525" 75200207 1 1 313 6 0 0.1372 -1.272 2.0054 0.4637 -0.0614 2.7249 -0.7823 0.5489 0.3269 1.1793 0.4731 0.8926 -0.2023 1.0346 180 180 180 578.731 586.207 538.385
"2526" 75200120 1 1 494 6 0 -2.7114 0.2705 0.1244 -1.8939 0.8496 2.7249 0.8615 0.1034 -0.303 0.2646 0.198 0.3434 0.3485 1.0346 165 165 165 458.308 387.654 408.355
"2527" 75200175 0 1 494 5 0 2.6131 0.2705 0.1956 0.1097 -0.1433 -0.3184 -0.7823 1.3036 1.6414 1.1793 0.6582 0.7823 -0.2023 -2.4468 220 220 220 485.602 453.822 457.049
"2528" 75200160 1 1 494 6 0 -0.7553 -0.6346 1.2643 -0.9598 -0.5176 0.6879 -0.7823 0.7034 -0.1364 0.0477 1.1224 1.1064 0.6259 1.0346 150 150 200 585.024 510.894 589.397
"2529" 75200022 1 1 494 6 0 -0.0176 0.9672 -1.2263 -0.13 -0.8273 -0.0553 1.2327 0.198 -1.3133 0.2646 1.039 0.8333 1.314 -0.6576 165 165 165 509.742 454.119 501.576
"2530" 75200002 0 1 494 6 0 0.1816 -1.272 2.0054 1.3423 1.5527 -1.3472 0.1462 0.8144 0.1926 -0.4396 1.5314 1.2469 0.1924 1.0346 180 180 180 609.753 673.61 630.578
"2531" 75200151 1 1 494 6 0 -0.9016 -0.5536 -0.2661 -1.8939 0.0018 0.9683 -0.7823 0.837 0.6163 1.1793 0.8505 0.8253 0.1597 0.6364 225 225 150 604.647 650.104 597.916
"2532" 75200004 0 1 494 3 0 -0.1886 -0.6451 -0.6888 1.8905 -1.4829 -1.8546 1.0457 -0.4154 -0.7441 0.031 -0.505 -0.9581 -0.0037 -2.0819 240 180 240 461.372 558.128 492.999
"2533" 75200134 0 1 494 5 0 1.3468 -1.272 -0.2047 -0.687 1.0885 2.7249 -0.7823 0.2949 0.082 0.2646 0.8022 0.2181 1.314 1.0346 180 180 180 514.407 465.36 480.18
"2534" 75200149 0 1 494 6 0 -0.8551 -1.272 -0.2661 0.4637 NA NA NA 1.9088 1.6414 1.1793 0.9367 1.4652 -0.4377 NA NA NA NA 549.788 678.134 543.811
"2535" 75200063 0 1 494 6 0 -1.1538 1.0453 -0.9792 0.1097 0.3858 2.7249 -0.7823 0.0107 0.6472 -0.9386 -0.2734 0.9916 -0.3971 -1.1847 180 120 180 566.48 521.923 616.92
"2536" 75200210 0 1 494 6 0 -0.2686 -0.7816 2.0054 0.4637 0.3016 2.7249 -0.7823 0.997 0.403 1.1793 1.2434 1.2794 -0.2327 0.5029 225 150 150 515.33 671.497 534.846
"2537" 75200101 0 1 494 6 0 0.8628 -1.272 -0.8705 -0.4342 0.7512 0.6818 -0.7823 0.6063 0.3269 1.1793 0.5646 1.1588 0.3485 0.6402 210 210 210 582.963 485.307 585.993
"2538" 75200189 1 1 494 6 0 -0.6146 0.2705 0.1244 -0.4342 -0.0614 -0.0633 -0.7823 0.4007 0.2363 -1.0118 0.7183 0.9434 -0.0348 -0.6576 165 110 165 663.793 666.85 609.908
"2539" 75200032 0 2 500 4 0 2.6131 -0.7816 -0.2661 0.052 -0.0806 0.6246 -0.7823 -0.5679 -0.7441 0.1806 -0.2894 -1.0227 0.1597 0.2127 150 225 150 546.941 508.718 505.123
"2540" 75200079 1 2 494 6 0 -0.3955 0.2705 1.1811 -0.687 1.5024 0.1008 -0.7823 0.7408 0.7334 1.1793 0.2141 1.2157 -1.1481 -0.6576 210 140 210 489.425 539.304 463.801
"2541" 75200175 0 1 494 4 0 0.168 0.2705 0.1956 0.1097 -0.0614 -0.3184 -0.7823 3.1425 1.6414 0.2646 3.3263 0.9827 -2.7106 1.0346 200 150 200 547.539 454.963 519.99
"2542" 75200135 0 1 494 5 0 -2.7114 1.2826 -1.0457 1.8905 -1.3068 -0.3184 -0.7823 -0.1186 -0.5849 1.1793 0.1087 -0.3201 -0.7074 -1.8624 180 120 180 573.121 504.928 492.239
"2543" 75200007 0 1 494 5 0 -0.5753 0.2705 -0.9792 0.4637 -0.0614 0.6818 -0.7823 0.5836 -0.2025 1.1793 1.5465 0.7963 1.314 0.2127 180 180 180 504.993 545.891 516.796
"2544" 75200158 0 1 853 6 0 0.6148 0.8232 -0.2047 0.1097 -0.0614 -0.4415 -0.7823 0.5463 1.3363 0.2646 -0.3494 1.0887 0.7015 0.2127 150 200 200 521.21 543.674 521.724
"2545" 75200130 0 1 494 6 0 -0.4556 -0.7816 -0.9792 0.1097 -0.4684 0.4581 -0.7823 0.1994 0.0528 0.0477 0.3141 0.7416 1.314 1.0346 150 150 150 576.737 508.228 568.799
"2546" 75200012 0 2 313 NA 0 0.4607 0.2705 0.6314 0.3335 -0.0899 -1.9022 1.0457 -1.259 -0.8586 -1.4781 -1.0303 -2.003 -0.9828 1.0346 140 210 140 514.871 575.551 542.201
"2547" 75200151 0 1 494 5 0 -1.1538 0.8232 -0.5707 0.4637 -1.0974 -0.4415 -0.7823 0.2745 -0.455 -0.4396 1.5465 0.4657 -1.1481 -0.6576 255 170 170 401.287 462.368 407.581
"2548" 75200096 0 1 494 6 0 -1.1538 0.5206 -0.8279 -1.4869 -0.5176 -0.0845 -0.7823 -0.0845 -1.8427 -0.4396 1.2496 1.1207 0.481 -0.6576 210 280 280 399.64 394.333 370.52
"2549" 75200171 0 1 494 5 0 -1.4526 1.0453 -0.733 -0.687 0.4558 -0.0553 -0.7823 -0.4662 -0.303 -0.8243 -0.1918 -0.5789 0.385 -0.6576 180 240 180 414.592 416.791 406.854
"2550" 75200175 1 1 494 5 0 -2.7114 0.2705 0.1956 -0.2006 -0.0614 0.5301 -0.7823 1.1066 1.0651 1.1793 0.8911 1.0396 -0.2023 -0.6576 180 135 180 529.032 452.041 529.364
"2551" 75200093 1 1 494 4 0 -0.7775 0.2705 -0.9792 -0.2006 -1.7841 -0.9879 0.8615 0.1966 -0.1364 -1.5532 0.7716 0.1535 -0.8566 1.0346 165 165 165 521.193 489.956 541.388
"2552" 75200121 1 3 500 6 1 NA NA NA NA NA NA NA 1.3464 1.6414 1.1793 0.5839 1.3547 1.314 NA NA NA NA 423.125 354.395 341.271
"2553" 75200107 1 1 494 6 0 -0.3377 1.2958 -0.2661 -0.687 -0.5176 -0.3184 -0.7823 0.5112 -0.0027 1.1793 0.463 1.1378 1.314 -0.6576 240 160 240 466.392 449.253 514.941
"2554" 75200141 1 1 494 4 0 -1.4882 0.2705 -2.345 -1.8939 -0.0129 0.0153 0.2907 -1.4214 -1.2382 -2.2417 -0.4619 -1.3359 1.314 -0.6576 300 240 240 420.307 457.989 419.123
"2555" 75200167 1 1 494 4 0 -0.5455 0.8769 -0.0326 -1.8939 1.6219 -1.0339 -0.7823 1.6184 1.8653 -0.6122 1.4684 0.701 1.314 1.0346 180 120 180 489.6 467.781 440.546
"2556" 75200040 0 1 494 NA 0 -1.1538 1.2958 -0.2661 NA NA NA NA -0.1333 0.0528 1.1793 -0.2372 -1.1806 NA NA NA NA NA 407.646 492.025 437.19
"2557" 75200145 0 1 494 6 0 -0.2554 -1.272 -1.3898 -0.687 -1.0974 -0.3184 0.1462 0.4605 0.3269 1.1793 -0.0812 0.8969 -0.5575 0.5029 210 210 210 553.352 602.949 592.263
"2558" 75200047 1 1 494 5 0 0.0127 -0.2888 0.4352 0.8207 -0.7622 -0.1762 -0.7823 0.0991 0.5278 0.2646 -0.0259 0.513 1.314 1.0346 270 180 270 454.479 300.291 368.287
"2559" 75200176 1 1 494 4 0 -1.0555 0.2705 -0.2661 -1.2792 -0.4909 0.826 NA -0.1643 -0.4983 -0.8326 0.5646 -0.2769 -0.3673 1.0346 NA NA NA 479.377 509.889 519.142
"2560" 75200170 0 1 494 6 0 -0.321 NA -1.2263 0.4637 -1.0974 0.3401 -0.7823 0.3378 0.2363 -0.4903 0.1923 1.1843 0.0297 1.0346 180 180 180 434.822 513.03 509.318
"2561" 75200132 1 1 494 6 0 0.6523 -0.6346 0.1956 -0.687 0.3444 -0.1843 0.2907 1.7091 1.3363 1.1793 1.3056 1.5118 -0.3971 -0.6576 240 120 240 517.57 558.267 563.953
"2562" 75200008 0 1 494 6 1 NA NA NA NA NA NA NA -0.4748 1.0089 1.1793 -1.3704 -0.342 1.314 NA NA NA NA 402.644 350.494 381.666
"2563" 75200192 1 2 664 4 0 -0.0176 2.0692 0.6314 -1.2319 0.7728 -0.3184 -0.7823 -0.4593 -0.4045 -0.4903 -0.011 -0.9767 -0.2023 1.0346 180 180 180 469.637 432.521 460.188
"2564" 75200193 0 1 494 6 0 -0.4556 0.2705 -0.9792 -0.687 -0.4684 -0.4415 -0.7823 -0.3441 -1.8427 -0.8243 0.6713 -0.2867 1.314 -0.6576 180 120 180 446.783 504.546 446.847
"2565" 75200125 0 2 494 5 0 -0.917 -1.272 0.3709 -0.2006 0.3858 0.6818 -0.7823 0.2555 -0.5849 1.1793 0.2423 -0.4657 -0.0862 1.0346 240 180 180 495.116 557.361 551.422
"2566" 75200130 1 1 494 6 0 0.0127 0.2705 -0.2661 -0.687 -0.5536 -0.3184 NA 0.6397 0.3536 -0.8326 0.8334 1.2494 0.1597 NA NA NA NA 524.545 571.693 635.525
"2567" 75200115 1 1 494 6 0 0.6523 -0.4021 0.7871 -0.3498 -0.4909 -0.8548 -0.7823 0.2942 0.7639 -0.4903 -0.0881 0.9332 0.7015 1.0346 80 40 80 600.844 584.241 609.511
"2568" 75200138 0 3 853 5 0 0.5572 0.2705 0.1956 0.5949 -1.0974 -0.672 0.8615 0.6776 -0.303 1.1793 0.8728 0.2232 -0.3673 -0.6576 220 165 220 487.47 636.011 572
"2569" 75200079 0 1 494 4 0 1.0781 -0.4021 -0.5707 -0.13 2.3693 0.6818 -0.7823 0.2079 -0.4983 -0.6853 1.158 0.2206 -0.0554 1.0346 180 120 180 537.403 594.77 571.433
"2570" 75200084 0 1 494 5 0 0.4444 -0.5536 -1.7664 1.8905 -0.4909 0.9683 -0.7823 0.4477 0.7334 -0.4396 0.238 0.4201 1.314 0.6364 150 150 150 489.981 528.197 451.424
"2571" 75200135 0 1 494 6 0 -1.1538 -0.4021 2.0054 0.3335 -0.0614 -0.6659 -0.7823 0.3384 -0.8586 0.0477 0.9651 0.9519 0.061 0.2127 180 120 180 469.745 481.755 504.825
"2572" 75200086 1 1 494 4 0 -0.224 -1.272 0.7871 0.052 NA NA NA 0.9818 1.1527 -0.6853 1.0005 0.2453 0.039 NA NA NA NA 577.446 606.837 662.453
"2573" 75200024 0 1 494 6 0 1.5998 0.8232 0.4978 1.8905 -1.0583 -0.6632 0.8233 2.0697 1.1527 1.1793 2.0892 1.9098 -0.2327 1.0346 180 240 180 533.262 694.71 564.422
"2574" 75200061 0 1 494 6 0 -2.7114 -0.4021 1.1811 0.052 -0.5676 2.7249 0.2907 1.2627 1.6414 1.1793 0.5287 1.3431 -0.6262 1.0346 180 180 180 527.925 597.011 473.15
"2575" 75200017 1 1 494 5 0 -1.9715 0.7192 2.0054 -1.8939 -0.4909 -0.6313 0.2907 0.2085 -0.4983 1.1793 0.4911 -0.2817 -0.0037 1.0346 160 160 120 404.415 353.401 468.238
"2576" 75200035 1 1 494 4 0 -0.7637 -1.272 0.1956 -0.687 -0.5176 -0.3184 -0.7823 -0.6308 -0.303 -1.2622 -0.2199 -0.0183 -0.013 -0.6576 165 165 165 481.447 515.98 455.732
"2577" 75200155 1 1 494 6 0 -0.0024 3.0064 -2.345 1.8905 -1.4832 -0.6659 1.1625 -0.2608 -1.8427 -0.6687 0.6093 -0.2164 -2.7106 1.0346 180 120 NA 412.21 283.232 392.366
"2578" 75200080 1 1 494 6 0 -1.0279 -0.4021 -0.2661 0.4637 -0.0614 -1.186 0.8233 0.1926 0.1926 1.1793 0.0662 0.9474 -0.5973 0.2169 180 180 120 477.144 533.022 532.648
"2579" 75200164 1 1 494 5 0 -1.793 1.2826 -2.345 1.0109 -3.1675 -0.7485 -0.7823 -0.6353 -0.7441 -1.3001 0.391 -0.0665 -1.1481 -0.6576 140 210 140 422.104 411.457 406.261
"2580" 75200196 1 1 494 3 0 0.3703 -1.272 -0.9792 0.052 -0.0614 0.3018 -0.7823 0.2981 -0.4983 1.1793 0.3596 -0.6562 0.1694 1.0346 180 120 180 645.7 637.344 627.53
"2581" 75200033 0 3 494 6 0 -0.9016 0.2705 -0.2661 0.4637 0.7251 -0.4415 0.7703 0.2922 NA -0.2116 0.1551 0.7839 -0.2023 1.0346 195 195 195 563.373 521.059 452.497
"2582" 75200224 0 1 494 6 0 0.1499 0.7192 -0.8441 1.8905 -2.1353 -1.1078 0.2907 -0.3433 -0.2025 -1.0193 -0.1877 0.0316 -0.5864 -1.0657 70 140 140 495.89 578.603 552.943
"2583" 75200079 0 1 494 6 0 -0.2704 -0.4021 NA NA NA NA NA 1.5698 0.6472 1.1793 2.6524 1.2564 0.1597 NA NA NA NA 453.373 437.553 396.877
"2584" 75200143 0 2 853 6 0 0.4627 -0.7816 -1.2263 -0.9295 0.0691 0.4458 -0.7823 0.3747 1.6414 -0.4903 -0.7678 1.1456 0.7015 0.3622 360 180 450 656.465 655.324 659.995
"2585" 75200064 0 2 853 3 0 0.3992 -0.1632 -0.0326 -0.3799 -0.0614 0.9587 -0.7823 -2e-04 -0.7441 -0.4903 1.0005 -0.4545 0.4522 0.005 180 180 180 343.779 461.342 349.617
"2586" 75200141 0 1 494 5 0 -1.1538 0.7192 -0.733 -0.4342 -0.0614 0.3018 0.8233 0.6689 -0.4983 1.1793 1.7574 0.2776 1.314 1.0346 220 220 165 413.663 513.675 517.953
"2587" 75200098 0 1 494 4 0 0.2694 -1.272 -1.5513 -0.3799 1.5527 -0.4415 0.8615 -0.3226 0.1926 -1.8124 0.3305 -0.9427 0.6259 1.0346 220 165 165 583.464 526.128 527.419
"2588" 75200045 1 1 494 6 0 -1.9715 1.2958 NA -0.3799 -1.0183 -1.2054 -0.7823 -0.3188 -0.1364 -1.3835 0.2359 0.6536 -1.1481 -0.6576 180 120 180 482.093 422.559 463.585
"2589" 75200063 1 2 500 6 0 -2.7114 0.2705 0.7871 1.0671 NA 0.4951 0.8615 -0.8139 -0.7441 -0.9779 -0.3582 0.611 0.7628 1.0346 240 120 120 444.78 473.856 414.12
"2590" 75200046 1 1 494 NA 0 -0.6146 -0.6346 -0.9792 0.4637 -0.7906 -0.7386 0.2907 -0.6883 -0.3227 -1.2622 -0.0517 -1.0754 0.5893 -0.6576 480 360 240 509.624 415.827 448.934
"2591" 75200119 1 1 494 NA 0 -0.4556 0.2705 0.1956 -0.4342 -0.5176 -0.3184 0.2907 -0.6143 0.0528 -1.3835 -0.2055 -0.5564 0.385 -0.6576 180 180 180 593.133 592.644 549.098
"2592" 75200057 1 1 494 6 0 0.4299 0.9567 2.0054 -1.4869 2.3693 -0.0264 -0.7823 1.0904 1.6414 -0.9386 0.5556 1.3189 -0.3248 -0.9122 195 130 130 618.137 490.717 555.342
"2593" 75200140 0 2 494 6 0 0.1372 0.8232 0.411 -1.8939 2.3693 -3.2367 -0.7823 0.7418 -0.4983 1.1793 1.5943 0.785 1.314 1.0346 180 180 120 431.624 442.531 476.094
"2594" 75200059 0 1 494 6 0 -0.7077 -0.4021 -0.2661 0.4637 -0.5176 -0.4415 -0.7823 0.4554 1.3363 -0.1357 -0.4711 0.8873 -0.3673 -0.6439 180 240 180 522.682 555.448 501.493
"2595" 75200206 0 2 494 2 0 0.0127 0.7192 -0.9792 -1.4242 -0.0614 -0.1903 -0.7823 1.4828 1.0651 1.1793 1.1729 -0.0236 -0.2023 1.0346 120 120 120 476.155 546.68 490.51
"2596" 75200024 1 NA 500 6 NA -0.1119 -1.272 -2.345 -1.8939 -3.1675 -1.2605 -0.7823 0.3553 1.0089 1.1793 -0.5469 -0.2353 1.314 -2.4468 0 120 0 386.719 277.281 411.862
"2597" 75200017 1 1 494 6 0 -0.4556 1.1361 -0.733 0.4637 -0.4684 -0.2482 NA -0.2004 -0.7441 0.1806 0.1888 0.8786 -0.2023 -0.6576 200 160 160 625.369 597.722 526.951
"2598" 75200222 1 1 494 5 0 -0.1327 -0.5536 -1.3427 -1.0109 -1.706 -1.0813 0.7841 0.8323 -0.303 1.1793 1.4505 0.9016 -0.2023 -1.5847 NA NA NA 403.249 377.318 313.237
"2599" 75200138 0 3 420 4 0 0.5572 -1.272 -0.733 -0.687 -0.1769 -0.9694 0.8615 2.593 1.6414 1.1793 2.0237 0.7671 -1.1481 1.0346 200 200 150 415.859 453.995 346.429
"2600" 75200055 0 1 494 5 0 -0.1042 0.2705 -1.2263 1.8905 -1.3068 -0.3184 0.7703 -0.9032 -0.4983 -1.2622 -0.1754 -0.4458 1.314 1.0346 240 180 180 457.697 534.436 416.881
"2601" 75200149 1 1 494 6 0 -0.3822 0.2705 0.3709 -0.687 -0.0614 -0.8724 -0.7823 -0.4303 -1.2382 -0.4396 0.0217 0.2429 -1.1481 -2.4468 NA NA NA 394.454 390.338 425.073
"2602" 75200222 0 1 494 5 0 -1.352 0.7192 1.1811 -0.687 -0.0614 0.6818 -0.7823 0.0656 -0.0465 -0.6853 0.6579 -0.2749 -0.9734 0.2127 240 240 240 509.293 570.417 466.45
"2603" 75200057 0 1 494 6 0 1.0123 0.2705 -0.5707 0.4637 -0.0614 -0.4509 0.1462 0.0509 -0.1364 -0.1357 -0.2583 0.9238 1.314 -0.6576 180 120 120 613.073 639.549 632.293
"2604" 75200094 1 1 494 6 0 -1.9715 -1.272 0.7262 -1.8939 1.59 0.6818 1.2327 0.6067 0.7639 0.2646 0.5449 0.8467 -0.2023 1.0346 275 165 165 487.032 532.642 552.373
"2605" 75200212 0 2 853 6 0 1.1914 -0.8863 -0.2047 0.4637 0.3611 -0.6464 -0.7823 0.7024 0.4806 1.1793 0.0484 1.0711 0.7015 -1.1847 375 150 300 580.819 660.244 624.719
