"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "joy_read" "pisa_difficulty" "competitiveness" "fear_failure" "resilience" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie"
"708" 75200170 0 1 494 6 0 -0.5753 -1.272 2.0054 -0.13 2.3693 2.7249 -0.7823 1.9267 1.1527 1.1793 1.9902 1.5982 -0.4377 1.0346 180 180 180 661.98 642.862 645.829
"709" 75200159 0 3 500 6 0 -1.0555 1.0453 -0.2661 -0.2006 2.3693 -0.1769 -0.7823 -0.9538 -1.2382 -1.3216 -0.2334 -0.5849 1.314 1.0346 280 210 140 465.485 462.138 478.785
"710" 75200134 0 1 494 5 0 -1.7421 -0.2888 1.2643 1.8905 -0.1433 1.4685 0.8233 -0.603 -1.2382 -1.2189 0.4077 -0.1724 1.314 1.0346 165 165 165 450.904 514.861 419.617
"711" 75200120 1 1 494 5 0 -0.4556 0.2705 -0.5707 1.1422 -1.0583 -0.3184 NA 0.391 -0.303 1.1793 0.7227 -0.1315 -0.3673 -0.6576 135 135 135 459.738 503.634 515.213
"712" 75200016 0 1 494 6 0 1.7513 0.2705 0.4352 0.4637 -0.0614 -0.1843 -0.7823 1.4438 1.6414 1.1793 0.4839 0.7879 -0.7769 -0.6576 180 180 180 633.3 621.421 664.173
"713" 75200161 0 1 494 5 0 2.6131 -0.6346 -0.5229 1.8905 1.1777 -0.3184 -0.7823 0.1454 -0.1969 -0.5668 0.688 0.2922 -0.0554 0.2169 360 360 360 635.661 593.058 596.162
"714" 75200164 1 1 494 6 0 7e-04 -0.2888 2.0054 -0.9295 -0.0614 -2.0909 -0.7823 -0.3995 -0.303 1.1793 -0.7302 0.3131 1.314 -0.6576 180 180 180 479.531 548.051 449.634
"715" 75200071 1 1 494 4 0 0.0127 0.9672 NA NA NA NA NA 0.6376 0.0528 -0.6122 1.5168 0.121 1.314 NA NA NA NA 479.36 566.86 474.403
"716" 75200044 1 1 494 6 0 0.0127 0.2705 -0.5707 -0.687 -0.0614 0.4752 NA 0.3493 0.0528 -0.1357 0.6013 1.0693 0.3485 NA NA NA NA 545.938 591.962 582.184
"717" 75200166 1 1 494 5 0 -0.0339 -1.272 0.1956 0.1097 0.0217 0.6818 0.2907 0.4076 -0.1364 1.1793 0.5751 0.5923 -0.5973 -0.6576 165 165 220 524.932 564.332 571.329
"718" 75200105 0 3 500 NA 0 -0.2044 0.2705 NA NA NA NA NA 0.029 -0.0465 -0.4396 0.3968 -0.7079 -0.2023 NA NA NA NA 400.066 350.437 432.183
"719" 75200172 0 1 494 5 0 -0.1042 0.8232 -0.2047 0.4637 -0.8273 0.0342 -0.7823 -0.407 0.0983 -0.6853 -0.2698 -0.4181 -0.5575 -1.1847 260 260 195 550.458 578.316 554.299
"720" 75200022 0 1 494 6 0 0.0127 -1.272 -0.0326 -0.13 0.8496 0.6344 -0.7823 0.7529 1.6414 -0.1357 -0.1396 1.1538 0.385 1.0346 195 195 195 614.16 669.56 631.816
"721" 75200032 1 1 494 5 0 0.638 0.2705 2.0054 0.8794 2.3693 -0.6127 0.1462 0.8566 0.4551 -1.3311 1.2007 1.0435 -0.7857 -1.3939 120 180 180 488.87 477.907 543.967
"722" 75200110 1 2 494 4 0 -1.7421 0.7192 1.1811 -0.4342 0.3193 0.3241 1.2618 -0.7371 -0.8586 -0.4903 -0.3951 -1.0154 -0.2023 -0.6576 240 240 240 553.629 504.461 447.179
"723" 75200135 1 1 494 NA 0 -1.557 -0.6451 0.1956 0.855 0.4152 -0.3184 0.2907 0.097 -0.1364 -0.4396 0.242 0.4573 0.7628 -0.67 180 180 180 486.159 406.737 475.866
"724" 75200184 1 3 853 6 1 0.2081 1.9717 -0.4112 -0.4342 -1.0884 -0.7587 1.7669 0.4576 1.3363 1.1793 -0.24 NA 1.314 -1.0657 NA NA NA 359.1 306.941 312.289
"725" 75200019 0 1 494 6 0 0.2694 -0.4021 -0.6888 -0.13 -0.4684 -0.0358 -0.7823 1.4274 1.0945 1.1793 0.9398 1.5256 -0.2023 -1.0691 240 300 120 592.855 514.075 548.847
"726" 75200015 1 3 853 5 0 -1.0322 3.0064 2.0054 -1.8939 2.3693 -0.9879 NA -1.005 -0.5849 -1.3873 -0.2814 -0.4582 -1.7418 NA NA NA NA 403.531 329.367 407.777
"727" 75200192 0 1 494 6 0 -0.3571 -0.4021 -0.2661 0.1097 -0.109 0.3241 0.7703 0.124 1.1527 -0.6853 -0.587 0.7471 1.314 -1.0657 270 180 180 554.995 614.646 578.907
"728" 75200104 1 1 494 6 0 -0.4868 -1.272 0.2653 0.9606 -1.3477 -2.062 2.0604 0.9675 1.6414 1.1793 0.0538 1.3309 1.314 -1.3939 180 180 210 578.781 513.287 536.292
"729" 75200050 1 3 664 6 0 -0.1042 0.2705 2.0054 -0.687 2.3693 -3.2367 -0.7823 1.0133 1.3363 1.1793 0.4559 0.3994 1.314 1.0346 120 120 120 581.556 492.19 539.807
"730" 75200009 1 1 494 4 0 -2.7114 -1.272 -0.0591 -0.3799 1.0615 1.4685 0.8233 -1.1968 NA -4.3841 -0.0894 -0.9708 1.314 1.0346 200 150 150 672.094 595.217 610.115
"731" 75200018 1 1 494 6 0 -0.2786 -0.7816 -0.5707 0.6556 -0.8273 -0.445 -0.7823 1.0265 0.7639 -0.1357 0.8725 1.3466 0.1155 -1.2947 180 120 240 710.329 722.349 679.141
"732" 75200166 1 1 494 6 0 0.0995 -0.7816 -0.2047 -0.2006 -0.0614 0.6818 0.1462 0.825 0.5278 1.1793 1.0005 1.2514 -0.6262 0.6364 180 180 240 558.826 517.82 553.584
"733" 75200132 0 1 494 6 0 1.2316 0.7192 -0.5707 -0.2006 -0.0614 -1.186 1.7316 -0.0788 0.7639 -0.6853 -0.6388 0.7077 -0.0439 1.0346 240 180 180 499.924 588.163 548.405
"734" 75200182 1 1 494 5 0 0.3891 -1.272 -1.0214 -1.1597 2.3693 0.4829 -0.7823 0.0268 0.0528 -0.6122 0.463 0.2829 1.314 1.0346 160 120 120 517.822 542.953 529.891
"735" 75200189 0 1 494 6 0 -0.8176 0.7192 -0.0326 0.8794 -1.0583 -0.1858 0.1462 0.4119 0.5278 -0.6853 0.8184 1.0449 -0.2023 -0.6576 180 120 180 455.209 437.212 463.07
"736" 75200128 0 1 494 4 0 -0.4423 -1.272 -0.2047 1.3423 -0.6123 -0.7782 0.7294 0.0298 -0.8586 0.1806 0.5086 -0.387 1.314 1.0346 165 220 220 496.974 569.428 517.383
"737" 75200110 0 3 853 2 1 -0.8176 0.7192 0.1956 0.4637 -0.5176 -0.3184 -0.7823 -1.6765 -1.8953 -1.9645 -0.6813 -2.013 -1.1481 -1.0691 195 195 195 408.451 398.278 413.191
"738" 75200041 0 1 494 6 0 -0.2704 0.7192 -0.9792 0.0208 -1.0491 -0.4415 -0.7823 2.342 1.6414 1.1793 1.5348 1.8486 1.314 -1.7696 195 130 130 555.484 588.206 513.298
"739" 75200109 0 1 494 4 0 0.5572 0.2705 -0.9792 1.4083 -1.4832 -0.1562 -0.7823 0.5838 0.7639 -0.5218 0.2256 -0.7687 1.314 -1.1847 NA NA NA 531.696 546.281 551.987
"740" 75200115 1 1 494 6 0 -0.4629 -1.272 -2.345 -1.109 1.59 2.7249 -0.7823 0.8885 0.7639 1.1793 0.3628 1.2604 1.314 -1.5824 80 40 80 569.267 462.973 521.35
"741" 75200192 1 1 494 5 0 -0.7983 0.2705 1.1811 1.8905 -1.0583 -0.8548 1.1625 -0.2845 -0.8586 -0.8243 0.298 -0.1355 1.314 1.0346 160 160 160 447.522 454.808 493.346
"742" 75200108 0 1 494 5 0 2.6131 0.5206 -0.9792 -1.8939 1.0615 -0.3389 0.1462 0.3058 1.0651 -1.2622 -0.1229 0.7596 0.7628 0.2169 240 160 240 544.318 620.485 528.531
"743" 75200045 1 1 494 5 0 -0.2875 0.2705 -0.2661 0.1097 -0.0614 0.6818 0.2308 1.3793 1.0945 1.1793 0.8188 0.9332 0.7628 -0.6576 210 280 210 525.136 405.62 414.68
"744" 75200037 1 1 494 6 0 -0.9016 1.2958 -0.2661 -0.2006 -0.0614 -0.3184 -0.7823 0.0226 0.6962 -1.2622 -0.0964 0.867 0.4394 -0.6576 240 80 160 681.67 664.367 597.643
"745" 75200102 0 1 494 6 0 0.0127 0.2705 2.0054 -0.687 1.1777 0.2968 -0.7823 1.0745 -0.1364 1.1793 1.438 1.2375 1.314 0.6364 195 130 195 463.36 459.227 397.258
"746" 75200051 1 2 853 NA 1 NA NA NA NA NA NA -0.7823 0.4373 0.4113 NA 0.4626 0.2206 NA 1.0346 NA NA NA 289.757 240.224 188.988
"747" 75200189 0 1 494 6 0 1.2316 -1.272 -0.2047 0.4637 -0.8273 -0.4509 -0.7823 0.5328 1.1527 -0.6853 -0.0251 0.7547 0.6259 0.2169 180 120 120 552.242 568.709 540.33
"748" 75200001 0 1 494 5 0 1.2316 0.2705 -0.2047 1.8905 0.3444 -0.3184 0.2907 1.6953 0.8129 0.0477 2.2443 0.9149 -0.2023 1.0346 280 280 280 623.026 690.145 673.03
"749" 75200024 0 3 500 6 1 -0.3408 1.0453 NA NA NA -0.3937 -0.7823 0.5053 1.6414 1.1793 -0.4388 -0.1109 NA NA NA NA NA 315.134 321.685 339.087
"750" 75200058 0 3 494 6 1 2.0787 -1.272 -0.733 -0.687 0.8496 2.7249 -0.7823 0.5482 0.6163 1.1793 0.5076 0.7031 1.314 1.0346 180 180 180 398.313 462.04 414.967
"751" 75200197 0 2 853 6 0 0.638 0.8232 0.1956 -0.687 -0.0614 -0.3128 -0.7823 -1.019 0.1849 -1.3835 -0.8082 0.0132 0.6259 -0.6576 NA NA NA 352.303 322.934 349.867
"752" 75200179 0 1 494 6 0 -1.9715 -1.272 -1.7664 -0.687 -0.0614 -0.3184 -0.7823 0.9567 1.1322 0.68 0.5469 0.3343 0.1274 1.0346 200 150 50 362.389 382.373 380.124
"753" 75200191 0 1 494 6 0 0.0127 -1.272 0.571 0.4637 -0.1433 -0.3184 -0.7823 0.5135 0.5278 -0.1357 0.1996 1.1388 -0.2441 -0.6576 180 180 180 614.558 643.001 598.028
"754" 75200030 1 3 853 6 0 -0.5753 0.9672 -0.9792 1.8905 -0.5434 0.0544 -0.7823 0.2032 -0.4983 -0.3487 0.5351 1.1964 -1.0266 -0.6576 195 195 195 393.576 391.276 420.533
"755" 75200144 1 1 494 4 0 -0.4556 0.2705 0.4978 -0.687 -0.0614 -0.2897 -0.7823 1.2273 1.6414 1.1793 0.7571 -0.263 -0.2023 1.0346 180 180 240 572.632 463.33 524.956
"756" 75200102 0 1 313 6 0 2.6131 -1.272 -2.345 -0.0845 -0.8273 -1.5325 -0.7823 1.0106 1.6414 1.1793 -0.0894 1.2983 -0.9828 1.0346 180 120 180 572.855 566.872 590.638
"757" 75200135 0 1 494 4 0 -0.2704 1.6524 0.1956 0.4637 -0.0614 0.4951 0.8233 0.4978 0.931 0.6184 -0.0312 -0.5366 -0.0037 -0.6576 180 120 180 482.533 527.383 431.674
"758" 75200174 0 1 494 6 0 0.638 0.2705 -0.2047 1.8905 -0.5319 -0.7428 0.2907 -0.0573 0.5278 -1.956 -0.0641 0.6361 -0.4377 -1.3914 180 180 120 549.217 642.916 613.687
"759" 75200216 0 3 853 2 0 -0.0176 NA 0.1956 -1.8939 NA NA NA -1.3305 0.0528 0.0477 -1.8 -1.7475 -2.7106 1.0346 120 120 120 434.306 299.41 346.998
"760" 75200087 1 2 494 NA 0 0.3703 0.2705 0.4352 0.8794 1.0312 -0.0358 NA 0.911 0.7639 1.1793 0.5647 9e-04 -0.0862 -1.3939 NA NA NA 475.079 612.413 564.18
"761" 75200165 1 1 494 5 0 -0.4868 -0.4021 0.4352 0.4637 0.5075 -0.2444 0.1462 -0.1531 -0.7441 0.0477 0.1279 0.6984 0.7628 0.2169 180 120 120 559.233 669.516 655.749
"762" 75200168 1 1 494 6 0 2.6131 -1.272 0.1956 -0.687 0.3611 0.8801 0.8233 0.321 0.1926 1.1793 -0.1016 0.9445 1.314 -0.6576 180 180 180 497.454 546.308 534.204
"763" 75200045 0 1 494 6 0 -2.7114 0.7192 -0.2661 0.4637 1.5527 0.9587 0.8233 0.1901 -1.2382 -0.8243 1.7574 0.7379 0.7015 -0.6576 180 180 180 366.848 318.087 383.57
"764" 75200165 0 1 494 6 0 0.0127 0.7192 -0.5707 0.4637 -0.8273 -0.3184 NA 1.2557 0.6472 0.0477 1.6309 1.4337 0.1597 -0.6576 NA NA NA 597.425 544.582 532.044
"765" 75200035 1 1 494 4 0 -1.0555 0.2705 -0.9372 0.4637 -1.0974 -0.132 -0.7823 -0.4438 -0.303 -1.2622 0.1009 -0.237 -1.1481 -1.3914 165 165 165 479.515 507.083 497.091
"766" 75200028 1 1 494 6 0 0.9011 -0.6451 0.3709 -0.13 -0.4684 0.1634 -0.7823 0.4921 1.6414 -0.1357 -0.4446 1.0789 0.3485 -0.6576 180 180 180 639.904 725.422 676.241
"767" 75200220 1 NA 494 6 0 -0.0176 0.2705 -0.733 -1.8939 -0.0328 0.6818 -0.7823 1.4469 0.8508 -0.3487 1.9989 1.5245 0.3019 0.2169 180 180 180 480.783 458.182 459.314
"768" 75200189 1 1 494 NA 0 -2.7114 1.7413 2.0054 NA -0.8109 -0.4814 -0.7823 2.0059 1.6414 1.1793 1.0792 1.4482 0.061 0.2127 195 195 65 506.163 390.581 468.051
"769" 75200053 1 1 494 6 0 -1.9715 -1.272 -1.2263 -0.7592 -0.0614 0.6818 -0.7823 1.1531 NA 0.6184 1.9793 1.0858 -1.1481 -1.5824 120 180 120 490.794 503.585 518.998
"770" 75200013 1 1 494 6 0 0.6359 -1.272 0.1956 -0.4342 -0.8273 -0.8245 -0.7823 0.7327 -0.1547 0.1806 1.2184 1.0511 -0.8998 -1.3914 180 180 120 634.512 696.337 585.794
"771" 75200151 1 1 494 6 0 -0.7553 0.2705 2.0054 -0.13 -0.5176 -0.7386 -0.7823 0.7179 0.3269 1.1793 0.4837 1.1745 -1.1481 -0.6576 195 195 195 576.719 522.718 517.138
"772" 75200213 1 1 494 5 0 0.8628 0.2705 0.1956 NA NA NA NA -0.1388 1.1527 -0.6944 -1.2599 0.4398 1.314 NA NA NA NA 636.416 525.84 543.207
"773" 75200042 1 1 494 6 0 -2.7114 1.6524 -2.345 0.4637 -0.0614 -0.6659 1.1625 -0.2015 -1.8427 -0.4396 0.2805 0.6063 1.314 -1.5824 120 120 120 408.435 307.15 350.285
"774" 75200167 0 1 494 6 0 1.5998 -1.272 1.2643 1.4083 -0.0614 -0.338 -0.7823 0.1915 0.1926 -0.1357 -0.241 0.8709 -0.2023 1.0346 260 NA 195 755.066 720.727 721.089
"775" 75200056 1 2 853 6 0 0.0166 NA NA -1.8939 -0.0614 0.3349 -0.7823 -1.302 -1.8427 -0.6122 -0.8528 0.1093 -1.1481 -0.6576 180 300 120 410.265 367.067 357.353
"776" 75200097 0 1 494 6 0 0.2694 -1.272 0.1956 0.052 0.3444 0.9683 0.2907 1.0224 0.7639 0.2646 0.8404 1.209 0.7015 1.0346 180 180 240 604.484 660.627 605.392
"777" 75200170 0 1 494 5 0 0.638 -0.5536 -0.9372 1.1422 -0.8575 -1.6827 0.1462 0.4893 0.4551 -1.9183 0.8404 0.624 -1.1053 0.0224 210 210 210 631.527 648.614 662.609
"778" 75200186 1 1 494 6 0 -1.9715 -1.272 1.1811 -1.8939 1.1777 0.1108 -0.7823 1.801 1.6414 -0.3487 2.3091 0.68 -2.7106 1.0346 200 200 100 428.712 416.931 415.719
"779" 75200136 0 1 494 6 0 0.4956 -0.7816 0.1956 0.4637 -0.5531 -1.1612 2.0604 0.3191 1.6414 -1.0527 -0.2909 1.0565 0.4394 -0.6576 150 150 150 633.343 665.934 634.469
"780" 75200055 1 1 494 4 0 -0.4556 1.6524 0.7262 0.4637 -0.5176 -1.186 2.4122 -0.3788 0.5278 -0.8243 -0.5573 -0.782 1.314 -0.6576 200 150 100 410.561 469.377 452.073
"781" 75200009 1 3 853 6 0 0.3606 1.0453 NA NA NA NA NA -1.1485 -0.1969 -1.3904 -0.6189 -2.1514 -0.7366 NA NA NA NA 383.134 196.364 348.489
"782" 75200068 1 2 494 6 0 0.0797 -1.272 -0.6888 0.8207 0.3858 -0.7264 0.2907 0.1366 0.0528 -0.3792 0.2648 0.7989 1.314 1.0346 240 240 180 489.73 482.89 448.771
"783" 75200100 0 1 494 4 0 -1.2627 1.2958 -0.5707 0.1097 -1.3068 -1.5796 -0.7823 -0.6767 0.3518 -1.5254 -0.0783 -0.3356 -1.3684 -0.6576 165 220 220 389.662 382.282 404.702
"784" 75200097 1 1 494 5 0 0.5935 -1.272 -0.2047 0.9109 -0.1433 0.0348 0.1462 1.3896 1.6414 0.0477 0.7215 1.2499 1.314 0.6402 180 180 240 810.166 791.927 767.496
"785" 75200121 0 1 494 6 0 0.8683 -1.272 -2.345 -0.4342 -0.0328 -0.1939 -0.7823 0.2291 0.1926 0.0477 0.1093 0.7915 0.3485 0.2169 180 180 180 528.344 598.269 558.481
"786" 75200169 0 1 494 4 0 -0.301 -0.2888 -0.9792 -0.3498 -0.5176 0.6818 -0.7823 -0.1555 0.2923 1.1793 -0.6396 -0.9022 -0.9422 -0.6576 240 180 240 529.226 560.463 509.55
"787" 75200136 0 1 494 5 0 -0.7637 1.9717 1.2643 0.052 -0.0614 -0.9651 -0.7823 0.1247 -0.303 -1.1123 0.1539 0.5238 -1.2301 -0.6576 NA NA NA 399.207 457.15 437.603
"788" 75200205 1 1 494 6 0 -1.9715 -1.272 2.0054 -0.687 1.59 2.7249 -0.7823 -0.4991 -1.8427 -1.3873 0.2988 0.701 1.314 -0.6576 220 165 110 483.17 481.244 430.435
"789" 75200142 0 1 494 6 0 -0.8176 -1.272 -0.733 -1.2792 -0.0614 1.4326 -0.7823 0.8329 0.403 0.2646 1.2152 1.21 1.314 1.0346 195 130 195 492.511 483.793 509.311
"790" 75200130 0 1 494 4 0 0.1816 0.2705 -0.5707 0.4637 -1.0583 -0.3261 0.8615 0.4295 0.4551 -0.6853 0.3764 -0.5655 -0.0348 -0.6576 240 180 180 608.29 594.102 586.736
"791" 75200132 1 NA 494 NA 0 -2.7114 NA NA NA NA NA NA 0.1653 -0.4983 -0.4396 0.8404 NA -2.7106 NA NA NA NA 549.844 592.792 611.99
"792" 75200050 0 1 494 4 0 -1.4526 0.2705 -0.2661 -0.687 -0.0614 -0.3184 -0.7823 0.5596 1.3363 -0.1357 0.2783 -0.5105 1.314 -0.6576 120 120 120 443.722 539.719 501.676
"793" 75200095 1 1 494 NA 0 0.7883 1.6524 NA NA NA NA NA 0.2539 -0.8586 -0.4396 1.1271 0.0789 1.314 NA NA NA NA 521.482 418.023 510.729
"794" 75200130 0 3 853 6 0 -1.3214 -0.6346 -0.8279 -1.8939 -1.7181 -1.0163 -0.7823 0.2938 NA 1.1849 0.4378 0.933 1.314 -1.5847 225 225 225 393.174 311.479 316.043
"795" 75200044 0 1 494 6 0 -0.2584 1.2826 -0.5707 1.3423 -1.5365 1.4685 -0.7823 1.2821 0.8508 -0.4903 1.9105 1.3513 -0.635 1.0346 195 130 260 496.655 472.74 471.221
"796" 75200211 0 1 494 6 0 -1.352 -0.2888 0.7871 1.8905 -0.5319 -0.4509 0.1462 0.0504 -0.7441 1.1793 0.248 0.8301 -0.6262 1.0346 180 180 180 549.016 561.119 515.168
"797" 75200061 1 1 494 2 0 -0.7077 -1.272 -0.2661 -1.8939 -0.0614 2.7249 -0.7823 0.0789 -0.8586 1.1793 0.2648 -0.6583 -0.2023 1.0346 165 165 165 548.329 544.519 544.421
"798" 75200042 0 1 494 6 0 0.638 0.2705 0.1956 0.052 0.7034 NA NA 1.2988 1.1527 1.1793 1.0062 1.4467 -0.2023 0.2169 NA NA NA 529.443 562.858 548.544
"799" 75200151 0 1 494 6 0 -1.1538 -1.272 2.0054 -1.8939 2.3693 2.7249 -0.7823 1.3888 0.6472 0.2646 1.7574 1.4583 -2.7106 1.0346 220 165 165 497.589 485.721 452.26
"800" 75200094 1 2 494 3 0 -1.4526 0.2705 2.0054 -0.687 -0.0614 2.7249 NA -0.0937 -1.8427 -0.4396 1.3135 -0.8622 -0.2023 0.5029 200 150 150 505.221 483.045 496.974
"801" 75200196 0 1 494 6 0 0.8418 0.2705 -1.1146 0.5949 -0.4909 -1.2016 1.1211 -0.123 -1.2382 -1.2622 0.7221 0.6658 -0.2023 -1.1869 180 120 120 482.53 542.723 525.727
"802" 75200113 0 2 853 6 0 1.3468 0.8232 -0.9792 0.8794 -3.1675 1.4903 1.203 -0.0042 0.448 0.0477 -0.2435 0.5903 -1.1481 -1.3939 250 350 200 416.042 448.056 396.576
"803" 75200207 1 2 853 6 0 0.0329 -0.7816 -0.357 -0.3799 -0.0614 0.0348 0.2907 -0.0035 0.1926 1.1793 -0.477 0.7884 1.314 NA 180 180 180 574.82 548.063 621.113
"804" 75200003 1 2 853 0 0 0.0127 1.0453 0.1244 -1.4242 0.3444 0.6818 -0.7823 -0.3464 -1.8427 -0.4396 0.463 -2.3476 -0.2023 0.2127 220 165 165 567.628 562.75 523.533
"805" 75200169 0 1 494 6 0 -0.1042 -0.4021 -0.8279 1.8905 -0.4292 -0.6464 1.4721 1.1092 0.7639 1.1793 0.7795 1.1268 -0.2023 1.0346 240 180 180 447.086 373.67 393.632
"806" 75200207 0 2 853 2 0 -0.7413 -0.7816 -0.4112 -0.3799 1.5024 -2.4438 0.8615 -0.6565 -0.4983 -1.3216 0.1334 -1.2133 -0.7769 1.0346 180 180 180 604.778 624.968 595.446
"807" 75200096 0 1 494 4 0 0.9011 0.2705 -1.5513 1.1911 -0.8109 -0.0603 -0.7823 -0.4455 -0.4983 -0.4903 -0.1234 -0.3736 0.7628 1.0346 180 240 180 453.972 542.272 559.647
"808" 75200002 1 1 494 6 0 0.1984 0.8232 0.4352 1.8905 -1.5166 -0.8632 -0.7823 -0.1136 0.403 -0.4903 -0.6029 0.8475 -0.2023 0.2127 180 180 180 583.813 557.949 475.051
"809" 75200198 1 1 494 6 1 0.638 -1.272 -0.9792 -1.4869 -0.0614 -1.866 -0.7823 0.6893 0.7639 1.1793 0.23 0.7628 1.314 1.0346 90 90 90 631.553 598.948 643.8
"810" 75200113 0 1 494 6 0 0.7546 -1.272 -0.9792 0.1097 -0.1433 0.0348 -0.7823 0.4362 0.4551 1.1793 0.0562 0.8449 1.314 1.0346 180 180 180 624.594 573.188 628.78
"811" 75200132 1 3 853 6 0 1.1973 0.2705 -0.9792 -1.8939 1.6438 -0.6123 -0.7823 0.2496 1.3363 1.1793 -0.8327 -0.2191 1.314 1.0346 200 150 150 537.78 527.478 547.233
"812" 75200067 0 1 494 6 0 -0.7077 -1.272 -0.5707 -0.687 -0.9181 -0.3184 0.1462 0.1849 -0.3238 1.1793 0.3166 0.8869 0.385 -0.6576 160 80 160 549.221 451.17 558.126
"813" 75200161 1 1 494 5 0 -0.4556 -0.4021 -0.2661 -0.687 -1.0352 -0.7156 -0.7823 0.9919 0.6962 1.1793 1.0561 0.9531 1.314 -0.6576 240 180 240 409.806 403.901 420.751
"814" 75200155 1 1 494 6 0 -1.9715 -0.2888 -0.5229 -0.4939 0.3444 0.6818 -0.7823 0.5473 0.7334 0.0477 0.411 0.6223 -0.5973 1.0346 180 120 180 469.454 501.183 493.222
"815" 75200095 0 NA 500 4 0 0.0127 1.2958 NA -0.687 NA NA NA 0.0051 NA 0.7604 -0.131 -0.6144 -0.4377 NA NA NA NA 389.747 273.947 375.286
"816" 75200155 1 1 494 2 0 NA NA -0.9792 -0.687 -0.0614 0.1935 0.1462 -0.7218 NA -0.4914 -0.5087 -1.5423 NA -0.6576 180 120 180 292.812 356.993 328.758
"817" 75200060 1 NA 999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 378.421 409.022 360.488
"818" 75200013 0 3 853 0 1 0.8473 1.4058 1.2643 1.0109 2.3693 -0.5168 -0.7823 -1.7172 -0.3238 -1.0571 -1.9067 -2.4783 0.7628 -0.6576 195 195 130 314.352 283.879 283.767
"819" 75200047 0 1 494 6 0 0.2694 -0.5536 0.4352 1.8905 -0.5176 0.3018 0.2907 0.8922 1.0089 -0.6853 1.363 1.0643 0.6259 -1.1847 180 180 180 528.558 599.889 581.144
"820" 75200059 0 1 494 6 0 0.0127 -0.7816 0.7871 -0.1748 0.8021 0.4503 -0.7823 2.2118 1.6414 1.1793 2.2075 1.374 1.314 1.0346 180 180 180 524.783 615.584 597.827
"821" 75200041 0 1 494 6 0 -0.6146 1.0558 -1.2263 1.1422 -1.097 -0.2398 0.7703 0.7001 0.7639 -0.4396 0.5189 0.9565 -0.2023 -1.1847 180 120 120 539.121 516.989 556.824
"822" 75200149 0 1 494 4 0 0.7546 1.0453 2.0054 0.8794 -0.6123 -1.3298 0.1462 -0.0683 -0.2025 -0.6122 0.3939 -0.6455 -0.7769 1.0346 180 180 180 525.306 555.128 598.257
"823" 75200050 1 2 853 4 0 -1.3214 NA -2.345 1.8905 NA NA NA 0.1958 1.6414 0.0477 -0.5821 0.1053 1.314 NA NA NA NA 418.271 369.289 431.266
"824" 75200019 1 1 494 3 0 -0.2704 0.2705 1.2643 NA NA NA NA 1.3375 1.6414 1.1793 0.5449 0.7335 0.1155 NA NA NA NA 591.884 559.652 530.542
"825" 75200008 1 1 494 5 0 -0.2875 -1.272 NA NA 2.3693 NA NA 0.2002 1.6414 -1.0527 -0.5892 0.7286 1.314 NA NA NA NA 511.994 463.05 499.851
"826" 75200002 0 1 494 5 0 0.8418 0.9672 -0.9792 1.8905 -0.8273 -1.186 0.1462 1.5085 1.3363 1.1793 0.9278 1.2097 -0.2023 1.0346 180 180 180 587.966 702.394 616.244
"827" 75200166 1 1 494 6 0 -0.7196 -1.272 0.7871 0.4637 1.1497 2.7249 0.2907 0.7543 -0.0027 1.1793 1.0005 1.0788 0.039 1.0346 260 195 260 648.318 619.613 661.573
"828" 75200155 0 1 494 5 0 -0.1042 0.8232 0.4352 0.1097 0.3858 0.0544 -0.7823 0.4467 NA 0.6872 0.4989 0.7384 0.1597 1.0346 180 120 180 469.502 452.683 369.181
"829" 75200214 0 1 494 4 0 NA NA NA NA NA NA NA -0.0711 -0.7441 -0.3792 0.332 -0.8399 -0.7857 NA NA NA NA 575.745 590.811 568.152
"830" 75200049 0 1 494 4 0 -1.9715 0.9672 -1.7009 -1.8939 -1.3268 0.6818 -0.7823 -0.0143 -1.8427 -1.5971 2.0409 -0.837 0.4394 -2.0819 180 120 180 412.389 394.553 385.224
"831" 75200083 0 1 494 5 0 0.638 -0.7816 -0.9792 1.8905 -0.8738 -0.9052 1.7926 0.3097 -0.1364 -1.1515 0.9651 0.5926 -0.5575 -1.5824 150 150 200 515.888 576.835 537.287
"832" 75200172 0 1 494 5 0 -0.1042 0.9672 2.0054 0.4637 -1.1108 0.6818 0.2907 1.4632 1.6414 1.1793 0.8404 0.9708 -1.1481 -0.6576 240 120 180 548.651 542.441 572.827
"833" 75200007 0 2 494 4 0 0.1478 -0.7816 -0.9792 0.4637 -0.5176 0.1008 -0.7823 0.0589 0.1926 -0.6853 0.2074 -0.6728 0.4394 -1.1847 195 195 195 619.389 604.767 547.598
"834" 75200030 1 1 313 2 0 -1.1538 1.6524 -2.345 NA -2.1241 -1.2605 1.203 -2.2725 -1.8427 -1.5845 -1.9192 -1.6986 -0.5973 -0.6439 2210 2210 NA 407.907 408.649 361.6
