"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "school_changes" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav"
"1640" 5600057 1 1 1 5 0 -0.687 0.6818 -0.7823 0.317 -0.0455 1.1793 0.5601 0.3316 0.039 0.6364 0 200 200 150 530.727 459.201 513.065 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1641" 5600057 1 1 0 6 0 0.4637 -0.6693 0.8233 0.9944 0.4213 0.0477 0.6541 1.1703 -1.4974 -1.0657 1 250 200 150 588.267 603.945 591.831 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1642" 5600057 0 1 0 5 0 0.4637 -0.4509 -0.7823 0.4082 1.8415 1.1793 -1.2936 -0.043 -2.0248 1.0346 0 250 200 150 626.567 673.393 656.063 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1643" 5600057 1 1 0 6 0 0.3335 -0.3201 0.2907 1.1834 1.3903 1.1793 0.6673 1.2747 -0.8998 1.0346 0 250 200 200 694.539 711.315 733.093 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1644" 5600057 0 1 1 6 0 0.4637 -0.5665 0.7703 0.6436 0.8862 0.0477 0.2883 0.9298 -2.1007 -0.6576 0 250 200 150 655.029 679.439 658.039 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1645" 5600057 1 1 0 5 0 -0.2006 -0.6693 -0.7823 0.4237 -0.893 0.1806 0.9451 0.5288 -1.7418 0.3622 1 225 180 270 628.184 648.102 588.997 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1646" 5600057 1 1 0 6 0 -0.2006 0.0348 0.2907 0.0636 -0.1552 0.0477 0.2029 0.6169 1.314 -0.6576 0 200 200 150 606.318 585.716 607.008 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1647" 5600057 1 1 0 6 0 0.5949 -0.3184 -0.7823 1.1497 0.9533 1.1793 0.84 1.3046 -1.0185 -0.6576 0 200 200 150 618.474 638.891 607.303 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1648" 5600057 1 1 0 5 0 -0.3799 0.3241 0.2907 -0.4438 -1.8696 0.0477 -0.1065 0.0161 -0.7769 -1.0657 0 250 200 200 567.569 635.322 671.731 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1649" 5600057 0 1 0 6 0 0.052 -0.3184 -0.7823 0.7059 0.4984 1.1793 0.403 0.7433 -2.0248 0.2127 0 200 200 150 483.176 488.008 480.056 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1650" 5600057 0 1 1 6 0 0.1097 0.3241 -0.7823 0.1663 0.0181 0.1806 0.1987 0.8442 -1.7418 -0.6576 0 250 200 200 630.36 634.669 635.273 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1651" 5600057 1 3 3 2 0 -1.8939 0.0928 1.1928 -0.072 0.4984 -0.6853 -0.2267 -1.341 -0.8998 -0.6576 0 200 200 100 394.958 396.015 355.254 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1652" 5600057 0 1 0 6 0 0.4637 -0.4509 -0.7823 0.5044 -0.2704 0.0477 0.7322 0.5461 -0.7074 0.5029 0 200 200 150 545.196 616.096 582.778 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1653" 5600057 1 1 1 4 0 1.1422 -0.5552 0.8233 0.3249 -1.8696 0.2646 1.3465 0.0207 -0.9306 -1.0657 1 200 250 100 568.851 584.497 566.117 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1654" 5600057 0 1 0 6 0 -0.3799 0.3349 0.8615 1.6295 1.8415 -0.3487 1.139 1.3811 -0.3971 -0.6439 0 200 200 150 632.656 582.629 541.789 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1655" 5600057 1 1 1 5 0 -0.4342 0.6738 -0.7823 -0.4235 -1.2782 -0.6122 -0.3175 -0.4491 -1.3245 0.3622 0 200 200 150 588.199 612.711 652.647 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1656" 5600057 0 1 0 6 0 -1.2319 0.1935 -0.7823 0.072 0.171 1.1793 -0.2829 0.8843 -1.7418 -0.9122 0 200 200 150 614.831 683.535 629.824 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1657" 5600057 0 1 0 5 0 -0.2006 2.7249 -0.7823 -0.0461 -1.8696 0.0477 0.463 0.6615 0.7628 1.0346 0 200 200 100 588.695 641.632 591.638 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1658" 5600057 1 1 0 4 0 -0.4342 -1.186 1.7316 1.2369 1.0629 1.1793 0.3694 0.7361 -0.8998 -0.6576 1 200 200 100 584.827 509.69 570.009 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1659" 5600057 0 1 0 6 0 -0.687 1.4903 -0.7823 1.1361 0.9533 1.1793 0.9908 1.3764 -1.2781 1.0346 0 200 200 150 604.788 551.402 453.595 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1660" 5600057 1 1 0 4 0 -0.2006 0.1935 -0.7823 -1.1001 -1.8696 1.1793 -1.2538 -1.1123 -1.3245 -0.6576 2 180 225 135 580.562 635.238 603.57 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1661" 5600057 0 1 1 6 0 0.8207 0.1634 -0.7823 2.1523 1.8415 1.1793 1.1799 1.8323 -0.2023 1.0346 0 250 200 150 581.088 634.669 553.331 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1663" 5600057 1 1 0 4 0 0.5949 0.0348 0.2907 0.1474 0.1456 -0.6122 6e-04 -0.261 -0.5488 0.2169 0 200 200 150 638.439 651.394 640.12 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1664" 5600057 0 1 1 6 0 -0.687 0.3241 -0.7823 -0.3 -0.7708 1.1793 -0.3588 0.8075 -2.1007 1.0346 0 250 200 300 631.722 651.826 584.594 18 11.0085 0.6221 0.0131 0.6454 0.4436
"1692" 5600059 0 1 1 6 1 -0.687 2.7249 -0.7823 0.1848 -1.2782 -0.3487 0.9381 0.1734 -0.7366 1.0346 0 200 150 200 528.904 522.287 426.013 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1693" 5600059 0 1 1 4 0 1.4083 -0.0553 0.1462 0.3991 0.2871 1.1793 0.1383 -0.5777 -0.8998 1.0346 0 150 200 150 480.328 503.797 544.455 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1694" 5600059 0 1 0 6 0 0.4637 0.9517 -0.7823 0.549 0.4213 1.1793 -0.1721 1.2662 -1.7949 1.0346 0 150 150 150 429.438 388.687 380.036 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1696" 5600059 0 1 1 6 0 0.4637 -1.0394 1.4721 -0.0743 -0.893 -0.4903 0.2047 0.0233 -1.5447 -1.3914 2 150 200 150 528.218 515.997 509.293 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1697" 5600059 0 1 0 4 0 -0.4342 0.3241 -0.7823 -0.6155 -1.8696 0.0477 -0.5072 -1.007 -1.1408 0.2169 1 150 200 150 485.77 498.974 486.523 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1699" 5600059 0 1 0 6 0 1.8905 -0.3184 0.8233 0.4371 0.2589 1.1793 0.5185 -0.0858 1.314 0.2127 1 300 300 0 411.926 501.007 461.454 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1700" 5600059 0 1 1 4 1 0.9109 -0.3489 0.7703 1.1679 0.8862 1.1793 0.6376 0.0453 0.7015 -1.1847 2 0 0 0 381.966 475.115 429.62 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1701" 5600059 0 1 0 5 0 0.4637 -0.3184 -0.7823 0.3577 -0.1552 1.1793 0.3858 -0.64 0.7015 -0.6576 1 150 200 250 508.496 457.962 531.094 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1702" 5600059 1 1 0 6 0 -0.3799 -0.3184 -0.7823 0.1985 -0.1552 1.1793 0.2994 0.1388 -0.3172 0.6364 1 150 200 100 534.643 457.435 448.23 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1703" 5600059 1 1 1 6 0 -0.2006 -0.4415 0.2907 -0.2258 0.171 0.1806 -0.4828 -0.3416 -0.6262 -1.0691 1 0 0 150 480.334 510.142 520.009 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1704" 5600059 0 1 1 4 0 0.4637 -0.4509 1.1928 0.429 0.311 0.0477 0.3981 -0.6324 -0.3673 -0.6576 0 150 200 150 469.256 496.458 511.297 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1705" 5600059 0 1 1 4 1 0.4637 -1.0013 1.7926 -1.2797 -1.8696 -1.2622 -0.7408 -1.3239 -0.7366 -0.6576 0 0 0 0 446.259 439.978 450.873 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1706" 5600059 0 1 0 4 1 0.4637 -1.0344 0.7703 0.4793 -0.4882 0.0477 0.7607 -0.509 -0.9734 0.3622 2 150 150 50 427.19 402.4 401.141 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1707" 5600059 0 1 0 6 0 0.8794 -0.3184 -0.7823 -1.1257 -1.8837 -0.8243 -0.7853 0.4451 1.314 0.2127 0 150 200 150 511.214 486.528 518.761 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1710" 5600059 0 1 1 4 0 -0.3799 -0.3184 -0.7823 -1.492 -1.8696 -1.0118 -0.969 -1.0651 -0.7769 -0.6576 1 150 150 300 456.63 505.915 523.601 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1711" 5600059 0 1 0 4 1 1.8905 2.7249 -0.7823 -0.9611 -0.7708 -0.4396 -0.7616 -1.3846 0.4522 1.0346 1 150 250 150 475.745 518.463 564.041 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1712" 5600059 0 1 0 6 1 0.4637 -0.6287 -0.7823 1.0443 1.3357 -0.1357 0.8951 1.0994 -0.8998 -0.6576 1 165 165 165 442.481 467.682 469.019 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1713" 5600059 0 1 1 4 0 1.8905 -0.6659 0.1462 -1.1237 -0.7708 -0.9302 -0.6645 -1.2228 -1.0955 -0.6576 0 150 150 200 599.383 627.983 527.836 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1714" 5600059 0 1 1 5 0 0.4637 -3.2367 -0.7823 0.575 0.9533 1.1793 -0.3092 -0.5246 -0.7769 1.0346 1 150 200 300 474.861 489.596 438.764 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1715" 5600059 0 1 0 6 0 -0.9823 0.8801 -0.7823 0.3793 -0.4463 1.1793 0.909 0.3374 1.314 1.0346 0 150 150 300 484.805 356.552 521.21 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1716" 5600059 0 1 0 4 1 -0.687 -0.0845 1.7669 -0.3651 -1.8696 0.0477 0.1166 -0.0669 0.039 1.0346 1 300 300 0 365.982 396.539 358.446 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1717" 5600059 1 1 0 5 0 1.8905 -0.4415 -0.7823 0.2653 -0.7708 -0.4903 1.1423 -0.247 -0.5488 -2.4468 0 150 150 150 583.382 516.289 511.713 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1718" 5600059 0 1 1 6 0 -0.2006 -0.1858 1.5346 0.6325 -0.0102 1.1793 1 0.6717 -1.1481 -0.6576 0 150 200 150 437.78 479.841 428.957 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1719" 5600059 1 1 1 4 0 -0.3799 -0.3184 -0.7823 0.1117 -1.2782 0.1806 0.7986 0.0518 -1.3345 -0.6576 2 150 150 200 513.439 381.699 407.167 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1720" 5600059 0 1 1 2 1 -0.4342 -0.5707 2.0604 -0.0495 -0.7708 0.0477 0.1241 -1.3245 -0.5488 1.0346 0 135 135 0 380.063 433.261 366.745 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1721" 5600059 1 1 0 4 0 0.052 0.0393 0.2308 -1.2798 -1.8696 -0.8243 -0.8789 -0.5226 0.2485 -0.6576 2 0 0 0 473.601 453.318 467.751 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1722" 5600059 0 1 0 5 0 0.4637 -1.0394 1.1928 -1.0841 -1.8696 1.1793 -1.2912 -1.0089 -0.2023 -0.6576 0 150 200 150 493.413 520.146 526.23 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1723" 5600059 0 1 1 4 0 0.1097 -1.0499 0.2907 0.2538 -1.8696 0.0477 0.9005 -0.602 0.039 0.3622 1 150 200 300 514.001 492.984 498.855 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1724" 5600059 1 1 1 4 0 -0.3799 -0.4415 0.2308 -0.1495 -0.7097 1.1793 -0.0501 -0.846 0.039 -0.6576 0 150 200 150 509.691 541.138 480.365 18 8.5442 -1.4212 -0.7828 -0.0444 -0.3028
"1754" 5600061 0 1 0 5 0 -0.13 -0.3184 1.1928 0.5301 0.1453 1.1793 0.3275 0.6442 0.4394 -0.6576 0 250 200 150 592.25 598.632 546.41 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1755" 5600061 1 1 0 6 0 -0.4342 0.0348 -0.7823 0.871 1.8415 0.0477 -0.0232 1.1773 -1.1846 0.6402 0 150 200 100 635.081 615.083 637.884 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1756" 5600061 1 1 0 5 0 0.052 0.6818 0.8615 1.8244 1.8415 1.1793 1.0462 1.4531 -0.2023 1.0346 1 150 200 100 623.769 565.162 521.579 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1757" 5600061 1 1 0 6 0 0.052 -0.4415 -0.7823 1.0382 1.3903 1.1793 -0.0101 1.3325 -0.2023 -0.6576 0 150 200 100 656.691 596.615 611.764 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1758" 5600061 0 3 0 6 1 -0.3799 -0.9803 0.1462 0.8461 0.9533 1.1793 0.2675 1.0696 -1.5447 -1.0657 1 200 200 50 451.884 452.722 399.109 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1759" 5600061 0 1 1 4 0 -0.9295 0.9782 -0.7823 -0.2805 -1.8696 -0.6853 0.5234 -0.1816 -0.2023 1.0346 1 150 200 100 551.323 589.652 612.69 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1760" 5600061 0 1 0 4 0 0.176 0.3018 -0.7823 0.4977 -0.0809 0.0477 0.4447 -0.4749 0.7628 -0.6576 0 150 200 100 534.466 619.562 564.546 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1762" 5600061 1 1 0 6 1 0.4637 -3.2367 1.5436 0.7454 0.6302 1.1793 0.0839 1.2086 -1.7949 0.2169 1 110 220 110 578.107 574.946 591.373 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1763" 5600061 0 1 0 6 0 -0.0845 2.7249 -0.7823 1.2649 1.1392 0.0477 1.1737 0.993 -1.8358 1.0346 0 180 240 120 516.899 570.229 528.395 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1764" 5600061 0 1 0 6 0 0.4637 -0.5635 -0.7823 0.0123 1.8415 -1.7257 -0.6018 0.651 -0.1605 1.0346 2 150 200 50 536.506 635.608 665.788 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1765" 5600061 1 1 0 4 0 0.052 0.4766 -0.7823 0.6173 1.761 1.1793 -0.5029 -0.4969 -0.8998 0.3622 0 150 200 50 467.52 476.01 467.65 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1766" 5600061 1 1 0 4 0 -0.687 -0.1122 -0.7823 1.2635 1.8415 1.1793 0.2959 0.7641 1.314 1.0346 0 150 200 100 541.603 576.275 503.588 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1767" 5600061 0 1 0 6 0 0.052 0.6678 1.1928 1.6284 1.1392 1.1793 0.9989 1.6106 -0.7278 1.0346 0 250 200 150 643.701 657.002 675.273 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1768" 5600061 0 1 0 6 0 -0.687 -0.4415 1.1928 0.2856 1.8415 0.031 -1.128 0.193 -0.3584 1.0346 2 200 200 100 473.541 517.22 486.889 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1769" 5600061 0 1 0 6 0 -1.8939 -0.9864 0.2907 0.2622 0.0558 -1.5532 0.6062 0.3144 -0.3673 -1.58 1 150 200 100 559.559 529.39 525.966 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1770" 5600061 1 1 0 4 0 0.1097 0.2912 0.2907 0.5907 1.8415 -0.6853 -0.3567 -0.1837 -0.2023 -0.6576 0 150 200 100 593.153 619.785 627.988 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1771" 5600061 1 1 0 6 1 0.052 0.2929 2.5101 0.9563 1.8415 1.1793 -0.2829 1.0917 -1.7418 -0.6576 2 150 200 100 623.996 510.533 612.164 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1772" 5600061 1 1 0 4 0 -0.687 0.6818 -0.7823 0.5986 0.3668 1.1793 0.6752 0.1045 1.314 1.0346 0 150 200 50 563.965 580.489 538.545 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1773" 5600061 0 1 0 6 0 0.052 0.4909 -0.7823 2.3929 1.8415 0.1806 2.6216 1.0859 0.7628 1.0346 1 250 200 150 435.743 405.047 447.003 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1774" 5600061 0 1 0 6 0 0.1097 -0.3184 -0.7823 1.5234 1.1392 1.1793 1.4213 0.6486 0.4522 1.0346 0 275 220 165 515.155 641.849 560.719 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1775" 5600061 1 1 0 4 0 -0.4342 -0.6732 0.7703 -0.6095 -0.3069 -1.3216 -0.249 -0.4546 -1.4974 -1.58 0 150 200 100 545.172 536.128 588.544 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1776" 5600061 0 1 1 5 0 -0.0845 -0.0358 -0.7823 0.2431 -0.0455 1.1793 0.2281 0.6219 -1.1408 1.0346 0 150 200 100 549.325 539.197 552.509 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1777" 5600061 1 1 0 4 0 0.4637 0.1935 -0.7823 0.0693 1.3903 1.1793 -1.4654 -0.4044 -0.5575 0.2127 1 150 200 50 549.39 532.882 506.747 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1778" 5600061 0 1 0 4 0 0.052 0.9587 -0.7823 1.2406 1.3903 1.1793 0.4392 -0.441 -0.3971 0.0116 2 150 200 50 520.626 479.543 502.835 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1779" 5600061 1 1 0 6 0 -0.13 0.4846 0.2907 0.8094 1.8415 -0.1357 -0.0811 1.264 0.7015 1.0346 0 200 200 100 601.297 667.788 656.184 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1780" 5600061 1 1 0 6 1 -0.4342 -0.6693 1.2327 0.9556 0.5252 0.2646 0.6818 1.275 -0.6298 -0.6576 1 200 200 50 606.657 535.437 592.332 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1781" 5600061 0 1 0 6 0 -0.2006 -0.9585 0.7703 1.7653 1.8415 1.1793 1.0948 0.751 0.7015 -0.6576 1 200 200 100 614.67 607.018 605.945 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1782" 5600061 0 1 0 4 0 0.1097 -0.0553 -0.7823 -0.1827 0.0181 0.031 -0.5351 -0.8246 -1.5447 -1.0657 0 150 200 100 595.614 582.884 550.135 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1783" 5600061 1 1 0 6 0 0.8794 -0.4509 0.2907 0.9806 1.1392 1.1793 0.0143 1.2856 -0.1605 1.0346 2 250 200 150 539.799 520.883 597.026 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1784" 5600061 0 2 2 6 1 0.8794 0.0637 -0.7823 0.0365 0.171 -0.4903 0.368 1.0025 -0.1298 1.0346 2 150 200 50 426.928 441.452 449.907 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1785" 5600061 0 3 2 5 0 -0.687 -0.8378 0.2907 -0.0738 -0.1552 1.1793 0.1249 -0.3648 -0.5488 -0.6576 2 150 200 50 429.483 465.138 469.02 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1786" 5600061 1 1 0 6 0 0.4637 -0.6613 1.4721 0.9873 1.3903 1.1793 0.2164 0.7736 0.7015 1.0346 1 150 200 100 565.579 550.738 517.902 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1787" 5600061 0 1 1 4 0 0.8207 -0.3184 -0.7823 0.203 -0.0455 1.1793 -0.1337 -0.774 0.2148 -0.6576 0 150 200 100 434.068 477.715 458.224 18 6.94 1.2478 -0.2968 0.9076 0.8532
"1788" 5600062 0 3 0 6 0 -1.8939 0.9683 -0.7823 -0.7309 -0.1552 0.0477 -1.1847 0.5413 -0.7857 -1.3914 2 360 300 300 456.779 472.109 502.235 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1790" 5600062 0 2 0 6 0 -1.0109 -0.8096 1.8016 -0.3178 -1.8696 -0.4903 0.2941 0.1992 -0.5088 -1.3939 2 200 200 150 402.725 423.247 471.778 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1792" 5600062 0 3 0 4 0 -1.1858 -0.0742 -0.7823 0.0581 -0.0102 0.031 -0.3158 -0.9414 -1.1077 -0.6576 0 300 200 300 600.424 487.294 544.253 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1794" 5600062 1 1 2 5 0 -1.8939 0.9423 -0.7823 -1.0335 -0.7708 0.0477 -1.2783 -0.6339 0.039 1.0346 0 200 250 150 509.85 436.076 453.612 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1796" 5600062 0 1 0 6 0 0.4637 -1.186 1.4721 0.6709 1.0629 1.1793 -0.2854 1.0957 -0.1206 -0.6576 2 300 200 250 589.554 596.165 607.626 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1797" 5600062 0 1 0 4 0 0.1097 -0.0358 0.2907 1.2109 1.1392 1.1793 0.8832 -0.283 1.314 1.0346 1 300 250 400 339.385 411.492 370.301 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1798" 5600062 0 2 2 4 0 -0.0845 -0.5635 0.2308 0.494 1.8415 0.1806 -0.4153 -0.3374 0.0483 1.0346 0 300 150 0 538.427 487.779 503.045 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1799" 5600062 0 2 2 2 0 -0.4678 -0.8826 0.7703 -0.0496 -0.893 0.0477 0.0649 -1.4679 -0.9422 1.0346 1 300 200 300 553.335 519.082 567.122 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1800" 5600062 0 1 0 2 0 0.4637 0.0153 0.7294 -0.7731 -1.8696 0.0477 -0.4171 -1.6377 -0.4501 -0.6576 0 300 200 100 509.535 492.445 444.337 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1801" 5600062 0 3 2 4 0 -0.687 -0.6659 -0.7823 -0.3707 -0.5946 -0.9302 -0.3285 -0.915 -1.1481 0.3622 2 300 200 250 598.52 637.066 632.707 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1802" 5600062 0 1 0 4 0 -1.1597 0.8801 0.2907 0.3677 -0.7708 1.1793 0.8419 -0.674 -0.4795 0.6402 0 200 250 150 546.482 490.08 493.21 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1804" 5600062 0 3 2 5 0 0.8794 0.1837 -0.7823 -0.4517 -0.1552 1.1793 -0.4488 0.0395 -0.3584 1.0346 0 300 250 400 469.852 485.764 440.518 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1805" 5600062 0 3 0 4 0 -0.687 1.4685 -0.7823 -0.2793 -0.7708 1.1793 -0.1486 -1.0842 0.4522 -0.6576 1 300 200 300 622.037 544.317 577.679 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1806" 5600062 0 3 2 5 1 -0.9295 0.4458 -0.7823 -0.3639 0.6026 1.1793 -1.2722 -0.594 -0.2871 -0.6576 2 300 200 250 462.934 480.706 496.309 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1807" 5600062 0 1 0 4 1 -0.687 0.1889 0.8615 -0.4507 -1.8696 -1.0118 0.4098 -0.7772 -1.4974 -0.6576 2 200 250 150 563.18 475.385 497.192 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1808" 5600062 0 3 0 6 0 0.176 -0.5072 0.1462 -0.5776 -0.1552 -0.5492 0.0544 -0.4939 -0.0037 1.0346 1 300 200 400 513.994 457.804 496.578 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1809" 5600062 1 1 2 3 1 -1.8939 2.7249 -0.7823 0.3584 -0.2638 0.0477 0.4318 -0.1559 1.314 1.0346 1 250 250 200 417.001 423.795 448.583 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1810" 5600062 0 2 2 5 0 -1.1597 1.4326 -0.7823 0.5537 0.3939 0.6763 0.2371 0.3171 -1.1481 1.0346 0 300 200 250 524.485 540.55 518.921 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1811" 5600062 0 2 2 5 0 -1.8939 0.6818 -0.7823 -0.6014 -0.3069 0.1806 -1.1002 -0.4705 -0.0037 0.6402 0 250 200 250 518.174 543.446 565.741 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1813" 5600062 1 2 2 4 0 -0.3799 -0.3184 -0.7823 0.7898 0.6026 1.1793 0.2787 -0.4797 0.039 0.6402 0 300 250 400 620.861 549.064 620.117 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1814" 5600062 0 1 0 6 1 -1.8939 -1.3708 0.7703 -0.0276 0.171 1.1793 -0.1285 0.1955 -1.5447 1.0346 2 300 250 350 606.014 558.912 517.871 18 7.6923 -1.4212 0.5116 -0.9791 0.1104
"1840" 5600064 1 1 1 4 0 -0.7985 -0.1136 1.1928 0.0196 0.171 1.1793 -0.3655 -0.7476 -0.3882 0.3622 0 100 100 0 429.943 463.78 427.508 18 6.8667 -0.2376 -0.7828 0.6047 -1.1186
"1841" 5600064 0 1 0 4 0 -0.2006 0.8801 0.2907 -0.726 -1.8696 1.1793 -0.7023 -0.2526 0.2148 1.0346 1 250 200 100 535.569 435.687 469.002 18 6.8667 -0.2376 -0.7828 0.6047 -1.1186
"1842" 5600064 1 1 1 6 0 0.052 -0.4415 -0.7823 0.4947 0.4713 1.1793 0.1142 0.6277 -0.3971 -0.6576 0 135 180 45 567.397 582.644 522.81 18 6.8667 -0.2376 -0.7828 0.6047 -1.1186
"1843" 5600064 0 1 0 6 0 -0.3799 -0.5665 0.2907 0.3944 0.0181 1.1793 0.3737 0.9786 1.314 1.0346 2 250 200 100 555.333 441.109 612.309 18 6.8667 -0.2376 -0.7828 0.6047 -1.1186
"1844" 5600064 1 1 1 5 0 -1.059 -0.3184 0.7703 0.1923 -0.4961 1.1793 0.782 0.2049 0.1597 0.6402 1 250 200 100 569.429 501.325 571.754 18 6.8667 -0.2376 -0.7828 0.6047 -1.1186
"1845" 5600064 0 1 0 5 1 -0.687 -0.3184 0.7703 0.9043 1.8415 1.1793 -0.2036 0.0012 -0.7769 1.0346 0 150 200 50 560.456 492.998 562.301 18 6.8667 -0.2376 -0.7828 0.6047 -1.1186
