"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "school_changes" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav"
"4567" 5600160 1 1 1 6 0 -0.3799 -0.7564 3.8591 0.1292 -1.2782 1.1793 0.4297 0.7662 0.2485 -0.6576 0 200 200 150 614.071 494.517 567.149 23 13.2409 0.4698 -0.3163 -1.171 0.4436
"4568" 5600160 0 1 0 6 0 0.4637 0.6818 -0.7823 0.5552 1.1392 1.1793 -0.2751 1.1565 -1.3345 0.2169 0 250 200 300 541.237 558.506 529.742 23 13.2409 0.4698 -0.3163 -1.171 0.4436
"4569" 5600160 0 1 2 6 0 -0.687 -0.6913 0.2907 0.2272 -0.4961 -0.6122 0.5405 0.4194 0.3485 -0.6576 0 250 200 300 596.413 582.872 600.544 23 13.2409 0.4698 -0.3163 -1.171 0.4436
"4570" 5600160 1 1 1 6 0 0.052 -0.5635 -0.7823 0.8831 1.0629 1.1793 -0.1256 1.2276 -0.3882 1.0346 0 250 200 250 636.701 583.535 642.712 23 13.2409 0.4698 -0.3163 -1.171 0.4436
"4571" 5600160 1 1 0 4 0 0.4637 0.6653 -0.7823 -0.0297 -0.4961 0.1806 0.1624 0.0099 -2.7106 -0.6576 0 250 200 350 599.295 548.234 645.102 23 13.2409 0.4698 -0.3163 -1.171 0.4436
"4572" 5600160 1 1 0 6 0 -1.0109 -0.0358 0.2308 0.6443 1.1392 -0.6853 0.1571 1.2597 1.314 1.0346 0 200 200 200 565.901 570.35 550.031 23 13.2409 0.4698 -0.3163 -1.171 0.4436
"4573" 5600160 1 1 1 6 0 0.4637 -0.5552 -0.7823 0.5233 0.0181 0.1806 0.5405 0.4291 -2.7106 -1.0657 0 250 200 300 523.079 591.646 571.826 23 13.2409 0.4698 -0.3163 -1.171 0.4436
"4575" 5600160 0 1 0 6 0 0.1097 -0.3184 0.1462 0.3945 0.311 0.0477 0.4447 1.0176 -0.9734 1.0346 1 225 180 270 496.778 563.805 504.667 23 13.2409 0.4698 -0.3163 -1.171 0.4436
"4576" 5600160 0 1 0 6 0 1.4083 0.0731 0.7703 1.6201 0.9533 1.1793 2.0693 1.6892 -0.2023 -0.6576 1 250 200 150 557.349 631.876 595.814 23 13.2409 0.4698 -0.3163 -1.171 0.4436
"4577" 5600160 0 1 0 4 0 -0.2006 -0.4415 -0.7823 -0.1832 -1.8696 0.1806 0.2169 -0.5112 -0.1206 1.0346 0 250 200 300 544.107 552.348 512.937 23 13.2409 0.4698 -0.3163 -1.171 0.4436
"4578" 5600160 1 1 0 4 1 -0.13 0.1634 1.7926 -0.2494 -1.8696 0.1806 0.1256 -0.3089 0.1694 0.6402 0 200 250 200 592.642 600.366 537.945 23 13.2409 0.4698 -0.3163 -1.171 0.4436
"4579" 5600160 0 1 0 4 0 -0.13 -0.3184 -0.7823 1.0984 1.1392 1.1793 0.4101 0.5351 0.4522 1.0346 0 250 200 150 650.933 758.478 644.429 23 13.2409 0.4698 -0.3163 -1.171 0.4436
"4580" 5600160 1 1 0 6 0 0.8207 -0.4509 1.1211 0.5134 0.0879 -0.6122 0.7119 1.1144 0.4394 -1.0691 0 250 200 150 648.542 728.056 691.494 23 13.2409 0.4698 -0.3163 -1.171 0.4436
"4581" 5600160 0 1 0 5 0 0.4637 0.0452 0.1462 0.18 -0.1552 -0.8243 0.9141 0.0126 0.039 -1.5824 1 200 250 150 548.101 569.547 534.629 23 13.2409 0.4698 -0.3163 -1.171 0.4436
"4599" 5600162 1 1 0 6 0 -0.687 0.1935 0.1462 -0.2876 -1.2782 1.1793 0.0024 0.687 -0.8998 -0.6576 0 150 200 50 559.108 461.822 504.493 13 5.1556 -0.4413 1.2432 0.9076 2.2835
"4600" 5600162 1 1 0 4 0 -0.687 0.6818 -0.7823 1.0134 1.8415 1.1793 -0.0878 0.5266 -1.3684 -0.6576 0 150 200 50 553.363 431.48 436.664 13 5.1556 -0.4413 1.2432 0.9076 2.2835
"4601" 5600162 1 1 0 4 0 1.0671 -0.8548 1.7926 -1.2069 -0.7708 -1.3904 -0.8115 -0.2305 -2.7106 -1.3914 0 150 100 50 551.242 484.46 556.107 13 5.1556 -0.4413 1.2432 0.9076 2.2835
"4602" 5600162 1 1 0 6 1 -0.687 -0.3184 -0.7823 0.3701 0.171 1.1793 0.2721 1.0537 0.2485 1.0346 0 150 200 50 530.449 485.585 511.792 13 5.1556 -0.4413 1.2432 0.9076 2.2835
"4638" 5600164 0 1 0 4 1 1.3423 -1.4056 0.2907 0.544 0.0181 0.031 0.7305 -0.6571 -0.1913 0.5029 0 100 200 50 365.356 448.087 410.255 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4639" 5600164 0 1 0 5 0 0.3335 0.0348 0.7703 0.1386 -1.2782 1.1793 0.5671 0.7397 -0.3971 1.0346 1 150 200 150 489.232 509.132 507.878 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4640" 5600164 1 2 2 6 1 -1.4242 0.2243 1.2618 -0.6118 -1.8696 1.1793 -0.3672 0.1973 1.314 -0.67 1 150 200 0 384.533 427.999 449.991 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4641" 5600164 0 1 2 5 0 0.4637 0.9683 -0.7823 -0.5527 -1.8696 -0.8243 0.1256 -0.3171 -0.5973 1.0346 0 150 200 150 501.573 481.881 456.203 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4642" 5600164 0 1 0 6 1 0.4637 -1.0541 1.1625 -0.1045 -0.4882 -0.4903 0.3707 0.1327 -2.0248 -2.0819 1 100 100 0 456.447 425.569 414.343 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4643" 5600164 0 1 1 5 0 -0.9823 0.0348 -0.7823 0.2628 -1.2782 0.0477 0.8356 -0.0055 1.314 -1.0657 1 200 200 100 497.965 548.023 511.983 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4644" 5600164 0 1 0 6 1 1.8905 -0.5582 1.8016 -0.7846 -1.2782 0.0477 -0.4804 0.5611 -0.8998 1.0346 1 180 180 180 424.816 474.231 448.858 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4646" 5600164 1 1 0 6 0 -0.687 0.0716 -0.7823 -0.1862 -1.8696 -0.4903 0.318 0.4136 -0.2023 1.0346 0 150 200 150 479.483 412.098 472.845 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4647" 5600164 1 1 0 6 0 -0.3799 -0.3184 -0.7823 0.1446 -0.7708 0.1806 0.8598 0.7215 -2.7106 -0.6576 0 0 100 300 406.258 420.083 384.953 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4648" 5600164 0 1 1 6 0 -0.13 -0.8395 -0.7823 0.9173 1.3903 1.1793 -0.0406 0.9782 -0.2023 -0.6576 2 150 200 150 524.382 467.475 582.461 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4649" 5600164 0 1 0 3 1 0.8794 -0.3184 0.7703 -0.2328 -1.8696 -0.7806 0.2438 -1.1163 -0.3882 -1.0657 0 0 300 0 361.329 394.877 376.732 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4650" 5600164 0 1 0 4 1 0.4637 -0.9111 0.8233 0.6224 0.6026 0.0477 0.6171 -0.3532 -0.5488 -0.6576 1 150 200 150 483.545 427.344 414.346 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4652" 5600164 1 1 2 6 0 0.2734 -0.445 1.203 -0.4551 -1.2782 -1.0118 -0.3092 0.14 -0.8998 -1.0657 2 220 220 110 523.894 497.438 526.499 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4653" 5600164 1 1 0 4 1 0.4637 0.9517 -0.7823 -0.8308 -0.7708 -1.3525 -0.1746 -0.8005 -0.2023 -1.2947 1 0 90 0 467.717 508.399 485.948 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4655" 5600164 0 1 0 4 1 0.052 0.1935 -0.7823 -0.4035 -0.7708 -0.9302 0.0208 -1.1486 -0.2023 0.6402 0 0 300 0 515.794 433.037 420.308 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4657" 5600164 1 1 0 4 0 0.4637 0.0544 0.8233 0.3479 0.2258 1.1793 0.0769 -0.1615 -0.3584 -0.6576 0 100 100 100 448.33 399.781 472.894 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4659" 5600164 0 1 2 6 1 -0.2006 -0.6647 1.1625 1.3 0.7386 1.1793 1.1138 -0.1824 -0.1298 -1.1847 1 165 220 165 449.965 266.78 365.109 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4660" 5600164 0 1 0 3 1 -0.687 -0.4415 -0.7823 -0.3794 -1.8696 1.1793 -0.0927 -0.9187 -1.7803 -0.6576 1 360 0 0 327.763 349.217 334.225 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4661" 5600164 1 1 0 4 0 0.052 2.7249 -0.7823 -0.4908 -1.2782 1.1793 -0.3642 -1.0387 1.314 1.0346 0 150 200 150 515.743 514.125 438.423 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4662" 5600164 0 1 1 6 0 0.4637 -1.2532 2.0604 1.1742 1.1392 1.1793 0.8169 1.2565 -1.1481 -0.6576 1 150 200 150 489.722 516.931 432.97 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4663" 5600164 0 1 2 5 0 -1.8939 -1.1029 1.1318 0.6135 -0.7097 0.1806 2.0073 0.4571 -0.7366 1.0346 1 200 200 100 498.025 526.976 567.347 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4664" 5600164 0 1 0 4 0 -0.3799 -0.9111 -0.7823 0.5518 0.1148 1.1793 0.1288 -0.7174 0.7628 -1.0657 0 150 200 150 513.906 574.484 575.653 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4665" 5600164 1 1 0 6 1 0.052 0.3018 -0.7823 -0.468 -1.8696 -0.5089 0.1339 0.2399 -0.2023 -0.6576 1 200 200 100 501.594 432.052 469.294 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4666" 5600164 0 1 0 5 0 -0.2006 1.4326 -0.7823 -0.1749 -0.7708 0.0477 -0.0086 -0.4076 -0.7857 1.0346 0 150 200 150 485.007 574.494 498.922 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4667" 5600164 0 1 0 6 0 0.4637 -0.3184 -0.7823 1.5626 1.3903 1.1793 0.9381 1.6399 0.0703 -0.6576 1 150 200 150 495.35 371.745 420.244 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4668" 5600164 0 1 0 6 0 0.4637 -0.7559 -0.7823 0.4973 0.4984 1.1793 0.1308 0.8708 -1.1481 0.6402 0 135 180 270 462.434 462.749 519.557 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4670" 5600164 0 1 0 6 0 -0.1558 0.6401 -0.7823 0.2194 -0.5946 1.1793 0.2939 0.3606 0.7628 1.0346 1 200 150 150 554.098 547.189 569.323 18 10.7967 -0.4907 -0.0963 -0.4182 0.8532
"4674" 5600165 0 1 0 4 0 -1.2319 0.0348 -0.7823 0.1824 0.6302 -0.3792 -0.2505 -0.1458 -0.3971 0.6402 0 150 200 400 498.745 477.884 494.995 18 8.2667 0.0259 -0.3163 0.6877 -0.9463
"4676" 5600165 1 1 0 6 1 0.3335 0.3241 0.2308 0.9881 0.9533 1.1793 0.9566 1.0754 1.314 0.5029 2 200 200 200 518.071 493.483 482.922 18 8.2667 0.0259 -0.3163 0.6877 -0.9463
"4681" 5600165 0 1 0 6 1 0.4637 -0.4509 0.7703 0.6484 -1.2782 1.1793 1.4791 -0.0399 1.314 -0.6576 2 0 0 0 333.386 427.882 385.961 18 8.2667 0.0259 -0.3163 0.6877 -0.9463
"4682" 5600165 0 1 0 4 1 -0.687 0.6818 -0.7823 0.1868 -0.1552 -0.3792 0.5291 -0.6791 1.314 1.0346 0 150 150 0 323.199 369.846 296.161 18 8.2667 0.0259 -0.3163 0.6877 -0.9463
"4684" 5600165 0 1 0 3 0 -0.687 -0.4509 0.2907 0.3076 0.6302 1.1793 -0.3222 -0.0928 0.2485 -0.6576 0 150 200 400 566.09 564.889 570.34 18 8.2667 0.0259 -0.3163 0.6877 -0.9463
"4685" 5600165 0 1 0 6 1 0.4637 -1.1612 1.5436 0.6812 0.7145 1.1793 0.4414 0.9486 1.314 1.0346 0 150 200 200 389.37 349.429 374.738 18 8.2667 0.0259 -0.3163 0.6877 -0.9463
"4688" 5600165 0 1 0 6 1 0.9606 -0.2979 -0.7823 0.9622 0.8912 0.6763 0.4316 0.8255 -0.7074 1.0346 0 150 200 200 433.671 361.514 402.646 18 8.2667 0.0259 -0.3163 0.6877 -0.9463
"4730" 5600167 0 2 0 2 0 0.4637 -1.3251 -0.7823 0.7308 0.1757 1.1793 0.8734 -0.5061 -0.5488 -0.6576 0 250 200 300 516.731 595.334 559.885 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4732" 5600167 1 1 0 6 0 -0.13 -0.7587 -0.7823 0.2462 -1.2782 1.1793 0.949 1.0828 -1.5103 -1.292 2 250 250 250 484.668 350.435 353.584 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4733" 5600167 0 1 0 6 0 0.4637 0.0348 -0.7823 0.5012 -0.7708 0.0477 1.3627 1.1908 -0.6262 1.0346 1 150 200 50 505.836 472.427 500.171 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4734" 5600167 0 2 0 4 1 -1.1597 -1.242 0.2907 -0.333 -1.8696 1.1793 -0.3092 -1.0185 0.1274 -0.6576 2 45 90 180 387.373 347.092 340.977 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4735" 5600167 1 1 0 4 0 -1.2792 0.3124 1.1625 0.3415 -0.0809 0.0477 0.4545 -0.1409 0.2048 -0.6576 0 150 200 0 546.625 510.683 514.888 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4736" 5600167 0 1 0 6 1 -0.687 0.3349 -0.7823 1.366 0.7679 1.1793 1.7144 0.2415 -0.2023 1.0346 2 150 200 250 474.904 482.04 413.491 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4737" 5600167 1 1 0 5 0 0.052 0.6818 -0.7823 0.2519 -1.8696 1.1793 0.6877 0.3041 -0.9734 1.0346 0 250 200 300 551.459 587.124 548.951 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4738" 5600167 0 1 0 6 0 -0.0845 0.0577 0.7841 -0.5133 -1.2782 -0.9649 0.4033 -0.3233 -2.1007 -1.0657 0 180 240 300 505.621 489.982 538.425 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4739" 5600167 1 1 0 6 0 -0.7592 -0.4701 -0.7823 0.3609 -0.0455 1.1793 0.1127 1.1941 -0.0037 0.2169 2 250 200 350 663.973 712.787 659.274 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4740" 5600167 0 1 0 4 1 -0.6133 -0.3184 2.07 -0.1777 -0.7708 -0.4903 0.3277 -0.224 1.314 -0.6576 0 360 480 480 530.754 478.714 460.677 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4741" 5600167 0 1 0 6 0 -0.687 -0.3184 -0.7823 0.5612 0.0181 -0.1357 0.9869 0.4144 0.2148 -0.6576 0 250 200 150 554.759 520.409 441.126 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4742" 5600167 1 1 0 6 0 -1.8939 0.0348 -0.7823 -0.7927 -0.7708 0.0477 -0.5732 0.522 1.314 0.2127 1 250 200 350 421.012 427.598 424.249 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4743" 5600167 1 1 0 6 0 -0.687 -0.224 0.2907 -0.4575 -0.7097 0.0477 -0.0924 0.1622 -0.5488 -0.6576 0 200 200 100 504.138 604.237 592.979 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4745" 5600167 0 1 0 4 0 -1.8939 -0.186 -0.7823 -1.5123 -1.8696 -1.3873 -0.6375 -0.4928 -0.1605 -0.6576 1 120 240 0 392.063 379.86 368.012 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4747" 5600167 0 1 0 6 0 1.0944 -0.7559 1.4721 0.1641 0.0181 0.031 0.3283 0.1642 -1.7803 -0.6576 0 0 0 0 483.115 358.048 343.018 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4749" 5600167 0 1 0 4 0 0.3335 0.4581 -0.7823 0.13 -0.7708 -0.6853 0.8788 -0.4093 1.314 -1.2947 0 250 200 300 582.443 600.734 673.001 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4750" 5600167 0 1 0 4 0 0.176 0.6818 0.7703 -0.008 -0.4961 -1.0118 0.7844 0.0156 1.314 1.0346 0 200 200 100 512.481 508.826 506.306 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4751" 5600167 1 1 0 6 1 -1.0109 0.4893 -0.7823 0.3481 -0.7708 -0.4903 1.4211 0.9372 0.4522 -1.0657 0 250 200 250 449.652 408.882 432.029 18 7.2704 -0.3123 0.661 0.0753 0.1104
"4826" 5600172 0 2 2 4 1 -0.687 -0.0845 -0.7823 -1.0869 -1.8696 -0.1357 -0.6224 -1.2739 -0.2023 -0.6576 0 150 200 50 384.364 344.861 323.14 18 7.5556 -0.3123 1.872 1.381 1.1187
"4827" 5600172 1 2 2 5 1 -0.687 -0.5582 -0.7823 -0.9039 -1.8696 -1.6618 0.2766 -0.5791 -1.2301 -0.6576 1 0 100 0 355.369 319.667 380.429 18 7.5556 -0.3123 1.872 1.381 1.1187
"4828" 5600172 1 3 2 6 0 0.052 -0.9638 2.0051 -0.1891 -1.2782 1.1793 -0.0494 -0.4143 -0.6951 -1.0724 2 250 200 300 396.449 259.026 478.731 18 7.5556 -0.3123 1.872 1.381 1.1187
"4829" 5600172 1 1 0 6 0 0.4637 -0.5635 -0.7823 0.7312 -0.4961 1.1793 1.314 0.7344 -0.5488 -0.6576 0 250 200 300 614.004 616.197 626.425 18 7.5556 -0.3123 1.872 1.381 1.1187
"4830" 5600172 1 1 2 4 0 0.4637 0.3692 -0.7823 -0.441 -0.3069 -0.1357 -0.5558 -0.6203 0.385 0.6364 2 200 200 150 413.679 430.873 485.851 18 7.5556 -0.3123 1.872 1.381 1.1187
"4832" 5600172 1 1 2 4 0 -0.1558 0.3241 0.8233 0.3321 -1.2782 1.1793 1.1525 -0.167 0.061 0.2169 1 200 200 0 464.447 451.215 427.645 18 7.5556 -0.3123 1.872 1.381 1.1187
"4834" 5600172 1 2 2 6 1 -1.8939 0.3018 -0.7823 -0.9173 -1.2782 -2.8022 0.1419 -0.7661 0.4394 -1.3914 2 0 100 0 315.174 252.011 379.178 18 7.5556 -0.3123 1.872 1.381 1.1187
"4836" 5600172 1 1 2 4 1 -0.687 -0.7535 -0.7823 -1.471 -1.8696 -1.0118 -0.8937 -1.3996 -0.7366 -0.6576 0 0 165 0 346.609 271.894 339.882 18 7.5556 -0.3123 1.872 1.381 1.1187
"4838" 5600172 0 2 3 6 0 -1.8939 -1.4949 -0.7823 -1.2451 -1.8696 -0.6853 -0.5978 -0.6996 -0.9422 0.6364 1 0 100 0 344.498 415.313 368.795 18 7.5556 -0.3123 1.872 1.381 1.1187
"4842" 5600172 1 1 2 6 0 -0.687 0.3241 -0.7823 0.8112 1.8415 1.1793 -0.4368 0.7854 -1.7418 0.6402 0 200 200 150 490.105 479.978 595.199 18 7.5556 -0.3123 1.872 1.381 1.1187
"4843" 5600172 0 1 2 6 1 1.3423 0.0348 -0.7823 -0.1282 -0.5946 -0.1357 -0.0668 0.8598 0.2485 0.2127 2 275 220 330 412.3 498.421 497.851 18 7.5556 -0.3123 1.872 1.381 1.1187
"4854" 5600173 1 3 0 6 1 -0.687 0.6738 0.8615 0.6214 -0.2704 1.1793 0.6353 0.1219 0.1694 1.0346 0 180 180 120 454.458 406.528 410.245 18 9.2576 0.4292 0.353 0.8092 1.3977
"4858" 5600173 1 3 3 6 1 -1.059 0.9517 1.2618 -0.5118 -1.2782 -1.0118 0.2593 0.4437 -0.9828 1.0346 2 100 200 0 397.636 423.554 335.049 18 9.2576 0.4292 0.353 0.8092 1.3977
"4859" 5600173 0 1 2 3 1 -0.4342 -0.3184 -0.7823 -0.6624 -0.4463 -0.4903 -0.5319 -0.9838 0.039 -1.3914 2 240 180 120 408.123 408.127 414.82 18 9.2576 0.4292 0.353 0.8092 1.3977
"4860" 5600173 0 1 1 5 0 0.4637 0.6818 -0.7823 0.4538 0.7386 0.031 0.1419 -0.1544 -1.5447 -0.6576 2 150 200 200 524.472 445.994 440.086 18 9.2576 0.4292 0.353 0.8092 1.3977
"4862" 5600173 1 1 2 4 1 1.8905 -0.1657 1.5346 0.2062 -0.5946 -2.0089 1.4045 -0.4676 1.314 -0.6576 2 90 315 0 327.221 241.988 300.578 18 9.2576 0.4292 0.353 0.8092 1.3977
"4863" 5600173 0 1 1 4 0 -0.687 -0.4415 -0.7823 0.1274 -1.8696 -0.3792 1.0434 -1.5378 -1.2881 -0.6576 1 100 250 100 496.405 449.796 486.669 18 9.2576 0.4292 0.353 0.8092 1.3977
"4864" 5600173 0 1 0 6 0 0.052 0.0544 -0.7823 0.7318 -0.7708 1.1793 1.7894 0.8341 -0.1512 1.0346 1 150 200 200 498.675 517.931 487.949 18 9.2576 0.4292 0.353 0.8092 1.3977
"4865" 5600173 0 1 0 6 0 -0.2006 -0.5665 -0.7823 0.0279 -1.8696 0.1806 0.6828 -0.0812 -0.7769 -0.6576 0 150 200 200 513.937 553.642 561.697 18 9.2576 0.4292 0.353 0.8092 1.3977
"4868" 5600173 0 1 0 4 1 1.0944 0.6818 -0.7823 -0.0903 -1.8696 1.1793 0.12 -1.0042 -2.7106 1.0346 0 100 50 250 400.093 413.467 394.857 18 9.2576 0.4292 0.353 0.8092 1.3977
"4869" 5600173 0 3 2 6 1 -1.1858 1.4903 0.1462 -0.2028 -1.8696 -0.4903 0.5544 -0.4106 1.314 1.0346 1 135 225 90 412.053 471.101 324.571 18 9.2576 0.4292 0.353 0.8092 1.3977
"4872" 5600173 0 1 2 4 1 -0.1558 0.9423 0.2308 0.9452 1.3903 1.1793 0.347 -0.3581 -0.6385 1.0346 1 220 220 110 417.014 401.347 454.499 18 9.2576 0.4292 0.353 0.8092 1.3977
"4873" 5600173 1 1 1 6 0 -1.8939 2.7249 -0.7823 0.9888 0.5798 1.1793 1.0119 0.8092 1.314 1.0346 0 200 200 100 505.66 449.412 508.51 18 9.2576 0.4292 0.353 0.8092 1.3977
"4874" 5600173 0 1 0 6 0 -0.7592 0.9683 -0.7823 -0.6585 -1.8696 0.1806 -0.4303 0.2625 -0.2023 0.3622 0 180 240 120 458.874 471.087 452.863 18 9.2576 0.4292 0.353 0.8092 1.3977
"4875" 5600173 1 1 0 4 0 -1.8939 0.1935 0.2907 0.5289 -0.7708 1.1793 1.5864 0.3943 1.314 -0.6576 0 200 200 100 562.719 396.304 434.194 18 9.2576 0.4292 0.353 0.8092 1.3977
"4876" 5600173 0 1 1 4 0 -0.687 0.6818 -0.7823 0.0707 -0.2704 1.1793 -0.0229 -0.8378 0.2148 -0.6576 0 150 200 0 458.628 474.093 453.151 18 9.2576 0.4292 0.353 0.8092 1.3977
"4878" 5600173 0 1 0 3 0 -0.5722 1.4685 -0.7823 -1.247 -1.8696 -0.9779 -0.6224 -0.9921 1.314 0.6364 0 220 0 0 394.307 453.002 409.042 18 9.2576 0.4292 0.353 0.8092 1.3977
"4879" 5600173 0 1 0 6 0 -0.3799 0.6738 0.2907 1.0373 0.0181 1.1793 1.9556 0.8811 0.7015 -0.6576 0 150 150 200 471.656 498.006 467.157 18 9.2576 0.4292 0.353 0.8092 1.3977
"4880" 5600173 0 1 1 4 0 0.1097 0.6818 -0.7823 -0.6915 -1.8696 -0.9302 -0.0685 -0.6229 -1.5447 -0.6576 1 150 200 200 487.499 463.883 414.526 18 9.2576 0.4292 0.353 0.8092 1.3977
"4881" 5600173 0 3 2 4 1 -0.13 0.3241 1.2327 -0.6371 -0.7097 1.1793 -0.4137 -0.4185 -1.3583 1.0346 1 200 200 200 457.027 488.389 404.441 18 9.2576 0.4292 0.353 0.8092 1.3977
"4883" 5600173 0 1 1 4 1 -1.8939 -0.4415 -0.7823 -0.3945 -0.1552 0.0477 -0.1048 -0.8704 1.314 1.0346 0 0 0 0 366.084 357.668 311.12 18 9.2576 0.4292 0.353 0.8092 1.3977
"4884" 5600173 0 1 0 4 0 0.4637 -0.9879 2.07 0.1644 -1.2782 0.0477 0.7014 -0.7088 -0.2023 1.0346 2 100 100 100 383.942 307.306 262.182 18 9.2576 0.4292 0.353 0.8092 1.3977
"4885" 5600173 0 1 0 6 0 0.4637 -0.4509 0.2907 0.7252 0.6302 1.1793 0.0225 0.1925 0.039 -0.6576 0 150 200 200 483.24 473.461 482.076 18 9.2576 0.4292 0.353 0.8092 1.3977
"4886" 5600174 1 1 1 3 1 1.8905 -0.0633 1.1625 0.4215 -0.4463 1.1793 0.8569 -0.6171 1.314 1.0346 2 0 0 0 434.802 412.42 340.255 18 8.8325 0.1 0.8371 0.0753 0.8468
"4888" 5600174 1 1 0 6 1 -1.8939 1.4903 -0.7823 0.3783 -0.4882 0.0477 0.9355 1.0707 -1.1481 0.3622 1 0 0 0 452.648 350.379 400.963 18 8.8325 0.1 0.8371 0.0753 0.8468
"4891" 5600174 1 1 0 5 1 -1.8939 0.0348 0.1462 -0.0574 -0.893 -0.1357 0.3694 0.1122 1.314 -0.6576 1 200 200 100 412.941 376.982 327.759 18 8.8325 0.1 0.8371 0.0753 0.8468
"4893" 5600174 0 1 0 4 1 -1.8939 0.3241 -0.7823 -0.308 -1.8696 1.1793 -0.0775 -0.8281 -1.1481 -0.6576 1 200 200 250 494.141 408.498 422.837 18 8.8325 0.1 0.8371 0.0753 0.8468
"4895" 5600174 0 1 2 6 1 1.0109 0.3299 0.7703 0.4295 -0.229 1.1793 1.05 0.3893 -0.2023 -0.6576 0 300 300 0 382.589 271.535 303.228 18 8.8325 0.1 0.8371 0.0753 0.8468
"4896" 5600174 1 1 0 5 1 0.4637 -0.9879 1.3817 0.7657 0.3939 -0.6853 1.297 0.4813 1.314 -1.5824 2 0 0 0 428.474 282.479 373.89 18 8.8325 0.1 0.8371 0.0753 0.8468
"4897" 5600174 1 1 0 3 1 -0.3799 -0.2979 -0.7823 -0.5612 -1.8696 1.1793 -0.0163 -1.2153 1.314 0.6402 1 150 200 100 423.197 423.022 423.649 18 8.8325 0.1 0.8371 0.0753 0.8468
"4898" 5600174 0 1 1 2 1 -0.687 -0.0939 0.2907 -1.122 -0.1552 -0.4903 -1.4088 -1.5019 0.2048 -0.6576 2 200 200 200 456.358 484.246 497.931 18 8.8325 0.1 0.8371 0.0753 0.8468
"4900" 5600174 1 1 1 5 1 -0.3799 -0.9165 -0.7823 -0.4129 -0.4882 -0.1357 -0.44 0.3594 -1.1481 -0.6576 0 200 200 100 497.297 484.173 428.871 18 8.8325 0.1 0.8371 0.0753 0.8468
"4901" 5600174 0 2 0 6 1 -1.8939 -1.2605 -0.7823 1.3122 0.5252 1.1793 1.5649 0.4142 1.314 -1.5824 1 200 200 0 361.271 320.561 317.349 18 8.8325 0.1 0.8371 0.0753 0.8468
"4902" 5600174 0 1 0 4 1 0.9109 -0.6693 0.2907 -0.2486 -1.8696 1.1793 0.1528 -0.8525 -0.8998 1.0346 1 110 110 0 342.07 427.776 319.904 18 8.8325 0.1 0.8371 0.0753 0.8468
