"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "joy_read" "pisa_difficulty" "competitiveness" "fear_failure" "resilience" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav"
"1251" 4000054 1 1 148 4 0 -1.1538 1.6524 0.1956 0.4637 2.3693 2.7249 NA 0.7548 0.7878 -0.6853 0.8336 0.0965 0.4394 NA NA NA NA 384.708 374.337 366.595 18 0.5535 -1.0862 0.6482 -1.0536
"1252" 4000054 1 1 148 6 0 -0.6322 1.9717 NA NA NA NA NA 0.2236 -0.7148 1.1793 0.4619 0.5657 -0.0348 NA NA NA NA 458.328 355.815 471.45 18 0.5535 -1.0862 0.6482 -1.0536
"1253" 4000054 1 1 148 3 0 0.8628 -1.272 -0.2047 -0.687 NA NA 0.2907 -0.5626 0.2519 -0.3792 -1.0824 -0.4544 -0.4795 NA NA NA NA 598.663 532.115 531.789 18 0.5535 -1.0862 0.6482 -1.0536
"1254" 4000054 1 1 148 5 0 0.3171 -0.2888 0.1956 -0.3498 0.4558 0.9423 NA 0.7808 -0.3076 -0.6853 1.4839 0.494 0.4522 -0.6576 50 100 0 520.254 557.622 509.534 18 0.5535 -1.0862 0.6482 -1.0536
"1255" 4000054 0 1 148 3 0 -0.0708 -0.7816 NA NA NA NA NA -0.3041 0.8775 -0.6122 -1.0109 -0.8718 0.7015 NA NA NA NA 434.48 515.565 538.467 18 0.5535 -1.0862 0.6482 -1.0536
"1256" 4000054 1 1 148 5 0 -1.3532 -1.272 0.7262 -1.8939 0.0217 0.6818 -0.7823 -0.0133 -1.8538 -1.5532 1.7796 0.1446 -2.7106 -0.9285 150 100 100 367.66 332.971 335.18 18 0.5535 -1.0862 0.6482 -1.0536
"1257" 4000054 1 1 148 6 0 -2.7114 NA NA NA NA NA NA 0.9323 0.9421 -0.1357 0.7622 1.1061 -0.7769 NA NA NA NA 530.487 442.659 455.101 18 0.5535 -1.0862 0.6482 -1.0536
"1258" 4000054 0 1 148 3 0 -0.4556 -1.272 -0.5707 NA NA NA NA -0.2183 -0.4698 -0.1357 -0.1576 -0.4125 -0.4767 NA NA NA NA 454.07 415.496 431.782 18 0.5535 -1.0862 0.6482 -1.0536
"1259" 4000054 1 1 148 5 0 -0.4466 0.2705 0.571 -0.2006 -0.0614 -0.1622 NA 1.3215 1.1335 1.1793 1.5226 0.0399 1.314 0.2169 100 100 0 444.107 389.479 408.85 18 0.5535 -1.0862 0.6482 -1.0536
"1260" 4000054 1 1 148 3 0 -0.7077 -1.272 -0.6888 NA NA NA NA 1.3435 1.3873 1.1793 0.6225 0.1042 -0.5488 NA NA NA NA 384.974 410.743 444.976 18 0.5535 -1.0862 0.6482 -1.0536
"1261" 4000054 1 1 148 5 0 -1.6062 NA NA NA NA NA NA 0.5384 0.2519 -0.1357 0.7104 -0.2587 -0.5575 NA NA NA NA 380.789 443.759 500.823 18 0.5535 -1.0862 0.6482 -1.0536
"1262" 4000054 1 1 148 6 0 -0.4622 1.6524 NA 1.0944 2.3693 -0.1769 NA 0.6954 -0.3076 -0.1357 1.2767 0.4712 NA -2.4468 NA NA NA 366.611 308.538 399.127 18 0.5535 -1.0862 0.6482 -1.0536
"1263" 4000054 1 1 148 5 0 -1.0322 -1.272 0.7871 -1.4869 2.3693 -1.866 NA -0.2974 -1.8538 -0.6122 0.3131 0.3452 -2.7106 NA NA NA NA 392.801 356.216 407.641 18 0.5535 -1.0862 0.6482 -1.0536
"1264" 4000054 1 1 148 6 0 -0.9016 -1.272 -0.2047 -0.687 -0.4684 -0.5635 0.7703 0.0838 0.6929 -0.1357 -0.3379 0.4543 -0.5088 0.6364 50 100 100 590.744 505.134 534.327 18 0.5535 -1.0862 0.6482 -1.0536
"1265" 4000054 1 1 148 6 0 -0.745 -1.272 2.0054 1.8905 -1.0326 NA 1.203 0.5631 0.5027 -0.1357 0.7615 0.4152 1.314 1.0346 NA NA NA 378.051 297.472 326.612 18 0.5535 -1.0862 0.6482 -1.0536
"1266" 4000054 1 1 148 6 0 NA -1.272 NA NA NA NA NA 0.7842 1.8303 1.1387 -0.1325 0.7692 -2.7106 NA NA NA NA 310.978 282.037 356.29 18 0.5535 -1.0862 0.6482 -1.0536
"1267" 4000054 1 1 148 4 0 -0.7215 NA NA NA NA NA NA 0.2278 0.288 -0.6853 0.4043 -0.1266 -0.3971 NA NA NA NA 425.76 423.49 453.73 18 0.5535 -1.0862 0.6482 -1.0536
"1268" 4000054 1 1 148 5 0 -0.0764 0.7192 0.6314 1.8905 2.3693 -1.2319 NA 0.0217 0.6411 -0.1357 -0.4124 -0.4126 1.314 NA NA NA NA 338.609 323.049 423.858 18 0.5535 -1.0862 0.6482 -1.0536
"1269" 4000055 1 1 148 4 0 -0.9016 -0.4021 0.4352 -0.7592 2.3693 0.9517 -0.7823 0.6966 0.9421 1.1793 0.2038 0.1827 -0.1206 0.6364 150 100 100 653.513 594.912 547.371 23 -0.4413 0.8739 0.8153 0.7185
"1270" 4000055 1 1 148 4 0 -1.0555 -0.2888 0.6314 1.8905 -0.0614 -0.8395 1.8279 0.3559 -0.6072 -0.1357 0.9137 -0.5201 0.2485 1.0346 200 150 250 581.535 480.103 518.606 23 -0.4413 0.8739 0.8153 0.7185
"1271" 4000055 1 1 148 4 0 0.2846 -1.272 0.7871 -0.1748 0.4805 1.4903 -0.7823 -0.4866 0.5522 -1.0527 -0.7617 -0.0566 -1.0185 0.3622 150 150 250 529.088 535.756 537.617 23 -0.4413 0.8739 0.8153 0.7185
"1272" 4000055 1 1 148 4 0 -2.7114 -1.272 0.1956 -1.1858 0.7761 2.7249 -0.7823 0.0877 1.1335 -0.6122 -0.5801 -0.1538 -2.1007 1.0346 200 150 200 531.643 507.131 551.904 23 -0.4413 0.8739 0.8153 0.7185
"1273" 4000055 1 3 148 4 1 0.4627 -1.272 0.1244 0.4637 -0.0614 -0.3184 -0.7823 -0.5042 0.0185 -0.6122 -0.5635 -1.0359 -0.7366 -1.1847 200 150 550 589.551 549.929 608.19 23 -0.4413 0.8739 0.8153 0.7185
"1274" 4000055 0 1 148 6 0 -2.7114 -0.4021 -0.2047 0.3335 0.4392 0.3018 0.2907 -0.5321 -0.3076 -1.0118 -0.3728 0.4664 -2.1007 -1.0691 150 100 150 586.728 525.332 569.877 23 -0.4413 0.8739 0.8153 0.7185
"1275" 4000055 1 1 148 5 0 -0.2584 -1.272 1.2643 0.052 0.3858 0.4458 0.2907 0.1039 0.4231 0.0477 -0.2024 0.1593 -0.3673 1.0346 150 100 150 627.753 586.11 619.278 23 -0.4413 0.8739 0.8153 0.7185
"1276" 4000055 1 1 148 6 0 -0.0194 -1.272 -0.0326 1.8905 -0.5319 -0.3389 0.8233 0.978 0.3158 -0.6122 1.3032 1.0059 0.7628 -1.1817 200 100 150 667.171 604.323 648.56 23 -0.4413 0.8739 0.8153 0.7185
"1277" 4000055 1 1 148 5 0 -0.5831 -0.4021 0.1956 -0.7592 -0.7906 0.6818 0.8615 0.6703 0.6929 -0.1357 0.3458 0.9647 1.314 -0.6576 150 150 150 644.245 507.782 583.143 23 -0.4413 0.8739 0.8153 0.7185
"1278" 4000055 1 1 148 6 0 -0.9223 -1.272 -1.3898 -0.4342 -0.4684 0.9517 -0.7823 0.4174 1.0161 -0.6122 2e-04 1.0888 0.2485 -0.6576 400 300 300 601.394 584.518 607.563 23 -0.4413 0.8739 0.8153 0.7185
"1279" 4000055 1 1 148 6 0 -1.1538 -0.2888 -0.6888 -0.3799 -1.0583 -0.1562 0.7703 -0.398 -0.2692 -0.6122 -0.4627 0.7531 -0.0037 -0.6576 150 100 100 539.806 540.204 602.296 23 -0.4413 0.8739 0.8153 0.7185
"1280" 4000055 1 1 148 5 0 -1.0391 -1.272 -0.5707 0.4637 -0.8109 0.6818 -0.7823 0.4237 -0.3076 -1.0118 1.2223 -0.34 -1.8358 -0.6576 200 150 250 535.614 585.497 670.763 23 -0.4413 0.8739 0.8153 0.7185
"1281" 4000055 1 2 663 5 1 -0.1419 -1.272 0.7871 0.4637 -1.0491 0.6678 0.2907 -0.7368 -0.2006 0.0477 -0.6668 -0.6583 -1.1053 1.0346 200 150 100 526.727 476.973 496.518 23 -0.4413 0.8739 0.8153 0.7185
"1282" 4000055 1 1 148 6 0 -0.1886 -1.272 -0.5707 -1.4869 0.7251 2.7249 0.2308 2.5506 1.8303 1.1793 1.7217 1.7662 0.481 0.6364 200 150 250 656.344 552.322 594.684 23 -0.4413 0.8739 0.8153 0.7185
"1283" 4000055 1 1 148 4 0 -0.1042 -1.272 1.1811 -0.2459 0.4558 0.4766 -0.7823 1.0641 1.0161 -0.6853 0.7622 0.1649 -0.7366 0.6364 150 150 150 648.498 571.019 599.875 23 -0.4413 0.8739 0.8153 0.7185
"1284" 4000055 1 1 148 5 0 -1.4526 -1.272 2.0054 -0.3799 1.6438 1.4685 -0.7823 0.9371 0.6929 1.1793 0.7199 0.6007 -0.5488 0.5029 150 150 400 655.001 569.343 602.829 23 -0.4413 0.8739 0.8153 0.7185
"1285" 4000055 1 1 148 6 0 -0.5437 -0.8863 -0.6888 0.1097 0.8236 0.4846 -0.7823 0.5696 0.9421 -0.1357 0.0089 1.2281 -0.9514 0.6402 200 100 300 654.297 579.565 591.523 23 -0.4413 0.8739 0.8153 0.7185
"1286" 4000055 1 1 148 6 0 -1.2014 0.2705 0.7871 -0.3799 -0.0129 -0.0553 1.1928 0.8592 0.1635 1.1793 0.8191 0.7886 -0.9422 -0.6576 150 100 150 621.84 522.901 538.202 23 -0.4413 0.8739 0.8153 0.7185
"1287" 4000055 1 2 140 5 0 -1.557 0.2705 2.0054 1.4083 0.7396 2.7249 -0.7823 1.0304 0.9421 1.1793 1.0764 -0.023 0.0079 -0.6576 200 150 1000 511.633 370.727 420.809 23 -0.4413 0.8739 0.8153 0.7185
"1288" 4000055 0 1 148 6 1 2.6131 -1.272 0.1956 0.4637 2.3693 0.171 -0.7823 1.3466 1.8303 -0.1357 0.5429 1.3193 0.385 1.0346 150 150 150 560.309 529.274 570.708 23 -0.4413 0.8739 0.8153 0.7185
"1289" 4000055 1 1 148 6 0 -1.352 0.2705 0.7871 0.052 -0.0614 0.6818 -0.7823 -0.0865 -0.4698 1.1793 -0.2688 0.8538 -0.2023 1.0346 200 150 100 595.855 530.916 556.618 23 -0.4413 0.8739 0.8153 0.7185
"1290" 4000055 1 1 148 6 0 -0.5831 -1.272 2.0054 -0.7592 1.0994 0.3018 0.2907 0.7669 -0.1308 -0.6122 1.2843 1.246 -1.6031 1.0346 150 100 150 689.516 679.897 662.457 23 -0.4413 0.8739 0.8153 0.7185
"1291" 4000055 1 1 148 4 0 -0.4556 -0.7816 1.2643 -1.1597 -0.0614 -0.763 0.7703 0.2939 0.5027 -1.0118 0.5528 -0.2262 -0.2023 -0.6576 150 150 200 589.522 443.713 508.997 23 -0.4413 0.8739 0.8153 0.7185
"1292" 4000055 1 2 344 3 1 -1.1538 0.2705 -0.733 0.8794 0.4558 -0.3184 -0.7823 -0.1616 -0.393 -0.6122 0.3148 -0.8812 1.314 1.0346 200 150 150 539.713 510.388 467.21 23 -0.4413 0.8739 0.8153 0.7185
"1293" 4000055 1 1 148 NA 0 0.4956 -1.272 0.7871 -1.2319 -0.4684 1.4326 0.2907 0.9342 0.655 1.1793 0.3264 NA -0.7074 0.3622 150 100 200 694.675 651.751 699.151 23 -0.4413 0.8739 0.8153 0.7185
"1294" 4000055 1 1 148 5 0 2.366 -1.272 0.1956 -0.687 -0.7622 -0.3184 1.4721 1.2824 1.3873 1.1793 0.5395 0.7205 1.314 1.0346 150 150 250 640.425 584.601 614.216 23 -0.4413 0.8739 0.8153 0.7185
"1295" 4000055 1 1 148 NA 0 0.4956 -1.272 -0.8705 NA NA NA NA 1.5225 1.3873 1.1793 0.6025 NA -2.0248 NA NA NA NA 604.061 560.774 555.007 23 -0.4413 0.8739 0.8153 0.7185
"1296" 4000055 1 1 148 4 0 -0.1042 -0.4021 0.1956 -1.8939 0.8496 2.7249 -0.7823 -0.0591 -0.7725 1.1793 0.2753 -0.248 1.3411 1.0346 200 100 200 600.018 537.998 539.829 23 -0.4413 0.8739 0.8153 0.7185
"1297" 4000055 1 1 148 6 0 -1.7421 -1.272 2.0054 -0.2006 -1.0586 0.9683 -0.7823 0.4988 1.3873 -0.1357 -0.2189 1.1134 0.2148 -1.2947 200 100 150 606.64 499.683 544.485 23 -0.4413 0.8739 0.8153 0.7185
"1298" 4000055 1 1 148 6 0 1.4205 -1.272 0.6314 -1.2792 0.7401 0.0577 0.2907 0.1587 1.8303 1.1793 -1.5202 0.7692 -0.3172 0.6364 200 150 150 639.943 590.651 596.238 23 -0.4413 0.8739 0.8153 0.7185
"1299" 4000055 1 1 148 4 0 1.7513 -1.272 0.1956 -0.3498 0.0501 0.3018 -0.7823 1.0055 1.8303 -0.1357 0.085 0.0521 -1.4974 -0.6576 150 100 150 742.58 721.634 727.962 23 -0.4413 0.8739 0.8153 0.7185
"1300" 4000057 1 1 148 4 0 -0.7077 -0.4021 -0.6151 -1.109 1.1262 1.4685 -0.7823 1.1764 1.0161 -0.1357 0.8765 0.6918 -1.1846 0.6364 225 45 0 529.826 448.412 498.769 13 -1.4212 -1.8617 0.4215 -0.7866
"1301" 4000057 1 NA 999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 588.295 552.955 550.286 13 -1.4212 -1.8617 0.4215 -0.7866
"1302" 4000057 1 1 148 5 0 -1.9715 0.2705 -0.6437 -0.2006 0.7872 0.6818 -0.7823 -0.1247 -0.889 1.1793 0.0972 -0.3498 -0.5488 0.2169 45 45 45 507.827 429.944 410.518 13 -1.4212 -1.8617 0.4215 -0.7866
"1303" 4000057 1 1 148 3 0 -0.7077 -1.272 -0.5707 -0.4342 -0.0328 0.1935 NA -0.6627 -0.5158 0.0477 -0.6314 -1.0386 -1.8485 NA NA NA NA 459.351 453.7 509.145 13 -1.4212 -1.8617 0.4215 -0.7866
"1304" 4000057 1 1 148 6 0 -0.3755 -1.272 -0.5229 -0.862 -1.0812 -0.9747 3.8591 1.1831 1.1335 -0.1357 0.7548 1.4029 -1.8485 -1.0657 NA NA NA 514.509 409.915 447.782 13 -1.4212 -1.8617 0.4215 -0.7866
"1305" 4000057 1 1 148 5 0 -1.7421 0.2705 0.1956 -0.0288 0.8352 0.3185 0.2907 -0.9887 -0.3076 -0.9779 -0.7896 -0.2831 0.2048 0.6402 45 45 0 498.93 452.412 466.117 13 -1.4212 -1.8617 0.4215 -0.7866
"1306" 4000057 1 1 148 6 0 -0.1239 NA 2.0054 -1.109 -0.0129 0.0716 NA 0.2533 0.2519 -0.1357 -0.2315 -0.0741 1.314 NA NA NA NA 497.7 450.184 492.455 13 -1.4212 -1.8617 0.4215 -0.7866
"1307" 4000057 1 1 148 3 0 -2.7114 -1.272 0.0385 -0.4342 0.3858 0.1956 -0.7823 -0.0196 -0.2006 -0.1357 0.2117 -0.7556 -0.2023 -1.0691 45 0 45 605.324 512.179 530.333 13 -1.4212 -1.8617 0.4215 -0.7866
"1308" 4000057 1 1 148 3 0 2.6131 -1.272 0.4352 -1.4869 2.3693 1.4903 -0.7823 -0.4699 -1.8538 -0.6122 -0.0417 -0.9943 1.314 1.0346 45 45 135 587.98 517.475 528.692 13 -1.4212 -1.8617 0.4215 -0.7866
"1309" 4000057 0 1 148 4 0 -1.4526 -0.4021 0.849 -1.4869 -0.0614 0.3332 -0.7823 -0.6166 -1.2648 -0.1357 -0.3917 -0.9465 0.0483 0.6364 180 45 45 445.688 422.464 403.168 13 -1.4212 -1.8617 0.4215 -0.7866
"1310" 4000057 1 1 148 3 0 -1.1285 0.5206 0.1956 0.4637 -0.0614 0.6818 -0.7823 -0.1047 0.0038 1.1793 -0.1085 -0.353 -2.7106 1.0346 90 45 90 571.65 519.88 497.98 13 -1.4212 -1.8617 0.4215 -0.7866
"1311" 4000057 1 1 148 5 0 -2.7114 -1.272 -0.5707 0.4637 -0.4684 0.6818 0.7703 -0.3776 -0.3076 -0.6853 0.254 -0.4625 1.314 0.2127 45 45 0 442.419 348.972 378.313 13 -1.4212 -1.8617 0.4215 -0.7866
"1312" 4000057 0 1 148 3 0 -0.9609 -0.2888 -0.5707 -0.4342 0.3444 -1.5698 -0.7823 0.115 0.288 1.1793 -0.0979 -0.6525 -0.0037 1.0346 90 45 0 544.505 524.918 428.734 13 -1.4212 -1.8617 0.4215 -0.7866
"1313" 4000057 1 2 344 2 0 -0.8812 -0.6346 -0.8279 -0.687 -0.0614 0.6818 -0.7823 0.164 0.3676 0.0477 0.2309 -1.1459 0.7015 -0.6576 90 45 45 440.922 357.957 376.952 13 -1.4212 -1.8617 0.4215 -0.7866
"1314" 4000057 1 1 148 4 0 -1.4526 0.2705 -0.2047 -0.9823 0.3858 0.3241 NA -0.1597 -1.2648 -0.1357 0.2786 -0.3763 0.4394 NA 90 45 NA 422.567 399.051 380.685 13 -1.4212 -1.8617 0.4215 -0.7866
"1315" 4000057 1 2 663 3 0 -0.3875 -0.4021 0.1956 -0.9295 1.217 0.4951 0.2907 -0.6334 -0.3076 -0.9386 -0.3647 -0.9536 -0.5575 -1.0691 45 45 0 445.495 380.158 395.242 13 -1.4212 -1.8617 0.4215 -0.7866
"1316" 4000057 1 1 802 3 0 -1.9715 0.2705 -0.6888 0.4637 -0.144 -0.1762 0.2308 -0.1374 -0.2164 1.1793 -0.2673 -0.9497 0.7015 -1.5824 50 50 NA 441.971 422.82 403.113 13 -1.4212 -1.8617 0.4215 -0.7866
"1317" 4000057 1 1 148 5 1 -0.4556 0.2705 -0.2661 0.4637 -0.4684 -0.0358 -0.7823 -0.174 0.0185 1.1793 -0.3546 -0.4072 0.7015 -0.6576 90 45 180 431.952 398.577 397.624 13 -1.4212 -1.8617 0.4215 -0.7866
"1318" 4000057 0 1 148 3 0 -1.9715 1.0453 -0.9792 -0.4342 -0.0328 0.3018 0.7703 0.2279 -0.3076 1.1793 0.6431 -0.1198 -0.3673 1.0346 90 45 0 550.462 425.927 439.589 13 -1.4212 -1.8617 0.4215 -0.7866
"1319" 4000057 1 1 344 5 0 -1.9715 0.2705 -0.2047 -0.687 -0.0614 0.6818 -0.7823 -0.6244 -0.2215 1.1793 -0.9141 -0.1641 -0.2023 -0.6576 45 45 0 482.412 463.671 407.223 13 -1.4212 -1.8617 0.4215 -0.7866
"1320" 4000057 1 2 344 3 0 -0.8216 1.2958 0.4352 0.5949 -0.5176 -0.8911 -0.7823 -0.2305 0.5522 1.1793 -0.5168 -0.8557 -0.0348 -0.6439 45 0 45 460.08 339.253 373.077 13 -1.4212 -1.8617 0.4215 -0.7866
"1321" 4000057 0 1 148 3 0 0.6934 -1.272 -0.9792 0.4637 -0.4684 -0.5635 0.8615 0.4885 -0.7725 -0.6122 1.8342 -0.3624 -0.5575 -0.6576 45 45 0 508.215 456.843 423.08 13 -1.4212 -1.8617 0.4215 -0.7866
"1322" 4000057 1 1 148 6 1 -0.7553 1.1904 1.2643 -1.8939 1.217 0.0544 NA 0.3679 0.7878 -0.1357 0.1394 0.9114 -0.4795 1.0346 60 60 0 401.388 368.292 367.261 13 -1.4212 -1.8617 0.4215 -0.7866
"1323" 4000057 1 1 148 5 0 -0.9016 0.2705 -0.2047 0.052 -0.4684 0.0348 -0.7823 -0.3914 -0.2006 1.1793 -0.2555 -0.0764 -1.6278 0.3657 90 45 135 462.47 426.602 416.742 13 -1.4212 -1.8617 0.4215 -0.7866
"1324" 4000057 1 1 148 5 0 -0.4042 0.8769 0.7871 -0.9823 1.6438 0.9423 -0.7823 1.0107 0.2519 1.1793 0.9365 0.3796 -0.1391 0.005 60 60 0 584.794 391.224 463.879 13 -1.4212 -1.8617 0.4215 -0.7866
"1325" 4000057 1 1 148 5 0 -0.6362 -0.2888 1.2643 -1.4869 -0.0328 0.1837 -0.7823 0.4567 0.1497 -0.1357 1.07 0.8743 -0.5575 0.6402 90 45 0 469.615 424.127 444.857 13 -1.4212 -1.8617 0.4215 -0.7866
"1326" 4000057 0 1 344 4 0 -1.4526 0.8232 -0.8279 NA -0.7622 0.6818 -0.7823 0.11 -0.7725 -0.6122 1.0357 -0.1236 -0.4501 1.0346 0 90 0 458.913 467.766 446.093 13 -1.4212 -1.8617 0.4215 -0.7866
"1327" 4000057 1 1 148 5 0 -0.4934 0.2705 1.1811 0.052 -0.0614 -0.6659 -0.7823 -1.159 -1.2648 -0.4903 -0.8187 -0.4241 -0.2023 0.3622 50 0 50 395.288 322.934 290.61 13 -1.4212 -1.8617 0.4215 -0.7866
"1328" 4000057 1 1 148 6 0 0.1869 0.2705 0.1956 -1.8939 -0.0614 -0.3665 NA 1.3784 1.8303 1.1793 0.8758 1.5048 -1.6278 NA NA NA NA 428 427.838 322.993 13 -1.4212 -1.8617 0.4215 -0.7866
"1329" 4000057 1 1 148 3 0 -1.7421 -0.2888 -0.2661 -0.687 NA 0.9423 -0.7823 -0.1172 -0.098 -0.6122 0.028 -0.7203 -0.3158 0.6364 45 0 0 467.095 397.792 465.541 13 -1.4212 -1.8617 0.4215 -0.7866
"1330" 4000057 1 1 148 5 0 -1.9715 1.1904 -0.5707 -0.4342 -0.0614 0.3241 -0.7823 -0.3062 -0.0552 -0.1357 -0.1644 -0.5514 1.314 0.3622 90 45 0 586.466 567.66 486.717 13 -1.4212 -1.8617 0.4215 -0.7866
"1331" 4000057 1 1 148 5 0 -1.0796 0.2705 -0.0326 0.5949 -0.5536 0.4893 -0.7823 -0.3184 -0.2006 -0.1357 0.0872 0.0168 0.4522 -0.6576 45 45 0 387.909 289.115 338.743 13 -1.4212 -1.8617 0.4215 -0.7866
"1332" 4000057 1 2 344 6 0 -1.9715 0.2705 -0.9792 0.4637 0.7872 2.7249 -0.7823 -0.4674 -0.7725 -0.1357 -0.0057 0.5848 -2.7106 1.0346 110 110 165 394.997 391.095 428.574 13 -1.4212 -1.8617 0.4215 -0.7866
"1333" 4000057 1 1 148 4 0 -1.9715 -0.6346 -0.4112 -0.4342 -0.4684 -1.435 -0.7823 -0.5819 0.2807 0.1806 -0.903 -0.4692 0.6259 0.6364 45 45 0 451.081 353.974 419.978 13 -1.4212 -1.8617 0.4215 -0.7866
"1334" 4000057 1 1 148 5 0 -1.6062 0.9672 -0.9792 -0.3799 -1.0974 0.0427 NA -0.3016 0.3676 -1.0118 -0.2097 0.2777 0.7628 -0.6576 NA NA NA 593.677 544.299 488.255 13 -1.4212 -1.8617 0.4215 -0.7866
"1335" 4000058 1 1 148 3 0 -1.3214 -0.6346 -0.5707 -0.4342 -0.3595 0.2929 0.2907 -1.3111 0.3676 -2.3391 -0.7987 -1.3504 1.314 -1.5824 NA NA NA 387.829 275.709 308.868 18 0.8339 1.6119 1.4848 -2.0409
"1336" 4000058 1 3 802 3 0 -0.7983 -0.2888 -1.7009 NA NA NA NA -1.6887 -1.8538 -1.0118 -1.5785 -1.4309 -2.1621 NA NA NA NA 458.136 355.964 441.628 18 0.8339 1.6119 1.4848 -2.0409
"1337" 4000058 1 1 344 4 0 -0.275 1.1904 -1.5513 -0.4342 -1.4572 -0.6229 0.8233 -0.8172 -0.7148 -1.0118 -0.1328 -0.6113 -0.4377 -1.7696 45 60 30 458.034 442.468 388.55 18 0.8339 1.6119 1.4848 -2.0409
"1338" 4000058 1 2 344 4 0 0.4828 0.7323 -2.345 -0.9823 0.871 -0.6586 NA -0.7717 -0.3076 -1.0118 -0.4885 -1.2794 -0.54 NA NA NA NA 464.089 418.741 450.631 18 0.8339 1.6119 1.4848 -2.0409
"1339" 4000058 0 3 663 2 0 0.7942 -1.272 0.4352 -0.687 -0.4684 1.4685 -0.7823 -0.5081 0.1497 -0.6853 -0.3813 -1.4915 0.7015 1.0346 220 220 165 430.081 422.589 350.62 18 0.8339 1.6119 1.4848 -2.0409
"1340" 4000058 0 2 344 2 0 1.5998 0.2705 -0.4112 -0.3009 -0.8109 0.9517 0.2907 -1.2205 0.0949 -0.6853 -1.862 -1.6562 0.4522 0.2127 200 200 100 405.718 409.248 364.045 18 0.8339 1.6119 1.4848 -2.0409
"1341" 4000058 1 3 148 3 0 -0.0194 -1.272 NA 0.052 -0.0614 -0.5938 -0.7823 -0.7079 -0.7725 -0.4903 -0.39 -1.0951 0.1694 -0.6576 NA NA NA 447.581 382.069 393.573 18 0.8339 1.6119 1.4848 -2.0409
"1342" 4000058 0 1 344 2 1 0.7942 1.6524 -0.6888 -0.2006 -0.1097 0.6738 1.1625 -2.0758 -1.866 -1.324 -1.7833 -2.1378 0.4522 1.0346 200 200 250 327.612 355.105 197.294 18 0.8339 1.6119 1.4848 -2.0409
"1343" 4000058 1 1 148 4 0 0.3379 -1.272 1.1811 -0.1748 0.3858 0.7274 0.2308 -0.69 0.288 0.0477 -1.425 -0.758 0.2148 1.0346 240 240 60 390.906 341.457 381.625 18 0.8339 1.6119 1.4848 -2.0409
"1344" 4000058 1 1 148 5 0 -0.2284 0.2705 -0.9792 -0.3799 -0.0614 2.7249 0.2907 1.0069 0.6411 1.1793 1.0519 0.3932 -0.2023 -0.6576 200 200 100 447.664 295.522 311.038 18 0.8339 1.6119 1.4848 -2.0409
"1345" 4000058 1 2 344 5 1 -0.4922 1.6524 0.0113 0.9109 -0.9797 -1.4101 -0.7823 -0.0282 0.0038 -0.4903 0.2615 -0.3455 1.314 -1.3964 50 100 200 341.419 330.633 415.886 18 0.8339 1.6119 1.4848 -2.0409
"1346" 4000058 0 1 148 5 1 0.5185 -1.272 -0.2047 1.8905 -1.321 -0.0939 0.2907 0.7388 1.8303 1.1793 -0.1803 0.9621 0.4394 -1.6711 200 200 250 519.099 566.347 523.581 18 0.8339 1.6119 1.4848 -2.0409
"1347" 4000058 0 3 802 5 0 2.6131 -1.272 0.4978 0.855 -0.8382 0.3734 0.8233 -0.5456 -0.889 -0.5668 -0.3405 -0.4741 -0.3082 1.0346 240 240 NA 462.709 420.302 382.078 18 0.8339 1.6119 1.4848 -2.0409
"1348" 4000058 0 1 148 6 1 -0.0339 1.9717 1.1811 0.4637 0.7396 0.319 -0.7823 0.3385 0.7878 -0.9649 0.6376 0.0382 0.2148 0.6364 NA NA NA 370.859 341.572 359.293 18 0.8339 1.6119 1.4848 -2.0409
"1349" 4000058 0 2 344 3 0 -0.1175 0.9059 0.4978 -1.109 1.5024 0.171 -0.7823 -0.5848 -0.889 -1.0118 -0.0606 -1.043 1.314 1.0346 NA NA NA 320.037 314.066 338.94 18 0.8339 1.6119 1.4848 -2.0409
"1350" 4000058 1 1 148 5 0 0.3703 -0.8863 -1.0457 -1.8939 1.0508 2.7249 0.2907 0.3237 0.0038 -0.1357 0.6767 0.5881 0.2727 1.0346 200 200 100 400.554 378.75 458.203 18 0.8339 1.6119 1.4848 -2.0409
"1351" 4000058 1 2 148 3 1 -1.3532 0.6091 -2.345 1.8905 -1.4689 -0.0799 -0.7823 -0.274 -1.8538 -1.0118 0.6662 -0.5803 0.1924 -1.6735 200 200 50 360.787 385.841 345.329 18 0.8339 1.6119 1.4848 -2.0409
"1352" 4000058 1 1 148 NA 0 -2.7114 -0.6346 -1.5513 NA -0.0444 -0.671 -0.7823 -1.3076 -0.0314 -1.5925 -0.6981 NA -0.2023 -1.0724 NA NA NA 421.543 380.311 495.445 18 0.8339 1.6119 1.4848 -2.0409
"1353" 4000058 0 2 344 0 0 1.3468 -1.272 -0.5229 -1.8939 2.3693 2.7249 -0.7823 -1.2408 -1.8538 -1.3311 -0.3118 -2.9789 -0.6262 0.3586 200 200 0 325.548 326.862 380.763 18 0.8339 1.6119 1.4848 -2.0409
