"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "joy_read" "pisa_difficulty" "competitiveness" "fear_failure" "resilience" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "teach_multicult"
"46" 75200002 0 1 494 6 0 2.6131 0.2705 -2.345 1.8905 -1.0583 -0.8423 -0.7823 1.0253 0.5278 -0.4396 1.7574 1.2237 1.314 0.5029 210 210 210 581.743 620.178 635.114 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"47" 75200002 0 1 494 5 0 0.8418 0.9672 -0.9792 1.8905 -0.8273 -1.186 0.1462 1.5085 1.3363 1.1793 0.9278 1.2097 -0.2023 1.0346 180 180 180 587.966 702.394 616.244 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"48" 75200002 1 1 494 6 0 -0.4423 -1.272 -0.2047 -0.687 -0.0614 1.4326 -0.7823 0.4254 -0.0027 -0.6853 0.6417 1.2263 -0.0037 1.0346 165 165 165 589.849 699.954 644.605 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"49" 75200002 0 1 494 6 0 0.7364 -1.272 2.0054 0.4637 2.3693 -0.3442 0.2907 1.7321 1.1527 1.1793 1.5465 0.3847 0.385 1.0346 240 180 180 481.115 546.54 533.214 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"50" 75200002 0 1 494 6 0 1.0123 -0.2888 -0.6888 1.3423 0.3858 2.7474 -0.7823 1.8133 1.3363 1.1793 1.0029 1.3595 1.314 1.0346 150 150 150 561.527 631.699 583.632 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"51" 75200002 0 1 494 6 0 2.0787 -0.7816 -0.9792 0.9606 -0.8273 2.7249 -0.7823 3.0689 1.6414 1.1793 2.3611 1.9903 1.314 1.0346 180 180 180 649.838 621.626 632.736 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"52" 75200002 0 1 313 6 0 -1.793 -0.4021 0.1244 1.8905 1.1934 -0.0553 0.7703 -0.1777 -1.2382 -0.8947 0.7311 -0.2294 -0.9734 -0.6576 300 225 300 373.463 416.472 348.07 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"53" 75200002 0 1 494 6 0 1.5998 0.2705 -0.6888 1.0944 -0.8273 -0.0358 -0.7823 1.463 1.0651 0.0477 1.1974 1.0389 -0.5973 -0.6439 180 180 180 669.381 640.433 673.215 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"54" 75200002 1 1 494 6 0 -0.1542 0.2705 -0.2047 0.052 -0.109 0.6818 0.2907 1.3518 1.1527 -0.4903 1.9264 1.6134 1.314 0.5029 180 180 180 612.122 637.727 652.055 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"55" 75200002 1 1 494 6 0 0.391 -0.8863 0.571 -0.4342 2.3693 2.7249 -0.7823 2.8744 1.6414 1.1793 2.6524 2.2578 1.314 1.0346 180 180 180 604.805 684.196 675.685 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"56" 75200002 1 1 494 6 0 0.5935 -1.272 -0.6888 1.0944 -1.2862 -1.2147 -0.7823 0.9179 1.1527 -0.4396 0.6035 1.1783 0.3485 -1.3939 240 240 180 613.412 605.705 618.994 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"57" 75200002 1 1 494 4 0 -0.3553 -1.272 1.1811 -1.8939 0.4152 0.6818 0.2907 -0.7154 -0.7441 -0.8243 -0.2973 -0.2325 -0.0439 -0.6576 180 180 180 611.332 643.211 590.893 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"58" 75200002 1 1 494 6 0 0.2694 -1.272 0.992 1.1422 1.1777 -0.0845 0.2907 1.3494 1.1527 1.1793 1.1506 1.4249 -0.5074 1.0346 180 180 180 585.023 534.8 531.463 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"59" 75200002 1 1 494 6 0 -0.7077 -1.272 1.2643 1.1911 1.1651 0.1554 0.8615 -0.4524 -0.303 -0.4396 -0.8061 0.4063 -0.2023 1.0346 180 180 180 599.951 619.399 649.868 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"60" 75200002 1 1 494 5 0 0.2694 0.2705 -0.2661 0.4637 -0.5176 -0.3184 -0.7823 0.4284 1.1527 0.0477 -0.0235 0.47 0.2485 0.3622 140 140 140 576.764 585.519 555.881 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"61" 75200002 1 1 494 5 0 -0.3253 -0.8863 -0.0326 0.4637 -1.0487 0.3018 0.1462 1.5507 1.6414 1.1793 0.9362 1.3114 1.314 -1.8598 260 195 195 516.408 595.777 599.029 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"62" 75200002 1 1 494 6 0 0.0127 -1.272 0.1956 -0.687 2.3693 2.7249 1.5436 1.9714 1.6414 1.1793 1.3318 1.7049 -0.2023 1.0346 210 210 140 617.619 516.443 592.598 14.9231 0.4698 0.8179 -1.5397 -0.1662 0.4113
"63" 75200003 1 2 853 0 0 0.0127 1.0453 0.1244 -1.4242 0.3444 0.6818 -0.7823 -0.3464 -1.8427 -0.4396 0.463 -2.3476 -0.2023 0.2127 220 165 165 567.628 562.75 523.533 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"64" 75200003 0 1 494 6 0 0.6523 -1.272 -0.2661 0.052 0.7251 -0.3102 1.5082 1.3765 1.6414 1.1793 0.3942 1.5612 0.1597 1.0346 240 240 180 678.663 719.128 747.478 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"65" 75200003 0 1 494 6 0 0.5572 -0.7816 -0.8705 0.1097 -0.588 -0.6693 -0.7823 -0.3942 -0.4983 -1.2622 0.5359 0.4934 -0.1169 0.0224 180 120 120 529.154 585.338 565.653 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"66" 75200003 0 1 494 6 0 -2.7114 0.2705 -0.2047 1.8905 -0.7906 0.5301 -0.7823 1.35 0.403 1.1793 3.3809 0.9808 -1.0692 -1.3914 180 180 120 453.602 461.154 446.39 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"67" 75200003 0 1 494 6 0 0.1118 0.7192 0.2653 0.4637 -0.4004 0.4909 -0.7823 0.9245 0.4551 0.0477 0.9213 0.767 0.7628 1.0346 240 240 120 466.992 517.284 521.006 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"68" 75200003 0 1 494 6 0 0.0127 0.2705 -0.733 -0.9295 -0.0614 0.3018 -0.7823 -0.265 0.403 1.1793 -0.6422 -0.2532 1.314 1.0346 200 200 100 500.986 506.513 508.554 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"69" 75200003 0 1 853 6 0 -0.6185 -0.7816 2.0054 1.8905 -0.8469 -1.395 -0.7823 0.3582 0.403 -0.6097 0.7689 0.6227 1.314 1.0346 150 200 250 457.875 447.585 443.45 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"70" 75200003 1 1 494 1 0 -1.6062 0.8232 0.1956 -0.687 -0.5176 -0.0845 -0.7823 -0.5481 -0.7441 -0.8243 0.1533 -1.8406 -1.1481 -0.6576 210 210 210 396.54 396.915 418.608 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"71" 75200003 1 2 853 6 0 -0.9873 3.0064 -0.9792 0.4637 -1.4832 -0.6843 -0.7823 0.1575 0.1926 -0.4396 0.3479 0.6067 -0.7857 -0.6576 NA NA NA 309.89 333.355 366.25 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"72" 75200003 0 3 853 6 0 0.0127 0.2705 0.1956 0.4637 -1.5166 -1.2532 1.5346 -0.2108 -1.2382 0.1806 0.4017 -0.3379 1.314 -0.6576 240 240 180 413.79 418.282 466.155 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"73" 75200003 1 1 494 6 0 -1.9715 -0.4021 0.7262 -0.687 -0.0614 1.4685 -0.7823 0.4583 0.6472 1.1793 0.2046 0.8542 -0.2023 -0.6576 110 165 165 481.095 473.111 472.806 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"74" 75200003 0 NA 494 6 0 0.0127 0.2705 -0.9792 -0.13 -1.0583 0.4909 -0.7823 -0.0706 -0.4983 -0.4396 0.6169 0.1219 1.314 -0.6576 180 240 120 480.332 470.184 490.222 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"75" 75200003 0 1 313 6 0 -1.793 -0.7816 1.1811 1.1422 1.0885 0.9683 -0.7823 -0.3533 -0.4983 -0.8243 0.2141 0.1574 -0.2023 1.0346 180 180 120 490.948 521.823 526.746 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"76" 75200003 1 1 494 6 0 -1.3532 -1.272 0.3709 -5e-04 2.1447 2.7249 0.2907 0.7197 1.3363 1.1793 -0.0474 1.0374 0.2048 1.0346 120 180 180 571.905 519.574 629.601 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"77" 75200003 0 2 664 2 0 0.0127 1.6524 -0.2661 -0.687 -0.0614 -0.9879 -0.7823 0.7884 0.2363 -0.6853 1.5335 -0.9257 -1.1481 -0.6576 120 60 180 348.065 363.974 392.876 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"78" 75200003 0 1 494 4 0 0.0127 0.7192 -0.2047 1.8905 -1.0974 -0.5665 -0.7823 -0.4272 -0.4983 -0.8947 0.0119 -0.1763 0.7015 0.2127 150 150 100 466.282 529.184 458.814 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"79" 75200003 1 1 494 6 0 -1.4526 0.2705 -1.1146 -1.1858 -0.7906 0.6818 -0.7823 0.317 -0.4983 -1.1878 2.0409 0.9861 -0.2023 -0.6576 180 180 120 513.114 469.897 497.979 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"80" 75200003 0 1 494 6 0 -0.8176 0.2705 -0.9792 1.8905 -0.8273 -0.6869 0.2907 1.312 0.7639 -0.3487 1.6971 1.2155 -0.2023 -0.6576 300 300 240 483.459 463.037 462.89 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"81" 75200003 0 1 494 6 0 -0.1707 0.2705 -0.2047 1.3423 -0.5531 -0.4509 -0.7823 -0.3984 -0.7441 0.031 -0.2442 0.4917 1.314 0.6364 180 240 180 566.296 589.232 544.154 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"82" 75200003 0 1 494 6 0 0.9908 -1.272 0.1956 -0.9823 -0.4684 -0.4509 -0.7823 1.5106 1.6414 1.1793 0.4937 1.6179 0.7015 1.0346 150 200 100 751.539 743.386 705.013 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"83" 75200003 0 1 494 6 0 -0.9016 2.5529 -0.8279 1.8905 -1.5024 NA NA 0.2729 -0.303 0.0477 0.6708 0.6304 -0.4377 NA NA NA NA 452.63 560.849 493.41 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"84" 75200003 1 1 494 5 0 -1.9715 -1.272 -0.9792 -0.687 -0.8105 0.1353 -0.7823 -0.7664 -1.2382 -1.2622 -0.0035 -0.2323 -0.5284 -1.5824 100 150 150 688.987 725.112 674.443 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"85" 75200003 1 2 494 5 0 -0.2406 0.7192 -0.2661 -0.9823 -0.5176 0.6818 -0.7823 0.0442 -0.8586 -0.8243 1.0005 0.6681 -0.2023 1.0346 240 180 240 467.088 427.162 461.441 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"86" 75200003 0 1 494 6 0 0.0977 3.0064 0.1956 -0.9295 -0.8916 -0.5635 -0.7823 -0.3949 0.1926 -1.2622 -0.306 0.7035 -1.1481 -0.6576 150 250 100 387.945 416.628 419.931 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"87" 75200003 0 1 494 4 0 -1.4882 1.6524 2.0054 1.4083 -0.0614 -0.4415 0.1462 -0.563 -1.8427 -1.4924 0.9543 -0.3871 0.7628 -1.0657 100 200 100 449.62 417.08 414.014 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"88" 75200003 0 1 494 6 0 0.4627 -1.272 0.1956 0.052 -0.8273 -0.3184 -0.7823 0.5524 0.72 0.0477 0.1179 1.1553 -0.8266 -1.1847 280 280 210 602.161 655.54 618.533 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"89" 75200003 0 2 853 5 0 0.1499 0.7192 0.1956 0.4637 -0.8109 -0.7362 0.7703 -0.8456 -1.8427 -1.6145 0.1801 -0.9231 -0.7769 -1.1847 360 360 240 434.574 531.8 528.395 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"90" 75200003 1 1 494 5 0 -1.7421 -1.272 -1.7664 -1.8939 -0.8109 0.5034 -0.7823 0.782 0.0983 -0.1357 2.1565 0.6317 -0.2023 0.6402 120 180 120 397.375 366.617 408.465 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"91" 75200003 1 1 494 6 0 -1.3158 0.2705 -0.6888 -0.3799 -0.0614 -1.186 0.7703 1.0876 1.3363 0.031 0.6723 0.6471 -0.3971 -1.5824 100 350 200 419.626 387.19 493.8 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"92" 75200003 1 1 494 5 0 0.4391 -1.272 NA -0.687 -0.0614 -3.2367 0.2907 0.7966 0.1926 1.1793 0.9165 0.8817 1.0665 1.0346 100 150 150 520.86 439.713 393.529 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"93" 75200003 1 2 494 5 0 -1.793 -1.272 1.1811 -1.8939 0.7139 2.7249 NA 0.1665 -0.8586 0.1252 1.0005 -0.0752 -0.2023 1.0346 135 135 180 561.109 509.219 532.947 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
"94" 75200003 1 1 494 6 0 -0.2786 0.2705 -0.9792 -0.4342 -0.5536 -0.0939 -0.7823 1.1076 0.8508 0.0477 1.2317 1.3809 -1.1481 NA 120 240 120 264.736 309.342 295.828 13.8182 1.2478 0.43 0.6482 0.2266 -0.9058
