"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "joy_read" "pisa_difficulty" "competitiveness" "fear_failure" "resilience" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "teach_multicult"
"1491" 75200061 0 3 494 2 1 1.7513 -0.7816 -0.2047 0.1097 -0.0614 0.0348 -0.7823 -0.0728 0.72 0.0477 -0.4094 -1.2236 1.314 1.0346 180 180 180 464.709 545.4 452.627 9.75 -1.4212 1.0815 -0.0384 0.3085 0.6122
"1492" 75200061 1 1 494 2 0 -0.7077 -1.272 -0.2661 -1.8939 -0.0614 2.7249 -0.7823 0.0789 -0.8586 1.1793 0.2648 -0.6583 -0.2023 1.0346 165 165 165 548.329 544.519 544.421 9.75 -1.4212 1.0815 -0.0384 0.3085 0.6122
"1493" 75200061 1 1 494 2 0 0.376 0.7192 -2.345 -1.8939 -0.6123 -0.6732 -0.7823 0.9017 0.4685 0.1806 0.6951 -0.4195 -0.3971 -0.6576 180 180 180 660.36 691.498 606.401 9.75 -1.4212 1.0815 -0.0384 0.3085 0.6122
"1494" 75200061 0 3 853 0 0 1.2316 0.8232 -0.9792 -1.1858 0.0501 0.6818 -0.7823 -0.0168 0.4958 0.0477 -0.4978 -2.2323 1.314 1.0346 180 180 180 441.003 460.128 427.493 9.75 -1.4212 1.0815 -0.0384 0.3085 0.6122
"1495" 75200061 0 1 494 6 0 -0.4556 -0.4021 0.1956 0.3335 -0.5176 2.7249 -0.7823 -0.5086 -0.1364 -1.7993 0.105 0.3747 -0.2023 0.2169 180 180 180 523.305 611.445 534.523 9.75 -1.4212 1.0815 -0.0384 0.3085 0.6122
"1496" 75200061 1 1 494 4 0 -1.7421 -1.272 0.1956 -0.13 0.7251 0.0348 0.8615 -0.145 -0.4983 -0.9863 0.6471 -0.7195 0.7015 -0.6576 150 150 150 615.108 582.381 538.16 9.75 -1.4212 1.0815 -0.0384 0.3085 0.6122
"1497" 75200061 1 NA 494 NA 0 -1.1538 -1.272 0.4352 1.4083 -0.5531 -0.7976 0.7294 -1.0144 -0.4983 -0.7376 -1.1571 0.0108 0.1597 -0.6576 195 130 130 491.626 560.681 505.3 9.75 -1.4212 1.0815 -0.0384 0.3085 0.6122
"1498" 75200061 0 1 494 6 0 1.2316 0.9672 -0.2661 0.052 1.5527 -0.4415 -0.7823 0.4579 1.0089 0.1806 0.0224 0.7339 1.314 -0.9122 180 120 120 630.928 686.35 632.914 9.75 -1.4212 1.0815 -0.0384 0.3085 0.6122
"1499" 75200062 1 1 494 5 0 0.3568 0.2705 0.1956 1.8905 -1.0974 -0.5707 2.3772 1.0344 0.571 -0.1357 1.7574 0.7122 -1.1481 -0.6576 70 140 140 568.393 603.53 491.715 2.8889 -0.2376 -1.4551 -0.1348 -1.2943 1.2836
"1500" 75200062 1 1 494 5 0 1.5998 -1.272 2.0054 1.8905 -0.8273 -3.2367 -0.7823 -0.7852 0.6472 -1.0118 -1.3841 0.0847 -1.3684 1.0346 250 200 250 466.011 494.446 414.671 2.8889 -0.2376 -1.4551 -0.1348 -1.2943 1.2836
"1501" 75200062 0 1 494 4 1 0.1372 2.21 -2.345 NA NA NA NA -0.1826 -0.455 -1.935 0.4788 -0.8596 -0.0348 NA NA NA NA 359.545 388.378 292.392 2.8889 -0.2376 -1.4551 -0.1348 -1.2943 1.2836
"1502" 75200063 0 2 853 4 0 -1.4882 -1.272 -1.7664 -1.1858 -0.8109 0.4909 -0.7823 -0.0461 -0.303 -0.4903 0.3663 -0.9951 -0.7562 1.0346 240 180 240 539.716 534.92 504.86 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1503" 75200063 1 1 494 6 0 -0.2704 -1.272 -1.7009 0.4637 1.5527 1.4903 -0.7823 0.8661 0.0528 1.1793 1.5314 1.1783 -0.2023 0.2169 180 120 240 443.741 535.545 448.588 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1504" 75200063 0 1 494 2 0 -1.4882 1.6524 -0.9792 1.4083 -1.0352 -1.186 2.0604 -0.01 -0.7441 -1.1878 0.9751 -0.4319 -1.3684 -1.0691 180 120 120 415.487 412.923 418.68 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1505" 75200063 0 2 494 6 0 0.3568 0.2705 -0.5707 -0.13 0.3858 -0.6693 1.8016 1.279 1.6414 0.7604 0.4031 1.6537 -0.013 1.0346 180 120 180 484.687 516.855 475.915 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1506" 75200063 1 1 494 5 0 -2.7114 0.2705 0.1956 0.052 -0.0614 0.6818 -0.7823 0.7515 0.1926 1.1793 1.6631 0.827 0.7015 -0.6576 NA NA NA 460.521 462.29 419.403 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1507" 75200063 1 1 494 6 0 -1.9715 0.2705 -0.2661 -0.687 -0.0614 -0.3184 -0.7823 1.2762 1.1527 1.1793 1.4027 1.3229 -0.7769 -0.6576 195 130 195 519.42 500.562 519.46 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1508" 75200063 1 2 500 6 0 -2.7114 0.2705 0.7871 1.0671 NA 0.4951 0.8615 -0.8139 -0.7441 -0.9779 -0.3582 0.611 0.7628 1.0346 240 120 120 444.78 473.856 414.12 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1509" 75200063 0 1 494 4 0 -0.8551 0.7192 -1.7664 -0.0845 -1.2862 -1.6118 0.7703 -0.237 -0.4983 -0.4396 -0.2816 -0.9779 -0.4377 -0.6576 180 120 180 511.004 559.171 494.192 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1510" 75200063 0 1 494 5 0 -1.1538 0.9672 0.3709 -1.4869 -0.0614 0.3018 -0.7823 -0.3742 -0.2025 1.1793 -0.2372 -0.5231 -0.2023 1.0346 180 180 180 425.93 466.894 418.532 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1511" 75200063 1 3 500 5 1 2.0276 -0.7816 -1.0457 NA -0.5384 NA NA -0.357 NA 0.7604 -0.8589 0.5186 -0.4466 NA 0 110 165 372.224 340.113 258.339 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1512" 75200063 0 1 494 6 0 -1.1538 1.0453 -0.9792 0.1097 0.3858 2.7249 -0.7823 0.0107 0.6472 -0.9386 -0.2734 0.9916 -0.3971 -1.1847 180 120 180 566.48 521.923 616.92 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1513" 75200063 1 3 500 6 0 0.4104 1.6524 0.1956 0.4637 -0.0614 -0.186 -0.7823 0.188 1.0089 1.1793 -0.6871 -0.2452 1.314 -0.6576 210 210 210 399.03 275.877 344.656 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1514" 75200063 0 1 494 4 0 -1.1538 2.21 -0.9792 -1.1858 -1.3068 0.4846 0.2907 -0.4392 -0.7441 -0.6122 0.0275 -1.1414 0.7015 -0.6576 260 130 195 420.766 471.546 361.297 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1515" 75200063 0 1 494 5 0 -2.7114 -1.272 -0.9792 -0.687 -1.1108 -0.0553 -0.7823 0.0272 -0.4983 0.1806 0.2662 0.5609 -2.7106 -0.6576 180 180 180 452.881 507.67 511.794 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1516" 75200063 1 1 494 4 0 -2.7114 -1.272 2.0054 -1.8939 2.3693 0.4581 -0.7823 0.3011 -0.7441 0.1806 1.0338 -0.0214 -1.1481 -0.6576 180 120 180 564.329 592.423 530.419 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1517" 75200063 0 1 494 6 0 -0.1042 0.2705 -0.9792 0.4637 1.1268 0.4766 -0.7823 1.7516 1.6414 1.1793 0.7072 1.6628 1.314 1.0346 210 210 210 551.542 535.423 562.751 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1518" 75200063 0 1 494 6 0 0.0995 0.9672 -0.2661 -0.687 -0.8273 0.6818 -0.7823 -0.1836 -0.7441 -0.8243 0.5825 -0.1789 -1.3684 1.0346 180 180 180 414.925 454.36 353.256 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1519" 75200063 0 3 494 NA 0 -0.917 2.4403 0.1244 -0.9823 -0.5325 -1.1935 0.7703 -0.6937 -1.2382 -0.8773 -0.2483 NA -0.909 -1.1847 210 210 210 310.787 357.233 346.737 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1520" 75200063 1 2 853 3 0 -0.2008 1.2958 1.2643 -1.8939 0.4152 -0.4415 0.2907 -0.5632 -1.8427 -0.9779 0.3601 -0.6928 0.3995 -0.6576 180 120 180 598.454 458.694 548.608 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1521" 75200063 1 1 494 6 0 -1.352 -0.2888 1.1811 -0.7592 -0.5176 -0.0553 0.7703 0.6715 0.3536 1.1793 0.1691 1.0929 1.314 0.5029 180 180 180 585.231 663.331 665.098 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1522" 75200063 1 1 494 4 0 -1.7421 0.9672 -1.5513 1.8905 -1.5705 -0.4415 NA 0.4867 -0.1364 0.0477 0.88 0.4769 0.1155 NA NA NA NA 474.542 376.845 393.594 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1523" 75200063 0 2 494 5 0 -0.9395 0.7192 -0.2661 -0.0845 -0.8386 0.2243 0.2907 -1.0098 NA -0.4415 -0.8609 0.1409 -1.6385 -1.0657 315 210 315 464.298 514.756 443.598 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1524" 75200063 1 3 500 6 0 -0.0996 1.1361 NA NA 1.1777 0.5364 NA -0.2272 0.4958 1.1793 -0.6911 -2.1208 -0.2023 1.0346 195 195 260 474.12 360.588 446.33 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1525" 75200063 1 NA 853 6 0 0.8628 0.7192 1.1811 -1.4869 2.3693 0.7716 NA 0.0772 0.1926 0.2646 0.2463 0.9033 -0.0037 NA NA NA NA 416.423 409.629 368.008 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1526" 75200063 0 3 500 5 0 1.6649 -1.272 -2.345 -0.4342 NA NA NA -1.1607 -1.8427 -1.8124 -0.0641 -1.0035 1.314 NA NA NA NA 297.339 246.287 294.245 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1527" 75200063 1 1 494 6 0 -0.1042 -0.0545 -0.9792 0.4637 -0.8273 -0.8428 NA 0.4103 -0.1364 -0.4903 0.9049 0.0325 -0.0862 -1.0691 NA NA NA 467.316 543.027 547.189 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1528" 75200063 1 1 494 3 0 0.2732 -1.272 0.1244 -1.8939 1.59 -1.4957 1.4812 -1.6519 -1.2382 -0.8773 -1.7042 -1.4113 -0.7453 -0.6576 195 130 195 528.36 565.786 564.429 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1529" 75200063 0 2 853 5 0 -1.1538 -0.7816 -0.6888 -0.3288 -1.0583 -0.8341 0.1462 -0.6536 -0.7441 0.0477 -0.3582 0.8075 -0.9734 -0.67 210 140 280 445.552 454.296 402.807 NA 1.1897 1.0607 1.3098 1.1913 1.2836
"1530" 75200064 1 2 853 6 0 0.2641 NA -0.2284 1.8905 2.3693 2.7249 -0.7823 0.4868 NA 1.1191 -0.2154 1.0147 -2.7106 1.0346 0 0 0 379.615 301.083 382.881 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1531" 75200064 1 2 853 5 0 0.0127 0.2705 -0.4112 -0.2006 -0.0614 -0.6659 -0.7823 1.2075 1.0089 1.1793 0.577 0.7416 -0.1667 -0.6576 200 150 150 465.326 319.722 428.85 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1532" 75200064 0 3 853 5 0 0.4493 -1.272 -0.9792 -1.8939 2.3693 0.3241 -0.7823 -1.957 0.1566 -2.049 -1.6069 -0.6646 -1.1481 -0.6576 350 350 560 390.269 401.881 389.634 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1533" 75200064 1 2 494 5 0 NA NA NA NA NA NA NA -0.619 -0.4983 -1.0118 -0.2264 0.5389 1.314 NA NA NA NA 424.378 423.348 363.261 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1534" 75200064 1 2 853 6 0 -1.9715 0.2705 0.1956 -1.8939 -0.0614 0.2243 0.8615 -0.5487 -0.8586 -1.2622 0.1253 0.2389 0.7015 -0.6576 150 150 150 486.696 377.889 493.123 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1535" 75200064 1 2 853 6 0 -0.3419 1.0962 -2.345 0.4637 -1.5626 0.1493 -0.7823 -1.1157 -0.7441 -0.6853 -0.7809 -0.4496 1.314 1.0346 NA NA NA 335.353 339.897 347.783 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1536" 75200064 0 2 853 0 0 -0.1542 0.2705 0.1956 1.8905 0.0311 -0.5908 0.8615 -1.7929 -0.4983 -3.0862 -0.895 -2.9971 -0.5973 -1.5824 320 240 240 353.047 350.965 362.285 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1537" 75200064 0 2 494 6 0 -0.7029 0.7192 1.1811 -0.3799 -0.4909 0.8801 -0.7823 -1.1445 -1.8427 -0.8449 -0.8674 0.557 1.314 -0.6576 200 150 150 476.223 462.612 513.817 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1538" 75200064 1 2 853 6 0 0.1539 0.2705 0.571 0.4637 2.3693 0.6344 -0.7823 1.3138 0.7679 0.2646 2.527 0.4149 1.314 1.0346 240 240 240 461.883 369.687 367.782 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1539" 75200064 1 3 853 NA 0 NA NA NA NA NA NA NA -1.1247 -0.7441 -0.9779 -0.6711 NA -0.2023 NA NA NA NA 424.543 330.406 349.61 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1540" 75200064 0 2 853 5 0 0.0521 0.2705 NA -1.8939 -0.0614 0.1958 0.2308 0.0272 0.532 1.1793 -0.3953 -0.37 -0.2023 1.0346 240 240 240 421.786 420.101 416.902 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1541" 75200064 1 3 494 NA 0 -1.1031 -1.272 NA NA NA NA NA 0.9968 0.2363 1.1793 1.363 -0.0298 -2.7106 NA NA NA NA 305.506 265.697 315.399 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1542" 75200064 1 3 853 6 NA -0.5581 1.2958 -0.2047 -0.687 -0.0614 -1.3681 -0.7823 -0.3606 0.403 0.0477 -0.6308 0.0243 -0.0554 -1.3939 150 200 200 475.486 367.717 436.679 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1543" 75200064 0 3 853 6 0 0.5095 -0.0268 -2.345 -1.8939 1.5024 0.6939 NA -0.4806 -0.455 -0.3792 -0.2405 0.6084 1.314 NA NA NA NA 365.222 287.08 362.432 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1544" 75200064 1 2 500 6 0 0.2641 3.0064 2.0054 1.8905 2.3693 0.3163 -0.7823 -1.2608 -1.8427 -1.5532 -0.4556 -0.7699 1.314 1.0346 240 240 180 368.918 293.78 357.361 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1545" 75200064 0 2 494 3 0 1.3468 0.7192 -0.8279 0.4637 -0.4909 -0.5665 2.07 -0.3706 -0.7441 -1.9183 0.9658 -0.8687 -0.3584 -0.6576 240 240 300 381.166 402.855 320.386 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1546" 75200064 1 3 853 2 0 0.0166 -1.272 -0.8279 -0.6133 -0.6986 -0.6201 NA -0.3157 NA 1.1793 -0.6084 -1.3704 -0.3673 -1.5824 NA NA NA 325.026 370.351 392.405 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1547" 75200064 1 1 494 6 0 0.168 0.2705 -0.2047 -0.3799 -1.4373 -0.9052 NA -1.2467 0.1397 -2.653 -1.131 -0.1356 1.314 -1.7671 NA NA NA 403.13 291.205 350.571 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1548" 75200064 0 3 853 6 0 0.9112 NA NA NA NA NA NA -0.4 -1.8427 -1.1123 0.5147 -0.9998 NA NA NA NA NA 324.074 281.843 297.909 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1549" 75200064 1 2 853 5 0 -0.8176 0.2705 0.6314 0.1097 -0.5536 -0.3184 -0.7823 -0.4696 -1.8427 -0.6853 0.3616 -0.7735 -0.0348 -0.6576 180 240 120 406.153 399.976 395.167 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1550" 75200064 0 NA 999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 380.369 399.741 405.253 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1551" 75200064 0 2 500 6 0 -0.6185 NA -0.7163 -1.8939 -3.0999 NA NA -0.6194 -0.4983 -1.6998 0.1908 -0.2662 1.314 -2.4468 NA NA NA 267.068 175.518 251.64 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1552" 75200064 0 2 494 4 0 0.9271 0.7192 -0.733 1.1422 0.4392 -1.4197 1.8633 0.0823 1.1527 -0.4396 -0.7227 -0.7475 0.4394 1.0346 220 165 165 596.63 523.188 513.951 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1553" 75200064 0 2 853 NA 0 0.4956 -0.7816 NA -0.9295 NA NA -0.7823 1.5783 1.1527 1.1793 1.5101 NA -0.3971 1.0346 220 220 275 483.811 471.828 443.759 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1554" 75200064 0 3 853 6 0 0.8628 1.6524 0.0385 0.4637 -0.5536 -1.3251 0.2907 -0.5481 1.1527 -0.1357 -1.7068 0.5767 -0.9422 -1.1847 200 200 200 451.024 423.57 452.65 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1555" 75200064 0 2 853 3 0 0.3992 -0.1632 -0.0326 -0.3799 -0.0614 0.9587 -0.7823 -2e-04 -0.7441 -0.4903 1.0005 -0.4545 0.4522 0.005 180 180 180 343.779 461.342 349.617 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1556" 75200064 0 2 853 4 0 2.0787 -0.2888 0.992 -1.8939 1.1777 -1.5698 1.8016 -0.2609 1.1527 -1.5532 -0.512 -0.0497 1.314 -2.0819 220 165 220 470.619 483.529 467.941 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1557" 75200064 1 2 853 2 0 NA NA NA NA NA -3.2367 0.2907 -0.7315 -0.6881 0.2646 -0.6277 -1.4917 1.314 1.0346 NA NA NA 398.563 431.589 352.063 8.6931 -1.4212 0.8051 1.0465 1.6299 -0.3437
"1558" 75200065 1 1 853 3 0 -0.0622 0.2705 0.6314 -0.13 -0.0614 0.6818 -0.7823 -0.015 -0.0465 -0.7412 0.6249 -0.8979 1.314 -0.6576 180 180 180 451.956 579.494 523.956 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1559" 75200065 1 NA 494 6 0 NA NA NA NA NA NA NA -2.2715 NA 0.68 -2.9042 -0.5795 -1.174 NA NA NA NA 427.953 459.15 333.059 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1560" 75200065 1 1 494 5 0 0.0508 0.2705 -0.2047 NA -1.4832 -0.9879 NA 1.2524 0.6472 -0.1357 1.7598 0.7275 -0.5864 -1.0657 NA NA NA 381.379 439.978 421.261 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1561" 75200065 1 2 853 6 0 0.4627 -1.272 -0.9792 0.0208 1.6438 -0.6843 0.7703 -0.0106 0.0528 1.1793 -0.4621 -0.0751 0.7628 0.5029 240 180 180 526.937 555.377 660.146 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1562" 75200065 1 NA 999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 547.088 563.393 545.26 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1563" 75200065 1 1 494 5 0 -1.557 1.6524 -0.3247 -1.059 0.7139 2.7249 -0.7823 0.4543 0.8129 -0.5813 0.3933 0.2127 0.7628 1.0346 280 210 140 434.1 392.02 384.309 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1564" 75200065 1 1 494 5 0 0.1211 0.7192 2.0054 -1.8939 -1.4832 -0.6621 -0.7823 -0.0684 0.72 -2.4101 0.6506 0.5393 0.039 1.0346 180 180 0 415.749 228.772 314.002 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1565" 75200065 0 2 494 6 1 0.8628 0.5206 -0.6888 -1.8939 2.3693 2.7249 0.2907 -0.2424 -0.0413 1.1793 -0.2459 0.5611 1.314 1.0346 195 130 195 324.956 504.028 469.713 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1566" 75200065 0 3 494 2 0 -0.1162 1.2958 -1.2263 0.4637 -1.0812 0.6818 -0.7823 -1.4604 -1.8427 -1.3835 -0.6077 -1.2478 1.314 -0.6576 180 180 180 428.005 514.275 507.506 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1567" 75200065 0 1 494 4 0 -1.1538 0.5206 0.1956 1.8905 -1.1108 -0.3102 0.7294 -0.2881 -0.3238 -0.4396 -0.2734 -0.9043 -0.1605 0.3622 180 120 180 471.805 449.781 447.34 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1568" 75200065 0 1 494 4 0 -0.2406 0.2705 -0.5707 0.052 -0.4684 -0.3184 -0.7823 0.219 0.5278 0.2646 -0.0876 -0.3717 -0.2023 1.0346 180 180 180 477.395 498.65 421.522 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1569" 75200065 1 1 494 4 0 -0.7553 1.4885 1.1811 0.8794 -0.0485 -0.4415 0.8233 1.1145 1.1527 1.1793 1.0802 0.6042 -0.0348 -0.6576 150 150 150 528.972 458.607 485.458 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1570" 75200065 0 1 494 6 0 0.0127 -1.272 -0.2661 0.1097 0.3444 1.4903 -0.7823 0.4757 -0.0465 -0.9191 1.5995 1.1228 1.314 -0.6576 320 240 320 548.774 570.986 557.561 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1571" 75200065 0 1 494 6 0 0.8473 0.8232 0.571 1.1422 0.4398 -2.4085 0.2907 1.1044 0.6962 1.1793 0.9658 1.3696 0.2485 1.0346 180 180 120 492.837 475.27 458.757 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1572" 75200065 0 2 853 6 0 -0.5262 0.2705 -0.733 1.1911 -1.4832 -0.4217 -0.7823 0.0694 0.3269 0.0477 -0.2558 0.2162 -0.2023 0.2169 180 180 180 480.979 529.887 425.268 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1573" 75200065 0 1 494 6 0 1.3468 -0.4021 -0.0326 1.1911 2.3693 -0.1762 -0.7823 0.1831 0.1397 -0.6853 0.092 0.8978 -0.2023 1.0346 NA NA NA 604.355 569.997 570.357 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1574" 75200065 0 1 494 6 0 -0.1119 1.6524 0.992 -0.4342 -0.7997 -0.6659 -0.7823 -0.1627 -0.1547 -0.8243 0.1247 0.4022 0.7628 -0.6576 340 340 255 372.84 420.477 400.449 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1575" 75200065 1 1 494 6 0 0.7568 -0.8863 -0.2047 -1.1858 -0.8996 -0.5552 0.2308 1.0622 1.6414 0.0477 0.0484 1.1641 1.314 1.0346 180 180 180 501.139 598.08 542.825 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1576" 75200065 0 2 853 4 0 NA 1.6524 0.571 0.4637 -1.4832 NA NA -0.76 -1.8427 0.0477 -0.7302 -1.0228 1.314 NA NA NA NA 315.658 311.462 262.487 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1577" 75200065 0 1 494 6 0 -0.3571 0.2705 -1.2263 -0.3799 -0.0899 0.6818 -0.7823 1.4836 1.3363 0.7604 0.9705 1.4177 -0.5973 1.0346 220 220 110 581.059 647.129 559.615 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1578" 75200065 1 1 494 6 0 -0.1119 3.0064 -2.345 1.8905 -3.1675 -1.4766 3.8591 -0.7419 -0.303 -2.8259 0.3058 0.5435 -2.7106 -2.4468 240 180 180 293.383 191.257 252.897 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1579" 75200065 0 2 853 6 0 0.6934 0.2705 -0.733 1.1911 -1.0974 -0.4415 0.1462 0.6282 -0.0413 1.1793 1.382 0.8558 0.2048 -0.6576 100 150 200 463.227 537.721 468.962 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1580" 75200065 1 1 494 6 0 -1.1538 0.2705 -0.9792 -0.4342 -0.0614 -0.3184 -0.7823 0.1414 -0.1364 -0.8243 0.6026 0.5523 1.314 1.0346 180 180 180 404.841 403.271 409.285 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1581" 75200065 0 1 494 6 0 0.638 NA -0.2661 0.4637 -0.0614 -0.3184 -0.7823 1.2878 1.3363 1.1793 0.3912 1.4025 1.314 -0.6576 180 240 120 643.3 619.936 580.569 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1582" 75200065 0 1 494 5 0 -1.1285 0.7192 0.1956 -0.687 0.3444 0.4829 -0.7823 -0.2202 -0.8586 -1.2622 0.4385 0.3779 1.314 1.0346 150 150 150 564.693 526.037 552.671 7.5177 -0.6344 0.6676 0.6058 -0.4289 0.6122
"1583" 75200066 1 NA 999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 464.437 358.629 364.196 2.3333 1.2828 0.43 -0.1692 -0.5205 1.2836
"1584" 75200066 1 NA 999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 364.707 277.617 313.91 2.3333 1.2828 0.43 -0.1692 -0.5205 1.2836
"1585" 75200067 1 1 494 5 0 -0.1585 0.2705 2.0054 -0.9823 -0.0614 -0.9879 -0.7823 -0.1926 -0.455 1.1793 0.0119 0.4867 1.314 1.0346 160 120 80 466.706 390.716 431.216 8.9412 -0.4873 -0.1953 -0.335 -0.1791 0.6122
"1586" 75200067 0 1 494 6 0 1.0123 -1.272 -0.6888 -0.9823 2.3693 2.7249 -0.7823 1.5904 1.3363 1.1793 0.6497 1.3751 0.7628 1.0346 180 135 225 468.138 603.202 524.682 8.9412 -0.4873 -0.1953 -0.335 -0.1791 0.6122
"1587" 75200067 0 1 494 4 0 -0.6146 -1.272 -0.9792 0.4637 -1.4832 -1.0499 1.1625 0.2866 0.403 -0.3487 0.2811 0.0746 -2.7106 0.3657 NA NA NA 393.175 373.584 415.19 8.9412 -0.4873 -0.1953 -0.335 -0.1791 0.6122
"1588" 75200067 1 1 494 6 0 -0.2704 0.2705 -0.5707 -0.4342 -0.0614 -0.4509 0.7703 0.6525 0.9334 -0.3487 0.3419 0.9364 1.314 -1.3914 160 120 160 468.47 465.171 499.537 8.9412 -0.4873 -0.1953 -0.335 -0.1791 0.6122
"1589" 75200067 1 1 494 5 0 -1.4882 -1.272 1.1811 -0.3498 1.1777 2.7249 -0.7823 0.5774 0.1926 1.1793 0.699 0.1907 0.7628 -2.4468 160 120 80 403.904 477.621 434.794 8.9412 -0.4873 -0.1953 -0.335 -0.1791 0.6122
