"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "joy_read" "pisa_difficulty" "competitiveness" "fear_failure" "resilience" "belonging" "bullied" "home_poss" "cult_poss" "edu_resources" "family_wealth" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "teach_multicult"
"1007" 75600037 0 1 648 5 0 -0.7553 0.2705 -0.9792 -0.687 -0.0614 0.3018 -0.7823 0.7178 1.1953 -0.1357 0.0993 0.4631 0.4394 1.0346 45 45 0 627.014 583.947 469.077 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1008" 75600037 0 1 648 3 0 -1.352 -0.2888 0.1956 -0.2006 0.3858 1.4326 NA -0.1609 0.6561 -0.8449 -1.0907 -1.0191 -0.3673 -0.6576 NA NA NA 530.508 487.05 523.558 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1009" 75600037 1 1 648 5 0 -0.5734 0.7192 -2.345 0.052 -0.0614 0.6818 NA 0.7683 0.1299 -0.1357 1.4386 0.9553 -1.1481 1.0346 50 0 0 351.981 383.468 475.117 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1010" 75600037 1 1 648 6 0 -1.7421 -0.2888 1.2643 -0.4342 1.217 0.3692 -0.7823 0.0399 -0.3819 -0.6122 0.7109 0.5952 1.314 -1.0657 0 135 0 683.086 609.381 605.681 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1011" 75600037 1 1 648 5 0 -1.1285 0.9672 -0.5229 -0.2006 -0.5176 0.3018 -0.7823 0.0554 0.9244 -0.1357 -0.9118 -0.0401 0.385 1.0346 NA NA NA 621.575 536.782 488.461 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1012" 75600037 1 3 854 6 0 -0.4934 NA NA NA NA NA NA 0.0403 -0.338 -1.0118 0.4406 0.8877 -2.7106 NA NA NA NA 589.524 550.281 534.736 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1013" 75600037 1 1 648 6 0 -0.4556 -1.272 -0.5707 -0.4342 1.217 -0.0358 NA 1.4781 0.8034 0.1806 1.4386 1.2176 0.4522 NA NA NA NA 556.767 512.773 476.161 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1014" 75600037 1 1 648 6 0 -0.4423 -0.8863 -0.2047 -1.1597 -0.0806 0.9683 -0.7823 1.4892 1.5465 1.1793 0.3936 1.4208 -0.7769 -1.0691 90 45 90 582.586 593.905 629.083 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1015" 75600037 1 1 648 6 0 -2.7114 -1.272 -0.5707 0.1097 -0.7108 0.1889 NA 1.2057 1.5465 1.1793 0.2032 1.319 -2.0248 -0.6576 NA NA NA 653.524 573.179 572.177 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1016" 75600037 1 1 648 4 0 1.5998 -0.3034 1.2643 0.052 1.1651 -0.6913 0.7703 0.8532 1.5465 -0.1357 0.0738 0.5378 0.6259 0.6364 90 90 0 639.28 653.428 637.119 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1017" 75600037 0 1 648 5 0 -1.9715 -1.272 -1.2263 -0.13 -0.8652 0.6818 NA 0.362 -0.1932 0.0477 0.6261 -0.397 1.314 NA NA NA NA 553.992 630.945 592.438 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1018" 75600037 1 1 648 5 0 0.5915 -1.272 NA NA NA NA NA -0.3368 0.2484 -0.9057 -0.737 0.421 -0.5197 NA NA NA NA 535.497 575.314 536.463 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1019" 75600037 1 3 148 5 0 0.1372 0.2705 0.1956 -0.4342 -0.0497 0.6818 -0.7823 0.3712 0.4081 -0.1357 1.4842 -0.2022 -0.2023 -0.6576 225 225 90 490.983 429.566 391.755 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1020" 75600037 1 NA 148 6 0 -1.3214 -0.2888 -0.2661 0.4637 -1.0491 0.1935 NA 1.0091 1.0087 1.1793 0.0601 1.2358 0.7628 1.0346 NA NA NA 540.164 455.419 547.443 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1021" 75600037 1 1 648 4 0 -1.352 -1.272 -1.2708 -0.3799 -0.0328 0.4458 -0.7823 -0.6007 -1.8598 -0.6122 0.1435 -0.6879 NA 1.0346 0 0 0 496.768 454.902 528.176 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1022" 75600037 1 1 648 5 0 -1.7421 -0.2888 -0.2661 0.052 -0.8109 2.7249 -0.7823 -0.2001 -0.7888 -0.9191 0.6437 0.0931 NA 1.0346 90 0 0 523.815 439.516 459.285 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1023" 75600037 1 1 648 6 0 -0.8775 -1.272 -0.9792 -0.687 2.1447 -0.3184 NA 1.3029 0.4254 0.1806 2.1097 1.4729 -1.2907 NA NA NA NA 629.509 621.006 626.795 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1024" 75600037 1 1 648 5 0 -1.7421 0.2705 NA NA NA NA NA -0.3032 -0.6541 -0.4884 0.6148 0.071 -0.5197 NA NA NA NA 619.493 539.929 537.814 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1025" 75600037 1 2 854 1 0 -1.352 -0.8863 2.0054 0.8207 -0.0614 2.7249 -0.7823 -0.2068 0.2678 1.1793 -0.4458 -1.666 0.0079 -0.9167 90 90 0 379.686 355.906 394.239 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1026" 75600037 1 1 648 6 0 -0.9016 1.0558 -0.5707 1.8905 -1.0583 -0.3267 NA 0.0528 -0.474 -0.9191 0.5035 0.5635 -2.7106 NA NA NA NA 657.864 497.942 591.81 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1027" 75600037 1 1 648 5 0 -1.7421 0.2705 0.4352 -1.109 1.6438 2.7249 -0.7823 0.0506 -0.3819 -0.1357 0.8665 -0.5288 1.314 1.0346 45 45 45 457.578 412.012 414.163 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1028" 75600037 1 1 648 6 0 -0.7215 -0.8863 -1.4383 -1.8939 -1.4903 -0.7764 0.8615 -0.6183 -1.8598 -0.9191 -0.0254 0.5958 -1.464 -1.6735 0 0 0 524.696 513.207 598.444 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1029" 75600037 1 1 648 6 0 -1.0555 -0.0545 0.7871 -0.3799 -0.0614 0.3241 0.2907 0.7844 0.6561 -0.1357 0.4597 0.6817 0.4394 -0.6439 135 45 0 665.12 586.727 616.448 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1030" 75600037 1 1 648 6 0 -0.2704 0.2705 -0.9792 -0.687 -0.4684 0.0348 0.2907 1.2087 0.6561 1.1793 0.7916 1.1036 0.7015 -0.6576 NA NA NA 361.184 335.123 408.913 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1031" 75600037 1 2 140 NA 0 -0.8551 NA -0.733 0.052 1.1262 -0.6552 0.2907 -0.0502 -1.8748 1.1793 1.0399 -0.4375 -0.0348 -1.3939 NA NA NA 476.841 431.365 410.147 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1032" 75600037 1 NA 648 3 0 0.0127 0.2705 0.1956 0.052 -0.8386 1.4903 -0.7823 0.1174 0.872 1.1793 -0.6165 -0.2847 1.314 1.0346 90 0 NA 537.706 498.968 486.582 48 20.0966 -1.4212 -0.4314 0.4651 0.9429 -1.0542
"1033" 75600038 1 1 140 4 1 0.0293 0.9672 NA NA NA NA NA -1.0804 -0.1052 -1.2622 -0.6112 -1.1536 0.0181 NA NA NA NA 433.365 446.466 419.56 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1034" 75600038 0 1 648 6 1 -0.8407 0.8232 -0.2047 -0.2459 -0.8738 0.6818 NA -1.5542 -1.8598 -1.5746 -0.5097 -0.4505 -1.0726 NA NA NA NA 546.447 500.2 623.419 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1035" 75600038 0 2 648 3 0 -1.793 -0.6346 -1.7664 -1.8939 0.4152 -0.6659 0.7703 -0.9984 -1.8598 -0.3487 -0.527 -1.2786 1.314 0.6364 NA 150 NA 473.463 414.866 425.231 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1036" 75600038 1 1 648 NA 0 1.7513 0.6091 NA NA NA NA NA 0.7127 -0.0502 1.1793 1.0144 -0.571 -0.5088 NA NA NA NA 626.281 537.844 581.628 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1037" 75600038 0 1 648 NA 0 1.5998 3.0064 NA NA NA NA NA -0.0869 0.5835 -0.6122 -0.6341 NA -0.9852 NA NA NA NA 466.999 406.635 393.615 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1038" 75600038 1 2 648 NA 0 -0.6535 1.2958 0.1956 -0.687 -0.7997 0.9303 NA 0.8098 0.816 1.1793 0.7684 -1.0258 -0.3673 -0.6576 325 325 195 450.924 378.759 389.731 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1039" 75600038 0 2 854 2 0 2.6131 -0.2888 -0.9792 -0.9823 0.3858 1.4326 -0.7823 -0.7676 -0.6541 0.2646 -0.3268 -1.6283 0.2148 -0.6576 180 180 90 452.09 487.128 504.113 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1040" 75600038 0 2 854 2 0 -0.5831 1.2958 0.1956 -1.8939 0.7872 -1.0061 NA 0.4611 0.4765 -0.1357 0.8146 -0.8831 0.2384 NA NA NA NA 443.302 394.142 357.121 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1041" 75600038 0 2 148 6 1 -0.7637 -1.272 -0.2661 1.8905 -1.0974 -0.9887 -0.7823 0.4381 0.872 -0.4903 0.0593 0.976 -0.2023 -0.6576 225 225 135 442.259 481.316 413.53 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1042" 75600038 0 2 344 5 1 2.0787 -0.2888 -0.9792 0.4637 1.1651 0.5251 0.2907 0.6809 -1.2227 1.1793 1.1956 -0.033 0.7015 0.6402 225 180 90 570.708 513.961 529.868 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1043" 75600038 1 2 344 3 0 0.4444 -1.272 -0.5707 0.5949 -0.4531 -0.0599 1.1928 -0.562 0.1528 0.1806 -0.3631 -1.0612 1.314 0.5029 225 135 180 489.768 483.116 505.809 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1044" 75600038 0 2 667 6 0 -2.7114 -0.2888 0.1956 -0.4342 0.3858 1.4326 NA -0.6956 -1.8748 -0.8937 0.1753 -0.497 -0.7278 NA NA NA NA 460.612 402.952 374.133 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1045" 75600038 1 3 854 5 0 -1.6062 -1.272 -0.4631 -1.8939 0.7396 2.7249 NA -0.313 -0.1052 -1.1443 0.2525 0.0766 -0.5488 NA NA NA NA 490.418 464.713 458.355 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1046" 75600038 0 2 648 2 1 -0.2087 2.2893 0.1956 -0.3799 0.8281 0.0382 0.7703 -1.2781 -0.6541 -0.8243 -0.7963 -1.4763 -1.5447 -2.4468 225 180 180 319.727 384.71 354.054 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1047" 75600038 1 NA 648 1 1 -1.7421 0.2705 -1.7664 -0.2006 -1.0586 0.3241 -0.7823 -0.6661 -1.8598 0.0477 0.2408 -1.9658 1.314 -0.6576 225 135 180 441.35 498.06 429.796 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1048" 75600038 1 1 200 5 1 -2.7114 0.9672 -0.2661 1.3423 -0.8109 -1.3904 2.4122 -0.8076 -1.8598 -0.6122 -0.0395 -0.7048 0.7628 0.2127 405 225 90 549.015 512.499 561.127 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1049" 75600038 0 2 667 1 0 -1.3214 0.2705 -1.7009 -1.2792 -0.0614 2.7249 NA -0.9669 -0.5894 -1.5532 -0.1363 -2.2453 -0.2023 NA NA NA NA 440.698 511.232 505.739 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1050" 75600038 1 3 140 4 1 -2.7114 1.1252 -0.2284 0.2734 2.3693 2.7249 0.2907 -0.2966 0.872 1.1793 -0.5531 -0.7962 1.314 0.6364 225 135 180 443.46 281.906 315.755 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1051" 75600038 1 3 854 6 1 -0.0872 0.2705 2.0054 -0.4342 0.5306 -0.5707 NA -1.3159 -1.8598 -1.2622 -0.5867 -0.1386 1.314 NA NA NA NA 460.164 477.57 366.111 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1052" 75600038 0 2 667 4 1 -0.7413 1.1904 -0.5707 -0.13 -0.0614 0.0928 NA -0.2187 0.1299 -1.3311 0.0729 -1.0586 0.7628 NA NA NA NA 424.535 419.011 393.971 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1053" 75600038 0 2 140 2 0 -0.7637 -1.272 0.0113 -1.1858 1.0615 0.0153 -0.7823 -0.0273 -0.0502 1.1793 -0.0309 -1.2398 0.1694 1.0346 225 180 90 534.647 484.867 532.257 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1054" 75600038 1 1 648 5 0 -0.4358 -0.5536 -1.3427 -1.8939 2.3693 2.7249 NA 0.3001 0.2484 -0.3487 0.4721 0.4277 1.314 1.0346 225 225 180 525.93 401.627 391.986 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1055" 75600038 1 1 648 6 0 -0.6431 0.2705 0.571 0.2734 0.471 2.5333 NA -0.1594 0.2484 -0.1357 -0.1268 0.1068 0.385 NA NA NA NA 487.173 384.41 470.425 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1056" 75600038 0 2 648 6 0 -1.1285 -0.2888 -0.733 -0.4342 1.6438 0.3241 0.7703 0.6732 0.4765 0.1806 0.9123 0.6061 1.314 1.0346 225 180 180 646.634 653.247 576.207 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1057" 75600038 0 1 648 4 0 1.2316 0.7323 -0.9792 -1.8939 0.4159 -0.9166 NA -0.757 -1.2227 -0.6122 -0.8738 -1.085 -1.2781 NA NA NA NA 583.653 610.791 641.705 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1058" 75600038 1 1 648 5 0 -0.1886 -0.7816 -0.4112 -0.2006 0.4152 0.9683 NA 0.8327 0.6997 0.0477 0.7948 0.2888 0.7628 NA NA NA NA 582.178 556.7 558.867 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1059" 75600038 1 3 232 NA 1 0.1499 1.6524 0.1956 -0.4342 -0.4684 0.4846 -0.7823 0.7211 0.5835 1.1793 0.5664 -0.0124 -0.2023 -0.6576 250 200 150 460.711 396.559 365.66 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1060" 75600038 1 2 648 6 1 0.6934 1.0453 2.0054 0.176 0.8496 0.9423 NA 0.4114 0.5841 0.6763 0.481 0.7641 0.2148 NA NA NA NA 417.801 338.109 448.308 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1061" 75600038 1 1 648 6 0 1.7513 -0.8863 0.1956 0.1097 2.3693 0.8801 0.2907 0.4477 0.9244 -1.0118 -0.0859 0.9982 -0.1605 1.0346 270 180 90 537.279 637.294 648.486 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1062" 75600038 0 1 648 5 0 -0.4934 -1.272 -1.1309 -1.4869 1.1777 2.7249 NA 0.8005 -0.0502 0.2646 1.2877 0.7898 -1.1481 NA NA NA NA 529.703 620.675 607.808 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1063" 75600038 1 1 648 NA 1 -0.4569 1.1904 2.0054 0.8207 2.3693 -1.2605 -0.7823 0.2217 0.495 1.1793 -0.1254 NA 1.314 1.0346 225 180 135 343.995 360.925 408.894 23 11.1875 -1.4212 -0.614 0.3894 -0.5173 -0.4859
"1064" 75600039 0 1 648 5 0 2.0787 -1.272 -0.4112 -0.687 -0.0614 0.6818 NA 0.7413 0.6561 -0.6122 0.716 0.8122 -2.7106 NA NA NA NA 697.765 646.489 619.196 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1065" 75600039 0 1 648 5 0 1.7513 -0.6346 -0.2047 0.9109 0.7251 0.4829 -0.7823 0.8227 0.9524 -0.1357 0.2442 0.9195 0.2485 1.0346 180 180 90 693.327 674.937 688.186 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1066" 75600039 1 2 648 6 0 -0.3757 -1.272 -1.0214 -0.5311 -0.8469 0.6924 0.7703 -0.048 0.0282 -1.0193 0.5295 -0.2199 -1.1077 -1.1869 180 180 270 565.346 519.387 553.464 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1067" 75600039 0 1 648 5 0 0.4444 0.7192 -0.6888 0.1097 -1.0583 -0.0879 -0.7823 0.2337 0.1299 0.0477 0.1399 0.066 0.7628 -0.6576 225 180 270 668.021 741.492 730.633 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1068" 75600039 0 1 648 3 0 0.9908 -1.272 0.7871 0.4637 -0.0806 0.4458 -0.7823 0.4552 -0.3819 -0.1357 0.8742 -0.1161 -0.6385 1.0346 180 180 315 662.193 650.183 627.717 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1069" 75600039 0 1 648 6 0 -1.7421 -1.272 0.3709 -1.4242 1.1497 1.4326 -0.7823 -0.0161 -0.0502 -0.6853 0.3837 0.5853 -1.1176 0.5029 135 180 270 658.368 619.296 590.772 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1070" 75600039 0 1 648 6 0 1.1303 -0.4021 0.1956 -0.13 -0.5176 -0.4509 -0.7823 0.7811 0.2269 1.1793 0.6476 0.8718 -0.7366 -0.6576 180 180 270 647.325 753.424 702.239 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1071" 75600039 0 2 140 4 0 -1.0279 0.2705 -0.5707 -1.2319 -0.0614 0.4766 -0.7823 -0.0179 -0.0791 -1.0118 0.6779 -0.2305 0.7015 0.2169 180 225 360 634.929 688.273 629.761 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1072" 75600039 0 2 648 4 0 -1.1538 -0.6346 -0.5229 1.0671 -1.6936 0.1634 -0.7823 0.2955 0.2864 -0.6853 0.5022 -0.5727 -0.8601 1.0346 180 180 270 622.44 613.405 639.442 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1073" 75600039 1 1 648 6 0 0.0127 0.2705 -1.2263 -1.4869 0.7251 2.7249 NA 0.8664 1.5465 1.1793 -0.0168 1.0613 -0.3172 NA NA NA NA 639.667 618.247 653.475 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1074" 75600039 0 1 648 5 0 0.9011 0.2705 0.1956 -0.687 0.3858 0.9331 0.1462 0.4729 0.8034 -0.1357 0.033 0.4174 -1.3345 0.5029 180 180 360 637.273 633.558 698.217 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1075" 75600039 0 2 148 6 0 1.7513 -0.8863 0.4352 0.5949 0.4392 0.4458 NA 0.855 1.5465 1.1793 -0.3998 1.3041 -0.2023 1.0346 NA NA NA 585.526 660.821 608.337 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1076" 75600039 0 1 648 6 0 0.391 -1.272 0.1956 -0.0845 0.7872 2.7249 0.2907 1.3974 1.5465 1.1793 0.4396 1.4001 0.0703 1.0346 180 135 0 597.428 574.149 578.143 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1077" 75600039 0 1 648 3 0 -0.1542 -1.272 -0.733 -1.2319 -0.096 1.4326 -0.7823 -0.4026 -0.6541 -0.6853 0.2672 -0.6041 -0.6262 -1.1847 180 180 270 641.269 616.477 557.677 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1078" 75600039 0 1 648 6 0 -0.1042 1.2826 -0.2047 0.052 0.4552 0.9264 -0.7823 -0.0938 0.2269 1.1793 -0.4538 0.6549 0.7015 1.0346 135 180 90 518.369 508.035 460.818 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1079" 75600039 0 1 648 5 0 1.1194 -0.7816 0.4352 1.1911 -1.0746 0.4846 NA 0.7832 1.5465 -0.1357 0.0278 0.681 -1.5794 1.0346 180 180 270 617.062 604.995 586.451 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1080" 75600039 0 1 648 3 0 -2.7114 0.2705 -0.0326 -0.687 -0.0614 0.6818 NA 0.2234 0.0213 1.1793 0.1581 0.1648 -0.7769 1.0346 NA NA NA 675.054 685.457 695.691 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1081" 75600039 0 1 648 3 0 0.4956 -0.2888 -0.2047 0.4637 -0.0328 0.9423 NA 0.4178 -0.1932 1.1793 0.4597 0.1276 -0.3172 NA NA NA NA 772.279 705.555 651.933 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1082" 75600039 1 1 200 5 0 -1.352 0.7192 0.7871 0.4637 -0.0614 0.6344 0.2907 0.345 0.0213 1.1793 0.7601 0.3454 -2.1621 1.0346 180 180 270 650.511 536.02 548.182 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1083" 75600039 1 1 648 6 0 0.0797 -0.7816 -0.733 -0.3799 0.4522 -0.0613 0.2907 0.126 0.6997 -0.6853 -0.2637 0.9072 -2.1007 1.0346 180 180 270 727.667 721.963 666.371 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1084" 75600039 1 NA 999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 629.969 584.093 618.951 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1085" 75600039 1 1 648 4 0 -1.4526 -0.8863 -0.2047 -0.687 -0.0614 0.6818 -0.7823 0.5997 0.5835 -0.1357 0.4583 -0.1642 -0.2023 1.0346 270 180 270 800.492 685.426 628.497 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1086" 75600039 0 2 344 3 0 -0.5831 0.2705 -0.9792 -0.13 -0.0614 -0.1415 -0.7823 -0.2702 0.1528 1.1793 -0.2962 0.115 1.314 -1.3914 180 180 270 539.656 577.491 536.235 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1087" 75600039 0 1 648 6 0 1.7513 -0.5536 0.4352 0.052 0.3444 -0.9887 0.7703 -0.0327 -0.474 -0.1357 0.0203 0.4573 0.7015 1.0346 180 180 360 568.009 617.754 618.859 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1088" 75600039 0 1 648 5 0 2.0787 0.2705 0.1956 0.052 2.3693 0.2195 0.1462 1.2136 1.5465 1.1793 0.4583 0.7552 1.314 1.0346 180 180 270 546.17 606.12 534.692 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1089" 75600039 1 1 648 3 0 0.4067 0.5206 -0.4112 -0.3009 0.3444 -0.0509 0.8615 -0.0446 -0.7888 -0.4903 0.3033 -0.0656 0.1924 -0.9122 180 180 270 694.233 625.774 661.401 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1090" 75600039 1 1 648 3 0 -0.1542 -1.272 0.3709 -1.4869 0.3444 -0.3184 NA 0.3554 -0.0502 -0.1357 0.508 0.4047 -0.1206 NA NA NA NA 713.768 646.883 681.777 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1091" 75600039 1 1 648 6 0 -2.7114 0.2705 0.7871 -0.687 -0.0614 -1.186 0.8615 0.0383 -1.8598 0.1806 1.1513 -0.1249 -0.7366 -0.6576 180 180 270 647.129 524.235 613.885 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1092" 75600039 0 1 648 3 0 1.2316 -1.272 1.2643 1.8905 0.7251 0.9517 NA 0.5201 -0.0502 1.1793 0.309 0.4363 -0.54 NA NA NA NA 577.476 592.793 545.752 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1093" 75600039 0 2 648 3 0 -2.7114 -0.2888 -2.345 0.4637 -0.4909 0.6738 NA 0.1009 -0.474 -0.6122 0.697 -0.4609 -1.0051 NA NA NA NA 601.604 451.697 517.565 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1094" 75600039 1 1 648 6 0 0.7546 -0.8863 0.7871 1.0671 0.5075 0.3581 -0.7823 0.0129 -0.474 1.1793 0.0018 0.8142 0.2485 -1.0657 180 180 270 717.919 725.049 708.016 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1095" 75600039 1 1 648 5 0 -1.557 -0.3034 -0.2661 1.8905 -1.8909 -1.0394 0.8615 -0.178 -1.8598 0.1806 0.888 -0.3965 -0.0348 -0.6576 270 180 360 598.934 585.1 573.288 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1096" 75600039 1 NA 648 6 0 -0.7983 -0.6346 -0.2661 -0.7592 -0.4684 0.4458 -0.7823 0.0845 0.0213 -0.1357 0.281 0.9314 0.4394 0.3622 135 180 270 673.202 589.832 633.576 23 12.0982 -0.949 -1.4551 -1.1232 0.2266 -1.0542
"1097" 75600040 0 1 648 4 0 -1.9715 0.2705 -0.9792 0.4637 0.8496 -0.0553 0.2907 -0.1876 -1.8598 -0.4903 1.0654 -0.8013 -2.1007 -0.6576 275 165 165 359 328.547 326.993 18 11.5619 -0.6483 -0.614 -1.3196 -0.9033 0.3009
"1098" 75600040 1 1 648 4 0 1.3468 -1.272 -0.9792 -0.687 0.3444 0.1388 0.8615 -0.4145 -1.2227 -1.8124 0.3585 0.1048 -0.0037 0.3622 225 225 90 615.412 599.933 560.354 18 11.5619 -0.6483 -0.614 -1.3196 -0.9033 0.3009
"1099" 75600040 0 1 648 5 0 -0.4081 1.6524 -0.2047 -0.4342 0.3858 0.6818 -0.7823 -0.6868 -0.6541 -0.6122 -0.2644 -0.0734 0.7015 1.0346 225 225 180 440.619 446.59 399.631 18 11.5619 -0.6483 -0.614 -1.3196 -0.9033 0.3009
"1100" 75600040 1 1 133 5 0 -1.7421 -1.272 0.1244 -0.4342 -0.5531 -0.6765 1.1625 0.4743 -0.0244 -0.6122 0.9254 0.8507 -1.1176 -0.67 NA NA NA 482.072 321.034 361.983 18 11.5619 -0.6483 -0.614 -1.3196 -0.9033 0.3009
"1101" 75600040 1 1 648 5 0 -0.8176 0.2705 0.1956 0.4637 -0.0614 -0.0845 0.2907 0.147 0.0213 -0.1357 0.1612 0.0568 0.2727 0.2127 135 180 90 496.828 399.742 370.155 18 11.5619 -0.6483 -0.614 -1.3196 -0.9033 0.3009
