"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "teach_multicult" "private"
"1122" 75600040 1 1 0 2 0 -1.4242 2.7249 -0.7823 -1.1386 0.7015 0.2127 225 225 135 549.376 463.896 431.595 18 11.5619 -0.6483 -0.614 -1.3196 -0.9033 0.3009 "public"
"1123" 75600040 0 1 0 3 0 -1.8939 2.7249 -0.7823 -0.9303 -2.1621 1.0346 300 180 180 367.862 327.391 376.997 18 11.5619 -0.6483 -0.614 -1.3196 -0.9033 0.3009 "public"
"1124" 75600040 0 2 3 2 1 -0.687 -0.7782 0.1462 -1.5024 1.314 -0.6576 225 225 135 489.349 389.577 433.001 18 11.5619 -0.6483 -0.614 -1.3196 -0.9033 0.3009 "public"
"1126" 75600040 1 1 0 5 0 0.052 0.3018 1.1625 -0.3888 1.314 0.6364 225 180 180 392.036 459.59 458.864 18 11.5619 -0.6483 -0.614 -1.3196 -0.9033 0.3009 "public"
"1130" 75600041 0 1 0 4 1 -0.4342 0.9303 -0.7823 -1.6811 -0.1605 0.3622 270 180 90 330.734 372.31 415.467 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1131" 75600041 1 1 0 3 0 -1.2792 0.9517 -0.7823 -0.8134 -1.3345 -0.6576 270 180 90 623.693 599.806 576.874 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1132" 75600041 1 1 0 5 0 -1.4869 2.7249 -0.7823 0.2795 -0.2327 1.0346 270 180 90 493.751 438.337 481.218 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1133" 75600041 0 1 0 3 0 -0.3799 0.3018 -0.7823 -0.1206 0.4394 1.0346 270 225 90 534.505 518.915 436.729 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1134" 75600041 1 1 2 2 0 -0.7592 -0.0904 -0.7823 -0.659 0.0079 0.6402 270 180 90 558.919 424.966 437.947 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1135" 75600041 1 3 2 1 0 0.052 0.1634 2.07 -1.22 0.1694 1.0346 270 180 90 561.534 457.854 589.541 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1136" 75600041 1 1 0 6 0 -1.2792 2.7249 -0.7823 1.1946 -2.0248 -0.9167 225 135 90 485.463 457.916 410.44 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1137" 75600041 0 1 0 6 0 0.1097 0.3018 -0.7823 0.4328 -1.5447 1.0346 225 180 90 548.106 507.556 558.762 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1138" 75600041 0 1 0 4 0 -1.1858 1.4685 0.1462 -0.885 -0.3472 1.0346 270 180 90 413.306 375.337 443.287 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1139" 75600041 1 1 0 3 0 -0.687 0.1634 -0.7823 -1.1531 0.7628 1.0346 270 180 90 503.058 537.126 597.934 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1140" 75600041 0 2 2 5 0 1.4083 0.9264 -0.7823 -0.175 -0.6262 0.2169 270 225 90 461.151 526.411 490.107 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1141" 75600041 1 1 0 4 0 -1.8939 1.4326 -0.7823 -0.4319 0.0297 1.0346 360 225 90 504.961 574.898 555.709 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1142" 75600041 1 1 0 3 0 -1.8939 0.4829 0.8615 -0.8596 -0.9828 0.6364 270 180 180 526.404 498.157 459.835 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1143" 75600041 0 1 0 3 0 -0.1748 -0.8407 -0.7823 -0.9064 -0.5088 -0.6576 270 180 225 439.202 436.157 404.504 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1144" 75600041 1 2 2 4 1 -0.2006 -1.1075 -0.7823 -1.4532 0.3485 -0.6576 225 225 135 317.475 336.492 286.547 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1145" 75600041 1 1 1 3 0 -1.059 0.6818 -0.7823 -0.6546 -0.6262 0.2127 270 225 180 449.146 478.857 539.041 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1146" 75600041 1 1 0 6 0 -0.4342 0.4503 0.2907 0.7596 0.7015 -0.6576 225 225 180 586.619 527.595 556.774 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1147" 75600041 0 1 0 3 0 -0.0576 2.7249 -0.7823 0.1473 -2.0248 0.3657 225 225 180 642.39 641.273 639.812 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1149" 75600041 0 2 0 5 0 -0.9295 1.4326 -0.7823 -0.8644 1.314 1.0346 270 135 90 546.032 511.605 490.663 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1152" 75600041 1 1 0 2 0 -1.8939 -0.7814 -0.7823 -1.122 1.314 -0.6576 270 225 90 463.467 436.473 476.546 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1154" 75600041 0 2 0 1 0 1.4083 -1.7408 2.0604 -2.1208 -0.9734 -1.0691 270 180 180 458.28 425.704 456.645 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1155" 75600041 0 1 0 6 1 0.9606 0.9423 -0.7823 0.7883 0.0079 -1.1847 270 180 90 524.667 543.154 568.16 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1156" 75600041 0 1 0 3 0 0.052 0.6818 -0.7823 -0.6635 -1.1481 -0.6576 270 180 90 495.339 495.934 514.625 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1158" 75600041 0 1 0 6 0 -0.4342 -0.3184 -0.7823 1.3079 1.314 -1.0657 180 180 90 482.962 453.693 465.472 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1159" 75600041 0 1 0 3 1 -1.1858 0.3018 0.2907 -1.9681 -0.9514 -0.6576 225 225 90 382.116 487.666 518.527 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1162" 75600041 1 2 2 5 0 -0.2006 -1.486 0.2308 0.1382 1.314 1.0346 270 270 90 401.449 381.737 379.475 18 12.0915 -0.2376 -1.4551 1.0364 -0.9033 0.9042 "public"
"1167" 75600042 1 2 2 5 1 0.4637 -0.9165 1.8016 -0.8799 1.314 0.6402 180 135 180 470.738 422.148 466.082 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1169" 75600042 1 1 0 5 0 -0.687 0.9423 -0.7823 0.0776 -0.0037 1.0346 180 180 180 465.637 328.966 477.831 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1170" 75600042 0 2 3 0 0 1.8905 -0.8066 -0.7823 -1.416 -1.555 1.0346 180 180 135 453.372 401.127 457.496 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1171" 75600042 0 1 0 5 0 -0.687 0.6246 -0.7823 0.268 -0.7366 0.2127 225 225 180 515.464 472.871 488.858 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1172" 75600042 0 2 2 6 1 0.4637 -0.392 0.2907 -0.3637 1.314 1.0346 180 180 135 392.406 397.007 388.289 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1173" 75600042 1 2 3 6 1 -1.8939 0.6738 0.7703 0.3913 1.314 1.0346 270 180 135 484.852 483.276 515.874 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1174" 75600042 0 1 0 5 0 0.8207 0.1634 -0.7823 0.0607 -0.2744 1.0346 180 180 135 524.959 487.577 491.772 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1177" 75600042 1 2 2 3 0 -1.8939 -1.8795 1.1625 -0.1993 1.314 1.0346 270 225 180 500.895 376.521 468.098 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1180" 75600042 0 1 0 5 0 -0.4342 -0.4552 -0.7823 -0.4032 0.7628 0.6402 225 180 90 461.118 443.071 350.91 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1182" 75600042 1 1 0 5 0 -1.8939 0.1952 0.2907 0.7049 1.314 1.0346 180 180 135 564.306 547.707 533.473 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1183" 75600042 0 2 3 1 0 -1.8939 -0.2799 -0.7823 -2.2057 1.314 -2.4468 270 180 180 375.971 367.94 352.688 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1184" 75600042 1 1 0 4 0 -0.4939 -0.0647 0.2907 -0.3636 -0.6552 -1.0657 270 225 135 609.033 515.633 540.845 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1185" 75600042 1 1 0 5 0 -1.8939 0.6818 -0.7823 -0.6022 1.314 1.0346 270 180 135 367.251 419.285 423.192 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1186" 75600042 1 1 0 6 0 -0.0845 -0.6693 0.7841 0.995 -1.1481 1.0346 180 180 180 441.597 488.076 400.948 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1187" 75600042 1 1 0 6 0 0.4637 2.7249 0.2907 1.2017 -0.9422 1.0346 180 180 135 430.787 370.726 413.265 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1188" 75600042 1 1 0 5 0 -1.8939 -0.3184 -0.7823 -0.1321 -1.5447 -1.3964 225 180 135 401.45 362.564 362.172 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1189" 75600042 1 1 0 5 0 1.0671 -0.0928 -0.7823 -0.2517 -1.555 -2.4468 270 180 135 502.078 436.253 521.032 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1191" 75600042 0 1 0 6 0 1.8905 -0.5635 0.2907 0.6663 -0.4082 1.0346 275 220 220 438.235 452.176 465.408 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1192" 75600042 1 1 2 6 0 -0.3799 2.7249 -0.7823 0.734 -0.3971 0.5029 180 180 135 567.537 482.871 484.309 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1193" 75600042 0 1 0 6 0 0.8207 -1.2199 1.2327 1.2366 1.314 -0.6576 270 180 135 444.29 529.347 512.916 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1194" 75600042 0 3 3 6 0 -0.5722 0.319 1.7405 0.6948 1.314 1.0346 270 225 135 320.699 452.561 403.756 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1195" 75600042 0 1 0 6 0 0.4637 -0.2301 0.1462 1.4204 0.039 1.0346 225 225 135 547.493 476.558 517.326 18 11.8596 -0.2805 -0.614 -0.0956 -0.7733 0.9042 "public"
"1196" 75600043 1 1 0 4 0 0.855 0.1731 0.2907 0.3864 0.7628 1.0346 270 270 90 404.24 390.06 401.715 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1197" 75600043 0 1 0 3 0 -1.2319 1.4685 -0.7823 0.556 -0.5864 1.0346 180 180 90 622.68 598.731 617.34 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1198" 75600043 1 1 0 3 0 -0.4342 -0.0879 -0.7823 -0.0783 -0.5864 0.6402 180 225 90 589.63 561.776 611.595 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1200" 75600043 0 1 0 5 0 -1.8939 2.7249 -0.7823 -0.0767 1.314 1.0346 225 225 90 481.869 414.591 422.975 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1201" 75600043 1 2 2 5 0 1.1911 0.9423 0.2907 -0.2476 0.4522 -1.5824 180 180 90 421.797 485.101 473.26 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1202" 75600043 0 1 0 5 0 -0.687 -0.6913 -0.7823 -0.4691 -0.2023 -1.0691 180 180 90 483.304 474.864 442.733 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1203" 75600043 1 1 0 6 0 1.8905 0.6818 -0.7823 1.1941 0.481 1.0346 180 180 90 554.253 565.28 550.631 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1205" 75600043 1 1 2 5 0 0.1097 -0.9085 -0.7823 0.4041 0.7628 1.0346 180 180 90 485.486 515.576 512.053 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1208" 75600043 0 2 0 6 0 0.4637 -1.221 -0.7823 0.9754 1.314 -0.6576 180 180 90 447.021 410.825 425.688 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1209" 75600043 0 3 3 6 1 -0.2006 -0.4415 0.8233 0.0736 -0.6262 -1.3914 270 270 90 314.351 265.6 309.195 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1211" 75600043 1 2 0 6 0 -0.6133 -0.6389 0.2907 0.7373 0.2148 -0.9167 180 180 90 480.647 463.605 521.982 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1213" 75600043 0 2 0 5 0 -1.2319 0.3018 0.2907 -0.1233 0.4394 1.0346 150 200 100 492.585 457.685 504.113 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1214" 75600043 0 2 2 6 0 1.8905 -0.9165 0.2907 0.6413 -0.2948 1.0346 180 180 90 473.79 430.934 433.057 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1215" 75600043 1 1 0 3 0 -1.2792 1.4326 -0.7823 0.4148 -0.6552 1.0346 180 180 90 416.488 465.21 425.386 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1217" 75600043 0 3 2 1 0 1.3423 1.4326 -0.7823 -1.6338 -1.7418 0.5029 225 270 90 521.055 477.467 488.491 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1218" 75600043 0 1 0 3 0 -0.4342 -0.2444 -0.7823 -1.1914 1.314 -0.6576 180 180 90 532.373 472.385 544.222 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1220" 75600043 1 1 0 6 0 -0.3799 -1.1445 2.07 -0.4139 -0.2835 -0.6576 180 225 90 511.777 533.687 552.702 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1221" 75600043 1 2 2 6 0 -1.2319 1.4326 0.8233 -0.6115 1.314 0.5029 180 180 90 486.094 468.775 470.541 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1223" 75600043 1 1 0 6 0 0.1097 0.0348 -0.7823 0.7161 -0.9734 1.0346 225 225 90 552.682 531.639 478.2 18 12.1 -1.4212 -0.5869 0.1795 -0.1662 -0.6263 "public"
"1226" 75600044 1 1 2 5 0 0.4637 -0.357 0.2907 0.0413 -0.3673 0.2169 250 300 100 421.013 465.202 506.708 18 11.2 -0.4562 -0.5869 -0.5654 -0.1274 0.287 "public"
"1227" 75600044 1 1 2 4 0 -0.3799 0.0203 0.7703 -0.8495 0.0838 1.0346 275 330 0 447.658 349.761 336.513 18 11.2 -0.4562 -0.5869 -0.5654 -0.1274 0.287 "public"
"1228" 75600044 1 1 2 3 1 0.1097 1.3381 0.2907 -0.4369 1.314 1.0346 250 300 150 413.158 320.073 361.553 18 11.2 -0.4562 -0.5869 -0.5654 -0.1274 0.287 "public"
"1229" 75600044 1 1 2 5 0 -1.8939 -0.357 -0.7823 0.5102 0.7628 -0.6576 250 300 100 573.829 549.28 590.388 18 11.2 -0.4562 -0.5869 -0.5654 -0.1274 0.287 "public"
"1230" 75600044 1 2 2 5 0 1.4083 -0.5304 0.7703 0.0129 1.314 1.0346 180 180 60 538.514 525.6 536.062 18 11.2 -0.4562 -0.5869 -0.5654 -0.1274 0.287 "public"
"1231" 75600044 1 1 2 6 0 -1.8939 0.7984 -0.7823 1.1617 0.1155 1.0346 300 300 100 510.094 561.149 585.337 18 11.2 -0.4562 -0.5869 -0.5654 -0.1274 0.287 "public"
"1233" 75600044 0 1 2 3 0 0.4637 0.1936 -0.7823 -0.6699 -0.9422 0.2169 250 300 150 542.399 468.167 533.698 18 11.2 -0.4562 -0.5869 -0.5654 -0.1274 0.287 "public"
"1234" 75600044 1 2 2 3 0 0.052 0.3939 0.2907 -0.4137 -0.2023 0.2169 275 330 165 549.016 448.887 545.94 18 11.2 -0.4562 -0.5869 -0.5654 -0.1274 0.287 "public"
"1235" 75600044 0 1 2 3 0 -0.0845 0.37 -0.7823 -0.6903 -0.4289 -1.8598 225 270 90 431.844 475.825 505.739 18 11.2 -0.4562 -0.5869 -0.5654 -0.1274 0.287 "public"
"1236" 75600044 1 1 2 6 0 0.3335 1.9816 -0.7823 0.7682 1.314 1.0346 250 300 100 585.132 543.464 639.687 18 11.2 -0.4562 -0.5869 -0.5654 -0.1274 0.287 "public"
"1238" 75600044 1 2 2 5 1 0.4637 0.0467 -0.7823 -0.3024 1.314 1.0346 250 300 100 443.31 504.665 420.851 18 11.2 -0.4562 -0.5869 -0.5654 -0.1274 0.287 "public"
"1239" 75600045 0 1 0 3 0 1.3423 -0.1136 -0.7823 -0.7697 -0.2871 0.6402 0 45 0 497.81 511.512 515.657 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1240" 75600045 1 1 0 6 0 0.8207 2.7249 -0.7823 0.9689 1.314 1.0346 90 90 90 483.266 467.006 450.535 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1241" 75600045 1 2 2 6 0 -1.8939 0.9303 -0.7823 0.0391 0.2727 -0.0017 275 55 110 447.55 448.765 485.701 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1242" 75600045 1 1 0 3 0 -0.2006 0.0348 0.8233 -0.9392 -0.2023 -0.6576 50 50 50 534.723 454.128 517.581 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1243" 75600045 1 1 0 5 0 -1.8939 0.3018 -0.7823 0.5098 0.2148 1.0346 135 135 0 502.805 520.709 489.478 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1244" 75600045 1 1 0 5 0 -0.687 -1.186 -0.7823 0.0744 -1.1481 -0.6576 135 90 90 676.625 597.969 632.548 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1245" 75600045 0 2 2 3 0 0.4637 0.6818 -0.7823 -0.2329 1.314 -0.6576 225 225 0 417.965 406.266 403.857 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1246" 75600045 1 1 0 6 0 -1.4869 -0.5676 1.1928 0.4151 0.7628 1.0346 180 60 0 647.124 607.653 610.916 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1247" 75600045 1 1 0 6 0 -0.687 -0.7944 -0.7823 1.3338 -0.5973 0.3622 135 45 0 594.491 516.711 505.115 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1248" 75600045 1 1 0 5 0 -5e-04 2.7249 0.2907 0.6371 -0.2023 0.6364 180 90 180 560.637 433.921 485.884 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1249" 75600045 0 1 0 3 0 0.3335 1.4903 -0.7823 -0.9596 -0.0037 0.6402 90 45 90 538.152 507.665 521.011 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1250" 75600045 1 1 0 3 0 -0.9823 1.4685 0.2907 -0.4386 0.7628 -1.3939 90 45 135 585.087 528.001 561.977 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1253" 75600045 1 3 2 5 0 -1.8939 -0.6659 2.07 -1.9136 -2.7106 -0.6576 100 100 100 625.83 542.156 572.479 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1255" 75600045 1 2 2 5 0 -0.3799 0.9683 -0.7823 -0.1486 -0.2023 1.0346 100 200 100 475.315 436.254 427.15 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1258" 75600045 1 2 3 4 0 -1.059 -1.0408 1.2618 -0.996 -0.2744 1.0346 200 200 0 529.16 399.125 469.972 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1259" 75600045 1 1 0 6 0 -0.13 0.9303 -0.7823 1.1724 1.314 0.6364 45 180 180 513.818 483.475 497.371 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1260" 75600045 1 1 0 6 0 0.052 0.165 -0.7823 0.2122 -0.2327 0.6402 90 45 90 552.103 554.307 520.492 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1262" 75600045 0 1 0 5 0 -1.8939 0.6738 -0.7823 0.6379 0.4394 -0.6576 200 200 200 386.692 413.017 377.671 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1264" 75600045 1 1 0 6 0 -0.7592 0.6738 0.8615 0.4681 -0.6965 0.2169 180 270 0 600.744 554.785 608.048 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1265" 75600045 0 1 0 5 0 -0.7592 0.4503 -0.7823 -0.1881 -0.3584 1.0346 135 45 45 712.731 650.341 659.751 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1266" 75600045 1 1 0 5 0 -0.2006 0.3241 0.2907 0.5858 -0.5284 0.2169 180 90 450 591.057 592.516 603.798 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1267" 75600045 0 2 0 3 0 1.1911 -0.2721 2.4122 0.2956 0.2148 1.0346 0 200 0 447.992 440.79 470.135 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1268" 75600045 0 1 0 5 0 1.8905 2.7249 -0.7823 0.4284 0.4394 1.0346 0 90 0 489.808 587.607 620.203 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1269" 75600045 1 1 0 6 0 -0.9295 -1.2605 -0.7823 0.8411 -0.5864 -1.2947 180 180 0 446.267 403.68 466.075 18 100 -0.4562 0.43 0.0321 -0.4289 0.9042 "public"
"1270" 75600046 0 1 2 4 0 1.8905 -0.8093 1.4454 -0.1158 0.7628 -0.6576 0 90 0 409.868 564.895 553.886 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1273" 75600046 1 1 2 5 0 -0.13 -0.2641 0.2907 0.4688 1.314 1.0346 0 90 0 692.649 638.574 608.941 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1280" 75600046 0 3 2 6 0 -1.1858 1.3381 -0.7823 0.244 1.314 -0.6576 90 135 0 604.264 599.245 664.285 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1282" 75600046 0 1 2 5 0 -1.4242 1.1713 0.2907 -0.3998 -1.0051 1.0346 0 135 0 415.764 486.532 536.569 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1283" 75600046 0 1 2 3 0 1.1422 -0.645 0.7703 -0.8525 0.385 0.3622 0 150 0 518.598 524.67 499.091 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1284" 75600046 1 1 2 5 1 -1.8939 -0.3996 -0.7823 -0.5154 -0.9514 1.0346 90 135 0 469.415 323.834 443.164 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1286" 75600046 0 1 2 5 0 0.052 -0.5304 -0.7823 -0.1461 -0.4795 0.6402 90 135 90 485.318 487.579 493.945 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1288" 75600046 1 1 2 5 0 0.4637 0.1512 0.2907 -0.2202 -1.1481 1.0346 45 45 135 630.961 534.578 498.874 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1289" 75600046 1 1 0 5 0 -0.5722 1.9816 -0.7823 -0.5501 1.314 1.0346 45 360 0 483.948 418.988 380.366 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1290" 75600046 0 1 2 6 0 0.4637 0.6347 -0.7823 0.6671 0.1924 1.0346 90 90 90 555.404 529.05 521.74 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1291" 75600046 0 1 2 3 1 1.4083 0.9509 -0.7823 -1.059 1.314 1.0346 45 135 0 469.219 427.81 386.724 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1294" 75600046 1 1 2 5 0 -0.13 0.0226 -0.7823 -0.1645 -1.1176 1.0346 90 90 90 599.17 520.277 557.24 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1295" 75600046 1 1 2 6 0 -1.059 -0.6961 0.2907 1.1386 -0.2441 1.0346 90 90 0 588.305 660.472 614.946 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1298" 75600046 1 1 2 6 0 0.4637 1.1713 1.2618 0.8965 -1.2402 0.6364 0 135 0 585.784 591.715 578.713 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1300" 75600046 1 2 2 1 0 -1.2319 -0.0169 -0.7823 -1.6304 0.2048 1.0346 0 135 0 563.917 434.865 617.514 23 22.1756 -1.4212 -1.4551 -0.1692 -0.5079 0.9042 "public"
"1303" 75600047 0 1 2 5 0 -1.4242 -0.1287 -0.7823 -0.5119 -1.1176 -2.4468 135 180 135 476.243 392.194 355.985 23 9.9444 -0.2692 -1.4551 0.4781 0.2266 -0.6019 "public"
"1319" 75600047 0 2 2 1 0 1.0671 0.131 -0.7823 -1.6786 0.7628 -1.5824 135 180 180 554.118 583.085 538.831 23 9.9444 -0.2692 -1.4551 0.4781 0.2266 -0.6019 "public"
"1334" 75600048 0 2 3 6 0 -1.8939 0.4846 1.1928 1.7263 1.314 1.0346 135 180 225 482.176 422.768 422.981 23 11.9179 -0.6924 -1.4551 0.8153 -0.4415 0.3009 "public"
"1335" 75600048 0 1 0 6 0 1.4083 0.6818 0.2907 1.0543 -0.4377 0.2169 135 180 225 518.71 589.136 525.742 23 11.9179 -0.6924 -1.4551 0.8153 -0.4415 0.3009 "public"
"1337" 75600048 0 1 2 6 0 0.4637 0.9264 0.8615 1.1854 0.3995 1.0346 180 180 180 449.979 427.453 453.003 23 11.9179 -0.6924 -1.4551 0.8153 -0.4415 0.3009 "public"
"1339" 75600048 1 1 0 4 0 -1.4869 0.9517 0.2907 0.4171 0.481 1.0346 180 180 360 609.426 599.174 574.219 23 11.9179 -0.6924 -1.4551 0.8153 -0.4415 0.3009 "public"
"1342" 75600048 0 1 3 6 0 1.3423 -0.3676 -0.7823 1.2331 -1.3583 -1.0657 180 180 360 684.879 704.086 725.341 23 11.9179 -0.6924 -1.4551 0.8153 -0.4415 0.3009 "public"
