"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "ESCS_status" "teacher_support" "emo_sup" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "teach_multicult" "private"
"2794" 75600106 0 2 2 4 0 -0.3799 1.6632 0.2907 -0.5279 1.314 1.0346 225 225 270 473.724 473.339 404.443 18 10.4793 -1.4212 -1.4551 1.3545 -0.1662 0.9042 "public"
"2795" 75600106 0 2 2 5 0 0.5949 0.1974 0.7703 -0.3982 -1.8358 -1.1847 450 450 450 389.273 405.69 376.208 18 10.4793 -1.4212 -1.4551 1.3545 -0.1662 0.9042 "public"
"2796" 75600106 0 1 2 6 0 1.1911 0.2193 2.1088 1.0055 0.7628 -0.6439 135 270 90 470.939 482.101 463.432 18 10.4793 -1.4212 -1.4551 1.3545 -0.1662 0.9042 "public"
"2797" 75600106 0 1 2 6 0 1.0109 0.287 -0.7823 0.9835 -1.8358 1.0346 135 225 90 436.57 404.248 395.315 18 10.4793 -1.4212 -1.4551 1.3545 -0.1662 0.9042 "public"
"2798" 75600106 0 1 2 5 0 1.8905 1.0218 -0.7823 0.7001 -2.1007 -2.4468 180 270 180 446.303 454.666 456.594 18 10.4793 -1.4212 -1.4551 1.3545 -0.1662 0.9042 "public"
"2801" 75600106 0 1 2 5 0 1.4083 -0.6054 0.7703 -0.532 -0.3673 -0.6576 135 180 90 497.524 511.314 480.95 18 10.4793 -1.4212 -1.4551 1.3545 -0.1662 0.9042 "public"
"2803" 75600106 1 3 2 2 0 0.4637 0.3645 2.07 -1.4507 0.4522 -0.6576 135 225 90 452.727 366.271 380.646 18 10.4793 -1.4212 -1.4551 1.3545 -0.1662 0.9042 "public"
"2806" 75600106 0 2 2 2 0 -1.8939 1.1479 -0.7823 -1.2656 -2.1621 0.5029 135 225 180 500.081 541.297 438.671 18 10.4793 -1.4212 -1.4551 1.3545 -0.1662 0.9042 "public"
"2837" 75600108 0 2 2 2 0 0.8794 -1.7587 3.8591 -0.5249 -1.1481 -0.9122 180 135 0 345.814 514.778 525.278 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2838" 75600108 0 3 2 6 0 -0.9295 0.0043 -0.7823 1.1012 -2.1007 1.0346 225 225 270 566.425 535.806 535.569 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2840" 75600108 0 1 2 5 0 -0.3009 -0.164 0.7703 -0.0835 0.2485 -1.58 180 180 90 549.654 495.014 513.325 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2842" 75600108 0 2 2 5 0 0.1097 -0.5732 -0.7823 0.2023 -0.0037 -0.6576 240 240 120 591.933 602.596 622.779 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2849" 75600108 1 1 2 6 0 -1.8939 0.996 -0.7823 0.7417 -2.7106 1.0346 280 280 280 459.233 501.699 522.143 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2850" 75600108 1 3 2 6 0 0.1097 -0.357 1.5082 -0.3972 -0.9852 -1.5824 225 225 45 328.355 237.14 434.583 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2851" 75600108 0 2 2 5 0 -0.3009 -0.5241 -0.7823 -0.6421 -1.3345 -1.3914 225 225 45 532.399 494.136 463.747 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2852" 75600108 0 2 2 6 1 0.4637 -1.0778 1.7316 -0.4545 1.314 -0.6576 160 200 120 298.79 307.133 301.181 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2853" 75600108 1 1 2 4 0 0.8794 3.22 -0.7823 0.6971 -0.5488 1.0346 225 180 135 462.625 445.562 468.759 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2854" 75600108 0 1 2 6 0 -1.8939 1.1713 -0.7823 1.0246 0.2485 1.0346 225 225 90 559.427 577.872 553.252 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2855" 75600108 1 3 2 2 0 0.4637 -0.4908 -0.7823 -1.7277 -0.3882 -0.6576 225 270 135 501.506 524.499 594.9 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2856" 75600108 0 1 2 6 0 1.4083 -0.8155 1.2327 0.8941 -2.0248 1.0346 225 315 135 480.231 554.605 556.88 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2857" 75600108 0 1 2 3 1 -1.8939 1.9816 0.8615 -1.064 -0.6675 0.6402 135 135 90 557.209 540.596 547.089 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2858" 75600108 0 1 2 6 0 -0.13 0.3939 0.2907 1.0704 -0.5284 1.0346 225 225 90 591.467 505.589 520.538 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2861" 75600108 1 2 2 6 0 -1.8939 -0.357 0.2907 0.6159 -0.7161 -1.3939 180 180 270 552.13 495.917 577.339 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2862" 75600108 0 3 2 5 1 -0.3288 0.0714 0.8615 -0.7934 0.4522 0.5029 225 225 135 438.916 412.836 434.987 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2863" 75600108 1 1 2 5 0 -0.4342 -0.357 0.2907 0.2105 -0.4883 -1.5824 180 180 270 600.478 606.818 659.112 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2865" 75600108 0 1 2 6 0 -0.687 0.0043 0.2308 0.6151 0.3485 1.0346 270 270 135 550.854 418.13 417.745 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2867" 75600108 1 1 2 6 1 -1.8939 1.1794 -0.7823 0.5613 0.2148 1.0346 225 225 135 448.963 421.256 461.955 18 13.51 -1.4212 0.0055 -0.0384 0.2266 0.9042 "public"
"2870" 75600109 0 2 2 5 0 1.8905 -0.357 -0.7823 0.8038 -1.415 1.0346 180 180 270 564.178 489.593 408.222 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2871" 75600109 0 3 2 6 0 -0.13 0.27 0.2907 1.495 -0.4377 0.2169 180 225 225 552.903 582.202 575.319 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2872" 75600109 0 2 2 6 0 -0.9295 0.7984 -0.7823 1.2825 -0.9422 1.0346 180 225 405 681.756 608.259 562.404 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2873" 75600109 0 1 2 6 0 1.0671 -0.3005 0.2308 0.9934 -0.1931 1.0346 180 225 135 586.207 576.899 509.276 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2874" 75600109 1 1 2 5 0 0.4637 -0.8946 0.8233 0.462 -0.0037 -1.5824 90 180 135 475.75 402.45 471.166 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2875" 75600109 0 1 2 6 0 0.052 -0.428 0.7703 0.8947 -0.1298 1.0346 90 135 180 587.955 586.441 563.245 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2876" 75600109 1 2 2 6 0 -0.687 -0.4849 0.2907 0.789 0.1694 0.2169 225 225 180 626.633 622.602 604.256 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2878" 75600109 0 1 2 6 0 -0.13 -0.2641 -0.7823 0.367 0.039 -0.6576 180 225 225 576.987 592.447 554.21 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2880" 75600109 0 2 2 6 0 -0.1748 -0.357 -0.7823 1.3969 -0.8998 0.2169 180 180 135 603.12 592.443 547.758 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2881" 75600109 1 1 2 6 0 -0.2006 -0.7487 -0.7823 1.0879 1.314 1.0346 180 225 180 612.649 576.552 646.919 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2882" 75600109 1 1 2 6 0 -1.8939 0.6347 -0.7823 0.7372 0.7628 1.0346 90 180 90 648.651 654.617 663.465 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2884" 75600109 1 1 2 4 0 -1.8939 0.5318 0.2907 0.1138 -0.7769 -1.3914 270 225 315 656.079 600.93 583.163 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2885" 75600109 1 1 2 3 0 -0.687 0.0203 -0.7823 -0.2828 0.7628 0.5029 90 180 135 594.098 566.164 547.268 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2886" 75600109 1 1 2 6 0 0.1097 -0.1301 0.2907 0.3911 0.1597 1.0346 180 225 315 568.303 567.086 533.388 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2889" 75600109 0 1 2 3 0 0.4637 -0.357 0.2907 0.4463 -0.3673 0.5029 180 225 180 616.538 698.23 665.811 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2890" 75600109 0 1 2 6 0 -0.9295 -0.357 0.2907 0.8785 -1.4048 -1.0657 270 225 315 660.62 641.341 597.404 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2891" 75600109 1 1 2 6 0 0.4637 -0.1562 -0.7823 1.0384 -0.2023 0.6402 315 225 315 626.125 525.046 558.727 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2893" 75600109 1 3 2 6 0 0.4637 -0.8155 0.2907 0.8434 -1.1481 1.0346 180 225 315 645.925 634.512 588.397 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2894" 75600109 0 1 2 5 0 1.1422 -0.357 -0.7823 0.0345 -0.5973 1.0346 180 225 315 672.319 598.059 621.257 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2895" 75600109 1 1 2 6 0 -0.4342 0.6347 1.5699 1.2311 0.061 -0.6576 180 225 135 614.747 587.727 551.738 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2896" 75600109 0 1 2 6 0 0.8794 -0.1101 0.2907 1.1124 0.2048 0.2169 135 180 270 509.985 551.347 486.531 23 12.4356 0.1 0.0055 0.8153 0.83 0.9042 "public"
"2898" 75600110 0 1 2 3 0 -0.13 -0.0358 -0.7823 -1.0678 0.2148 0.5029 225 180 180 529.551 485.354 446.549 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2899" 75600110 1 1 0 5 1 -0.687 0.4951 -0.7823 0.6279 -0.2023 -1.2947 135 180 180 504.094 400.757 503.092 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2901" 75600110 0 1 0 1 0 -1.8939 -0.4173 1.1625 -1.6432 0.7628 -1.5824 450 270 180 375.197 461.309 373.932 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2904" 75600110 1 1 0 6 0 -1.8939 1.4685 -0.7823 0.5112 0.7628 1.0346 225 180 180 484.218 426.249 478.973 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2905" 75600110 1 2 2 5 0 0.052 0.0405 1.1625 0.7255 0.039 0.6402 270 180 180 544.028 549.005 569.642 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2907" 75600110 0 1 0 5 1 -0.4342 0.1982 -0.7823 -0.4415 1.314 1.0346 180 135 180 408.533 446.285 504.889 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2910" 75600110 1 1 0 5 1 -0.3498 -0.7799 2.0327 -0.8257 -0.1169 -1.4926 225 180 180 460.985 434.807 421.873 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2912" 75600110 1 1 0 3 0 0.4637 -0.4226 1.4721 -0.8491 0.385 0.2169 135 90 135 519.982 499.586 535.734 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2913" 75600110 1 1 0 5 0 -0.3288 0.6818 0.2907 0.5926 0.4394 1.0346 270 180 180 565.768 605.519 607.338 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2918" 75600110 1 1 0 5 0 -0.9295 0.0544 -0.7823 0.0484 -0.2023 1.0346 270 180 180 583.33 518.859 492.565 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2920" 75600110 0 1 0 5 0 0.4637 0.0255 -0.7823 -0.9016 0.2384 1.0346 270 180 180 476.657 453.844 481.257 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2921" 75600110 0 1 0 4 0 -0.4342 0.6818 -0.7823 -0.7649 -0.2251 1.0346 225 180 180 527.618 496.099 487.065 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2922" 75600110 1 1 0 3 0 -1.1597 0.6738 -0.7823 -0.592 0.7628 1.0346 225 180 180 537.628 516.11 587.922 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2923" 75600110 0 1 0 6 1 -0.2006 -0.681 1.8016 0.8075 -1.3345 1.0346 180 180 180 314.26 376.76 416.835 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2924" 75600110 0 1 0 3 1 -1.8939 0.6818 -0.7823 -0.7178 -0.7366 1.0346 135 180 180 470.93 435.496 449.08 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2925" 75600110 0 1 0 4 0 -0.687 0.6818 -0.7823 -0.7451 0.7628 1.0346 180 180 180 366.235 383.501 396.537 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2928" 75600110 1 1 0 3 0 -1.1597 0.9423 -0.7823 -0.3647 -0.013 -1.06 180 180 180 578.066 468.63 598.529 18 13.3514 -0.3123 -0.0879 0.1795 -0.0517 0.9042 "public"
"2929" 75600111 0 1 2 6 0 -0.2006 -0.4687 -0.7823 1.1205 -0.4781 -0.6576 225 225 405 566.095 466.892 519.306 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2930" 75600111 1 2 2 6 0 0.4637 -0.9855 -0.7823 0.8514 0.2384 0.6402 180 180 270 567.763 528.141 595.487 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2931" 75600111 0 1 2 4 0 -1.8939 -0.6464 0.2907 -0.7041 -1.7949 -0.6576 180 180 405 703.423 636.562 621.59 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2932" 75600111 0 1 2 6 0 0.5949 0.6818 -0.7823 0.4353 1.314 1.0346 180 180 270 560.811 432.569 479.979 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2934" 75600111 1 1 2 6 0 -0.2006 -0.4509 -0.7823 0.347 1.314 -0.6576 180 180 270 677.202 628.802 618.436 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2935" 75600111 0 1 2 4 0 0.4637 0.6653 -0.7823 -0.35 -0.6262 1.0346 180 180 270 603.609 560.621 569.146 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2936" 75600111 0 2 2 6 0 1.4083 -0.8395 1.1211 0.0079 -0.2948 0.6402 180 180 270 551.657 504.759 465.039 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2938" 75600111 0 2 2 6 0 0.8794 -0.3184 -0.7823 0.9678 -0.8266 0.2169 180 180 270 630.807 612.969 559.536 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2941" 75600111 0 1 2 5 0 1.1422 -0.7814 0.2907 0.5496 -1.6031 -1.3914 180 180 270 598.311 567.09 550.505 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2944" 75600111 1 1 2 6 0 0.1097 1.4685 0.2907 0.9755 -0.3971 -1.0691 180 180 270 643.297 610.8 635.291 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2947" 75600111 0 1 2 6 0 0.5949 0.0348 0.2907 1.0266 -0.5973 -1.0657 135 180 270 576.617 587.269 591.154 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2948" 75600111 0 1 2 6 0 -0.4342 -0.4509 -0.7823 1.0596 -0.4267 0.5029 180 180 270 673.189 604.326 646.174 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2951" 75600111 0 1 2 5 0 -0.1558 1.4326 -0.7823 0.2554 -0.5973 0.5029 180 180 360 673.449 687.473 614.812 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2952" 75600111 1 1 2 5 0 1.8905 -0.3184 0.1462 -0.0107 -0.8692 -1.1847 180 180 405 610.725 564.844 608.177 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2953" 75600111 0 1 2 6 0 -0.6133 1.4685 -0.7823 1.1097 -1.5925 1.0346 180 180 270 628.47 555.044 607.96 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2954" 75600111 0 1 2 6 0 0.8794 -0.3184 -0.7823 1.1677 0.7628 0.6364 180 180 360 627.015 575.08 520.901 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2955" 75600111 0 1 2 6 0 1.8905 0.4503 -0.7823 0.9515 -0.1719 1.0346 90 45 180 567.47 552.755 537.598 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2956" 75600111 0 1 2 6 0 0.4637 0.6818 0.2907 1.23 -1.6031 0.6364 180 180 360 527.611 498.11 510.487 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2960" 75600111 0 1 2 5 0 0.8794 -0.1903 0.2907 -0.3487 0.3995 1.0346 180 180 360 589.462 554.26 495.856 23 10.6909 0.4292 0.2633 -0.3925 0.1571 -0.4859 "public"
"2961" 75600112 1 1 0 4 0 -0.0845 -1.1484 -0.7823 -0.4687 -0.8998 -1.3939 225 225 270 459.31 351.14 347.097 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"2964" 75600112 1 1 0 2 0 1.8905 -0.3586 -0.7823 -1.1117 1.314 1.0346 225 135 450 403.985 405.445 401.713 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"2969" 75600112 1 2 2 6 0 -0.7592 -0.7944 1.8016 0.6174 0.039 -1.0691 45 60 0 373.949 324.076 356.719 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"2971" 75600112 1 1 2 2 1 -0.6133 -0.439 1.5699 -1.698 -1.1053 -1.2947 0 0 45 357.391 261.124 291.404 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"2972" 75600112 1 1 2 2 0 1.0671 0.6818 -0.7823 -1.5479 0.7015 1.0346 225 225 90 388.475 384.488 414.708 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"2973" 75600112 0 2 2 1 0 -0.3799 0.0153 0.8233 -2.0611 -0.3882 -2.4468 270 270 360 450.815 390.391 393.015 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"2975" 75600112 1 1 2 5 0 0.4637 -0.5058 -0.7823 0.4048 -1.1481 -1.5824 225 225 90 391.643 344.652 345.744 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"2976" 75600112 1 3 2 1 1 -0.687 0.4875 0.2907 -1.6826 -0.5973 -0.6576 225 180 360 466.377 404.411 431.16 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"2977" 75600112 0 1 0 5 0 -1.8939 2.7249 -0.7823 -0.1314 1.314 1.0346 180 135 90 299.16 350.886 382.354 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"2978" 75600112 0 1 0 3 1 -1.4242 2.7249 -0.7823 -0.4939 1.314 1.0346 270 270 270 256.611 346.413 369.694 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"2979" 75600112 1 1 0 3 1 1.4083 0.3241 1.7056 -0.8866 0.2148 1.0346 270 270 270 543.447 408.751 353.991 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"2981" 75600112 0 2 2 3 0 -1.8939 1.4903 -0.7823 0.3202 -0.2023 -2.4468 225 225 135 411.295 370.725 372.122 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"2985" 75600112 0 1 0 5 0 1.8905 -1.3416 1.4721 0.4262 -0.2023 1.0346 225 270 180 433.854 528.441 558.112 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"2986" 75600112 1 1 0 2 0 0.4637 -0.2799 2.07 -1.4526 -0.2023 -1.5824 300 300 300 366.155 432.342 424.679 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"2988" 75600112 1 3 2 1 1 -0.3498 -0.0845 0.8233 -1.2125 0.7015 -1.4926 260 325 325 482.485 544.659 526.04 18 13.2615 -0.2805 0.1893 -0.1522 -0.1662 -1.0542 "public"
"3001" 75600113 1 1 2 6 1 -0.3799 0.2243 1.1625 0.0848 1.314 -0.6576 225 270 180 546.593 419.216 462.136 23 12.026 0.4292 0.43 0.1795 0.2688 -1.0542 "public"
"3004" 75600113 0 3 2 3 0 1.8905 0.0589 -0.7823 -0.2467 -1.6385 -1.0691 225 270 135 476.579 439.782 458.202 23 12.026 0.4292 0.43 0.1795 0.2688 -1.0542 "public"
"3006" 75600113 1 1 2 5 1 -0.13 -0.4737 0.8233 -0.2591 -0.9112 -1.5824 300 300 150 493.254 379.21 455.136 23 12.026 0.4292 0.43 0.1795 0.2688 -1.0542 "public"
"3008" 75600113 1 1 2 3 0 1.8905 2.7249 -0.7823 -0.8075 0.7628 -0.6576 225 270 135 451.996 359.604 357.931 23 12.026 0.4292 0.43 0.1795 0.2688 -1.0542 "public"
"3009" 75600113 0 1 2 4 1 1.0671 0.6738 -0.7823 -0.3671 -0.2419 1.0346 225 270 135 456.813 481.7 560.441 23 12.026 0.4292 0.43 0.1795 0.2688 -1.0542 "public"
"3010" 75600113 1 1 2 6 1 1.8905 0.4458 -0.7823 0.7876 1.314 1.0346 225 270 135 613.535 524.665 595.958 23 12.026 0.4292 0.43 0.1795 0.2688 -1.0542 "public"
"3011" 75600113 1 2 2 6 1 0.176 0.3018 0.2907 -0.3132 0.7015 0.6364 240 300 180 423.361 395.823 385.617 23 12.026 0.4292 0.43 0.1795 0.2688 -1.0542 "public"
"3014" 75600114 1 1 0 4 0 0.9109 -0.7116 -0.7823 -0.915 -0.9422 -1.1847 450 450 450 428.018 478.74 451.94 13 4 1.2911 -0.2129 -0.8378 -1.2401 0.9042 "public"
"3016" 75600115 1 1 0 6 0 -1.4869 0.1837 -0.7823 1.545 1.314 0.5029 225 90 180 573.397 461.775 568.358 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3017" 75600115 0 2 2 4 0 -0.7592 0.3018 -0.7823 -0.9417 0.1597 1.0346 225 180 135 531.621 611.683 563.161 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3019" 75600115 1 3 2 2 0 0.4637 -0.6659 -0.7823 -0.8792 -1.1481 -0.6576 270 1395 180 344.853 296.881 265.294 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3021" 75600115 0 1 2 3 0 -0.3498 1.4685 -0.7823 -0.185 0.2048 -0.9167 300 250 150 557.595 608.386 586.236 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3022" 75600115 0 1 0 6 0 0.4637 -0.0553 1.8016 0.782 -0.4289 0.3622 180 135 135 630.497 544.133 603.66 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3023" 75600115 0 1 0 4 0 -0.0845 -1.3959 0.2308 0.6335 -1.1481 -1.1817 90 90 90 443.848 389.452 326.317 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3026" 75600115 0 1 0 2 0 0.052 -0.7764 0.8615 -0.5936 0.039 -1.3939 225 180 135 573.353 527.938 536.854 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3027" 75600115 1 1 0 6 0 -0.4342 0.9517 0.8233 0.7689 -0.3673 0.6364 250 150 150 719.512 602.296 649.058 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3028" 75600115 0 2 2 5 1 -0.0845 1.4326 -0.7823 -0.2986 1.314 1.0346 270 180 90 426.992 479.436 359.149 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3032" 75600115 1 1 0 3 1 -0.687 2.7249 0.8615 -0.437 0.4394 1.0346 225 180 135 559.4 516.195 510.322 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3033" 75600115 1 1 0 5 0 0.8207 -0.7225 1.203 -0.0777 -0.6748 1.0346 300 200 150 412.686 323.797 401.55 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3038" 75600115 1 2 0 2 0 0.052 -0.224 0.2907 -1.5034 1.314 1.0346 300 300 180 387.736 409.201 422.969 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3040" 75600115 1 1 0 6 0 -0.687 2.7249 -0.7823 0.8989 1.314 -1.2947 330 275 220 426.966 324.503 375.087 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3043" 75600115 1 1 0 6 0 -0.3498 -1.0663 1.203 0.8792 -1.8358 -2.4468 300 200 150 515.706 543.157 622.082 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3044" 75600115 0 1 0 5 0 -0.9295 -0.3184 0.2907 0.4164 -0.7074 0.5029 180 135 90 527.965 586.106 551.858 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3048" 75600115 0 1 0 5 0 -1.059 1.4326 -0.7823 0.3171 -1.0726 0.2169 225 180 135 624.373 518.57 551.385 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3049" 75600115 0 2 0 5 1 -1.8939 0.6428 2.0987 -0.4999 1.314 -1.2947 180 135 90 383.948 334.816 351.873 13 11.2941 -0.6884 -1.4551 0.4215 -0.1274 -0.061 "public"
"3050" 75600116 0 1 0 6 0 0.8794 0.9423 -0.7823 0.7662 1.314 1.0346 225 225 135 484.965 481.645 462.767 23 13.3333 -1.4212 -0.3163 -0.968 0.5004 0.9042 "public"
"3051" 75600116 1 1 0 6 0 1.8905 0.6818 0.7703 1.2902 -0.3673 1.0346 225 225 135 527.527 372.946 418.878 23 13.3333 -1.4212 -0.3163 -0.968 0.5004 0.9042 "public"
"3052" 75600116 1 1 0 5 0 -0.687 0.6818 -0.7823 -0.1547 -0.0037 -0.6576 180 135 135 512.462 395.276 518.905 23 13.3333 -1.4212 -0.3163 -0.968 0.5004 0.9042 "public"
"3053" 75600116 1 2 2 3 0 -0.13 -0.7814 1.1625 -0.5741 -2.7106 0.2127 225 225 135 428.581 342.24 462.831 23 13.3333 -1.4212 -0.3163 -0.968 0.5004 0.9042 "public"
"3054" 75600116 0 2 2 1 1 -1.4242 0.9423 -0.7823 -1.6701 0.7628 -1.0657 240 180 120 341.051 397.049 332.264 23 13.3333 -1.4212 -0.3163 -0.968 0.5004 0.9042 "public"
