"school_id" "gender" "immigration" "language" "hisced" "grade_rep" "fear_failure" "belonging" "bullied" "ESCS_status" "teacher_support" "emo_sup" "school_changes" "learn_time_math" "learn_time_read" "learn_time_scie" "math" "read" "scie" "class_size" "stud_teach_ratio" "short_edu_mat" "short_edu_staff" "stu_behav" "teach_behav" "private"
"2136" 82600089 0 1 0 5 0 1.4083 -0.5878 1.5436 0.083 -0.7857 1.0346 0 300 250 250 270.77 232.123 274.297 23 15.7471 0.1423 1.2579 0.1795 -0.0452 "missing"
"2137" 82600089 1 1 0 4 0 -1.8939 2.7249 -0.7823 -1.1698 1.314 0.5029 1 360 300 300 555.987 542.474 589.564 23 15.7471 0.1423 1.2579 0.1795 -0.0452 "missing"
"2141" 82600090 0 1 0 6 0 0.4637 -1.0523 -0.7823 0.775 -1.3684 -0.6439 1 300 300 300 522.317 627.118 512.306 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2142" 82600090 0 1 0 5 0 0.4637 1.4903 -0.7823 0.7133 -1.8485 1.0346 0 300 300 300 437.45 453.595 430.845 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2143" 82600090 0 2 0 5 0 -1.4869 0.6818 -0.7823 0.0039 -0.5575 -0.6576 0 300 300 480 633.109 682.336 712.566 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2144" 82600090 0 1 0 3 0 0.4637 -0.3004 -0.7823 0.1968 1.314 1.0346 0 300 300 300 505.821 520.952 525.116 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2150" 82600090 0 3 2 6 0 0.052 -0.3184 -0.7823 0.8965 1.314 1.0346 0 300 300 300 466.999 544.899 581.398 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2153" 82600090 0 3 0 6 0 0.4637 -0.1903 0.2907 1.0001 1.314 0.5029 0 275 275 440 562.767 634.619 542.962 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2155" 82600090 0 2 2 5 1 -1.4869 0.3241 -0.7823 -0.2744 1.314 1.0346 0 1705 1595 1485 569.015 503.938 503.911 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2156" 82600090 0 3 2 6 0 -0.687 0.6818 -0.7823 1.1754 -0.2023 1.0346 2 300 300 300 460.732 545.363 474.761 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2158" 82600090 0 1 0 6 0 0.1097 0.2968 -0.7823 1.0644 0.6259 -0.6576 1 300 360 300 436.979 417.257 438.311 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2159" 82600090 0 3 2 6 1 -0.687 -0.8826 -0.7823 -0.1907 0.1597 -2.4468 2 300 300 300 578.683 707.886 620.582 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2160" 82600090 0 1 0 2 0 0.9606 -0.3485 1.4812 -1.8746 1.314 -1.5824 1 200 200 200 301.771 360.036 341.417 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2161" 82600090 0 1 0 2 0 0.4637 -0.7782 -0.7823 -1.4579 1.314 1.0346 0 300 300 300 330.981 353.496 398.171 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2162" 82600090 0 3 2 6 0 1.8905 0.6738 -0.7823 -0.8294 -2.7106 1.0346 0 300 300 240 439.539 351.23 420.513 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2164" 82600090 0 2 0 5 0 -0.9598 2.7249 -0.7823 0.8887 1.314 1.0346 1 300 300 300 412.657 531.877 445.959 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2165" 82600090 0 2 0 4 1 -1.8939 -0.0599 -0.7823 -0.7701 1.314 1.0346 0 300 300 300 575.234 570.417 537.301 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2167" 82600090 0 2 0 6 0 -1.8939 2.7249 -0.7823 0.6773 1.314 1.0346 0 660 1595 1650 449.27 475.055 459.692 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2168" 82600090 0 1 0 2 0 0.8207 -1.7251 2.07 -1.5767 1.314 1.0346 0 300 300 300 442.54 439.34 431.963 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2169" 82600090 0 1 0 4 0 -0.687 -0.1903 -0.7823 -0.9351 1.314 -0.6576 1 330 275 220 509.049 492.944 452.821 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2173" 82600090 0 2 0 5 0 0.4637 -0.5707 -0.7823 0.5476 1.314 -0.6576 1 300 300 300 606.41 575.025 563.137 23 13.936 -1.4212 -1.4551 -0.7912 -0.1662 "missing"
"2174" 82600091 0 1 0 2 0 -1.8939 -0.4415 0.2907 -1.1415 1.314 0.2169 0 240 240 360 502.709 459.476 474.363 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2177" 82600091 0 2 2 3 0 0.5949 -0.7659 0.6725 -0.9095 0.7628 -2.4468 0 240 240 360 467.057 542.423 522.326 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2178" 82600091 0 2 2 6 0 0.5949 -0.5665 0.7703 0.1582 1.314 -0.6576 1 300 240 300 359.522 367.331 447.705 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2179" 82600091 0 1 0 3 0 1.1422 0.4458 0.2907 -0.6174 0.2384 1.0346 0 240 240 360 500.156 552.238 598.035 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2181" 82600091 0 1 0 4 0 1.8905 -0.5582 1.4812 0.203 0.1597 -0.6576 0 240 240 360 609.294 646.094 720.141 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2182" 82600091 1 1 0 6 0 0.4637 -0.4794 -0.7823 0.7304 0.7628 -0.6576 1 220 220 330 519.576 536.918 612.64 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2183" 82600091 1 1 0 6 0 0.4637 0.6738 -0.7823 0.6802 1.314 1.0346 0 300 1500 360 437.006 308.194 402.379 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2184" 82600091 0 1 0 5 0 1.8905 -0.3184 0.2907 -1.0418 -0.2023 -1.1869 0 260 260 260 412.168 478.392 369.922 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2185" 82600091 0 1 0 2 0 -0.3799 -0.3397 1.1625 -1.4335 -0.7857 1.0346 0 240 240 360 595.501 555.866 574.013 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2187" 82600091 0 1 0 5 0 -0.2006 -0.4415 -0.7823 -0.3811 -0.7857 -0.6439 0 220 220 330 622.084 629.416 592.06 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2188" 82600091 1 2 0 4 0 -1.109 -0.3261 0.7703 -0.2604 -1.1481 -1.5824 0 360 240 120 516.733 533.69 562.073 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2189" 82600091 0 1 0 3 0 -0.2006 0.0348 -0.7823 -0.534 0.7628 -0.6576 0 240 240 300 553.501 566.497 592.411 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2191" 82600091 1 1 0 5 0 -1.8939 0.1935 -0.7823 0.5622 1.314 1.0346 0 240 240 360 467.597 526.987 497.389 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2192" 82600091 1 2 0 4 0 1.1911 2.7249 -0.7823 0.1343 0.7015 1.0346 0 240 240 180 502.497 416.519 346.877 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2193" 82600091 0 1 0 6 0 -0.4342 -0.875 0.6725 0.54 -0.7453 1.0346 0 240 240 360 447.445 475.303 501.292 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2194" 82600091 1 2 2 3 0 0.4637 -0.5707 -0.7823 -1.1603 -0.7453 -1.3914 0 240 240 360 562.482 638.783 593.188 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2195" 82600091 1 1 0 4 0 0.1097 -0.3184 0.1462 -1.072 0.7015 -0.6576 0 220 220 330 662.41 651.388 626.37 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2196" 82600091 1 1 0 5 0 -0.2006 -0.4415 -0.7823 -0.0358 -0.3971 -0.6576 0 240 240 360 638.378 613.876 627.338 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2197" 82600091 0 2 0 3 0 -0.9598 0.6818 -0.7823 -0.636 1.314 -0.6576 0 240 240 240 488.996 507.115 537.11 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2200" 82600091 1 1 0 2 0 1.8905 -0.8008 2.4601 -1.1544 -2.7106 -2.4468 0 220 220 330 463.594 425.967 509.909 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2202" 82600091 0 2 2 6 0 1.8905 -0.8527 1.4721 0.9354 -0.0439 -0.6576 1 240 240 360 464.204 455.737 459.028 28 13.863 1.2478 1.3635 -0.0956 1.3648 "missing"
"2321" 82600097 1 1 0 3 0 -0.687 -0.0751 1.4454 -0.3991 -0.5973 -0.6576 1 165 165 220 557.932 553.586 546.765 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2322" 82600097 1 1 0 4 0 0.5949 -0.3051 0.2907 -1.2543 -0.8154 -0.6576 0 240 240 120 462.361 422.178 424.025 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2327" 82600097 1 1 0 5 0 0.052 -0.3489 0.2907 1.0836 0.7628 -0.6576 0 220 330 275 525.758 416 476.911 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2329" 82600097 0 1 0 4 0 -0.2006 -1.0394 0.2907 -0.3339 1.314 -1.3914 0 420 420 540 528.781 538.449 524.779 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2331" 82600097 0 1 0 5 0 0.4637 -0.3184 -0.7823 0.4394 0.6259 0.5029 0 180 180 180 515.779 594.796 628.785 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2333" 82600097 1 1 0 6 0 -1.4242 0.1935 0.2907 0.8811 0.7015 0.6402 1 180 180 180 476.429 490.097 488.754 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2334" 82600097 0 1 0 5 0 0.4637 0.6818 -0.7823 0.4404 0.385 0.2127 0 180 180 300 609.964 691.682 643.546 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2336" 82600097 1 1 0 6 0 0.8207 0.0834 0.2907 1.234 0.4394 0.2127 1 360 360 480 618.724 699.707 710.564 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2337" 82600097 1 1 0 6 0 -1.4242 0.4766 0.2907 1.7069 0.1597 1.0346 2 240 240 180 649.336 557.098 594.883 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2339" 82600097 0 1 0 4 0 0.8207 -0.3184 0.7703 -0.6869 0.1597 -0.6576 0 180 240 240 511.791 532.171 554.65 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2340" 82600097 0 1 0 6 0 0.9109 0.0109 1.8279 1.102 -0.0037 1.0346 1 180 180 240 550.039 700.209 662.248 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2341" 82600097 0 1 0 6 0 0.8207 -0.1843 1.8633 0.8477 -0.0037 0.2169 1 180 180 360 553.839 577.007 517.51 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2343" 82600097 0 1 0 3 0 0.4637 -1.2513 2.0604 -0.5888 -1.1965 0.6364 2 360 300 360 421.361 300.901 393.57 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2345" 82600097 1 1 0 5 0 1.0671 0.4766 0.2907 -0.3187 1.314 -2.4468 1 240 180 240 440.734 508.68 419.667 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2346" 82600097 1 1 0 6 0 0.4637 -0.4509 0.7703 1.273 0.1597 0.2169 1 360 360 240 691.385 682.093 696.784 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2349" 82600097 0 1 0 4 0 0.4637 0.6818 -0.7823 -0.204 0.7628 -0.6576 0 180 180 180 481.339 499.464 462.269 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2350" 82600097 0 1 0 6 0 0.4637 -0.8548 0.1462 1.0871 0.1155 -0.6576 0 180 180 300 460.926 463.227 548.222 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2351" 82600097 0 1 0 3 0 1.0671 -0.7564 0.1462 -0.6653 -0.2533 -1.3914 0 180 180 240 577.951 543.736 534.952 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2352" 82600097 1 1 0 6 0 0.2734 0.705 -0.7823 0.1013 -2.7106 1.0346 0 180 180 180 313.766 344.223 330.928 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2355" 82600097 0 1 0 5 0 0.8794 -0.3184 -0.7823 -0.1352 -0.7857 -1.1847 2 180 180 180 508.167 543.381 481.22 23 14.8197 0.1 -0.1776 -0.8378 -0.0452 "missing"
"2442" 82600102 1 1 0 3 0 0.4637 -1.2532 1.1928 -0.9287 -0.9734 -1.0657 0 200 200 500 504.915 553.769 586.917 18 9.8889 -0.2805 0.1757 0.8825 1.1035 "missing"
"2460" 82600103 0 1 0 3 0 0.4637 -1.3831 2.9705 -0.8 -1.415 0.2127 1 240 240 240 391.725 499.298 437.049 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2462" 82600103 1 1 0 4 0 -0.13 0.6818 0.2907 -0.1034 -1.3345 -0.6576 0 220 220 220 564.346 509.179 565.654 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2463" 82600103 0 1 0 5 0 1.8905 -0.7587 1.5436 0.4199 0.7015 1.0346 0 240 240 240 518.313 575.849 579.554 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2464" 82600103 1 1 0 6 0 1.4083 -1.8546 1.1625 0.259 -1.1481 0.5029 2 240 240 240 345.351 373.817 351.744 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2465" 82600103 0 1 0 4 0 -0.3799 -0.4415 -0.7823 -0.1273 -1.1481 1.0346 1 240 240 240 493.708 510.36 558.692 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2466" 82600103 0 1 0 6 0 1.8905 -0.6686 0.2907 0.468 1.314 1.0346 2 240 240 240 411.008 447.99 421.603 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2468" 82600103 0 1 0 4 0 1.8905 -3.2367 2.896 0.8563 0.039 1.0346 2 240 240 240 406.255 418.722 497.916 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2471" 82600103 0 1 0 6 0 0.4637 -0.0509 1.2618 1.1805 0.3485 0.6402 0 300 300 420 504.919 598.134 604.217 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2473" 82600103 1 1 0 4 0 0.4637 -0.6913 0.8615 0.1972 0.6259 1.0346 0 240 240 240 610.864 567.588 611.068 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2474" 82600103 1 1 0 4 0 0.4637 -0.3184 0.2907 -0.2441 -1.415 -0.6576 0 240 240 240 560.776 494.327 576.183 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2478" 82600103 1 1 0 4 0 0.1097 0.6818 -0.7823 -1.0395 -0.3971 0.3622 0 240 240 240 546.657 659.399 648.416 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2479" 82600103 0 1 0 6 0 0.4637 0.3241 -0.7823 0.6097 -0.2023 1.0346 0 240 240 240 447.394 467.69 501.249 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2480" 82600103 1 1 0 6 0 -0.9295 -0.0264 0.2907 1.8563 1.314 0.2169 2 300 300 300 460.111 460.753 551.796 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2481" 82600103 1 1 0 4 0 0.1097 -0.3184 -0.7823 -0.8838 0.7015 -0.6576 0 300 360 300 565.74 540.982 544.632 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2483" 82600103 0 1 0 3 0 -0.3799 0.2243 -0.7823 0.3611 1.314 1.0346 0 240 240 420 551.09 640.684 657.359 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2484" 82600103 0 1 0 4 0 0.8794 -0.2482 0.2907 0.3732 -1.1846 1.0346 0 275 275 275 616.64 518.9 519.521 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2485" 82600103 1 1 0 4 0 1.0671 -0.3184 1.1625 0.3573 -0.2023 1.0346 0 275 275 440 687.766 730.755 676.355 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2486" 82600103 1 3 0 6 0 0.8794 0.9683 -0.7823 0.4476 1.314 -0.6576 2 200 200 200 598.244 492.915 507.862 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2488" 82600103 0 1 0 5 0 0.4637 -1.2307 2.0604 -0.2768 1.314 -0.6576 2 220 220 220 592.767 569.939 555.92 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2489" 82600103 1 1 0 6 0 0.052 0.4402 -0.7823 1.4899 -0.3971 0.2169 0 240 240 420 638.103 638.041 578.74 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2490" 82600103 1 1 0 6 0 0.4637 -0.4509 -0.7823 0.7901 -0.3673 -0.6576 1 220 275 220 562.524 565.139 587.864 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2491" 82600103 1 1 0 5 0 -1.8939 -0.5552 -0.7823 0.8624 0.1694 -0.6576 0 240 240 240 347.9 356.258 399.328 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2492" 82600103 0 1 0 4 0 1.8905 -0.8053 1.1928 -0.079 -0.3971 1.0346 2 240 240 360 446.394 641.323 667.789 28 22.2667 2.1284 0.592 -0.0384 0.2266 "missing"
"2493" 82600104 0 1 0 6 0 0.1097 -0.5187 -0.7823 1.6207 1.314 1.0346 2 240 240 240 567.756 521.812 528.698 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2494" 82600104 0 1 0 6 0 -0.6133 -0.0845 -0.7823 1.4065 1.314 1.0346 0 165 275 330 561.974 475.404 505.792 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2495" 82600104 1 1 0 6 0 1.8905 -0.0973 1.1928 2.036 0.7628 1.0346 0 360 360 300 600.922 634.817 574.092 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2496" 82600104 0 1 0 6 0 0.4637 -0.0939 -0.7823 -0.3817 1.314 -0.6576 1 420 420 360 365.414 389.845 445.59 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2497" 82600104 1 1 0 4 0 -0.4342 -0.3184 -0.7823 0.3889 1.314 1.0346 1 240 240 240 578.777 607.999 629.835 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2498" 82600104 0 1 0 6 0 -0.3799 -0.1843 -0.7823 1.1876 1.314 1.0346 1 300 300 300 485.554 520.484 510.292 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2499" 82600104 1 1 0 5 1 0.8207 -0.8997 0.1462 -0.3155 0.4394 0.5029 0 220 220 330 433.427 507.748 481.438 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2501" 82600104 1 1 0 6 0 0.4637 -1.1892 2.0987 0.4214 0.1597 -0.6576 1 180 300 240 444.364 524.828 519.7 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2502" 82600104 1 1 0 5 0 1.0671 -1.1071 2.4601 0.7621 0.4394 0.6364 0 300 300 420 566.022 475.505 539.623 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2504" 82600104 0 1 0 6 0 -0.4342 -0.3184 -0.7823 1.4843 1.314 1.0346 0 360 300 240 518.416 538.208 465.453 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2507" 82600104 1 1 0 4 0 0.4637 -0.9331 1.1928 -0.4448 -0.2023 -0.6576 0 220 275 275 498.948 425.276 516.685 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2509" 82600104 0 1 0 4 0 -0.687 -0.8632 -0.7823 -0.0547 -0.3673 -1.3914 0 0 0 0 499.889 568.528 473.998 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2510" 82600104 1 1 0 4 0 -1.4869 -0.4415 1.8279 0.0126 1.314 1.0346 0 300 300 300 563.934 479.598 466.499 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2511" 82600104 1 1 0 4 0 1.8905 -0.2444 -0.7823 -0.8102 1.314 -1.3914 0 300 300 300 436.666 399.013 432.387 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2512" 82600104 1 1 0 6 0 1.8905 -0.3184 0.2907 1.0991 -0.5973 0.6402 2 240 300 300 576.271 572.812 568.764 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2514" 82600104 0 1 0 6 0 1.8905 2.7249 -0.7823 2.0635 1.314 0.3657 0 180 420 240 361.573 340.259 323.291 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2515" 82600104 0 1 0 4 0 0.176 0.4766 -0.7823 -0.8005 -0.5973 0.2169 0 300 300 240 498.935 487.551 538.611 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2516" 82600104 1 1 0 6 0 1.8905 -0.0358 -0.7823 0.9133 0.7015 -1.2973 0 300 300 300 613.379 591.384 651.305 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2517" 82600104 0 1 0 3 0 0.1097 -0.3184 1.1928 -0.6529 -0.5575 -1.5824 0 300 300 300 499.836 468.808 457.694 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2519" 82600104 0 1 0 5 0 1.8905 -3.2367 2.4122 -0.1678 -0.7074 -2.0851 1 420 600 840 474.757 476.755 533.91 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2521" 82600104 0 1 0 6 0 0.4637 -0.6464 2.0327 1.3464 -0.8998 1.0346 1 385 550 550 556.632 469.283 566.799 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2522" 82600104 0 1 0 6 0 -1.2792 -0.0893 -0.7823 0.5068 1.314 1.0346 2 200 250 300 535.691 598.469 534.837 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2524" 82600104 1 1 0 6 0 0.4637 2.7249 -0.7823 1.5379 -1.3684 -0.6576 1 300 300 300 458.91 422.094 504.467 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2525" 82600104 0 3 0 6 0 0.4637 -0.8428 0.7703 -0.3239 0.4394 -1.3914 1 180 240 360 548.825 582.245 539.81 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2526" 82600104 0 1 0 5 0 -0.2006 1.4685 -0.7823 1.4569 0.7015 1.0346 0 300 300 300 489.847 645.011 655.576 28 20.1034 -0.4526 -0.7828 -2.0719 -2.0409 "missing"
"2527" 82600105 1 1 0 6 0 0.4637 -0.9879 -0.7823 1.02 -2.7106 -1.0691 0 240 240 360 562.679 555.404 584.04 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2528" 82600105 0 1 0 5 0 0.8207 -1.2565 -0.7823 0.5957 -0.2023 0.5029 1 240 240 360 619.396 683.954 644.575 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2529" 82600105 0 1 0 6 0 0.176 -1.7041 1.5346 0.94 1.314 -0.6576 2 240 240 360 493.47 491.854 510.085 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2530" 82600105 1 1 0 6 0 1.8905 -2.0711 1.1625 1.3046 1.314 0.2169 0 240 240 360 557.971 486.156 535.895 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2531" 82600105 1 1 0 6 0 1.0109 -0.4845 -0.7823 2.2609 -0.7857 1.0346 0 240 180 360 627.312 648.931 627.244 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2533" 82600105 0 1 0 6 0 1.8905 -0.1903 0.8615 1.1564 0.7628 1.0346 0 220 220 330 569.39 642.095 576.57 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2534" 82600105 1 1 0 4 0 0.052 -0.4112 -0.7823 -0.3385 1.314 1.0346 2 220 220 165 515.629 374.538 463.511 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2535" 82600105 0 1 0 6 0 0.176 -0.6693 -0.7823 1.4428 -0.3374 -1.0691 0 240 240 360 438.306 452.693 442.473 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2536" 82600105 0 3 0 6 0 1.0944 -0.3789 2.07 0.6746 1.314 -2.4468 0 240 240 360 558.378 607.755 614.235 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2537" 82600105 1 1 0 6 0 -0.687 1.4685 -0.7823 1.8632 1.314 1.0346 0 1800 1800 1800 483.358 404.069 388.643 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2538" 82600105 1 1 0 6 0 0.0208 -0.4415 2.07 0.8483 -0.3971 0.2127 2 220 220 330 527.061 477.639 500.178 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2539" 82600105 0 1 0 5 0 1.8905 -0.3184 1.1928 1.2326 1.314 1.0346 0 240 240 360 599.747 665.361 611.52 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2540" 82600105 1 1 0 6 0 0.1097 2.7249 0.7841 1.4086 1.3411 1.0346 2 240 240 360 578.475 554.245 621.735 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2541" 82600105 0 1 0 6 0 1.8905 -0.3184 0.7703 0.7119 0.7628 1.0346 0 300 240 360 367.159 478.385 471.306 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2542" 82600105 1 1 0 6 0 -0.4342 -0.1136 1.1928 1.2154 0.7015 0.3657 2 180 240 360 542.305 492.211 626.176 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2543" 82600105 1 1 0 6 0 -0.0576 -1.0677 1.5346 1.6163 1.314 1.0346 2 220 220 330 581.872 625.786 636.238 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2544" 82600105 1 1 0 6 0 0.4637 -0.4415 -0.7823 1.6463 -0.1719 1.0346 2 220 220 330 683.613 666.763 629.461 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2545" 82600105 0 1 0 4 0 -0.2006 -0.3184 -0.7823 -0.2625 -1.1481 -0.6576 0 0 300 180 379.411 456.533 535.083 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2547" 82600105 1 1 0 6 0 0.0208 0.2646 -0.7823 1.4251 1.314 1.0346 0 240 240 360 551.104 616.034 561.175 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2548" 82600105 0 1 0 6 0 1.8905 0.3299 1.7926 2.0236 1.314 0.5029 1 0 240 240 609.251 575.365 618.316 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
"2549" 82600105 1 1 0 6 0 -0.4342 0.165 -0.7823 0.5252 0.6259 0.2169 2 180 180 360 604.086 703.632 694.091 23 18 -0.949 -0.5869 -1.4545 -0.4321 "missing"
